"","column_label","HI_mean_Interp","HI_sd_with_Interp","N.S.","Max_width_Interp","Min_response","Max_response","Peak_Q","ShapiroTest.W","ShapiroTest.p","t.test.stat","t.test.p","t.test.CIlow","t.test.CIhigh","wilcox.test.stat","wilcox.test.p","storm.ID","site.ID"
"1","1",0.0400557030435195,0.144384706641574,-0.0923643374103224,-0.600597326253911,9.48,114.95,1156.14735750691,0.666,0,1.942,0.0579,-0.0014,0.0815,1042,1e-04,"VAUL_storm1a_06_19_NO3","VAUL"
"2","2",0.812468888012241,0.155838965775266,-0.294703216557139,0.967871953507619,71.7,244.918333333333,1156.14735750691,0.6471,0,36.4946,0,0.7677,0.8572,1275,0,"VAUL_storm1a_06_19_fDOM","VAUL"
"3","3",0.790965641188287,0.271188806606339,-0.0654614652711704,0.981657680515912,142,299.65,1156.14735750691,0.7058,0,20.4166,0,0.7131,0.8688,1275,0,"VAUL_storm1a_06_19_SPC","VAUL"
"4","4",-0.405327236104966,0.276229295086176,0.127756935142703,-0.978716773842931,11.318,341.304,1156.14735750691,0.7805,0,-10.2715,0,-0.4846,-0.326,0,0,"VAUL_storm1a_06_19_turb","VAUL"
"5","5",-0.0121085155420138,0.0839197198221698,0.567549153202258,0.253682434624619,-0.91,101.83,1371.45812583726,0.904,7e-04,-1.01,0.3175,-0.0362,0.012,421,0.0371,"VAUL_storm1b_06_20_NO3","VAUL"
"6","6",0.146941056555539,0.137269189933624,-0.0492787992248537,0.456219342031445,-2.728,159.478333333333,1371.45812583726,0.9442,0.0197,7.4932,0,0.1075,0.1863,1213,0,"VAUL_storm1b_06_20_fDOM","VAUL"
"7","7",0.294724855921175,0.114061032712655,-0.123954266592303,0.637467466071761,2.64,146.08,1371.45812583726,0.8379,0,18.0875,0,0.262,0.3275,1275,0,"VAUL_storm1b_06_20_SPC","VAUL"
"8","8",-0.143485880218769,0.197336309715898,0.105901743650837,-0.595203042363857,1.56,297.032,1371.45812583726,0.9464,0.0244,-5.0898,0,-0.2001,-0.0868,188,0,"VAUL_storm1b_06_20_turb","VAUL"
"9","9",0.00742239078522233,0.324052813720818,-0.0661609776654025,0.695392611321816,15.08,26.945,1073.87413708796,0.9634,0.1238,0.1603,0.8733,-0.0856,0.1005,638,1,"VAUL_storm1c_06_22_NO3","VAUL"
"10","10",0.282775010713446,0.221037226966127,-0.265537262057811,0.860896611786173,-0.0223076923076923,37.0746153846154,338.666635472153,0.7213,0,8.9552,0,0.2193,0.3462,1275,0,"VAUL_storm3_07_09_NO3","VAUL"
