"","DateTime","Q","Site","day","fDOM.QSU","nitrateuM","SpCond.uScm","Turbidity.FNU","MeanDischarge"
"1",2021-08-20 00:35:00,509.103070359764,"VAUL",2021-08-20,NA,NA,NA,NA,509.103070359764
"2",2021-08-20 00:40:00,509.103070359764,"VAUL",2021-08-20,NA,NA,NA,NA,509.103070359764
"3",2021-08-20 00:45:00,506.989695664553,"VAUL",2021-08-20,240.01,0,171.02,27.916,506.989695664553
"4",2021-08-20 00:50:00,506.989695664553,"VAUL",2021-08-20,NA,NA,NA,NA,506.989695664553
"5",2021-08-20 00:55:00,506.989695664553,"VAUL",2021-08-20,NA,NA,NA,NA,506.989695664553
"6",2021-08-20 01:00:00,508.046383012144,"VAUL",2021-08-20,240.288333333333,0,171.366666666667,28.865,508.046383012144
"7",2021-08-20 01:05:00,506.989695664553,"VAUL",2021-08-20,NA,NA,NA,NA,506.989695664553
"8",2021-08-20 01:10:00,509.103070359764,"VAUL",2021-08-20,NA,NA,NA,NA,509.103070359764
"9",2021-08-20 01:15:00,509.103070359764,"VAUL",2021-08-20,240.366,0,171.58,24.324,509.103070359764
"10",2021-08-20 01:20:00,509.103070359764,"VAUL",2021-08-20,NA,NA,NA,NA,509.103070359764
"11",2021-08-20 01:25:00,509.103070359764,"VAUL",2021-08-20,NA,NA,NA,NA,509.103070359764
"12",2021-08-20 01:30:00,508.046383012144,"VAUL",2021-08-20,240.263333333333,0,171.916666666667,25.63,508.046383012144
"13",2021-08-20 01:35:00,510.159757707326,"VAUL",2021-08-20,NA,NA,NA,NA,510.159757707326
"14",2021-08-20 01:40:00,511.216445054917,"VAUL",2021-08-20,NA,NA,NA,NA,511.216445054917
"15",2021-08-20 01:45:00,510.159757707326,"VAUL",2021-08-20,240.506,0,172.14,23.634,510.159757707326
"16",2021-08-20 01:50:00,511.216445054917,"VAUL",2021-08-20,NA,NA,NA,NA,511.216445054917
"17",2021-08-20 01:55:00,510.159757707326,"VAUL",2021-08-20,NA,NA,NA,NA,510.159757707326
"18",2021-08-20 02:00:00,510.159757707326,"VAUL",2021-08-20,240.275,0,172.416666666667,23.98,510.159757707326
"19",2021-08-20 02:05:00,511.216445054917,"VAUL",2021-08-20,NA,NA,NA,NA,511.216445054917
"20",2021-08-20 02:10:00,512.273132402508,"VAUL",2021-08-20,NA,NA,NA,NA,512.273132402508
"21",2021-08-20 02:15:00,511.216445054917,"VAUL",2021-08-20,240.094,0,172.48,24.162,511.216445054917
"22",2021-08-20 02:20:00,511.216445054917,"VAUL",2021-08-20,NA,NA,NA,NA,511.216445054917
