"","site.ID","year","storm.num","response","HI","precip","precip.week","precip.month","ThreeMonth","TOTAL.TIME","Intensity","doy","burn","pf"
"1","STRT",2021,"storm1a","NO3",-0.078842315369267,35.8,5.2,43.4,80,47.5,0.753684210526316,226.065972222222,"burned","high"
"2","STRT",2021,"storm1b","NO3",-0.547869124981114,6.4,40,65.4,116,63.25,0.101185770750988,228.065972222222,"burned","high"
"3","STRT",2021,"storm2a","NO3",0.793733243967821,5.4,6.2,51,122.8,23.5,0.229787234042553,230.732638888889,"burned","high"
"4","STRT",2021,"storm2b","NO3",0.253839662447253,3,10.6,54.2,112.2,11.75,0.25531914893617,231.732638888889,"burned","high"
"5","STRT",2021,"storm3","NO3",0.642205638474335,5.6,12.6,36.6,107.8,5,1.12,236.607638888889,"burned","high"
"6","STRT",2021,"storm1a","fDOM",-0.420281259987923,35.8,5.2,43.4,80,47.5,0.753684210526316,226.065972222222,"burned","high"
"7","STRT",2021,"storm1b","fDOM",-0.311918597699504,6.4,40,65.4,116,63.25,0.101185770750988,228.065972222222,"burned","high"
"8","STRT",2021,"storm2a","fDOM",0.162160218610671,5.4,6.2,51,122.8,23.5,0.229787234042553,230.732638888889,"burned","high"
"9","STRT",2021,"storm2b","fDOM",-0.268002893565908,3,10.6,54.2,112.2,11.75,0.25531914893617,231.732638888889,"burned","high"
"10","STRT",2021,"storm3","fDOM",-0.621634520439736,5.6,12.6,36.6,107.8,5,1.12,236.607638888889,"burned","high"
"11","STRT",2021,"storm1a","SPC",0.910634154601645,35.8,5.2,43.4,80,47.5,0.753684210526316,226.065972222222,"burned","high"
"12","STRT",2021,"storm1b","SPC",-0.355320844958154,6.4,40,65.4,116,63.25,0.101185770750988,228.065972222222,"burned","high"
"13","STRT",2021,"storm2a","SPC",0.418067226890756,5.4,6.2,51,122.8,23.5,0.229787234042553,230.732638888889,"burned","high"
"14","STRT",2021,"storm2b","SPC",0.534035779260189,3,10.6,54.2,112.2,11.75,0.25531914893617,231.732638888889,"burned","high"
"15","STRT",2021,"storm3","SPC",0.519452449567724,5.6,12.6,36.6,107.8,5,1.12,236.607638888889,"burned","high"
"16","STRT",2021,"storm1a","turb",-0.175429261340652,35.8,5.2,43.4,80,47.5,0.753684210526316,226.065972222222,"burned","high"
"17","STRT",2021,"storm1b","turb",0.138548050090449,6.4,40,65.4,116,63.25,0.101185770750988,228.065972222222,"burned","high"
"18","STRT",2021,"storm2a","turb",-0.214472700074794,5.4,6.2,51,122.8,23.5,0.229787234042553,230.732638888889,"burned","high"
"19","STRT",2021,"storm2b","turb",-0.174207715725907,3,10.6,54.2,112.2,11.75,0.25531914893617,231.732638888889,"burned","high"
"20","STRT",2021,"storm3","turb",-0.375591377843931,5.6,12.6,36.6,107.8,5,1.12,236.607638888889,"burned","high"
