"0","Qsummary.FR <- Qsummary  %>% #filter out measured Q at just french"
"0","  filter(Site == ""French"") "
"0",""
"0","French1comb <- full_join(French1, Qsummary.FR) "
"2","Joining, by = ""DateTime""
"
"0","ggplot(aes(x=WaterLevelmeters, y=MeasuredQ_Ls), data=French1comb) +"
"0","  geom_point(aes( color=Method), size=3) +"
"0","  geom_smooth(method = ""lm"", se=FALSE) +"
"0","  stat_poly_eq(formula = y ~ x, "
"0","               aes(label = paste(..eq.label.., ..rr.label.., sep = ""~~~"")), "
"0","               parse = TRUE) +"
"0","  scale_x_continuous(limits = c(184.2,184.9)) +"
"0","  theme_classic() +"
"0","  ggtitle(""French1 all measured Q"") "
