"","Site","DateTime","MeanDischarge","fDOM.QSU","nitrateuM","SpCond.uScm","Turbidity.FNU"
"1","MOOS",2018-06-21 21:00:00,811.981026644877,76.855,28.4755555555556,115,5.515
"2","MOOS",2018-06-21 21:30:00,801.254403262486,77.2066666666667,28.4688888888889,115.016666666667,5.32
"3","MOOS",2018-06-21 22:00:00,818.766589631705,77.2033333333333,28.5177777777778,115.033333333333,5.10833333333333
"4","MOOS",2018-06-21 22:30:00,822.159371125075,77.1283333333333,28.3533333333333,115.016666666667,5.42166666666667
"5","MOOS",2018-06-21 23:00:00,821.611092222913,77.2316666666667,28.4344444444444,115,4.98666666666667
"6","MOOS",2018-06-21 23:30:00,825.003873716283,77.3616666666667,28.4055555555556,114.933333333333,5.835
"7","MOOS",2018-06-22 00:00:00,831.241157800832,77.5216666666667,28.3722222222222,114.833333333333,5.78166666666667
"8","MOOS",2018-06-22 00:30:00,830.144599996478,77.5566666666667,28.37,114.8,5.775
"9","MOOS",2018-06-22 01:00:00,834.08566039204,77.745,28.3011111111111,114.766666666667,5.805
"10","MOOS",2018-06-22 01:30:00,848.530758759065,78.0283333333333,28.2622222222222,114.716666666667,6.12166666666667
"11","MOOS",2018-06-22 02:00:00,858.709103239264,78.1966666666667,28.2688888888889,114.616666666667,6.02
"12","MOOS",2018-06-22 02:30:00,861.005326928251,78.495,28.2244444444444,114.533333333333,5.98666666666667
"13","MOOS",2018-06-22 03:00:00,868.339168817271,78.89,28.2211111111111,114.45,6.18333333333333
"14","MOOS",2018-06-22 03:30:00,873.154201606259,79.0216666666667,28.1677777777778,114.4,5.68333333333333
"15","MOOS",2018-06-22 04:00:00,874.57645290182,79.4316666666667,28.1788888888889,114.166666666667,6.30833333333333
"16","MOOS",2018-06-22 04:30:00,888.147578875447,79.87,28.1266666666667,114.233333333333,5.60833333333333
"17","MOOS",2018-06-22 05:00:00,883.658239577664,80.15,28.1077777777778,114.25,5.30666666666667
"18","MOOS",2018-06-22 05:30:00,887.924993464432,80.55,28.0888888888889,114.25,5.525
"19","MOOS",2018-06-22 06:00:00,888.798965857772,80.86,28.0366666666667,114.233333333333,5.59666666666667
"20","MOOS",2018-06-22 06:30:00,892.517440842377,81.08,28.0066666666667,114.2,5.37666666666667
"21","MOOS",2018-06-22 07:00:00,895.036249942379,81.5733333333333,27.9744444444444,114.133333333333,5.23666666666667
"22","MOOS",2018-06-22 07:30:00,895.361943433585,81.8683333333333,27.98,114.116666666667,5.35
"23","MOOS",2018-06-22 08:00:00,902.473199911532,82.12,27.9433333333333,114.066666666667,5.20333333333333
"24","MOOS",2018-06-22 08:30:00,904.769423600461,82.4366666666667,27.9566666666667,114.016666666667,5.33166666666667
