Site,DateTime,Q,day,fDOM.QSU,nitrateuM,SpCond.uScm,Turbidity.FNU
MOOS,2020-06-15T17:30:00Z,978.03392407301,2020-06-15T08:00:00Z,92.95727272727272,NA,0.8363636363636364,90.11545454545454
MOOS,2020-06-15T17:45:00Z,976.0811369190342,2020-06-15T08:00:00Z,93.85454545454546,NA,0.8363636363636364,97.68363636363637
MOOS,2020-06-15T18:00:00Z,979.0019837596628,2020-06-15T08:00:00Z,94.64181818181818,NA,0.8454545454545455,97.38181818181818
MOOS,2020-06-15T18:15:00Z,986.7964645948377,2020-06-15T08:00:00Z,95.23636363636363,NA,0.8454545454545455,87.18090909090908
MOOS,2020-06-15T18:30:00Z,992.6423252212699,2020-06-15T08:00:00Z,96.21272727272728,NA,0.8454545454545455,89.58
MOOS,2020-06-15T18:45:00Z,992.6423252212699,2020-06-15T08:00:00Z,96.50181818181818,NA,0.8636363636363636,91.28454545454545
MOOS,2020-06-15T19:00:00Z,985.8159040726896,2020-06-15T08:00:00Z,97.10454545454546,NA,0.8363636363636364,86.54818181818182
MOOS,2020-06-15T19:15:00Z,981.9186636550876,2020-06-15T08:00:00Z,97.93272727272728,NA,0.8363636363636364,79.95181818181818
MOOS,2020-06-15T19:30:00Z,975.0964094517112,2020-06-15T08:00:00Z,98.93454545454546,NA,0.8545454545454546,86.97545454545455
MOOS,2020-06-15T19:45:00Z,969.2547157705121,2020-06-15T08:00:00Z,99.5909090909091,NA,0.8454545454545455,81.78454545454545
MOOS,2020-06-15T20:00:00Z,963.4046881989343,2020-06-15T08:00:00Z,100.22909090909091,NA,0.8454545454545455,75.25181818181818
MOOS,2020-06-15T20:15:00Z,955.6102073637303,2020-06-15T08:00:00Z,100.91545454545455,NA,0.8454545454545455,73.2909090909091
MOOS,2020-06-15T20:30:00Z,955.6143743089051,2020-06-15T08:00:00Z,101.6790909090909,NA,0.8454545454545455,77.14727272727272
MOOS,2020-06-15T20:45:00Z,953.6574202097836,2020-06-15T08:00:00Z,101.62,NA,0.8454545454545455,73.77090909090909
MOOS,2020-06-15T21:00:00Z,949.7601797921525,2020-06-15T08:00:00Z,102.38545454545455,NA,0.8454545454545455,76.06818181818181
MOOS,2020-06-15T21:15:00Z,945.8671063196962,2020-06-15T08:00:00Z,102.94636363636364,NA,0.8454545454545455,79.49727272727273
MOOS,2020-06-15T21:30:00Z,946.8434998966986,2020-06-15T08:00:00Z,103.41090909090909,NA,0.8363636363636364,75.38181818181818
MOOS,2020-06-15T21:45:00Z,942.94209253398,2020-06-15T08:00:00Z,103.87,NA,0.8454545454545455,71.54272727272728
MOOS,2020-06-15T22:00:00Z,941.9698659021524,2020-06-15T08:00:00Z,103.86909090909091,NA,0.8454545454545455,76.58272727272727
MOOS,2020-06-15T22:15:00Z,940.0212456933514,2020-06-15T08:00:00Z,3.6272727272727274,NA,0.7909090909090909,1.3327272727272728
MOOS,2020-06-15T22:30:00Z,938.0684585393756,2020-06-15T08:00:00Z,3.4736363636363636,NA,0.8090909090909091,1.2381818181818183
MOOS,2020-06-15T22:45:00Z,939.044852116378,2020-06-15T08:00:00Z,3.470909090909091,NA,0.7727272727272727,1.160909090909091
MOOS,2020-06-15T23:00:00Z,938.0767924297252,2020-06-15T08:00:00Z,3.290909090909091,NA,0.7,5.326363636363636
MOOS,2020-06-15T23:15:00Z,937.1003988527518,2020-06-15T08:00:00Z,3.3227272727272728,NA,0.7818181818181819,1.3127272727272727
MOOS,2020-06-15T23:30:00Z,937.1003988527518,2020-06-15T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-15T23:45:00Z,934.1753850669193,2020-06-15T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T00:00:00Z,930.2739777042007,2020-06-15T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T00:15:00Z,929.301751072373,2020-06-15T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T00:30:00Z,930.2781446493755,2020-06-15T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T00:45:00Z,927.353130863572,2020-06-15T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T01:00:00Z,926.3767372865987,2020-06-15T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T01:15:00Z,926.3850711769483,2020-06-15T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T01:30:00Z,918.5780895061907,2020-06-15T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T01:45:00Z,921.5072702371399,2020-06-15T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T02:00:00Z,915.6572426656203,2020-06-15T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T02:15:00Z,913.7086224567902,2020-06-15T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T02:30:00Z,908.8391554073896,2020-06-15T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T02:45:00Z,908.8391554073896,2020-06-15T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T03:00:00Z,908.8391554073896,2020-06-15T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T03:15:00Z,906.8947021437925,2020-06-15T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T03:30:00Z,906.8863682534138,2020-06-15T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T03:45:00Z,908.8391554073896,2020-06-15T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T04:00:00Z,907.8627618304163,2020-06-15T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T04:15:00Z,909.815548984363,2020-06-15T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T04:30:00Z,910.7877756161615,2020-06-15T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T04:45:00Z,908.8433223525644,2020-06-15T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T05:00:00Z,904.9377480446128,2020-06-15T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T05:15:00Z,903.9655214128143,2020-06-15T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T05:30:00Z,907.8710957207659,2020-06-15T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T05:45:00Z,904.9460819349915,2020-06-15T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T06:00:00Z,902.0169012040133,2020-06-15T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T06:15:00Z,900.0724479403871,2020-06-15T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T06:30:00Z,901.0446745722147,2020-06-15T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T06:45:00Z,901.0446745722147,2020-06-15T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T07:00:00Z,901.0488415173604,2020-06-15T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T07:15:00Z,903.9780222483387,2020-06-15T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T07:30:00Z,898.1238277315861,2020-06-15T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T07:45:00Z,899.1002213085885,2020-06-15T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T08:00:00Z,896.179374467989,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T08:15:00Z,900.0766148855619,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T08:30:00Z,902.0294020395668,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T08:45:00Z,899.1043882537633,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T09:00:00Z,898.1321616219648,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T09:15:00Z,903.0099625617149,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T09:30:00Z,903.9821891935135,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T09:45:00Z,904.9627497157198,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T10:00:00Z,904.9585827705159,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T10:15:00Z,902.0335689847416,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T10:30:00Z,903.9863561387174,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T10:45:00Z,905.9308094023145,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T11:00:00Z,907.8752626659407,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T11:15:00Z,905.9266424571397,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T11:30:00Z,910.8002764517441,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T11:45:00Z,909.8280498199165,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T12:00:00Z,907.8794296111446,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T12:15:00Z,906.9030360341421,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T12:30:00Z,906.9072029793169,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T12:45:00Z,903.9780222483387,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T13:00:00Z,901.061342352943,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T13:15:00Z,900.0724479403871,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T13:30:00Z,898.12799467679,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T13:45:00Z,899.1002213085885,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T14:00:00Z,900.0766148855619,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T14:15:00Z,903.0057956165401,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T14:30:00Z,900.0724479403871,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T14:45:00Z,896.179374467989,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T15:00:00Z,892.2821340504161,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T15:15:00Z,891.3057404734136,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T15:30:00Z,889.3571202645835,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T15:45:00Z,885.4557129018067,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T16:00:00Z,881.5584724842338,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T16:15:00Z,881.5584724842338,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T16:30:00Z,877.6653990118066,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T16:45:00Z,876.6890054348041,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T17:00:00Z,870.8431448084302,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T17:15:00Z,864.9972841820272,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T17:30:00Z,864.0208906050248,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T17:45:00Z,861.0958768192504,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T18:00:00Z,859.1472566104785,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T18:15:00Z,858.1708630335052,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T18:30:00Z,856.2305767150247,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T18:45:00Z,853.3055629292212,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T19:00:00Z,851.3569427204493,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T19:15:00Z,850.380549143476,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T19:30:00Z,850.380549143476,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T19:45:00Z,854.2819565062237,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T20:00:00Z,850.380549143476,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T20:15:00Z,849.4041555665026,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T20:30:00Z,849.4083225116483,2020-06-16T08:00:00Z,NA,NA,NA,NA
MOOS,2020-06-16T20:45:00Z,846.4833087258739,2020-06-16T08:00:00Z,NA,NA,NA,NA
