"Discharge_Lsec","day"
NA,2020-06-04
NA,2020-06-05
NA,2020-06-06
NA,2020-06-07
NA,2020-06-08
NA,2020-06-09
NA,2020-06-10
NA,2020-06-11
NA,2020-06-12
NA,2020-06-13
NA,2020-06-14
982.448757448923,2020-06-15
927.07863459725,2020-06-16
859.312469936194,2020-06-17
760.911166444062,2020-06-18
821.289812647541,2020-06-19
929.033878027453,2020-06-20
2427.8979895899,2020-06-21
3467.73450200784,2020-06-22
3160.31103898538,2020-06-23
2709.33396020813,2020-06-24
2291.19584992053,2020-06-25
2053.78607558125,2020-06-26
1937.04470465491,2020-06-27
1713.33464794302,2020-06-28
1785.90165510007,2020-06-29
1837.0575208994,2020-06-30
1674.08297056543,2020-07-01
1525.71189200682,2020-07-02
1427.06538054741,2020-07-03
1369.83587819696,2020-07-04
1281.53842816012,2020-07-05
1233.62124283843,2020-07-06
1288.16306487338,2020-07-07
1301.34191374203,2020-07-08
1205.16906070458,2020-07-09
1183.4667902995,2020-07-10
1073.22630303387,2020-07-11
1064.87403050259,2020-07-12
1124.44061745271,2020-07-13
1118.68179747031,2020-07-14
1046.52769716578,2020-07-15
997.513278029528,2020-07-16
1033.82593998547,2020-07-17
1082.88488643444,2020-07-18
1055.39190807325,2020-07-19
1022.79209355464,2020-07-20
1201.65679829955,2020-07-21
1253.56406582442,2020-07-22
1056.53897113404,2020-07-23
977.029501818075,2020-07-24
1059.2703048674,2020-07-25
1012.33431546974,2020-07-26
1110.04908309153,2020-07-27
1194.68902899589,2020-07-28
1115.30129980127,2020-07-29
995.295064314606,2020-07-30
941.524361534173,2020-07-31
819.081965280149,2020-08-01
973.809787622128,2020-08-02
1183.36769488215,2020-08-03
1420.09437099205,2020-08-04
1165.0700978114,2020-08-05
908.548821479124,2020-08-06
913.30780932521,2020-08-07
976.699448994192,2020-08-08
934.391109213766,2020-08-09
1164.75563382357,2020-08-10
1174.15353999602,2020-08-11
1213.98443194807,2020-08-12
1243.14383166908,2020-08-13
1135.63317564226,2020-08-14
1076.14997732916,2020-08-15
1020.68522125896,2020-08-16
939.459794482437,2020-08-17
932.840385642522,2020-08-18
937.405794976931,2020-08-19
922.293496624705,2020-08-20
915.086854072092,2020-08-21
888.934566630691,2020-08-22
949.644417202622,2020-08-23
833.275136811754,2020-08-24
733.694495092763,2020-08-25
707.921235891726,2020-08-26
748.243318163092,2020-08-27
754.35221398882,2020-08-28
658.021638774896,2020-08-29
415.639364535946,2020-08-30
432.148382020015,2020-08-31
626.824060519117,2020-09-01
719.520467356502,2020-09-02
747.626839723347,2020-09-03
1089.57800334205,2020-09-04
1161.90375245913,2020-09-05
982.919091624973,2020-09-06
986.88315393542,2020-09-07
1089.90290308984,2020-09-08
1269.79847411503,2020-09-09
1734.4109374524,2020-09-10
1450.37185372555,2020-09-11
1334.15043285886,2020-09-12
1183.04248820245,2020-09-13
1061.95156569032,2020-09-14
972.782821106384,2020-09-15
925.903065085714,2020-09-16
659.076106171375,2020-09-17
756.197086793875,2020-09-18
845.978254589381,2020-09-19
808.74192741601,2020-09-20
725.33132097963,2020-09-21
654.861216180182,2020-09-22
543.625404261892,2020-09-23
672.10196557723,2020-09-24
752.596576041242,2020-09-25
756.546645375552,2020-09-26
585.562053207445,2020-09-27
803.715646901375,2020-09-28
905.600085334243,2020-09-29
690.212910396481,2020-09-30
755.930315793222,2020-10-01
542.297865593431,2020-10-02
622.692579230041,2020-10-03
592.283684341466,2020-10-04
698.406673261601,2020-10-05
852.696198899455,2020-10-06
712.430508286877,2020-10-07
547.587576885416,2020-10-08
472.365398210604,2020-10-09
508.887795918654,2020-10-10
640.095088577493,2020-10-11
724.928467208483,2020-10-12
813.496980070637,2020-10-13
