"","Site","DateTime","MeanDischarge","fDOM.QSU","nitrateuM","SpCond.uScm","Turbidity.FNU"
"1","FRCH",2018-09-24 04:00:00,717.524093477601,69.0916666666667,NA,69,186.131666666667
"2","FRCH",2018-09-24 04:30:00,720.867561643274,77.9083333333333,NA,68.95,78.935
"3","FRCH",2018-09-24 05:00:00,720.25995513823,78.3366666666667,NA,68.9,132.773333333333
"4","FRCH",2018-09-24 05:30:00,725.29575081142,74.0516666666667,NA,68.8833333333333,167.598333333333
"5","FRCH",2018-09-24 06:00:00,726.771813867461,93.2766666666667,NA,68.85,586.185
"6","FRCH",2018-09-24 06:30:00,728.289063772863,85.4733333333333,NA,68.8166666666667,62.105
"7","FRCH",2018-09-24 07:00:00,731.917441138947,70.2383333333333,NA,68.8333333333333,58.6716666666667
"8","FRCH",2018-09-24 07:30:00,734.800922502109,52.6433333333333,NA,68.8666666666667,88.47
"9","FRCH",2018-09-24 08:00:00,736.290714507952,67.4066666666667,NA,68.8333333333333,81.6666666666667
"10","FRCH",2018-09-24 08:30:00,742.273941685737,83.605,NA,68.85,122.761666666667
"11","FRCH",2018-09-24 09:00:00,741.841412782793,45.955,NA,68.8,160.631666666667
"12","FRCH",2018-09-24 09:30:00,749.245787217485,83.5983333333333,NA,68.7166666666667,101.416666666667
"13","FRCH",2018-09-24 10:00:00,751.439288376874,71.5433333333333,NA,68.3666666666667,311.33
"14","FRCH",2018-09-24 10:30:00,757.666237905709,40.88,NA,68.65,128.661666666667
"15","FRCH",2018-09-24 11:00:00,757.491160303602,80.7066666666667,NA,68.6666666666667,96.925
"16","FRCH",2018-09-24 11:30:00,765.125528139557,101.071666666667,NA,68.7,161.691666666667
"17","FRCH",2018-09-24 12:00:00,770.865032966292,20.9566666666667,NA,68.7333333333333,796.886666666667
"18","FRCH",2018-09-24 12:30:00,781.097972964992,112.258333333333,NA,68.8,1594.60666666667
"19","FRCH",2018-09-24 13:00:00,776.861989093872,95.5333333333333,NA,68.9,55.9566666666667
"20","FRCH",2018-09-24 13:30:00,780.462908560374,85.7516666666667,NA,68.9666666666667,70.2633333333333
"21","FRCH",2018-09-24 14:00:00,782.155236067905,5.49666666666667,NA,69,333.781666666667
"22","FRCH",2018-09-24 14:30:00,786.703587038988,85.16,NA,69.05,155.213333333333
"23","FRCH",2018-09-24 15:00:00,794.59540617578,86.68,NA,69.1,269.658333333333
"24","FRCH",2018-09-24 15:30:00,793.459168119283,98.0883333333333,NA,69.1333333333333,104.87
"25","FRCH",2018-09-24 16:00:00,798.278699340997,83.495,NA,69.2,97.435
"26","FRCH",2018-09-24 16:30:00,804.220739669428,73.6416666666667,NA,69.2333333333333,139.33
"27","FRCH",2018-09-24 17:00:00,807.591665734668,82.025,NA,69.3,66.7466666666667
"28","FRCH",2018-09-24 17:30:00,815.226033570623,81.7783333333333,NA,69.3333333333333,852.928333333333
"29","FRCH",2018-09-24 18:00:00,816.688367676885,85.4483333333333,NA,69.35,518.65
"30","FRCH",2018-09-24 18:30:00,816.242109824139,66.8916666666667,NA,69.4,157.688333333333
"31","FRCH",2018-09-24 19:00:00,816.527019024557,85.2933333333333,NA,69.45,97.4833333333333
"32","FRCH",2018-09-24 19:30:00,818.408153083976,77.6383333333333,NA,69.5,104.198333333333
"33","FRCH",2018-09-24 20:00:00,816.080761171841,97.515,NA,69.5333333333333,69.0933333333333
"34","FRCH",2018-09-24 20:30:00,816.338212472663,91.1633333333333,NA,69.6,81.8366666666667
"35","FRCH",2018-09-24 21:00:00,820.399118741676,94.855,NA,69.6333333333333,1334.24333333333
"36","FRCH",2018-09-24 21:30:00,825.150005214469,84.3416666666667,NA,69.65,137.095
"37","FRCH",2018-09-24 22:00:00,827.532312925745,88.6,NA,69.65,107.42
"38","FRCH",2018-09-24 22:30:00,826.327430120306,96.3433333333333,NA,69.65,720.773333333333
"39","FRCH",2018-09-24 23:00:00,822.321439650448,80.4516666666667,NA,69.7,83.8966666666667
"40","FRCH",2018-09-24 23:30:00,825.393727565512,88.0533333333333,NA,69.7,313.153333333333
"41","FRCH",2018-09-25 00:00:00,821.374008145853,58.8733333333333,NA,69.7,101.045
"42","FRCH",2018-09-25 00:30:00,822.280252801087,84.0033333333333,NA,69.7,57.1333333333333
"43","FRCH",2018-09-25 01:00:00,819.925402989371,102.971666666667,NA,69.6666666666667,1348.09833333333
"44","FRCH",2018-09-25 01:30:00,818.50425573247,96.5316666666667,NA,69.6,2579.28833333333
"45","FRCH",2018-09-25 02:00:00,822.050259399839,100.888333333333,NA,69.5166666666667,3125.03666666667
"46","FRCH",2018-09-25 02:30:00,815.418238867642,100.345,NA,69.4166666666667,345.86
"47","FRCH",2018-09-25 03:00:00,817.556824227875,84.4583333333333,NA,69.3166666666667,182.855
"48","FRCH",2018-09-25 03:30:00,812.575944353841,77.9616666666667,NA,69.25,93.9566666666667
"49","FRCH",2018-09-25 04:00:00,811.168526046735,94.56,NA,69.2,361.188333333333
"50","FRCH",2018-09-25 04:30:00,810.234823491912,2.85833333333333,NA,69.1666666666667,208.191666666667
"51","FRCH",2018-09-25 05:00:00,815.013167864279,71.6116666666667,NA,69.1666666666667,170.11
"52","FRCH",2018-09-25 05:30:00,814.525723162187,93.5266666666667,NA,69.15,633.946666666667
"53","FRCH",2018-09-25 06:00:00,810.506003742536,92.9316666666667,NA,69.0666666666667,627.801666666667
"54","FRCH",2018-09-25 06:30:00,806.730006673919,82.5583333333333,NA,68.95,614.331666666667
"55","FRCH",2018-09-25 07:00:00,814.553181061754,89.3733333333333,NA,68.8666666666667,116.953333333333
"56","FRCH",2018-09-25 07:30:00,807.461173727046,93.3316666666667,NA,68.7,324.181666666667
"57","FRCH",2018-09-25 08:00:00,813.159491704435,85.9133333333333,NA,68.6,175.175
"58","FRCH",2018-09-25 08:30:00,806.527471172252,74.4333333333333,NA,68.4666666666667,1412.79333333333
"59","FRCH",2018-09-25 09:00:00,802.995196454678,96.1416666666667,NA,68.3,4110.27833333333
"60","FRCH",2018-09-25 09:30:00,805.593768617422,100.483333333333,NA,68.1333333333333,4440.66166666667
"61","FRCH",2018-09-25 10:00:00,808.679785482265,58.7733333333333,NA,67.95,548.371666666667
"62","FRCH",2018-09-25 10:30:00,801.804042599026,100.695,NA,67.8166666666667,824.186666666667
"63","FRCH",2018-09-25 11:00:00,800.139172991097,92.4633333333333,NA,67.7,359.701666666667
"64","FRCH",2018-09-25 11:30:00,802.507751752593,87.5533333333333,NA,67.6,551.963333333333
"65","FRCH",2018-09-25 12:00:00,798.028045530424,99.29,NA,67.4666666666667,96.135
"66","FRCH",2018-09-25 12:30:00,800.152901940877,79.78,NA,67.4,227.115
"67","FRCH",2018-09-25 13:00:00,796.836891674771,84.3616666666667,NA,67.3,183.876666666667
"68","FRCH",2018-09-25 13:30:00,797.554329778119,90.0666666666667,NA,67.2333333333333,1102.37166666667
"69","FRCH",2018-09-25 14:00:00,793.764603759722,100.166666666667,NA,67.1833333333333,2360.49666666667
"70","FRCH",2018-09-25 14:30:00,796.620627223325,85.41,NA,66.9,1986.555
"71","FRCH",2018-09-25 15:00:00,794.468312913275,93.905,NA,67.1,746.993333333333
"72","FRCH",2018-09-25 15:30:00,795.172022066843,106.405,NA,67.0333333333333,12743.3633333333
"73","FRCH",2018-09-25 16:00:00,790.218600092376,82.5283333333333,NA,67,930.536666666667
"74","FRCH",2018-09-25 16:30:00,790.232329042155,102.825,NA,66.9166666666667,897.248333333333
"75","FRCH",2018-09-25 17:00:00,793.778332709524,150.231666666667,NA,66.9666666666667,1453.45
"76","FRCH",2018-09-25 17:30:00,791.179760546765,65.2683333333333,NA,66.9166666666667,232.418333333333
"77","FRCH",2018-09-25 18:00:00,789.75861328985,69.1466666666667,NA,66.9,243.17
"78","FRCH",2018-09-25 18:30:00,786.713783274383,80.62,NA,66.9166666666667,2698.13666666667
"79","FRCH",2018-09-25 19:00:00,789.772342239645,79.7233333333333,NA,66.9833333333333,274.77
"80","FRCH",2018-09-25 19:30:00,790.043522490269,66.7966666666667,NA,67,383.863333333333
"81","FRCH",2018-09-25 20:00:00,789.312355437141,69.7516666666667,NA,67,114.665
"82","FRCH",2018-09-25 20:30:00,786.957505625425,90.395,NA,67.05,982.715
"83","FRCH",2018-09-25 21:00:00,790.517238242559,76.53,NA,67.0666666666667,1161.24166666667
"84","FRCH",2018-09-25 21:30:00,789.326084386921,98.5333333333333,NA,67.1166666666667,307.826666666667
"85","FRCH",2018-09-25 22:00:00,786.713783274383,74.9133333333333,NA,67.2,5531.135
"86","FRCH",2018-09-25 22:30:00,782.937786205766,73.1933333333333,NA,67.2333333333333,2623.13
"87","FRCH",2018-09-25 23:00:00,784.80519131539,71.8583333333333,NA,67.3,2323.48
"88","FRCH",2018-09-25 23:30:00,781.94916785181,92.865,NA,67.3333333333333,1479.11666666667
