"","Site","DateTime","MeanDischarge","day","fDOM.QSU.mn","nitrateuM","SpCond.uScm.mn","Turbidity.FNU.mn"
"1","VAUL",2019-08-03 03:30:00,213.112374832976,2019-08-03,97.8,25.08,320.2571,204.6457
"2","VAUL",2019-08-03 03:45:00,214.316399549547,2019-08-03,97.65857,88.065,314.9714,203.1843
"3","VAUL",2019-08-03 04:00:00,215.319753480022,2019-08-03,96.53143,25.69,308.8429,NA
"4","VAUL",2019-08-03 04:15:00,216.323107410498,2019-08-03,95.75286,26.16,302.0857,203.3243
"5","VAUL",2019-08-03 04:30:00,217.928473699258,2019-08-03,93.76714,25.09,295.3143,NA
"6","VAUL",2019-08-03 04:45:00,219.734510774114,2019-08-03,93.13571,26.14,289.1,NA
"7","VAUL",2019-08-03 05:00:00,221.741218635065,2019-08-03,92.63,25.83,283.2571,NA
"8","VAUL",2019-08-03 05:15:00,223.948597282111,2019-08-03,92.26571,25.74,277.5857,221.0186
"9","VAUL",2019-08-03 05:30:00,224.550609640396,2019-08-03,91.23857,26.84,272.1286,223.2614
"10","VAUL",2019-08-03 05:45:00,227.360000645727,2019-08-03,91.93143,26.65,267.5286,NA
"11","VAUL",2019-08-03 06:00:00,231.574087153724,2019-08-03,92.41714,25.57,265.0143,NA
"12","VAUL",2019-08-03 06:15:00,233.982136586865,2019-08-03,91.89143,27.41,261.5714,NA
"13","VAUL",2019-08-03 06:30:00,237.594210736576,2019-08-03,91.79143,27.46,257.0143,NA
"14","VAUL",2019-08-03 06:45:00,242.209638816763,2019-08-03,92.76,26.95,252.3286,NA
"15","VAUL",2019-08-03 07:00:00,244.417017463809,2019-08-03,93.30714,27.81,247.6571,NA
"16","VAUL",2019-08-03 07:15:00,248.831774757901,2019-08-03,93.88857,27.85,242.6857,NA
"17","VAUL",2019-08-03 07:30:00,253.246532051993,2019-08-03,94.79429,28.11,237.8571,NA
"18","VAUL",2019-08-03 07:45:00,257.460618559989,2019-08-03,95.34429,27.71,233.4143,NA
"19","VAUL",2019-08-03 08:00:00,261.072692709701,2019-08-03,96.18429,NA,228.9,NA
"20","VAUL",2019-08-03 08:15:00,265.888791575983,2019-08-03,97.14143,NA,225.3429,NA
"21","VAUL",2019-08-03 08:30:00,270.50421965617,2019-08-03,98.24143,29.58,222.6571,184.1457
"22","VAUL",2019-08-03 08:45:00,274.517635378071,2019-08-03,99.50286,28.72,219.5,NA
"23","VAUL",2019-08-03 09:00:00,277.929038741688,2019-08-03,100.6814,28.76,216.2,NA
"24","VAUL",2019-08-03 09:15:00,282.143125249684,2019-08-03,101.89,94.1577777777778,212.8429,NA
"25","VAUL",2019-08-03 09:30:00,285.755199399396,2019-08-03,103.2443,36.92,209.4,163.1029
"26","VAUL",2019-08-03 09:45:00,289.768615121298,2019-08-03,104.1757,30.58,205.7714,NA
"27","VAUL",2019-08-03 10:00:00,293.581360057104,2019-08-03,105.6457,44,202.6,NA
"28","VAUL",2019-08-03 10:15:00,295.78873870415,2019-08-03,106.8857,30,199.6143,NA
"29","VAUL",2019-08-03 10:30:00,298.196788137291,2019-08-03,108.3,31.34,196.9571,NA
"30","VAUL",2019-08-03 10:45:00,303.614899361858,2019-08-03,109.08,31.41,194.2857,NA
"31","VAUL",2019-08-03 11:00:00,306.022948794999,2019-08-03,110.8857,31.64,191.5714,NA
"32","VAUL",2019-08-03 11:15:00,309.635022944711,2019-08-03,111.9914,NA,188.8143,NA
"33","VAUL",2019-08-03 11:30:00,313.447767880517,2019-08-03,112.97,31.78,186.6857,NA
"34","VAUL",2019-08-03 11:45:00,316.658500458038,2019-08-03,114.0971,NA,184.4714,NA
"35","VAUL",2019-08-03 12:00:00,319.066549891179,2019-08-03,114.4171,32.64,182.0143,NA
"36","VAUL",2019-08-03 12:15:00,319.86923303556,2019-08-03,114.7129,32.08,179.9857,NA
"37","VAUL",2019-08-03 12:30:00,321.07325775213,2019-08-03,114.2514,146.608,177.9857,135.0886
"38","VAUL",2019-08-03 12:45:00,321.47459932432,2019-08-03,113.6157,64.862,176.2143,NA
"39","VAUL",2019-08-03 13:00:00,322.678624040891,2019-08-03,113.07,109.953333333333,174.7143,NA
"40","VAUL",2019-08-03 13:15:00,322.678624040891,2019-08-03,111.9086,32.84,173.6143,145.72
"41","VAUL",2019-08-03 13:30:00,324.685331901842,2019-08-03,108.5857,NA,172.3,NA
"42","VAUL",2019-08-03 13:45:00,322.879294826986,2019-08-03,106.28,33.7141666666667,170.4143,NA
"43","VAUL",2019-08-03 14:00:00,324.685331901842,2019-08-03,102.6529,NA,168.8143,NA
"44","VAUL",2019-08-03 14:15:00,323.079965613081,2019-08-03,98.98857,155.749,167.4,NA
"45","VAUL",2019-08-03 14:30:00,321.675270110415,2019-08-03,94.88857,52.91,166.4857,NA
"46","VAUL",2019-08-03 14:45:00,323.681977971366,2019-08-03,91.29286,NA,165.2143,NA
