"","Site","DateTime","Discharge","fDOM","NO3","SpCond","Turb","day"
"1","CARI",2019-06-30 08:16:00,169.55,NA,NA,105.23,1.79,2019-06-30
"2","CARI",2019-06-30 08:17:00,185.44,NA,NA,105.26,1.8,2019-06-30
"3","CARI",2019-06-30 08:18:00,183.12,NA,NA,105.22,1.87,2019-06-30
"4","CARI",2019-06-30 08:19:00,174.88,NA,NA,105.2,1.85,2019-06-30
"5","CARI",2019-06-30 08:20:00,187.31,NA,NA,105.17,3.61,2019-06-30
"6","CARI",2019-06-30 08:21:00,185.98,NA,NA,105.15,1.8,2019-06-30
"7","CARI",2019-06-30 08:22:00,171.43,NA,NA,105.12,1.78,2019-06-30
"8","CARI",2019-06-30 08:23:00,170.87,NA,NA,105.17,1.72,2019-06-30
"9","CARI",2019-06-30 08:24:00,175.6,NA,NA,105.14,1.77,2019-06-30
"10","CARI",2019-06-30 08:25:00,180.98,NA,NA,105.13,3.52,2019-06-30
"11","CARI",2019-06-30 08:26:00,171.59,NA,NA,105.1,1.77,2019-06-30
"12","CARI",2019-06-30 08:27:00,185.93,NA,NA,105.1,1.77,2019-06-30
"13","CARI",2019-06-30 08:28:00,175.57,NA,NA,105.19,1.75,2019-06-30
"14","CARI",2019-06-30 08:29:00,173.47,NA,NA,105.16,1.77,2019-06-30
"15","CARI",2019-06-30 08:30:00,174.6,NA,23.6,105.21,3.54,2019-06-30
"16","CARI",2019-06-30 08:31:00,176.7,NA,NA,105.22,1.81,2019-06-30
"17","CARI",2019-06-30 08:32:00,182.46,NA,NA,105.23,1.79,2019-06-30
"18","CARI",2019-06-30 08:33:00,177.35,NA,NA,105.23,1.83,2019-06-30
"19","CARI",2019-06-30 08:34:00,178.57,NA,NA,105.24,1.83,2019-06-30
"20","CARI",2019-06-30 08:35:00,181.27,NA,NA,105.23,3.93,2019-06-30
"21","CARI",2019-06-30 08:36:00,177.03,NA,NA,105.2,1.8,2019-06-30
"22","CARI",2019-06-30 08:37:00,181.76,NA,NA,105.23,1.8,2019-06-30
"23","CARI",2019-06-30 08:38:00,174.2,NA,NA,105.26,1.74,2019-06-30
"24","CARI",2019-06-30 08:39:00,174.68,NA,NA,105.24,1.79,2019-06-30
