"","DateTime","Site","Q","day","fDOM.QSU","nitrateuM","SpCond.uScm","Turbidity.FNU","MeanDischarge"
"1",2018-08-23 18:00:00,"MOOS",925.088981810317,2018-08-24,149.58,26.2177777777778,120.4,4.92,925.088981810317
"2",2018-08-23 18:30:00,"MOOS",925.088981810317,2018-08-24,149.45,26.2211111111111,120.5,4.99,925.088981810317
"3",2018-08-23 19:00:00,"MOOS",934.01867155073,2018-08-24,149.27,26.1822222222222,120.7,4.8,934.01867155073
"4",2018-08-23 19:30:00,"MOOS",936.995234797534,2018-08-24,148.32,26.1722222222222,120.8,5.53,936.995234797534
"5",2018-08-23 20:00:00,"MOOS",945.924924537889,2018-08-24,148.6,26.1388888888889,121,5.49,945.924924537889
"6",2018-08-23 20:30:00,"MOOS",963.784304018656,2018-08-24,148.55,26.14,121.1,5.3,963.784304018656
"7",2018-08-23 21:00:00,"MOOS",969.737430512265,2018-08-24,148.41,26.1,121.2,5.36,969.737430512265
"8",2018-08-23 21:30:00,"MOOS",987.596809993091,2018-08-24,148.16,26.0422222222222,121.3,5.58,987.596809993091
"9",2018-08-23 22:00:00,"MOOS",1005.45618947386,2018-08-24,147.98,25.9588888888889,121.4,5.62,1005.45618947386
"10",2018-08-23 22:30:00,"MOOS",1017.36244246102,2018-08-24,147.8,25.9088888888889,121.4,6.2,1017.36244246102
"11",2018-08-23 23:00:00,"MOOS",1041.17494843539,2018-08-24,147.56,25.8477777777778,121.4,5.79,1041.17494843539
"12",2018-08-23 23:30:00,"MOOS",1050.10463817575,2018-08-24,146.55,25.8111111111111,121.5,5.84,1050.10463817575
"13",2018-08-24 00:00:00,"MOOS",1067.96401765652,2018-08-24,146.72,25.7166666666667,121.6,5.93,1067.96401765652
"14",2018-08-24 00:30:00,"MOOS",1091.77652363095,2018-08-24,146.73,25.6777777777778,121.7,6.02,1091.77652363095
"15",2018-08-24 01:00:00,"MOOS",1106.65933986491,2018-08-24,146.23,25.6211111111111,121.5,6.62,1106.65933986491
"16",2018-08-24 01:30:00,"MOOS",1133.44840908604,2018-08-24,146.13,25.57,121.4,6.63,1133.44840908604
"17",2018-08-24 02:00:00,"MOOS",1154.28435181361,2018-08-24,146.1,25.4833333333333,121.3,6.61,1154.28435181361
"18",2018-08-24 02:30:00,"MOOS",1178.09685778804,2018-08-24,146.2,25.41,121.3,6.55,1178.09685778804
"19",2018-08-24 03:00:00,"MOOS",1201.90936376242,2018-08-24,146.34,25.3666666666667,121.4,6.59,1201.90936376242
"20",2018-08-24 03:30:00,"MOOS",1216.79217999638,2018-08-24,146.38,25.3122222222222,121.1,6.62,1216.79217999638
"21",2018-08-24 04:00:00,"MOOS",1240.6046859707,2018-08-24,146.69,25.29,121,6.84,1240.6046859707
"22",2018-08-24 04:30:00,"MOOS",1264.41719194513,2018-08-24,146.79,25.2577777777778,121,6.23,1264.41719194513
"23",2018-08-24 05:00:00,"MOOS",1285.2531346727,2018-08-24,146.84,25.2055555555556,120.8,6.88,1285.2531346727
"24",2018-08-24 05:30:00,"MOOS",1312.04220389383,2018-08-24,146.36,25.2655555555556,120.4,7.06,1312.04220389383
"25",2018-08-24 06:00:00,"MOOS",1338.83127311507,2018-08-24,146.31,25.18,120.2,7.61,1338.83127311507
"26",2018-08-24 06:30:00,"MOOS",1371.5734688298,2018-08-24,146.7,25.0955555555556,120.2,7.08,1371.5734688298
"27",2018-08-24 07:00:00,"MOOS",1401.33910129772,2018-08-24,147.18,25.0966666666667,119.9,7.09,1401.33910129772
"28",2018-08-24 07:30:00,"MOOS",1416.2219175318,2018-08-24,147.25,25.0133333333333,119.9,6.86,1416.2219175318
"29",2018-08-24 08:00:00,"MOOS",1448.96411324653,2018-08-24,147.63,25.04,119.6,6.83,1448.96411324653
"30",2018-08-24 08:30:00,"MOOS",1466.8234927273,2018-08-24,148.22,25.0566666666667,119.4,6.73,1466.8234927273
"31",2018-08-24 09:00:00,"MOOS",1505.51881493558,2018-08-24,148.79,25,119.2,6.48,1505.51881493558
"32",2018-08-24 09:30:00,"MOOS",1514.44850467605,2018-08-24,149.37,24.9811111111111,119.1,6.25,1514.44850467605
"33",2018-08-24 10:00:00,"MOOS",1523.37819441641,2018-08-24,149.77,24.9355555555556,118.8,6.29,1523.37819441641
"34",2018-08-24 10:30:00,"MOOS",1562.07351662475,2018-08-24,150.22,24.9622222222222,118.6,6.44,1562.07351662475
"35",2018-08-24 11:00:00,"MOOS",1573.97976961202,2018-08-24,151.1,24.9322222222222,118.5,6.11,1573.97976961202
"36",2018-08-24 11:30:00,"MOOS",1588.86258584599,2018-08-24,151.64,24.8722222222222,118.4,6.6,1588.86258584599
"37",2018-08-24 12:00:00,"MOOS",1621.60478156072,2018-08-24,152.04,24.8588888888889,118.3,6.25,1621.60478156072
"38",2018-08-24 12:30:00,"MOOS",1621.60478156072,2018-08-24,152.48,24.8577777777778,118.2,6.32,1621.60478156072
"39",2018-08-24 13:00:00,"MOOS",1627.55790805432,2018-08-24,152.95,24.8233333333333,117.9,6.45,1627.55790805432
"40",2018-08-24 13:30:00,"MOOS",1633.51103454788,2018-08-24,153.28,24.8211111111111,117.9,6.59,1633.51103454788
"41",2018-08-24 14:00:00,"MOOS",1651.37041402864,2018-08-24,153.86,24.78,117.8,6.83,1651.37041402864
"42",2018-08-24 14:30:00,"MOOS",1642.44072428829,2018-08-24,154.52,24.7577777777778,117.6,7.26,1642.44072428829
"43",2018-08-24 15:00:00,"MOOS",1657.32354052225,2018-08-24,154.45,24.6255555555556,117.5,8.61,1657.32354052225
"44",2018-08-24 15:30:00,"MOOS",1654.34697727545,2018-08-24,154.4,24.5822222222222,117.5,10.02,1654.34697727545
"45",2018-08-24 16:00:00,"MOOS",1642.44072428829,2018-08-25,154.75,24.4555555555556,117.5,10.61,1642.44072428829
"46",2018-08-24 16:30:00,"MOOS",1657.32354052225,2018-08-25,154.95,24.3244444444444,117.6,10.34,1657.32354052225
"47",2018-08-24 17:00:00,"MOOS",1651.37041402864,2018-08-25,155.65,24.1711111111111,117.3,11.88,1651.37041402864
"48",2018-08-24 17:30:00,"MOOS",1642.44072428829,2018-08-25,156.65,24.1033333333333,117.1,11.02,1642.44072428829
"49",2018-08-24 18:00:00,"MOOS",1633.51103454788,2018-08-25,156.84,23.9377777777778,117.1,12.19,1633.51103454788
"50",2018-08-24 18:30:00,"MOOS",1624.58134480752,2018-08-25,154.99,23.8088888888889,117,13.14,1624.58134480752
"51",2018-08-24 19:00:00,"MOOS",1624.58134480752,2018-08-25,156.78,23.6277777777778,117.1,13,1624.58134480752
"52",2018-08-24 19:30:00,"MOOS",1618.62821831391,2018-08-25,156.65,23.3755555555556,116.9,13.44,1618.62821831391
