"","Site","DateTime","MeanDischarge","fDOM.QSU","nitrateuM","SpCond.uScm","Turbidity.FNU"
"1","MOOS",2018-09-01 06:00:00,1997.17958747302,220.19,24.1588888888889,82.8,33.09
"2","MOOS",2018-09-01 06:30:00,2013.81780144892,220.07,24.4966666666667,83,37.69
"3","MOOS",2018-09-01 07:00:00,2018.63283423785,221.34,25.2744444444444,83.1,33.47
"4","MOOS",2018-09-01 07:30:00,2014.69177384223,221.67,24.4488888888889,83.3,34.27
"5","MOOS",2018-09-01 08:00:00,2005.71309524658,221.11,26.1588888888889,83.5,37.74
"6","MOOS",2018-09-01 08:30:00,2015.01746733341,222.45,24.2255555555556,83.7,25.45
"7","MOOS",2018-09-01 09:00:00,2027.38892742246,222.12,28.5111111111111,83.9,26.46
"8","MOOS",2018-09-01 09:30:00,2035.04846280266,222.43,26.8044444444444,84.1,29.46
"9","MOOS",2018-09-01 10:00:00,2037.89296539387,222.78,24.4366666666667,84.2,21.81
"10","MOOS",2018-09-01 10:30:00,2038.76693778724,223.23,24.5411111111111,84.4,27.2
"11","MOOS",2018-09-01 11:00:00,2049.49356116963,222.77,25.27,84.6,23.64
"12","MOOS",2018-09-01 11:30:00,2047.84872446305,223.46,24.4333333333333,84.7,27.23
"13","MOOS",2018-09-01 12:00:00,2054.63428744985,222.97,23.9444444444444,84.8,35.88
"14","MOOS",2018-09-01 12:30:00,2080.02859461028,224.86,23.7611111111111,85,29.79
"15","MOOS",2018-09-01 13:00:00,2076.41322770587,224.89,23.7733333333333,85.1,26.7
"16","MOOS",2018-09-01 13:30:00,2084.62104198823,222.64,23.7988888888889,85.2,24.65
"17","MOOS",2018-09-01 14:00:00,2117.89746993993,223.84,23.9111111111111,85.2,27
"18","MOOS",2018-09-01 14:30:00,2126.43097771349,223.66,23.6211111111111,85.4,38.49
"19","MOOS",2018-09-01 15:00:00,2135.51276438925,223.37,23.6155555555556,85.5,22.19
"20","MOOS",2018-09-01 15:30:00,2156.41773225195,223.06,23.6266666666667,85.6,21.12
"21","MOOS",2018-09-01 16:00:00,2183.55998419912,223.02,23.7011111111111,85.8,16.8
"22","MOOS",2018-09-01 16:30:00,2197.13111017269,223.25,24.1722222222222,85.9,21.17
"23","MOOS",2018-09-01 17:00:00,2233.02945530458,223.12,23.8988888888889,86,21.69
"24","MOOS",2018-09-01 17:30:00,2268.37952153423,222.99,23.9277777777778,86.1,20.53
"25","MOOS",2018-09-01 18:00:00,2327.70164362871,222.58,24.0666666666667,86.2,18.63
"26","MOOS",2018-09-01 18:30:00,2358.56237056048,222.31,24.02,86.3,27.37
"27","MOOS",2018-09-01 19:00:00,2407.48356276366,222.05,24.0377777777778,86.5,42.06
