"","DateTime","fDOM.QSU","Q","Site","day","nitrateuM","SpCond.uScm","Turbidity.FNU","MeanDischarge"
"9870",2021-08-17 04:45:00,78.736,2764.55149219959,"MOOS",2021-08-17,NA,97.88,181.046,2764.55149219959
"9871",2021-08-17 05:00:00,79.3366666666667,2719.25151377072,"MOOS",2021-08-17,NA,97.7833333333333,181.511666666667,2719.25151377072
"9872",2021-08-17 05:15:00,80.362,2710.30403563939,"MOOS",2021-08-17,NA,97.66,189.134,2710.30403563939
"9873",2021-08-17 05:30:00,81.1483333333333,2764.27319421474,"MOOS",2021-08-17,NA,97.4,181.441666666667,2764.27319421474
"9874",2021-08-17 05:45:00,82.15,2763.43830026023,"MOOS",2021-08-17,NA,97.38,182.058,2763.43830026023
"9875",2021-08-17 06:00:00,82.345,2743.86157248373,"MOOS",2021-08-17,NA,97.3,194.021666666667,2743.86157248373
"9876",2021-08-17 06:15:00,83.516,2790.2807346544,"MOOS",2021-08-17,NA,97.2,176.548,2790.2807346544
"9877",2021-08-17 06:30:00,84.075,2730.71565737028,"MOOS",2021-08-17,NA,97.1833333333333,190.716666666667,2730.71565737028
"9878",2021-08-17 06:45:00,84.978,2620.82326252334,"MOOS",2021-08-17,NA,96.98,175.608,2620.82326252334
"9879",2021-08-17 07:00:00,85.3616666666667,2741.34490701545,"MOOS",2021-08-17,NA,96.75,172.65,2741.34490701545
"9880",2021-08-17 07:15:00,86.05,2784.41250976338,"MOOS",2021-08-17,NA,96.7,173.31,2784.41250976338
"9881",2021-08-17 07:30:00,87.4966666666667,2795.5983553782,"MOOS",2021-08-17,NA,96.5,162.523333333333,2795.5983553782
"9882",2021-08-17 07:45:00,87.95,2739.11253133451,"MOOS",2021-08-17,NA,96.6,168.394,2739.11253133451
"9883",2021-08-17 08:00:00,88.6783333333333,2729.60845723341,"MOOS",2021-08-17,NA,96.5,160.433333333333,2729.60845723341
"9884",2021-08-17 08:15:00,89.236,2862.71342906699,"MOOS",2021-08-17,NA,96.3,176.138,2862.71342906699
"9885",2021-08-17 08:30:00,89.8833333333333,2856.00431841909,"MOOS",2021-08-17,NA,96.3,185.086666666667,2856.00431841909
"9886",2021-08-17 08:45:00,90.24,2824.12855308858,"MOOS",2021-08-17,NA,96.2,174.386,2824.12855308858
"9887",2021-08-17 09:00:00,90.845,2791.13360401621,"MOOS",2021-08-17,NA,96.1,165.935,2791.13360401621
"9888",2021-08-17 09:15:00,91.48,2825.53202661744,"MOOS",2021-08-17,NA,96.16,176.858,2825.53202661744
"9889",2021-08-17 09:30:00,92.525,2943.25870765658,"MOOS",2021-08-17,NA,96.3,158.358333333333,2943.25870765658
"9890",2021-08-17 09:45:00,93.694,2797.5704084817,"MOOS",2021-08-17,NA,96.38,151.77,2797.5704084817
"9891",2021-08-17 10:00:00,93.4216666666667,3037.7728117092,"MOOS",2021-08-17,NA,96.3,154.868333333333,3037.7728117092
"9892",2021-08-17 10:15:00,93.83,3020.44044321857,"MOOS",2021-08-17,NA,96.32,174.996,3020.44044321857
"9893",2021-08-17 10:30:00,94.495,2897.12383527344,"MOOS",2021-08-17,NA,96.5,131.518333333333,2897.12383527344
"9894",2021-08-17 10:45:00,95.596,2933.76062535803,"MOOS",2021-08-17,NA,96.5,149.47,2933.76062535803
"9895",2021-08-17 11:00:00,96.3933333333333,3082.52218597085,"MOOS",2021-08-17,NA,96.6,151.505,3082.52218597085
"9896",2021-08-17 11:15:00,96.704,2978.78230580216,"MOOS",2021-08-17,NA,96.54,151.17,2978.78230580216
"9897",2021-08-17 11:30:00,97.8416666666667,2988.57066969044,"MOOS",2021-08-17,NA,96.7,140.671666666667,2988.57066969044
"9898",2021-08-17 11:45:00,98.23,3062.11655604234,"MOOS",2021-08-17,NA,96.7,137.458,3062.11655604234
"9899",2021-08-17 12:00:00,98.755,3129.7882257009,"MOOS",2021-08-17,NA,96.7,148.915,3129.7882257009
"9900",2021-08-17 12:15:00,99.168,3131.74829519942,"MOOS",2021-08-17,NA,96.8,160.436,3131.74829519942
"9901",2021-08-17 12:30:00,99.63,3140.69577333081,"MOOS",2021-08-17,NA,96.8,160.211666666667,3140.69577333081
"9902",2021-08-17 12:45:00,99.436,3189.35330298485,"MOOS",2021-08-17,NA,96.7,140.282,3189.35330298485
"9903",2021-08-17 13:00:00,100.845,3165.30583204381,"MOOS",2021-08-17,NA,96.8666666666667,135.595,3165.30583204381
"9904",2021-08-17 13:15:00,101.712,3102.11089735234,"MOOS",2021-08-17,NA,96.9,141.896,3102.11089735234
"9905",2021-08-17 13:30:00,102.031666666667,3216.20172918128,"MOOS",2021-08-17,NA,96.9,140.885,3216.20172918128
"9906",2021-08-17 13:45:00,102.124,3169.78256701078,"MOOS",2021-08-17,NA,97,145.758,3169.78256701078
"9907",2021-08-17 14:00:00,100.021666666667,3163.35175434762,"MOOS",2021-08-17,NA,96.9166666666667,136.023333333333,3163.35175434762
"9908",2021-08-17 14:30:00,102.812,3219.83757839125,"MOOS",2021-08-17,NA,97.1,146.752,3219.83757839125
"9909",2021-08-17 14:45:00,102.74,3191.31936428591,"MOOS",2021-08-17,NA,97.28,132.666,3191.31936428591
"9910",2021-08-17 15:00:00,103.273333333333,3161.11937866668,"MOOS",2021-08-17,NA,97.2,149.556666666667,3161.11937866668
"9911",2021-08-17 15:15:00,103.468,3060.45275993593,"MOOS",2021-08-17,NA,97.34,136.456,3060.45275993593
"9912",2021-08-17 15:30:00,102.94,3243.33444516518,"MOOS",2021-08-17,NA,97.4,140.246666666667,3243.33444516518
"9913",2021-08-17 15:45:00,102.32,3183.49106989632,"MOOS",2021-08-17,NA,97.3,144.694,3183.49106989632
"9914",2021-08-17 16:00:00,102.38,3211.45268803206,"MOOS",2021-08-17,NA,97.3,148.876666666667,3211.45268803206
"9915",2021-08-17 16:15:00,101.558,3182.37188615452,"MOOS",2021-08-17,NA,97.3,152.368,3182.37188615452
"9916",2021-08-17 16:30:00,102.211666666667,3301.49604892026,"MOOS",2021-08-17,NA,97.3,154.09,3301.49604892026
"9917",2021-08-17 16:45:00,101.766,3200.26684241724,"MOOS",2021-08-17,NA,97.3,152.992,3200.26684241724
"9918",2021-08-17 17:00:00,100.741666666667,3241.93097163615,"MOOS",2021-08-17,NA,97.2833333333333,178.171666666667,3241.93097163615
"9919",2021-08-17 17:15:00,101.894,3156.36434571503,"MOOS",2021-08-17,NA,97.2,143.162,3156.36434571503
"9920",2021-08-17 17:30:00,101.443333333333,3189.08099680254,"MOOS",2021-08-17,NA,97.2,151.515,3189.08099680254
"9921",2021-08-17 17:45:00,101.762,3243.05015537789,"MOOS",2021-08-17,NA,97.1,143.9,3243.05015537789
"9922",2021-08-17 18:00:00,100.675,3078.34771619865,"MOOS",2021-08-17,NA,97.1,158.841666666667,3078.34771619865
"9923",2021-08-17 18:15:00,99.562,3092.05022728175,"MOOS",2021-08-17,NA,97.2,168.836,3092.05022728175
"9924",2021-08-17 18:30:00,100.105,3056.25432295376,"MOOS",2021-08-17,NA,97.1,161.715,3056.25432295376
"9925",2021-08-17 18:45:00,99.99,3145.73509606981,"MOOS",2021-08-17,NA,97,150.368,3145.73509606981
"9926",2021-08-17 19:00:00,98.9933333333333,3064.08261734346,"MOOS",2021-08-17,NA,96.95,153.44,3064.08261734346
"9927",2021-08-17 19:15:00,98.446,3165.30583204381,"MOOS",2021-08-17,NA,96.78,161.03,3165.30583204381
"9928",2021-08-17 19:30:00,99.0916666666667,3015.98168365896,"MOOS",2021-08-17,NA,96.6666666666667,179.663333333333,3015.98168365896
"9929",2021-08-17 19:45:00,97.516,3099.03164411191,"MOOS",2021-08-17,NA,96.58,171.592,3099.03164411191
"9930",2021-08-17 20:00:00,97.635,3186.27404974436,"MOOS",2021-08-17,NA,96.4,173.508333333333,3186.27404974436
"9931",2021-08-17 20:15:00,97.296,3122.23822929605,"MOOS",2021-08-17,NA,96.2,154.182,3122.23822929605
"9932",2021-08-17 20:30:00,96.8866666666667,3099.58824008168,"MOOS",2021-08-17,NA,95.9833333333333,182.495,3099.58824008168
"9933",2021-08-17 20:45:00,97.376,3158.59072959342,"MOOS",2021-08-17,NA,95.7,173.69,3158.59072959342
"9934",2021-08-17 21:00:00,96.965,3114.966530876,"MOOS",2021-08-17,NA,95.6,179.863333333333,3114.966530876
"9935",2021-08-17 21:15:00,96.428,3132.02060138184,"MOOS",2021-08-17,NA,95.48,164.142,3132.02060138184
"9936",2021-08-17 21:30:00,96.8133333333333,3016.53228782618,"MOOS",2021-08-17,NA,95.2,167.863333333333,3016.53228782618
"9937",2021-08-17 21:45:00,96.896,3044.21560797712,"MOOS",2021-08-17,NA,95,158.554,3044.21560797712
"9938",2021-08-17 22:00:00,96.3783333333333,2919.21722851804,"MOOS",2021-08-17,NA,94.8666666666667,169.406666666667,2919.21722851804
"9939",2021-08-17 22:15:00,95.946,3045.60709790129,"MOOS",2021-08-17,NA,94.7,178.998,3045.60709790129
"9940",2021-08-17 22:30:00,96.3266666666667,3022.678810702,"MOOS",2021-08-17,NA,94.7,155.123333333333,3022.678810702
"9941",2021-08-17 22:45:00,96.906,2876.14962577017,"MOOS",2021-08-17,NA,94.62,190.178,2876.14962577017
"9942",2021-08-17 23:00:00,96.9416666666667,2882.01785066118,"MOOS",2021-08-17,NA,94.5,181.483333333333,2882.01785066118
"9943",2021-08-17 23:15:00,96.832,2987.43950234377,"MOOS",2021-08-17,NA,94.48,168.82,2987.43950234377
"9944",2021-08-17 23:30:00,95.925,2911.65524850832,"MOOS",2021-08-17,NA,94.3666666666667,184.283333333333,2911.65524850832
"9945",2021-08-17 23:45:00,96.782,2876.70022993733,"MOOS",2021-08-17,NA,94.2,159.306,2876.70022993733
"9946",2021-08-18 00:00:00,96.8783333333333,2836.43358244508,"MOOS",2021-08-18,NA,94.1666666666667,165.936666666667,2836.43358244508
"9947",2021-08-18 00:15:00,97.634,2920.04013886757,"MOOS",2021-08-18,NA,94.2,178.372,2920.04013886757
"9948",2021-08-18 00:30:00,96.1216666666667,2877.81342187658,"MOOS",2021-08-18,NA,94.0666666666667,172.04,2877.81342187658
"9949",2021-08-18 00:45:00,98.04,2781.33924832544,"MOOS",2021-08-18,NA,94,164.67,2781.33924832544
"9950",2021-08-18 01:00:00,98.47,2776.58421537379,"MOOS",2021-08-18,NA,94,167.431666666667,2776.58421537379
"9951",2021-08-18 01:15:00,98.144,2803.98923753982,"MOOS",2021-08-18,NA,93.9,155.546,2803.98923753982
"9952",2021-08-18 01:30:00,98.9416666666667,2797.27413508954,"MOOS",2021-08-18,NA,93.7166666666667,159.341666666667,2797.27413508954
"9953",2021-08-18 01:45:00,98.834,2675.91160484042,"MOOS",2021-08-18,NA,93.58,181.908,2675.91160484042
"9954",2021-08-18 02:00:00,99.6966666666667,2648.78488065919,"MOOS",2021-08-18,NA,93.4333333333333,165.481666666667,2648.78488065919
"9955",2021-08-18 02:15:00,100.132,2706.94648441416,"MOOS",2021-08-18,NA,93.38,170.372,2706.94648441416
"9956",2021-08-18 02:30:00,100.288333333333,2649.90406440088,"MOOS",2021-08-18,NA,93.25,168.215,2649.90406440088
"9957",2021-08-18 02:45:00,100.696,2645.70562741876,"MOOS",2021-08-18,NA,93.1,153.234,2645.70562741876
"9958",2021-08-18 03:00:00,101.181666666667,2713.93389304692,"MOOS",2021-08-18,NA,93.1,153.075,2713.93389304692
"9959",2021-08-18 03:15:00,101.452,2675.34302526579,"MOOS",2021-08-18,NA,92.96,152.378,2675.34302526579
"9960",2021-08-18 03:30:00,101.58,2674.78642929631,"MOOS",2021-08-18,NA,92.85,160.391666666667,2674.78642929631
"9961",2021-08-18 03:45:00,102.438,2647.65970511484,"MOOS",2021-08-18,NA,92.88,158.796,2647.65970511484
