"","DateTime","fDOM.QSU","Q","Site","day","nitrateuM","SpCond.uScm","Turbidity.FNU","MeanDischarge"
"9702",2021-08-15 10:45:00,132.418,104.444759111793,"MOOS",2021-08-15,NA,121.38,7.064,104.444759111793
"9703",2021-08-15 11:00:00,132.383333333333,109.47809004836,"MOOS",2021-08-15,NA,121.4,6.73833333333333,109.47809004836
"9704",2021-08-15 11:15:00,132.218,100.808909901825,"MOOS",2021-08-15,NA,121.5,6.914,100.808909901825
"9705",2021-08-15 11:30:00,132.316666666667,115.630604726728,"MOOS",2021-08-15,NA,121.516666666667,7.23833333333333,115.630604726728
"9706",2021-08-15 11:45:00,132.186,111.994755516644,"MOOS",2021-08-15,NA,121.6,6.834,111.994755516644
"9707",2021-08-15 12:00:00,132.298333333333,113.392237243184,"MOOS",2021-08-15,NA,121.65,6.745,113.392237243184
"9708",2021-08-15 12:15:00,132.236,122.061417389719,"MOOS",2021-08-15,NA,121.7,6.572,122.061417389719
"9709",2021-08-15 12:30:00,132.228333333333,127.094748326286,"MOOS",2021-08-15,NA,121.75,6.43166666666667,127.094748326286
"9710",2021-08-15 12:45:00,132.098,127.094748326286,"MOOS",2021-08-15,NA,121.8,6.542,127.094748326286
"9711",2021-08-15 13:00:00,132.191666666667,140.518961424474,"MOOS",2021-08-15,NA,121.8,6.43833333333333,140.518961424474
"9712",2021-08-15 13:15:00,132.116,149.188141571009,"MOOS",2021-08-15,NA,121.9,6.64,149.188141571009
"9713",2021-08-15 13:30:00,132.028333333333,156.738137975859,"MOOS",2021-08-15,NA,121.9,6.495,156.738137975859
"9714",2021-08-15 13:45:00,132.042,150.585623297608,"MOOS",2021-08-15,NA,122,6.492,150.585623297608
"9715",2021-08-15 14:00:00,132.016666666667,166.526501864137,"MOOS",2021-08-15,NA,122,6.53833333333333,166.526501864137
"9716",2021-08-15 14:15:00,131.8,169.04316733242,"MOOS",2021-08-15,NA,122.02,6.414,169.04316733242
"9717",2021-08-15 14:30:00,131.768333333333,188.619895108859,"MOOS",2021-08-15,NA,122.2,6.495,188.619895108859
"9718",2021-08-15 14:45:00,131.27,211.832472095615,"MOOS",2021-08-15,NA,122.04,6.638,211.832472095615
"9719",2021-08-15 15:00:00,131.268333333333,223.018317710259,"MOOS",2021-08-15,NA,122.1,6.79666666666667,223.018317710259
"9720",2021-08-15 15:15:00,131.01,237.840012535104,"MOOS",2021-08-15,NA,122.06,6.582,237.840012535104
"9721",2021-08-15 15:30:00,130.83,264.966736716451,"MOOS",2021-08-15,NA,122,6.75,264.966736716451
"9722",2021-08-15 15:45:00,130.72,266.085920458136,"MOOS",2021-08-15,NA,122,6.656,266.085920458136
"9723",2021-08-15 16:00:00,130.55,295.729310107883,"MOOS",2021-08-15,NA,122.1,6.69666666666667,295.729310107883
"9724",2021-08-15 16:15:00,130.436,294.331828381168,"MOOS",2021-08-15,NA,122.2,6.612,294.331828381168
"9725",2021-08-15 16:30:00,130.258333333333,316.703519610805,"MOOS",2021-08-15,NA,122.216666666667,6.57,316.703519610805
"9726",2021-08-15 16:45:00,130.14,326.49188349914,"MOOS",2021-08-15,NA,122.3,6.808,326.49188349914
"9727",2021-08-15 17:00:00,129.971666666667,347.46609300212,"MOOS",2021-08-15,NA,122.4,7.015,347.46609300212
"9728",2021-08-15 17:15:00,129.676,365.923637036991,"MOOS",2021-08-15,NA,122.42,7.126,365.923637036991
"9729",2021-08-15 17:30:00,129.925,402.838725106616,"MOOS",2021-08-15,NA,122.5,6.78333333333333,402.838725106616
"9730",2021-08-15 17:45:00,129.878,402.838725106616,"MOOS",2021-08-15,NA,122.6,7.008,402.838725106616
"9731",2021-08-15 18:00:00,129.683333333333,407.872056043125,"MOOS",2021-08-15,NA,122.7,6.975,407.872056043125
"9732",2021-08-15 18:15:00,129.692,444.787144112808,"MOOS",2021-08-15,NA,122.88,7.496,444.787144112808
"9733",2021-08-15 18:30:00,130.141666666667,450.93965879106,"MOOS",2021-08-15,NA,123,7.09333333333333,450.93965879106
"9734",2021-08-15 18:45:00,130.226,487.854746860685,"MOOS",2021-08-15,NA,123.14,7.264,487.854746860685
"9735",2021-08-15 19:00:00,129.791666666667,505.193107153638,"MOOS",2021-08-15,NA,123.216666666667,7.50333333333333,505.193107153638
"9736",2021-08-15 19:15:00,130.302,529.803165866819,"MOOS",2021-08-15,NA,123.4,7.054,529.803165866819
"9737",2021-08-15 19:30:00,130.368333333333,545.74404443329,"MOOS",2021-08-15,NA,123.55,7.32,545.74404443329
"9738",2021-08-15 19:45:00,130.486,582.659132502915,"MOOS",2021-08-15,NA,123.7,7.298,582.659132502915
