"","DateTime","fDOM.QSU","valuedatetime"
"29",2020-06-20 06:45:00,84.0990909090909,2020-06-20 06:45:00
"30",2020-06-20 07:00:00,84.3945454545455,2020-06-20 07:00:00
"31",2020-06-20 07:15:00,84.7918181818182,2020-06-20 07:15:00
"32",2020-06-20 07:30:00,85.0736363636364,2020-06-20 07:30:00
"33",2020-06-20 07:45:00,85.4536363636364,2020-06-20 07:45:00
"34",2020-06-20 08:00:00,85.5627272727273,2020-06-20 08:00:00
"35",2020-06-20 08:15:00,85.7445454545455,2020-06-20 08:15:00
"36",2020-06-20 08:30:00,86.14,2020-06-20 08:30:00
"37",2020-06-20 08:45:00,85.8563636363636,2020-06-20 08:45:00
"38",2020-06-20 09:00:00,86.2636363636364,2020-06-20 09:00:00
"39",2020-06-20 09:15:00,86.4863636363636,2020-06-20 09:15:00
"40",2020-06-20 09:30:00,86.5172727272727,2020-06-20 09:30:00
"41",2020-06-20 09:45:00,86.5981818181818,2020-06-20 09:45:00
"42",2020-06-20 10:00:00,86.5509090909091,2020-06-20 10:00:00
"43",2020-06-20 10:15:00,86.42,2020-06-20 10:15:00
"44",2020-06-20 10:30:00,86.5372727272727,2020-06-20 10:30:00
"45",2020-06-20 10:45:00,86.3727272727273,2020-06-20 10:45:00
"46",2020-06-20 11:00:00,86.4709090909091,2020-06-20 11:00:00
"47",2020-06-20 11:15:00,86.0109090909091,2020-06-20 11:15:00
"48",2020-06-20 11:30:00,85.7772727272727,2020-06-20 11:30:00
"49",2020-06-20 11:45:00,85.5063636363636,2020-06-20 11:45:00
"50",2020-06-20 12:00:00,85.11,2020-06-20 12:00:00
"51",2020-06-20 12:15:00,85.1327272727273,2020-06-20 12:15:00
"52",2020-06-20 12:30:00,84.9336363636364,2020-06-20 12:30:00
"53",2020-06-20 12:45:00,85.1127272727273,2020-06-20 12:45:00
"54",2020-06-20 13:00:00,84.58,2020-06-20 13:00:00
"55",2020-06-20 13:15:00,83.9918181818182,2020-06-20 13:15:00
"56",2020-06-20 13:30:00,83.9845454545455,2020-06-20 13:30:00
"57",2020-06-20 13:45:00,84.1127272727273,2020-06-20 13:45:00
"58",2020-06-20 14:00:00,83.44,2020-06-20 14:00:00
"59",2020-06-20 14:15:00,83.9954545454545,2020-06-20 14:15:00
"60",2020-06-20 14:30:00,83.6927272727273,2020-06-20 14:30:00
"61",2020-06-20 14:45:00,83.5272727272727,2020-06-20 14:45:00
"62",2020-06-20 15:00:00,83.35,2020-06-20 15:00:00
"63",2020-06-20 15:15:00,83.3409090909091,2020-06-20 15:15:00
"64",2020-06-20 15:30:00,83.2909090909091,2020-06-20 15:30:00
"65",2020-06-20 15:45:00,83.1781818181818,2020-06-20 15:45:00
"66",2020-06-20 16:00:00,83.0590909090909,2020-06-20 16:00:00
"67",2020-06-20 16:15:00,82.0390909090909,2020-06-20 16:15:00
"68",2020-06-20 16:30:00,81.7690909090909,2020-06-20 16:30:00
"69",2020-06-20 16:45:00,81.4354545454545,2020-06-20 16:45:00
"70",2020-06-20 17:00:00,81.52,2020-06-20 17:00:00
"71",2020-06-20 17:15:00,81.5736363636364,2020-06-20 17:15:00
"72",2020-06-20 17:30:00,81.9722222222222,2020-06-20 17:30:00
"73",2020-06-20 17:45:00,81.7336363636364,2020-06-20 17:45:00
"74",2020-06-20 18:00:00,81.8872727272727,2020-06-20 18:00:00
"75",2020-06-20 18:15:00,82.4545454545455,2020-06-20 18:15:00
"76",2020-06-20 18:30:00,82.7254545454546,2020-06-20 18:30:00
"77",2020-06-20 18:45:00,82.1727272727273,2020-06-20 18:45:00
"78",2020-06-20 19:00:00,83.0190909090909,2020-06-20 19:00:00
"79",2020-06-20 19:15:00,83.3036363636364,2020-06-20 19:15:00
"80",2020-06-20 19:30:00,82.2109090909091,2020-06-20 19:30:00
"81",2020-06-20 19:45:00,83.82,2020-06-20 19:45:00
"82",2020-06-20 20:00:00,84.7327272727273,2020-06-20 20:00:00
"83",2020-06-20 20:15:00,85.3672727272727,2020-06-20 20:15:00
"84",2020-06-20 20:30:00,85.7754545454546,2020-06-20 20:30:00
"85",2020-06-20 20:45:00,86.2709090909091,2020-06-20 20:45:00
"86",2020-06-20 21:00:00,86.5509090909091,2020-06-20 21:00:00
"87",2020-06-20 21:15:00,86.8663636363636,2020-06-20 21:15:00
"88",2020-06-20 21:30:00,86.7781818181818,2020-06-20 21:30:00
"89",2020-06-20 21:45:00,87.4363636363636,2020-06-20 21:45:00
"90",2020-06-20 22:00:00,88.3063636363636,2020-06-20 22:00:00
"91",2020-06-20 22:15:00,88.9036363636364,2020-06-20 22:15:00
"92",2020-06-20 22:30:00,91.0918181818182,2020-06-20 22:30:00
"93",2020-06-20 22:45:00,92.0427272727273,2020-06-20 22:45:00
"94",2020-06-20 23:00:00,93.74,2020-06-20 23:00:00
"95",2020-06-20 23:15:00,94.55,2020-06-20 23:15:00
"96",2020-06-20 23:30:00,95.1527272727273,2020-06-20 23:30:00
"97",2020-06-20 23:45:00,96.1527272727273,2020-06-20 23:45:00
"98",2020-06-21 00:00:00,97.3845454545454,2020-06-21 00:00:00
"99",2020-06-21 00:15:00,98.3163636363636,2020-06-21 00:15:00
"100",2020-06-21 00:30:00,99.3363636363636,2020-06-21 00:30:00
"101",2020-06-21 00:45:00,99.9127272727273,2020-06-21 00:45:00
"102",2020-06-21 01:00:00,100.875454545455,2020-06-21 01:00:00
"103",2020-06-21 01:15:00,101.325454545455,2020-06-21 01:15:00
"104",2020-06-21 01:30:00,102.373636363636,2020-06-21 01:30:00
"105",2020-06-21 01:45:00,102.99,2020-06-21 01:45:00
"106",2020-06-21 02:00:00,100.527272727273,2020-06-21 02:00:00
"107",2020-06-21 02:15:00,104.037272727273,2020-06-21 02:15:00
"108",2020-06-21 02:30:00,104.569090909091,2020-06-21 02:30:00
"109",2020-06-21 02:45:00,104.725454545455,2020-06-21 02:45:00
"110",2020-06-21 03:00:00,104.93,2020-06-21 03:00:00
"111",2020-06-21 03:15:00,105.885454545455,2020-06-21 03:15:00
"112",2020-06-21 03:30:00,105.637272727273,2020-06-21 03:30:00
"113",2020-06-21 03:45:00,105.537272727273,2020-06-21 03:45:00
"114",2020-06-21 04:00:00,105.963636363636,2020-06-21 04:00:00
"115",2020-06-21 04:15:00,106.135454545455,2020-06-21 04:15:00
"116",2020-06-21 04:30:00,106.41,2020-06-21 04:30:00
"117",2020-06-21 04:45:00,107.352727272727,2020-06-21 04:45:00
"118",2020-06-21 05:00:00,106.820909090909,2020-06-21 05:00:00
"119",2020-06-21 05:15:00,107.534545454545,2020-06-21 05:15:00
"120",2020-06-21 05:30:00,108.109090909091,2020-06-21 05:30:00
"121",2020-06-21 05:45:00,108.462727272727,2020-06-21 05:45:00
"122",2020-06-21 06:00:00,108.599090909091,2020-06-21 06:00:00
"123",2020-06-21 06:15:00,109.035454545455,2020-06-21 06:15:00
"124",2020-06-21 06:30:00,108.868181818182,2020-06-21 06:30:00
"125",2020-06-21 06:45:00,109.755454545455,2020-06-21 06:45:00
"126",2020-06-21 07:00:00,109.307272727273,2020-06-21 07:00:00
"127",2020-06-21 07:15:00,108.713636363636,2020-06-21 07:15:00
"128",2020-06-21 07:30:00,108.841818181818,2020-06-21 07:30:00
"129",2020-06-21 07:45:00,108.97,2020-06-21 07:45:00
"130",2020-06-21 08:00:00,107.647272727273,2020-06-21 08:00:00
"131",2020-06-21 08:15:00,106.831818181818,2020-06-21 08:15:00
"132",2020-06-21 08:30:00,104.325454545455,2020-06-21 08:30:00
"133",2020-06-21 08:45:00,105.888181818182,2020-06-21 08:45:00
"134",2020-06-21 09:00:00,105.892727272727,2020-06-21 09:00:00
"135",2020-06-21 09:15:00,104.252727272727,2020-06-21 09:15:00
"136",2020-06-21 09:30:00,106.112727272727,2020-06-21 09:30:00
"137",2020-06-21 09:45:00,108.29,2020-06-21 09:45:00
"138",2020-06-21 10:00:00,107.985454545455,2020-06-21 10:00:00
"139",2020-06-21 10:15:00,109.399090909091,2020-06-21 10:15:00
"140",2020-06-21 10:30:00,109.137272727273,2020-06-21 10:30:00
"141",2020-06-21 10:45:00,110.041818181818,2020-06-21 10:45:00
"142",2020-06-21 11:00:00,110.26,2020-06-21 11:00:00
"143",2020-06-21 11:15:00,111.040909090909,2020-06-21 11:15:00
"144",2020-06-21 11:30:00,109.630909090909,2020-06-21 11:30:00
"145",2020-06-21 11:45:00,109.835454545455,2020-06-21 11:45:00
"146",2020-06-21 12:00:00,108.110909090909,2020-06-21 12:00:00
"147",2020-06-21 12:15:00,108.521818181818,2020-06-21 12:15:00
"148",2020-06-21 12:30:00,108.44,2020-06-21 12:30:00
"149",2020-06-21 12:45:00,107.868181818182,2020-06-21 12:45:00
"150",2020-06-21 13:00:00,107.33,2020-06-21 13:00:00
"151",2020-06-21 13:15:00,106.833636363636,2020-06-21 13:15:00
"152",2020-06-21 13:30:00,107.851818181818,2020-06-21 13:30:00
"153",2020-06-21 13:45:00,107.91,2020-06-21 13:45:00
"154",2020-06-21 14:00:00,106.735454545455,2020-06-21 14:00:00
"155",2020-06-21 14:15:00,107.025454545455,2020-06-21 14:15:00
"156",2020-06-21 14:30:00,105.530909090909,2020-06-21 14:30:00
"157",2020-06-21 14:45:00,106.575454545455,2020-06-21 14:45:00
