"","Site","DateTime","Q","day","fDOM.QSU","nitrateuM","SpCond.uScm","Turbidity.FNU","MeanDischarge"
"1","STRT",2020-08-01 12:30:00,1087.91087709198,2020-08-01 08:00:00,53.2472727272727,30.6792857142857,121.627272727273,6.98727272727273,1087.91087709198
"2","STRT",2020-08-01 12:45:00,1092.58823414415,2020-08-01 08:00:00,52.9163636363636,30.6835714285714,121.590909090909,6.94181818181818,1092.58823414415
"3","STRT",2020-08-01 13:00:00,1111.29766235291,2020-08-01 08:00:00,52.6263636363636,30.7042857142857,121.581818181818,7.07818181818182,1111.29766235291
"4","STRT",2020-08-01 13:15:00,1092.58823414415,2020-08-01 08:00:00,52.3627272727273,30.7257142857143,121.654545454545,6.96272727272727,1092.58823414415
"5","STRT",2020-08-01 13:30:00,1123.68101879355,2020-08-01 08:00:00,52.14,30.72,121.672727272727,6.68909090909091,1123.68101879355
"6","STRT",2020-08-01 13:45:00,1129.73830346618,2020-08-01 08:00:00,51.9463636363636,30.7107142857143,121.663636363636,6.83909090909091,1129.73830346618
"7","STRT",2020-08-01 14:00:00,1123.41223169828,2020-08-01 08:00:00,51.8218181818182,30.6978571428571,121.654545454545,6.95818181818182,1123.41223169828
"8","STRT",2020-08-01 14:15:00,1111.29766235291,2020-08-01 08:00:00,51.8027272727273,30.68,121.654545454545,6.91090909090909,1111.29766235291
"9","STRT",2020-08-01 14:30:00,1125.59852060478,2020-08-01 08:00:00,51.7490909090909,30.66,121.654545454545,6.99727272727273,1125.59852060478
"10","STRT",2020-08-01 14:45:00,1139.361804666,2020-08-01 08:00:00,51.7,30.6585714285714,121.581818181818,7.26636363636364,1139.361804666
"11","STRT",2020-08-01 15:00:00,1126.9784482253,2020-08-01 08:00:00,51.59,30.6785714285714,121.572727272727,6.87818181818182,1126.9784482253
"12","STRT",2020-08-01 15:15:00,1151.74516110675,2020-08-01 08:00:00,51.5727272727273,30.6428571428571,121.572727272727,6.99818181818182,1151.74516110675
"13","STRT",2020-08-01 15:30:00,1152.01394820207,2020-08-01 08:00:00,51.5681818181818,30.5807142857143,121.563636363636,6.97,1152.01394820207
