"","Site","DateTime","MeanDischarge","fDOM.QSU","nitrateuM","SpCond.uScm","Turbidity.FNU"
"1","STRT",2020-06-19 23:45:00,1404.03934080165,74.8836363636364,26.48,72.0727272727273,22.09
"2","STRT",2020-06-20 00:00:00,1415.59721856419,75.1090909090909,26.4728571428571,71.9727272727273,28.3827272727273
"3","STRT",2020-06-20 00:15:00,1421.37615744543,75.3427272727273,26.4635714285714,71.7727272727273,25.1754545454545
"4","STRT",2020-06-20 00:30:00,1419.93142272509,75.5263636363636,26.4514285714286,71.6636363636364,28.9381818181818
"5","STRT",2020-06-20 00:45:00,1415.59721856419,75.7481818181818,26.4435714285714,71.5090909090909,30.5536363636364
"6","STRT",2020-06-20 01:00:00,1414.15248384385,76.1081818181818,26.4421428571429,71.4090909090909,25.3527272727273
"7","STRT",2020-06-20 01:15:00,1417.04195328441,76.6081818181818,26.42,71.2727272727273,24.9718181818182
"8","STRT",2020-06-20 01:30:00,1421.37615744543,77.0309090909091,26.415,71.2,25.1354545454545
"9","STRT",2020-06-20 01:45:00,1430.04456576728,77.1663636363636,26.4285714285714,71.0818181818182,26.0409090909091
"10","STRT",2020-06-20 02:00:00,1428.59983104694,77.5972727272727,26.4278571428571,70.9727272727273,25.64
"11","STRT",2020-06-20 02:15:00,1435.82350464852,77.6754545454545,26.4228571428571,70.8727272727273,26.2881818181818
"12","STRT",2020-06-20 02:30:00,1440.15770880948,77.8781818181818,26.4514285714286,70.7636363636364,24.1872727272727
"13","STRT",2020-06-20 02:45:00,1448.82611713134,78.2863636363636,26.4728571428571,70.6636363636364,25.3636363636364
"14","STRT",2020-06-20 03:00:00,1456.04979073291,78.4472727272727,26.5028571428571,70.5636363636364,25.7618181818182
"15","STRT",2020-06-20 03:15:00,1451.71558657195,78.4972727272727,26.4978571428571,70.4818181818182,26.4909090909091
"16","STRT",2020-06-20 03:30:00,1460.38399489387,79.2972727272727,26.5057142857143,70.4454545454546,27.4418181818182
"17","STRT",2020-06-20 03:45:00,1467.60766849545,79.3145454545455,26.5192857142857,70.4,24.3109090909091
"18","STRT",2020-06-20 04:00:00,1467.60766849545,79.8445454545455,26.56,70.3,22.5054545454545
