"","DateTime","fDOM.QSU"
"1",2020-06-20 05:45:00,82.5427272727273
"2",2020-06-20 06:00:00,82.8690909090909
"3",2020-06-20 06:15:00,83.2890909090909
"4",2020-06-20 06:30:00,83.2027272727273
"5",2020-06-20 06:45:00,84.0990909090909
"6",2020-06-20 07:00:00,84.3945454545455
"7",2020-06-20 07:15:00,84.7918181818182
"8",2020-06-20 07:30:00,85.0736363636364
"9",2020-06-20 07:45:00,85.4536363636364
"10",2020-06-20 08:00:00,85.5627272727273
"11",2020-06-20 08:15:00,85.7445454545455
"12",2020-06-20 08:30:00,86.14
"13",2020-06-20 08:45:00,85.8563636363636
"14",2020-06-20 09:00:00,86.2636363636364
"15",2020-06-20 09:15:00,86.4863636363636
"16",2020-06-20 09:30:00,86.5172727272727
"17",2020-06-20 09:45:00,86.5981818181818
"18",2020-06-20 10:00:00,86.5509090909091
"19",2020-06-20 10:15:00,86.42
"20",2020-06-20 10:30:00,86.5372727272727
"21",2020-06-20 10:45:00,86.3727272727273
"22",2020-06-20 11:00:00,86.4709090909091
"23",2020-06-20 11:15:00,86.0109090909091
"24",2020-06-20 11:30:00,85.7772727272727
"25",2020-06-20 11:45:00,85.5063636363636
"26",2020-06-20 12:00:00,85.11
"27",2020-06-20 12:15:00,85.1327272727273
"28",2020-06-20 12:30:00,84.9336363636364
"29",2020-06-20 12:45:00,85.1127272727273
"30",2020-06-20 13:00:00,84.58
"31",2020-06-20 13:15:00,83.9918181818182
"32",2020-06-20 13:30:00,83.9845454545455
"33",2020-06-20 13:45:00,84.1127272727273
"34",2020-06-20 14:00:00,83.44
"35",2020-06-20 14:15:00,83.9954545454545
"36",2020-06-20 14:30:00,83.6927272727273
"37",2020-06-20 14:45:00,83.5272727272727
"38",2020-06-20 15:00:00,83.35
"39",2020-06-20 15:15:00,83.3409090909091
"40",2020-06-20 15:30:00,83.2909090909091
"41",2020-06-20 15:45:00,83.1781818181818
"42",2020-06-20 16:00:00,83.0590909090909
"43",2020-06-20 16:15:00,82.0390909090909
"44",2020-06-20 16:30:00,81.7690909090909
"45",2020-06-20 16:45:00,81.4354545454545
"46",2020-06-20 17:00:00,81.52
"47",2020-06-20 17:15:00,81.5736363636364
"48",2020-06-20 17:30:00,81.9722222222222
"49",2020-06-20 17:45:00,81.7336363636364
"50",2020-06-20 18:00:00,81.8872727272727
"51",2020-06-20 18:15:00,82.4545454545455
"52",2020-06-20 18:30:00,82.7254545454546
"53",2020-06-20 18:45:00,82.1727272727273
"54",2020-06-20 19:00:00,83.0190909090909
"55",2020-06-20 19:15:00,83.3036363636364
"56",2020-06-20 19:30:00,82.2109090909091
"57",2020-06-20 19:45:00,83.82
"58",2020-06-20 20:00:00,84.7327272727273
"59",2020-06-20 20:15:00,85.3672727272727
"60",2020-06-20 20:30:00,85.7754545454546
"61",2020-06-20 20:45:00,86.2709090909091
"62",2020-06-20 21:00:00,86.5509090909091
"63",2020-06-20 21:15:00,86.8663636363636
"64",2020-06-20 21:30:00,86.7781818181818
"65",2020-06-20 21:45:00,87.4363636363636
"66",2020-06-20 22:00:00,88.3063636363636
"67",2020-06-20 22:15:00,88.9036363636364
"68",2020-06-20 22:30:00,91.0918181818182
"69",2020-06-20 22:45:00,92.0427272727273
"70",2020-06-20 23:00:00,93.74
"71",2020-06-20 23:15:00,94.55
"72",2020-06-20 23:30:00,95.1527272727273
"73",2020-06-20 23:45:00,96.1527272727273
"74",2020-06-21 00:00:00,97.3845454545454
"75",2020-06-21 00:15:00,98.3163636363636
"76",2020-06-21 00:30:00,99.3363636363636
"77",2020-06-21 00:45:00,99.9127272727273
"78",2020-06-21 01:00:00,100.875454545455
"79",2020-06-21 01:15:00,101.325454545455
"80",2020-06-21 01:30:00,102.373636363636
"81",2020-06-21 01:45:00,102.99
"82",2020-06-21 02:00:00,100.527272727273
"83",2020-06-21 02:15:00,104.037272727273
"84",2020-06-21 02:30:00,104.569090909091
"85",2020-06-21 02:45:00,104.725454545455
"86",2020-06-21 03:00:00,104.93
"87",2020-06-21 03:15:00,105.885454545455
"88",2020-06-21 03:30:00,105.637272727273
"89",2020-06-21 03:45:00,105.537272727273
"90",2020-06-21 04:00:00,105.963636363636
"91",2020-06-21 04:15:00,106.135454545455
"92",2020-06-21 04:30:00,106.41
"93",2020-06-21 04:45:00,107.352727272727
"94",2020-06-21 05:00:00,106.820909090909
"95",2020-06-21 05:15:00,107.534545454545
"96",2020-06-21 05:30:00,108.109090909091
"97",2020-06-21 05:45:00,108.462727272727
"98",2020-06-21 06:00:00,108.599090909091
"99",2020-06-21 06:15:00,109.035454545455
"100",2020-06-21 06:30:00,108.868181818182
"101",2020-06-21 06:45:00,109.755454545455
"102",2020-06-21 07:00:00,109.307272727273
"103",2020-06-21 07:15:00,108.713636363636
"104",2020-06-21 07:30:00,108.841818181818
"105",2020-06-21 07:45:00,108.97
"106",2020-06-21 08:00:00,107.647272727273
"107",2020-06-21 08:15:00,106.831818181818
"108",2020-06-21 08:30:00,104.325454545455
"109",2020-06-21 08:45:00,105.888181818182
"110",2020-06-21 09:00:00,105.892727272727
"111",2020-06-21 09:15:00,104.252727272727
"112",2020-06-21 09:30:00,106.112727272727
"113",2020-06-21 09:45:00,108.29
"114",2020-06-21 10:00:00,107.985454545455
"115",2020-06-21 10:15:00,109.399090909091
"116",2020-06-21 10:30:00,109.137272727273
"117",2020-06-21 10:45:00,110.041818181818
"118",2020-06-21 11:00:00,110.26
"119",2020-06-21 11:15:00,111.040909090909
"120",2020-06-21 11:30:00,109.630909090909
"121",2020-06-21 11:45:00,109.835454545455
"122",2020-06-21 12:00:00,108.110909090909
"123",2020-06-21 12:15:00,108.521818181818
"124",2020-06-21 12:30:00,108.44
"125",2020-06-21 12:45:00,107.868181818182
"126",2020-06-21 13:00:00,107.33
"127",2020-06-21 13:15:00,106.833636363636
"128",2020-06-21 13:30:00,107.851818181818
"129",2020-06-21 13:45:00,107.91
"130",2020-06-21 14:00:00,106.735454545455
"131",2020-06-21 14:15:00,107.025454545455
"132",2020-06-21 14:30:00,105.530909090909
"133",2020-06-21 14:45:00,106.575454545455
"134",2020-06-21 15:00:00,104.246363636364
"135",2020-06-21 15:15:00,102.004545454545
"136",2020-06-21 15:30:00,105.486363636364
"137",2020-06-21 15:45:00,105.647272727273
"138",2020-06-21 16:00:00,105.32
"139",2020-06-21 16:15:00,104.72
"140",2020-06-21 16:30:00,104.725454545455
"141",2020-06-21 16:45:00,102.173636363636
"142",2020-06-21 17:00:00,104.239090909091
"143",2020-06-21 17:15:00,102.908181818182
"144",2020-06-21 17:30:00,101.163636363636
"145",2020-06-21 17:45:00,102.261818181818
"146",2020-06-21 18:00:00,104.230909090909
"147",2020-06-21 18:15:00,101.127272727273
"148",2020-06-21 18:30:00,104.314545454545
"149",2020-06-21 18:45:00,104.241818181818
"150",2020-06-21 19:00:00,103.585454545455
"151",2020-06-21 19:15:00,102.808181818182
"152",2020-06-21 19:30:00,106.740909090909
"153",2020-06-21 19:45:00,107.454545454545
"154",2020-06-21 20:00:00,107.864545454545
"155",2020-06-21 20:15:00,108.079090909091
"156",2020-06-21 20:30:00,106.182727272727
"157",2020-06-21 20:45:00,109.48
"158",2020-06-21 21:00:00,107.860909090909
"159",2020-06-21 21:15:00,110.888181818182
"160",2020-06-21 21:30:00,110.7
"161",2020-06-21 21:45:00,111.704545454545
"162",NA,NA
