"","Site","DateTime","MeanDischarge","day","fDOM.QSU.mn","nitrateuM","SpCond.uScm.mn","Turbidity.FNU.mn"
"1","POKE",2019-07-26 01:30:00,268.006865634299,2019-07-26,33.23091,21.84,148.0636,2.808182
"2","POKE",2019-07-26 01:45:00,269.14768434782,2019-07-26,33.24,21.78,148.0909,2.925455
"3","POKE",2019-07-26 02:00:00,272.570140488382,2019-07-26,33.31818,21.67,148.1,2.858182
"4","POKE",2019-07-26 02:15:00,278.633698105803,2019-07-26,33.35,21.63,148.1,2.820909
"5","POKE",2019-07-26 02:30:00,281.306012864697,2019-07-26,33.41182,21.74,148.1636,2.823636
"6","POKE",2019-07-26 02:45:00,282.446831578218,2019-07-26,33.42273,21.77,148.1636,2.818182
"7","POKE",2019-07-26 03:00:00,283.587650291738,2019-07-26,33.46182,21.87,148.1727,2.962727
"8","POKE",2019-07-26 03:15:00,284.369004955442,2019-07-26,33.48727,21.93,148.1727,2.825455
"9","POKE",2019-07-26 03:30:00,287.400783764153,2019-07-26,33.46273,21.9,148.1818,2.977273
"10","POKE",2019-07-26 03:45:00,289.682421191194,2019-07-26,33.48636,21.93,148.1818,2.899091
"11","POKE",2019-07-26 04:00:00,289.682421191194,2019-07-26,33.47273,21.89,148.1727,3.106364
"12","POKE",2019-07-26 04:15:00,290.463775854898,2019-07-26,33.40545,21.88,148.1636,3.458182
"13","POKE",2019-07-26 04:30:00,292.354735950088,2019-07-26,33.49727,21.96,148.1182,3.322727
"14","POKE",2019-07-26 04:45:00,292.354735950088,2019-07-26,33.59455,21.98,148.1909,3.230909
"15","POKE",2019-07-26 05:00:00,295.027050708981,2019-07-26,33.66636,21.98,148.2545,3.095455
"16","POKE",2019-07-26 05:15:00,296.136656140467,2019-07-26,33.66091,21.96,148.2727,3.167273
"17","POKE",2019-07-26 05:30:00,298.058829517691,2019-07-26,33.69545,22.06,148.2909,3.063636
"18","POKE",2019-07-26 05:45:00,299.199648231212,2019-07-26,33.72455,21.98,148.3,3.111818
"19","POKE",2019-07-26 06:00:00,302.622104371774,2019-07-26,33.76727,21.97,148.3545,3.054545
"20","POKE",2019-07-26 06:15:00,305.231992566598,2019-07-26,33.78727,21.96,148.3818,2.873636
"21","POKE",2019-07-26 06:30:00,306.404024562154,2019-07-26,33.82,21.99,148.4182,2.82
"22","POKE",2019-07-26 06:45:00,306.404024562154,2019-07-26,33.83,22.01,148.4545,2.877273
"23","POKE",2019-07-26 07:00:00,312.49879546161,2019-07-26,33.80545,22.04,148.5182,2.865455
"24","POKE",2019-07-26 07:15:00,315.499360988285,2019-07-26,33.81,22.15,148.5636,2.805455
"25","POKE",2019-07-26 07:30:00,317.780998415327,2019-07-26,33.62,22.13,148.5727,2.928182
"26","POKE",2019-07-26 07:45:00,317.780998415327,2019-07-26,33.78182,22.15,148.4182,3.010909
"27","POKE",2019-07-26 08:00:00,318.921817128848,2019-07-26,34.14182,22.23,148.0091,3.153636
