"","Site","DateTime","MeanDischarge","day","fDOM.QSU.mn","nitrateuM","SpCond.uScm.mn","Turbidity.FNU.mn"
"1","POKE",2019-08-13 07:30:00,677.637283074092,2019-08-13,45.54182,34.34,103.3091,NA
"2","POKE",2019-08-13 07:45:00,676.168213592788,2019-08-13,NA,34.21,103.0727,NA
"3","POKE",2019-08-13 08:00:00,679.981347065202,2019-08-13,46.54182,33.96,102.7091,NA
"4","POKE",2019-08-13 08:15:00,684.513408637251,2019-08-13,47.43182,33.85,102.3545,NA
"5","POKE",2019-08-13 08:30:00,685.685440632806,2019-08-13,48.67364,33.63,101.8182,NA
"6","POKE",2019-08-13 08:45:00,686.857472628362,2019-08-13,49.34545,33.41,101.2091,NA
"7","POKE",2019-08-13 09:00:00,690.998856868559,2019-08-13,50.55182,33.32,100.7091,NA
"8","POKE",2019-08-13 09:15:00,692.499139631896,2019-08-13,50.69273,33.17,100.4091,NA
"9","POKE",2019-08-13 09:30:00,700.484870626542,2019-08-13,50.85727,32.98,100.1636,NA
"10","POKE",2019-08-13 09:45:00,706.095324348042,2019-08-13,51.21455,32.77,99.97273,NA
"11","POKE",2019-08-13 10:00:00,713.002663193236,2019-08-13,52.64182,32.52,99.79091,NA
"12","POKE",2019-08-13 10:15:00,711.174129662115,2019-08-13,53.40727,32.41,99.46364,NA
"13","POKE",2019-08-13 10:30:00,717.628364611388,2019-08-13,54.79455,32.25,99.00909,NA
"14","POKE",2019-08-13 10:45:00,724.473276892513,2019-08-13,56.28,32.08,98.59091,NA
"15","POKE",2019-08-13 11:00:00,735.881464027721,2019-08-13,58.00909,32.01,98.23636,NA
"16","POKE",2019-08-13 11:15:00,743.835981740331,2019-08-13,59.76636,32.02,97.98182,NA
"17","POKE",2019-08-13 11:30:00,743.476517690514,2019-08-13,60.77636,31.85,97.40909,NA
"18","POKE",2019-08-13 11:45:00,753.743886112201,2019-08-13,61.42909,31.79,96.96364,NA
"19","POKE",2019-08-13 12:00:00,754.165776726088,2019-08-13,62.04182,31.64,96.42727,NA
"20","POKE",2019-08-13 12:15:00,761.010689007212,2019-08-13,62.79909,31.52,95.79091,18.20273
"21","POKE",2019-08-13 12:30:00,767.402497392416,2019-08-13,64.04091,31.58,95.20909,NA
"22","POKE",2019-08-13 12:45:00,772.809553474272,2019-08-13,65.33727,31.58,94.58182,NA
"23","POKE",2019-08-13 13:00:00,781.873676618369,2019-08-13,66.60091,31.62,94.10909,NA
"24","POKE",2019-08-13 13:15:00,786.858842086339,2019-08-13,67.62909,31.51,93.60909,NA
"25","POKE",2019-08-13 13:30:00,794.813359798949,2019-08-13,68.99364,31.5,93.07273,15.55091
"26","POKE",2019-08-13 13:45:00,798.298242503581,2019-08-13,69.91545,31.56,92.74545,NA
