"","Site","DateTime","MeanDischarge","day","fDOM.QSU.mn","nitrateuM","SpCond.uScm.mn","Turbidity.FNU.mn"
"1","VAUL",2019-10-04 04:30:00,141.472904197032,2019-10-04,230,NA,177.5,21.29
"2","VAUL",2019-10-04 04:45:00,140.670221052652,2019-10-04,230.3,NA,177.6,21.37
"3","VAUL",2019-10-04 05:00:00,140.469550266557,2019-10-04,230.7,NA,177.7,21.74
"4","VAUL",2019-10-04 05:15:00,140.670221052652,2019-10-04,231.3,NA,177.9,20.87
"5","VAUL",2019-10-04 05:30:00,140.870891838747,2019-10-04,231.5,NA,178,20.19
"6","VAUL",2019-10-04 05:45:00,141.071562624842,2019-10-04,231.6,NA,178,18.25
"7","VAUL",2019-10-04 06:00:00,141.472904197032,2019-10-04,231.8,NA,178,16.03
"8","VAUL",2019-10-04 06:15:00,141.472904197032,2019-10-04,232.2,NA,178.1,18.16
"9","VAUL",2019-10-04 06:30:00,142.074916555318,2019-10-04,232.5,NA,178.2,19.37
"10","VAUL",2019-10-04 06:45:00,142.476258127508,2019-10-04,232.8,NA,178.3,19.21
"11","VAUL",2019-10-04 07:00:00,143.078270485793,2019-10-04,233,NA,178.4,18.96
"12","VAUL",2019-10-04 07:15:00,144.081624416268,2019-10-04,233.3,NA,178.4,19.17
"13","VAUL",2019-10-04 07:30:00,144.884307560649,2019-10-04,233.5,NA,178.6,18.81
"14","VAUL",2019-10-04 07:45:00,146.088332277219,2019-10-04,233.6,NA,178.7,18.85
"15","VAUL",2019-10-04 08:00:00,147.29235699379,2019-10-04,233.7,NA,178.7,19.51
"16","VAUL",2019-10-04 08:15:00,149.098394068645,2019-10-04,233.7,NA,178.7,18.89
"17","VAUL",2019-10-04 08:30:00,150.503089571311,2019-10-04,233.9,NA,178.7,18.05
"18","VAUL",2019-10-04 08:45:00,152.309126646167,2019-10-04,234.1,NA,178.9,17.94
"19","VAUL",2019-10-04 09:00:00,153.513151362737,2019-10-04,234.2,NA,178.9,15.3
"20","VAUL",2019-10-04 09:15:00,155.118517651498,2019-10-04,234.3,NA,179,15.81
"21","VAUL",2019-10-04 09:30:00,157.927908656829,2019-10-04,234.6,NA,179,16.93
"22","VAUL",2019-10-04 09:45:00,159.733945731685,2019-10-04,234.8,NA,179.1,16.7
"23","VAUL",2019-10-04 10:00:00,162.342665950921,2019-10-04,235.2,NA,179.2,16.62
"24","VAUL",2019-10-04 10:15:00,165.352727742347,2019-10-04,235.5,NA,179.2,17.21
"25","VAUL",2019-10-04 10:30:00,168.563460319868,2019-10-04,235.6,NA,179.3,17.03
"26","VAUL",2019-10-04 10:45:00,170.971509753009,2019-10-04,235.8,NA,179.3,16.66
"27","VAUL",2019-10-04 11:00:00,173.981571544436,2019-10-04,235.9,NA,179.3,17.77
"28","VAUL",2019-10-04 11:15:00,176.790962549767,2019-10-04,236.2,NA,179.4,16.59
