"","Site","DateTime","MeanDischarge","day","fDOM.QSU.mn","nitrateuM","SpCond.uScm.mn","Turbidity.FNU.mn"
"1","MOOS",2019-07-25 23:15:00,438.264775927384,2019-07-26,106.84,NA,149.763636363636,3.69090909090909
"2","MOOS",2019-07-25 23:30:00,450.083327994245,2019-07-26,106.705454545455,NA,149.954545454545,3.74363636363636
"3","MOOS",2019-07-25 23:45:00,455.992604027676,2019-07-26,106.64,NA,150.145454545455,3.76909090909091
"4","MOOS",2019-07-26 00:00:00,450.083327994245,2019-07-26,106.566363636364,NA,150.336363636364,3.75272727272727
"5","MOOS",2019-07-26 00:15:00,452.053086672055,2019-07-26,106.525454545455,NA,150.490909090909,3.60636363636364
"6","MOOS",2019-07-26 00:30:00,454.022845349866,2019-07-26,106.470909090909,NA,150.672727272727,3.66272727272727
"7","MOOS",2019-07-26 00:45:00,452.053086672055,2019-07-26,106.371818181818,NA,150.772727272727,3.57636363636364
"8","MOOS",2019-07-26 01:00:00,454.022845349866,2019-07-26,106.411818181818,NA,150.881818181818,3.76
"9","MOOS",2019-07-26 01:15:00,455.992604027676,2019-07-26,106.305454545455,NA,151.009090909091,3.67636363636364
"10","MOOS",2019-07-26 01:30:00,455.992604027676,2019-07-26,106.323636363636,NA,151.072727272727,3.67818181818182
"11","MOOS",2019-07-26 01:45:00,457.962362705486,2019-07-26,106.34,NA,151.127272727273,3.64636363636364
"12","MOOS",2019-07-26 02:00:00,459.932121383296,2019-07-26,106.305454545455,NA,151.254545454545,3.67272727272727
"13","MOOS",2019-07-26 02:15:00,457.962362705486,2019-07-26,106.269090909091,NA,151.4,3.64
"14","MOOS",2019-07-26 02:30:00,461.901880061106,2019-07-26,106.325454545455,NA,151.481818181818,3.69727272727273
"15","MOOS",2019-07-26 02:45:00,461.901880061106,2019-07-26,106.384545454545,NA,151.509090909091,3.70909090909091
"16","MOOS",2019-07-26 03:00:00,457.962362705486,2019-07-26,106.419090909091,NA,151.581818181818,3.62272727272727
"17","MOOS",2019-07-26 03:15:00,455.992604027676,2019-07-26,106.381818181818,NA,151.690909090909,3.74818181818182
"18","MOOS",2019-07-26 03:30:00,463.871638738917,2019-07-26,106.382727272727,NA,151.790909090909,3.76818181818182
"19","MOOS",2019-07-26 03:45:00,459.932121383296,2019-07-26,106.328181818182,NA,151.754545454545,3.86272727272727
"20","MOOS",2019-07-26 04:00:00,463.871638738917,2019-07-26,106.282727272727,NA,151.881818181818,3.74363636363636
"21","MOOS",2019-07-26 04:15:00,461.901880061106,2019-07-26,106.127272727273,NA,151.836363636364,3.86636363636364
"22","MOOS",2019-07-26 04:30:00,463.871638738917,2019-07-26,106.033636363636,NA,151.845454545455,3.91545454545455
"23","MOOS",2019-07-26 04:45:00,463.871638738917,2019-07-26,106.173636363636,NA,151.809090909091,3.84090909090909
"24","MOOS",2019-07-26 05:00:00,465.841397416727,2019-07-26,106.182727272727,NA,151.8,3.71
"25","MOOS",2019-07-26 05:15:00,463.871638738917,2019-07-26,106.25,NA,151.836363636364,3.71090909090909
"26","MOOS",2019-07-26 05:30:00,465.841397416727,2019-07-26,106.346363636364,NA,151.909090909091,3.73818181818182
"27","MOOS",2019-07-26 05:45:00,465.841397416727,2019-07-26,106.412727272727,NA,152,3.74363636363636
"28","MOOS",2019-07-26 06:00:00,469.780914772347,2019-07-26,106.435454545455,NA,151.963636363636,3.64090909090909
"29","MOOS",2019-07-26 06:15:00,465.841397416727,2019-07-26,106.483636363636,NA,152,3.66090909090909
"30","MOOS",2019-07-26 06:30:00,465.841397416727,2019-07-26,106.503636363636,NA,151.954545454545,3.59727272727273
"31","MOOS",2019-07-26 06:45:00,469.780914772347,2019-07-26,106.58,NA,151.918181818182,3.52363636363636
"32","MOOS",2019-07-26 07:00:00,467.811156094537,2019-07-26,106.591818181818,NA,152,3.56
"33","MOOS",2019-07-26 07:15:00,471.750673450157,2019-07-26,106.580909090909,NA,152.036363636364,3.51727272727273
"34","MOOS",2019-07-26 07:30:00,469.780914772347,2019-07-26,106.631818181818,NA,152.1,3.52090909090909
"35","MOOS",2019-07-26 07:45:00,475.690190805778,2019-07-26,106.748181818182,NA,152.1,3.54272727272727
"36","MOOS",2019-07-26 08:00:00,479.629708161398,2019-07-26,106.738181818182,NA,152.009090909091,3.60181818181818
"37","MOOS",2019-07-26 08:15:00,483.569225517018,2019-07-26,106.778181818182,NA,151.981818181818,3.51181818181818
"38","MOOS",2019-07-26 08:30:00,481.599466839208,2019-07-26,106.727272727273,NA,151.972727272727,3.43727272727273
