"","Site","DateTime","MeanDischarge","day","fDOM.QSU.mn","nitrateuM","SpCond.uScm.mn","Turbidity.FNU.mn"
"1","STRT",2019-08-12 21:30:00,3938.4552916786,2019-08-13,67.21545,29.5407142857143,103.9727,11.20727
"2","STRT",2019-08-12 21:45:00,3923.45150941896,2019-08-13,67.37273,29.4821428571429,103.9818,9.417273
"3","STRT",2019-08-12 22:00:00,3941.44896753925,2019-08-13,67.25273,29.4178571428571,103.9818,10.79364
"4","STRT",2019-08-12 22:15:00,3948.55389471965,2019-08-13,67.16727,29.4042857142857,104.0545,11.20364
"5","STRT",2019-08-12 22:30:00,3957.28208065412,2019-08-13,67.21727,29.3971428571429,104.0727,11.78364
"6","STRT",2019-08-12 22:45:00,3955.91166354754,2019-08-13,67.22636,29.3635714285714,104.0727,10.20364
"7","STRT",2019-08-12 23:00:00,3963.55767697929,2019-08-13,67.17,29.3635714285714,104.1636,10.91
"8","STRT",2019-08-12 23:15:00,3982.09622135095,2019-08-13,67.11636,29.315,104.2364,10.56909
"9","STRT",2019-08-12 23:30:00,4001.46409657783,2019-08-13,67.06909,29.305,104.2,11.04636
"10","STRT",2019-08-12 23:45:00,4005.82818954506,2019-08-13,67.00273,29.2971428571429,104.2636,11.11545
"11","STRT",2019-08-13 00:00:00,4017.55005134019,2019-08-13,66.97364,29.3278571428571,104.2909,10.43364
"12","STRT",2019-08-13 00:15:00,4029.27191313531,2019-08-13,66.97,29.2707142857143,104.3545,10.79182
"13","STRT",2019-08-13 00:30:00,4056.82688804531,2019-08-13,67.03364,29.2478571428571,104.3727,11.13636
"14","STRT",2019-08-13 00:45:00,4064.18465687319,2019-08-13,67.00364,29.2064285714286,104.4545,10.86273
"15","STRT",2019-08-13 01:00:00,4095.0215522477,2019-08-13,66.86909,29.1307142857143,104.4727,11.46636
"16","STRT",2019-08-13 01:15:00,4102.37932107559,2019-08-13,66.84,29.105,104.5,11.41455
"17","STRT",2019-08-13 01:30:00,4115.4715999773,2019-08-13,66.78455,29.0178571428571,104.5636,12.02
"18","STRT",2019-08-13 01:45:00,4138.91532356755,2019-08-13,66.97545,28.9471428571429,104.5455,11.18727
"19","STRT",2019-08-13 02:00:00,4134.55123060031,2019-08-13,66.81545,28.795,104.5636,10.33364
"20","STRT",2019-08-13 02:15:00,4169.75221894206,2019-08-13,66.85,28.6078571428571,104.6545,13.22182
"21","STRT",2019-08-13 02:30:00,4189.12009416894,2019-08-13,66.66364,28.4378571428571,104.6727,12.29091
"22","STRT",2019-08-13 02:45:00,4206.86471064174,2019-08-13,66.83727,28.2392857142857,104.7273,12.02818
"23","STRT",2019-08-13 03:00:00,4234.38428259536,2019-08-13,66.79091,28.0264285714286,104.6818,11.39273
"24","STRT",2019-08-13 03:15:00,4266.55619212008,2019-08-13,66.83,27.8457142857143,104.7545,10.60636
"25","STRT",2019-08-13 03:30:00,4284.30080859289,2019-08-13,66.71455,27.6728571428571,104.7727,11.39909
"26","STRT",2019-08-13 03:45:00,4299.01634624867,2019-08-13,66.65273,27.5257142857143,104.7091,10.76182
"27","STRT",2019-08-13 04:00:00,4319.21355233077,2019-08-13,66.58909,27.4271428571429,104.7636,10.99545
"28","STRT",2019-08-13 04:15:00,4362.0251511479,2019-08-13,66.44727,27.2957142857143,104.7727,11.12545
"29","STRT",2019-08-13 04:30:00,4382.47519887749,2019-08-13,66.56818,27.2092857142857,104.7636,11.22727
"30","STRT",2019-08-13 04:45:00,4406.20716707161,2019-08-13,66.38364,27.0735714285714,104.6909,11.47364
