"","DateTime","MeanDischarge","Site","day","fDOM.QSU","nitrateuM","SpCond.uScm","Turbidity.FNU"
"19256",2021-08-17 01:35:00,517.944180121805,"FRCH","2021-08-17",NA,NA,NA,NA
"19257",2021-08-17 01:40:00,518.896119023488,"FRCH","2021-08-17",NA,NA,NA,NA
"19258",2021-08-17 01:45:00,520.057367058616,"FRCH","2021-08-17",78.6966666666667,19.9518181818182,93.96,66.52
"19259",2021-08-17 01:50:00,520.181138686654,"FRCH","2021-08-17",NA,NA,NA,NA
"19260",2021-08-17 01:55:00,519.47674304105,"FRCH","2021-08-17",NA,NA,NA,NA
"19261",2021-08-17 02:00:00,518.191723377884,"FRCH","2021-08-17",74.496,19.8927272727273,93.8666666666667,66.915
"19262",2021-08-17 02:05:00,520.885534332258,"FRCH","2021-08-17",NA,NA,NA,NA
"19263",2021-08-17 02:10:00,521.256849216377,"FRCH","2021-08-17",NA,NA,NA,NA
"19264",2021-08-17 02:15:00,520.552453570774,"FRCH","2021-08-17",76.705,19.9272727272727,93.88,68.924
"19265",2021-08-17 02:20:00,520.552453570774,"FRCH","2021-08-17",NA,NA,NA,NA
"19266",2021-08-17 02:25:00,519.724286297129,"FRCH","2021-08-17",NA,NA,NA,NA
"19267",2021-08-17 02:30:00,520.552453570774,"FRCH","2021-08-17",74.842,19.7945454545455,93.6666666666667,76.67
"19268",2021-08-17 02:35:00,519.724286297129,"FRCH","2021-08-17",NA,NA,NA,NA
"19269",2021-08-17 02:40:00,522.085016490004,"FRCH","2021-08-17",NA,NA,NA,NA
"19270",2021-08-17 02:45:00,522.208788118041,"FRCH","2021-08-17",79.6716666666667,19.8972727272727,93.8,66.188
"19271",2021-08-17 02:50:00,522.208788118041,"FRCH","2021-08-17",NA,NA,NA,NA
"19272",2021-08-17 02:55:00,524.44574668289,"FRCH","2021-08-17",NA,NA,NA,NA
"19273",2021-08-17 03:00:00,524.44574668289,"FRCH","2021-08-17",75.318,19.8927272727273,93.85,60.1833333333333
"19274",2021-08-17 03:05:00,524.693289938969,"FRCH","2021-08-17",NA,NA,NA,NA
"19275",2021-08-17 03:10:00,522.332559746079,"FRCH","2021-08-17",NA,NA,NA,NA
"19276",2021-08-17 03:15:00,525.150142328494,"FRCH","2021-08-17",76.2133333333333,19.7981818181818,93.94,60.234
"19277",2021-08-17 03:20:00,524.44574668289,"FRCH","2021-08-17",NA,NA,NA,NA
"19278",2021-08-17 03:25:00,525.397685584572,"FRCH","2021-08-17",NA,NA,NA,NA
"19279",2021-08-17 03:30:00,526.102081230176,"FRCH","2021-08-17",78.798,19.8727272727273,93.8166666666667,62.665
"19280",2021-08-17 03:35:00,527.054020131829,"FRCH","2021-08-17",NA,NA,NA,NA
"19281",2021-08-17 03:40:00,529.290978696674,"FRCH","2021-08-17",NA,NA,NA,NA
"19282",2021-08-17 03:45:00,529.538521952752,"FRCH","2021-08-17",75.5666666666667,19.91,93.74,59.578
"19283",2021-08-17 03:50:00,527.177791759863,"FRCH","2021-08-17",NA,NA,NA,NA
"19284",2021-08-17 03:55:00,527.549106643979,"FRCH","2021-08-17",NA,NA,NA,NA
"19285",2021-08-17 04:00:00,528.957897935186,"FRCH","2021-08-17",80.78,19.8445454545455,93.7166666666667,52.8633333333333
"19286",2021-08-17 04:05:00,530.366689226394,"FRCH","2021-08-17",NA,NA,NA,NA
"19287",2021-08-17 04:10:00,529.66229358079,"FRCH","2021-08-17",NA,NA,NA,NA
"19288",2021-08-17 04:15:00,529.081669563227,"FRCH","2021-08-17",78.5266666666667,19.9509090909091,93.74,61.258
"19289",2021-08-17 04:20:00,530.366689226394,"FRCH","2021-08-17",NA,NA,NA,NA
"19290",2021-08-17 04:25:00,531.651708889549,"FRCH","2021-08-17",NA,NA,NA,NA
"19291",2021-08-17 04:30:00,529.205441191265,"FRCH","2021-08-17",77.882,19.91,93.7333333333333,58.205
"19292",2021-08-17 04:35:00,530.73800411051,"FRCH","2021-08-17",NA,NA,NA,NA
"19293",2021-08-17 04:40:00,532.146795401703,"FRCH","2021-08-17",NA,NA,NA,NA
"19294",2021-08-17 04:45:00,530.861775738547,"FRCH","2021-08-17",79.2583333333333,19.86,93.64,54.04
"19295",2021-08-17 04:50:00,532.27056702974,"FRCH","2021-08-17",NA,NA,NA,NA
"19296",2021-08-17 04:55:00,533.679358320947,"FRCH","2021-08-17",NA,NA,NA,NA
"19297",2021-08-17 05:00:00,535.211921240192,"FRCH","2021-08-17",80.784,19.9009090909091,93.85,58.3833333333333
"19298",2021-08-17 05:05:00,533.679358320947,"FRCH","2021-08-17",NA,NA,NA,NA
"19299",2021-08-17 05:10:00,533.431815064872,"FRCH","2021-08-17",NA,NA,NA,NA
"19300",2021-08-17 05:15:00,535.335692868233,"FRCH","2021-08-17",75.1133333333333,19.8418181818182,93.74,66.804
"19301",2021-08-17 05:20:00,536.287631769887,"FRCH","2021-08-17",NA,NA,NA,NA
"19302",2021-08-17 05:25:00,535.707007752346,"FRCH","2021-08-17",NA,NA,NA,NA
"19303",2021-08-17 05:30:00,539.352757608376,"FRCH","2021-08-17",79.778,20.0281818181818,93.65,61.0966666666667
"19304",2021-08-17 05:35:00,538.067737945206,"FRCH","2021-08-17",NA,NA,NA,NA
"19305",2021-08-17 05:40:00,541.009092155644,"FRCH","2021-08-17",NA,NA,NA,NA
"19306",2021-08-17 05:45:00,538.191509573244,"FRCH","2021-08-17",77.7583333333333,20.0236363636364,93.66,59.332
"19307",2021-08-17 05:50:00,539.600300864451,"FRCH","2021-08-17",NA,NA,NA,NA
"19308",2021-08-17 05:55:00,539.600300864451,"FRCH","2021-08-17",NA,NA,NA,NA
"19309",2021-08-17 06:00:00,540.676011394171,"FRCH","2021-08-17",78.104,19.9518181818182,93.6333333333333,57.6733333333333
"19310",2021-08-17 06:05:00,540.428468138096,"FRCH","2021-08-17",NA,NA,NA,NA
"19311",2021-08-17 06:10:00,542.084802685364,"FRCH","2021-08-17",NA,NA,NA,NA
"19312",2021-08-17 06:15:00,542.332345941439,"FRCH","2021-08-17",84.8866666666667,19.97,93.62,59.29
"19313",2021-08-17 06:20:00,542.208574313401,"FRCH","2021-08-17",NA,NA,NA,NA
"19314",2021-08-17 06:25:00,544.44553287825,"FRCH","2021-08-17",NA,NA,NA,NA
"19315",2021-08-17 06:30:00,543.036741587042,"FRCH","2021-08-17",83.036,19.8975,93.6666666666667,57.1433333333333
"19316",2021-08-17 06:35:00,544.902385267778,"FRCH","2021-08-17",NA,NA,NA,NA
"19317",2021-08-17 06:40:00,545.854324169428,"FRCH","2021-08-17",NA,NA,NA,NA
"19318",2021-08-17 06:45:00,544.693076134328,"FRCH","2021-08-17",85.46,20.0481818181818,93.52,56.272
"19319",2021-08-17 06:50:00,546.101867425506,"FRCH","2021-08-17",NA,NA,NA,NA
"19320",2021-08-17 06:55:00,547.053806327185,"FRCH","2021-08-17",NA,NA,NA,NA
"19321",2021-08-17 07:00:00,546.225639053548,"FRCH","2021-08-17",85.83,19.925,93.5666666666667,53.095
"19322",2021-08-17 07:05:00,548.005745228867,"FRCH","2021-08-17",NA,NA,NA,NA
"19323",2021-08-17 07:10:00,549.290764892037,"FRCH","2021-08-17",NA,NA,NA,NA
"19324",2021-08-17 07:15:00,548.253288484946,"FRCH","2021-08-17",85.0233333333333,20.0225,93.44,50.614
"19325",2021-08-17 07:20:00,548.833912502509,"FRCH","2021-08-17",NA,NA,NA,NA
"19326",2021-08-17 07:25:00,552.603433986591,"FRCH","2021-08-17",NA,NA,NA,NA
"19327",2021-08-17 07:30:00,551.442185951459,"FRCH","2021-08-17",83.044,20.0275,93.35,53.35
"19328",2021-08-17 07:35:00,552.022809969025,"FRCH","2021-08-17",NA,NA,NA,NA
"19329",2021-08-17 07:40:00,552.146581597062,"FRCH","2021-08-17",NA,NA,NA,NA
"19330",2021-08-17 07:45:00,553.307829632195,"FRCH","2021-08-17",80.7033333333333,19.9775,93.34,51.812
"19331",2021-08-17 07:50:00,553.679144516307,"FRCH","2021-08-17",NA,NA,NA,NA
"19332",2021-08-17 07:55:00,553.55537288827,"FRCH","2021-08-17",NA,NA,NA,NA
"19333",2021-08-17 08:00:00,555.087935807514,"FRCH","2021-08-17",84.712,20.0675,93.3666666666667,50.6766666666667
"19334",2021-08-17 08:05:00,556.496727098693,"FRCH","2021-08-17",NA,NA,NA,NA
"19335",2021-08-17 08:10:00,554.507311789952,"FRCH","2021-08-17",NA,NA,NA,NA
"19336",2021-08-17 08:15:00,554.631083417989,"FRCH","2021-08-17",86.395,20.0825,93.26,52.616
"19337",2021-08-17 08:20:00,557.201122744296,"FRCH","2021-08-17",NA,NA,NA,NA
"19338",2021-08-17 08:25:00,554.878626674064,"FRCH","2021-08-17",NA,NA,NA,NA
"19339",2021-08-17 08:30:00,557.115585238887,"FRCH","2021-08-17",84.404,20.1,93.3333333333333,61.685
"19340",2021-08-17 08:35:00,556.163646337209,"FRCH","2021-08-17",NA,NA,NA,NA
"19341",2021-08-17 08:40:00,559.228772175698,"FRCH","2021-08-17",NA,NA,NA,NA
"19342",2021-08-17 08:45:00,558.400604902054,"FRCH","2021-08-17",80.0883333333333,20.0825,93.22,55.518
"19343",2021-08-17 08:50:00,558.524376530095,"FRCH","2021-08-17",NA,NA,NA,NA
"19344",2021-08-17 08:55:00,560.761335094929,"FRCH","2021-08-17",NA,NA,NA,NA
"19345",2021-08-17 09:00:00,560.180711077377,"FRCH","2021-08-17",84.296,20.2275,93.3333333333333,49.6533333333333
"19346",2021-08-17 09:05:00,559.228772175698,"FRCH","2021-08-17",NA,NA,NA,NA
"19347",2021-08-17 09:10:00,559.476315431773,"FRCH","2021-08-17",NA,NA,NA,NA
"19348",2021-08-17 09:15:00,560.180711077377,"FRCH","2021-08-17",88.6966666666667,20.1475,93.14,45.302
"19349",2021-08-17 09:20:00,562.541441270252,"FRCH","2021-08-17",NA,NA,NA,NA
"19350",2021-08-17 09:25:00,563.369608543893,"FRCH","2021-08-17",NA,NA,NA,NA
"19351",2021-08-17 09:30:00,561.837045624648,"FRCH","2021-08-17",82.008,20.3,93.2333333333333,48.1016666666667
"19352",2021-08-17 09:35:00,563.493380171931,"FRCH","2021-08-17",NA,NA,NA,NA
"19353",2021-08-17 09:40:00,562.788984526327,"FRCH","2021-08-17",NA,NA,NA,NA
"19354",2021-08-17 09:45:00,565.025943091179,"FRCH","2021-08-17",85.0733333333333,20.445,93.18,56.414
"19355",2021-08-17 09:50:00,562.66521289829,"FRCH","2021-08-17",NA,NA,NA,NA
"19356",2021-08-17 09:55:00,562.66521289829,"FRCH","2021-08-17",NA,NA,NA,NA
"19357",2021-08-17 10:00:00,561.503964863161,"FRCH","2021-08-17",84.94,20.375,93.1833333333333,48.9983333333333
"19358",2021-08-17 10:05:00,562.66521289829,"FRCH","2021-08-17",NA,NA,NA,NA
"19359",2021-08-17 10:10:00,561.170884101688,"FRCH","2021-08-17",NA,NA,NA,NA
"19360",2021-08-17 10:15:00,564.569090701651,"FRCH","2021-08-17",91.3633333333333,20.4625,92.98,50.19
"19361",2021-08-17 10:20:00,565.977881992829,"FRCH","2021-08-17",NA,NA,NA,NA
"19362",2021-08-17 10:25:00,565.397257975295,"FRCH","2021-08-17",NA,NA,NA,NA
"19363",2021-08-17 10:30:00,564.569090701651,"FRCH","2021-08-17",88.85,20.37,93.1,49.225
"19364",2021-08-17 10:35:00,566.682277638432,"FRCH","2021-08-17",NA,NA,NA,NA
"19365",2021-08-17 10:40:00,565.521029603329,"FRCH","2021-08-17",NA,NA,NA,NA
"19366",2021-08-17 10:45:00,565.521029603329,"FRCH","2021-08-17",87,20.4075,93.14,52.444
