"","DateTime","fDOM.QSU","Q","Site","day","nitrateuM","SpCond.uScm","Turbidity.FNU","MeanDischarge"
"8929",2021-08-27 02:45:00,89.5133333333333,496.207892033359,"FRCH",2021-08-27,25.82,85.4666666666667,39.8833333333333,496.207892033359
"8930",2021-08-27 03:00:00,89.122,495.279240457909,"FRCH",2021-08-27,25.8490909090909,85.48,35.754,495.279240457909
"8931",2021-08-27 03:15:00,89.5283333333333,495.726234570058,"FRCH",2021-08-27,25.8472727272727,85.4833333333333,37.4233333333333,495.726234570058
"8932",2021-08-27 03:30:00,88.598,498.477525945258,"FRCH",2021-08-27,25.8218181818182,85.52,39.124,498.477525945258
"8933",2021-08-27 03:45:00,89.6633333333333,496.173228682223,"FRCH",2021-08-27,25.8836363636364,85.5333333333333,35.7166666666667,496.173228682223
"8934",2021-08-27 04:00:00,89.164,495.760897921209,"FRCH",2021-08-27,25.92,85.54,32.488,495.760897921209
"8935",2021-08-27 04:15:00,89.0316666666667,498.065195184245,"FRCH",2021-08-27,25.8572727272727,85.55,35.265,498.065195184245
"8936",2021-08-27 04:30:00,89.166,498.546852647545,"FRCH",2021-08-27,25.8918181818182,85.54,35,498.546852647545
"8937",2021-08-27 04:45:00,89.16,499.95716168631,"FRCH",2021-08-27,25.8981818181818,85.5666666666667,33.7566666666667,499.95716168631
"8938",2021-08-27 05:00:00,88.706,503.637104636946,"FRCH",2021-08-27,25.8609090909091,85.6,39.662,503.637104636946
"8939",2021-08-27 05:15:00,88.6966666666667,501.332807373896,"FRCH",2021-08-27,25.8390909090909,85.6333333333333,37.16,501.332807373896
"8940",2021-08-27 05:30:00,87.846,503.602441285824,"FRCH",2021-08-27,25.8681818181818,85.64,33.396,503.602441285824
"8941",2021-08-27 05:45:00,88.5416666666667,505.012750324546,"FRCH",2021-08-27,25.8318181818182,85.65,36.5283333333333,505.012750324546
"8942",2021-08-27 06:00:00,88.438,506.423059363311,"FRCH",2021-08-27,25.9027272727273,85.64,32.028,506.423059363311
"8943",2021-08-27 06:15:00,87.7433333333333,505.494407787846,"FRCH",2021-08-27,25.8709090909091,85.6666666666667,34.085,505.494407787846
"8944",2021-08-27 06:30:00,88.226,510.137665665112,"FRCH",2021-08-27,25.8072727272727,85.66,34.386,510.137665665112
"8945",2021-08-27 06:45:00,88.775,509.243677440798,"FRCH",2021-08-27,25.8109090909091,85.65,35.04,509.243677440798
"8946",2021-08-27 07:00:00,88.174,511.547974703863,"FRCH",2021-08-27,25.8181818181818,85.6,33.256,511.547974703863
"8947",2021-08-27 07:15:00,88.3833333333333,513.405277854763,"FRCH",2021-08-27,25.7509090909091,85.5666666666667,34.7033333333333,513.405277854763
"8948",2021-08-27 07:30:00,87.83,516.638226693263,"FRCH",2021-08-27,25.8136363636364,85.58,57.486,516.638226693263
"8949",2021-08-27 07:45:00,88.0016666666667,519.424181419614,"FRCH",2021-08-27,25.7672727272727,85.5666666666667,33.39,519.424181419614
"8950",2021-08-27 08:00:00,88.914,519.389518068478,"FRCH",2021-08-27,25.7554545454545,85.56,36.968,519.389518068478
"8951",2021-08-27 08:15:00,87.6216666666667,522.175472794814,"FRCH",2021-08-27,25.6790909090909,85.5666666666667,33.895,522.175472794814
"8952",2021-08-27 08:30:00,88.596,524.961427521179,"FRCH",2021-08-27,25.6636363636364,85.58,35.056,524.961427521179
"8953",2021-08-27 08:45:00,88.5683333333333,525.890079096614,"FRCH",2021-08-27,25.6118181818182,85.4833333333333,39.3616666666667,525.890079096614
"8954",2021-08-27 09:00:00,87.878,530.53333697388,"FRCH",2021-08-27,25.5909090909091,85.54,43.78,530.53333697388
"8955",2021-08-27 09:15:00,88.9766666666667,533.353955051367,"FRCH",2021-08-27,25.5663636363636,85.5333333333333,33.1,533.353955051367
"8956",2021-08-27 09:30:00,89.118,536.139909777718,"FRCH",2021-08-27,25.4890909090909,85.52,42.456,536.139909777718
"8957",2021-08-27 09:45:00,89.5033333333333,537.997212928618,"FRCH",2021-08-27,25.4918181818182,85.4666666666667,29.005,537.997212928618
"8958",2021-08-27 10:30:00,88.12,547.765386146435,"FRCH",2021-08-27,25.3490909090909,87.84,32.186,547.765386146435
"8959",2021-08-27 10:45:00,88.8266666666667,550.963671633785,"FRCH",2021-08-27,25.2309090909091,87.75,29.7316666666667,550.963671633785
"8960",2021-08-27 11:00:00,89.586,554.231283823436,"FRCH",2021-08-27,25.2981818181818,87.66,31.086,554.231283823436
"8961",2021-08-27 11:15:00,89.27,559.803193276137,"FRCH",2021-08-27,25.3181818181818,87.5833333333333,30.4016666666667,559.803193276137
"8962",2021-08-27 11:30:00,89.128,564.377124451115,"FRCH",2021-08-27,25.1418181818182,87.54,28.862,564.377124451115
"8963",2021-08-27 11:45:00,88.1366666666667,567.679399991903,"FRCH",2021-08-27,25.0918181818182,87.5333333333333,33.3666666666667,567.679399991903
"8964",2021-08-27 12:00:00,89.546,571.841000405853,"FRCH",2021-08-27,25.0627272727273,87.46,28.296,571.841000405853
"8965",2021-08-27 12:15:00,89.2266666666667,579.717207121619,"FRCH",2021-08-27,25.0627272727273,87.4333333333333,29.4566666666667,579.717207121619
"8966",2021-08-27 12:30:00,88.778,582.056167735806,"FRCH",2021-08-27,24.9254545454545,87.36,27.65,582.056167735806
"8967",2021-08-27 12:45:00,89.545,589.450716988285,"FRCH",2021-08-27,24.81,87.2666666666667,26.8366666666667,589.450716988285
"8968",2021-08-27 13:00:00,85.828,592.752992529058,"FRCH",2021-08-27,24.7890909090909,87.26,26.31,592.752992529058
"8969",2021-08-27 13:15:00,91.1366666666667,599.73521102051,"FRCH",2021-08-27,24.7054545454545,87.15,33.2416666666667,599.73521102051
"8970",2021-08-27 13:30:00,90.064,604.860126361062,"FRCH",2021-08-27,24.6327272727273,87.08,28.784,604.860126361062
"8971",2021-08-27 13:45:00,90.8066666666667,611.773018150241,"FRCH",2021-08-27,24.5345454545455,87.0166666666667,27.8233333333333,611.773018150241
"8972",2021-08-27 14:00:00,89.978,617.344927602942,"FRCH",2021-08-27,24.4863636363636,86.92,26.454,617.344927602942
"8973",2021-08-27 14:15:00,89.6266666666667,624.808803557666,"FRCH",2021-08-27,24.4454545454545,86.8333333333333,29.4683333333333,624.808803557666
"8974",2021-08-27 14:30:00,91.04,629.899055547066,"FRCH",2021-08-27,24.3954545454545,86.68,31.406,629.899055547066
