"","DateTime","fDOM.QSU","Q","Site","day","nitrateuM","SpCond.uScm","Turbidity.FNU","MeanDischarge"
"8066",2021-08-15 02:45:00,61.636,726.997111585792,"STRT",2021-08-15,20.405,147.14,7.692,726.997111585792
"8067",2021-08-15 03:00:00,61.6683333333333,729.911346102061,"STRT",2021-08-15,20.3607142857143,147.166666666667,7.22,729.911346102061
"8068",2021-08-15 03:15:00,61.854,727.573511298557,"STRT",2021-08-15,20.3592857142857,147.18,7.134,727.573511298557
"8069",2021-08-15 03:30:00,61.8366666666667,731.232422420071,"STRT",2021-08-15,20.3507142857143,147.25,7.17666666666667,731.232422420071
"8070",2021-08-15 03:45:00,61.678,735.163415421659,"STRT",2021-08-15,20.3278571428571,147.28,7.714,735.163415421659
"8071",2021-08-15 04:00:00,61.6933333333333,741.432243226809,"STRT",2021-08-15,20.3221428571429,147.3,7.78333333333333,741.432243226809
"8072",2021-08-15 04:15:00,61.922,741.296202286714,"STRT",2021-08-15,20.3171428571429,147.3,7.772,741.296202286714
"8073",2021-08-15 04:30:00,61.9816666666667,739.398726255939,"STRT",2021-08-15,20.2985714285714,147.35,7.28333333333333,739.398726255939
"8074",2021-08-15 04:45:00,62.07,742.75331954482,"STRT",2021-08-15,20.2921428571429,147.3,7.472,742.75331954482
"8075",2021-08-15 05:00:00,62.0316666666667,745.091154348265,"STRT",2021-08-15,20.2692857142857,147.333333333333,7.15166666666667,745.091154348265
"8076",2021-08-15 05:15:00,62.058,747.124671319136,"STRT",2021-08-15,20.2614285714286,147.28,7.408,747.124671319136
"8077",2021-08-15 05:30:00,62.122,752.953140351616,"STRT",2021-08-15,20.2671428571429,147.28,7.374,752.953140351616
"8078",2021-08-15 05:45:00,62.14,746.548271606371,"STRT",2021-08-15,20.2764285714286,147.28,7.368,746.548271606371
"8079",2021-08-15 06:00:00,62.22,742.176919832054,"STRT",2021-08-15,20.285,147.2,7.16833333333333,742.176919832054
"8080",2021-08-15 06:15:00,62.298,752.817099411463,"STRT",2021-08-15,20.2971428571429,147.18,7.098,752.817099411463
