Site,DateTime,Q,day,fDOM.QSU,nitrateuM,SpCond.uScm,Turbidity.FNU
STRT,2020-06-17T16:30:00Z,1129.1287449880037,2020-06-17T08:00:00Z,NA,NA,NA,NA
STRT,2020-06-17T16:45:00Z,1138.2146719971206,2020-06-17T08:00:00Z,NA,27.54,NA,NA
STRT,2020-06-17T17:00:00Z,1107.390674442926,2020-06-17T08:00:00Z,NA,27.63142857142857,NA,NA
STRT,2020-06-17T17:15:00Z,1107.6594615382492,2020-06-17T08:00:00Z,NA,27.68857142857143,NA,NA
STRT,2020-06-17T17:30:00Z,1125.8313155563665,2020-06-17T08:00:00Z,NA,27.685714285714287,NA,NA
STRT,2020-06-17T17:45:00Z,1121.1539585041464,2020-06-17T08:00:00Z,NA,27.704285714285714,NA,NA
STRT,2020-06-17T18:00:00Z,1125.8313155563665,2020-06-17T08:00:00Z,NA,27.724999999999998,NA,NA
STRT,2020-06-17T18:15:00Z,1125.2937413656618,2020-06-17T08:00:00Z,NA,27.72714285714286,NA,NA
STRT,2020-06-17T18:30:00Z,1090.0611738545704,2020-06-17T08:00:00Z,NA,27.752857142857142,NA,NA
STRT,2020-06-17T18:45:00Z,1095.2761050975532,2020-06-17T08:00:00Z,NA,27.817857142857143,NA,NA
STRT,2020-06-17T19:00:00Z,1093.6273903817055,2020-06-17T08:00:00Z,NA,27.82142857142857,NA,NA
STRT,2020-06-17T19:15:00Z,1089.2188204248087,2020-06-17T08:00:00Z,NA,27.87,NA,NA
STRT,2020-06-17T19:30:00Z,1095.0073180020554,2020-06-17T08:00:00Z,NA,27.896428571428572,NA,NA
STRT,2020-06-17T19:45:00Z,1088.9500333294272,2020-06-17T08:00:00Z,NA,27.919285714285714,NA,NA
STRT,2020-06-17T20:00:00Z,1090.8675351406564,2020-06-17T08:00:00Z,NA,27.975714285714286,NA,NA
STRT,2020-06-17T20:15:00Z,1081.2440339410095,2020-06-17T08:00:00Z,NA,27.992142857142856,NA,NA
STRT,2020-06-17T20:30:00Z,1090.32996095001,2020-06-17T08:00:00Z,NA,28.018571428571427,NA,NA
STRT,2020-06-17T20:45:00Z,1088.4124591387226,2020-06-17T08:00:00Z,NA,28.037142857142857,NA,NA
STRT,2020-06-17T21:00:00Z,1081.2440339410095,2020-06-17T08:00:00Z,NA,28.074285714285715,NA,NA
STRT,2020-06-17T21:15:00Z,1090.32996095001,2020-06-17T08:00:00Z,NA,28.10214285714286,NA,NA
STRT,2020-06-17T21:30:00Z,1088.4124591387226,2020-06-17T08:00:00Z,NA,28.10857142857143,NA,NA
STRT,2020-06-17T21:45:00Z,1112.068031495146,2020-06-17T08:00:00Z,NA,28.124285714285715,NA,NA
STRT,2020-06-17T22:00:00Z,1098.0359603384277,2020-06-17T08:00:00Z,NA,28.13642857142857,NA,NA
STRT,2020-06-17T22:15:00Z,1088.6812462341622,2020-06-17T08:00:00Z,NA,28.177142857142858,NA,NA
STRT,2020-06-17T22:30:00Z,1110.4193167792982,2020-06-17T08:00:00Z,NA,28.21857142857143,NA,NA
STRT,2020-06-17T22:45:00Z,1088.9500333294272,2020-06-17T08:00:00Z,NA,28.21785714285714,NA,NA
STRT,2020-06-17T23:00:00Z,1070.7781793114264,2020-06-17T08:00:00Z,NA,28.260714285714286,NA,NA
STRT,2020-06-17T23:15:00Z,1070.5093922161614,2020-06-17T08:00:00Z,NA,28.27642857142857,NA,NA
STRT,2020-06-17T23:30:00Z,1077.946604509314,2020-06-17T08:00:00Z,NA,28.309285714285714,NA,NA
STRT,2020-06-17T23:45:00Z,1087.0325315183145,2020-06-17T08:00:00Z,NA,28.34285714285714,NA,NA
STRT,2020-06-18T00:00:00Z,1077.6778174138744,2020-06-17T08:00:00Z,NA,28.362142857142857,NA,NA
STRT,2020-06-18T00:15:00Z,1063.645746257389,2020-06-17T08:00:00Z,NA,28.409285714285716,NA,NA
STRT,2020-06-18T00:30:00Z,1082.3551744660945,2020-06-17T08:00:00Z,NA,28.415,NA,NA
STRT,2020-06-18T00:45:00Z,1068.591890404874,2020-06-17T08:00:00Z,64.284,28.43357142857143,72.19,11.734
STRT,2020-06-18T01:00:00Z,1066.6743885937613,2020-06-17T08:00:00Z,64.16363636363636,28.46142857142857,72.1,12.58
STRT,2020-06-18T01:15:00Z,1076.2978897934663,2020-06-17T08:00:00Z,63.90272727272727,28.490714285714287,72.08181818181818,10.877272727272727
STRT,2020-06-18T01:30:00Z,1085.65260389779,2020-06-17T08:00:00Z,63.69,28.53,72.09090909090908,10.943636363636363
STRT,2020-06-18T01:45:00Z,1085.3838168024668,2020-06-17T08:00:00Z,63.481818181818184,28.534285714285716,72.1,11.414545454545454
STRT,2020-06-18T02:00:00Z,1083.1615357521805,2020-06-17T08:00:00Z,63.34909090909091,28.57142857142857,72.17272727272727,11.341818181818182
STRT,2020-06-18T02:15:00Z,1090.0611738545704,2020-06-17T08:00:00Z,63.14636363636364,28.57785714285714,72.25454545454545,10.24909090909091
STRT,2020-06-18T02:30:00Z,1072.158106932009,2020-06-17T08:00:00Z,63.27363636363636,28.620714285714286,72.22727272727273,10.781818181818181
STRT,2020-06-18T02:45:00Z,1051.7999640072812,2020-06-17T08:00:00Z,63.016363636363636,28.634285714285713,72.2,11.363636363636363
STRT,2020-06-18T03:00:00Z,1062.5346057322458,2020-06-17T08:00:00Z,62.734545454545454,28.662857142857142,72.27272727272727,11.312727272727273
STRT,2020-06-18T03:15:00Z,1065.8320351639413,2020-06-17T08:00:00Z,62.765454545454546,28.685,72.26363636363637,11.811818181818182
STRT,2020-06-18T03:30:00Z,1065.8320351639413,2020-06-17T08:00:00Z,62.64818181818182,28.675714285714285,72.27272727272727,10.814545454545454
STRT,2020-06-18T03:45:00Z,1068.323103309609,2020-06-17T08:00:00Z,62.47888888888889,28.733571428571427,72.3111111111111,11.652222222222223
STRT,2020-06-18T04:00:00Z,1063.645746257389,2020-06-17T08:00:00Z,62.26909090909091,28.72,72.34545454545454,10.937272727272727
STRT,2020-06-18T04:15:00Z,1051.7999640072812,2020-06-17T08:00:00Z,61.589090909090906,28.76642857142857,72.37272727272727,10.695454545454545
STRT,2020-06-18T04:30:00Z,1056.2085339642363,2020-06-17T08:00:00Z,62.156363636363636,28.787142857142857,72.4,11.174545454545454
STRT,2020-06-18T04:45:00Z,1063.645746257389,2020-06-17T08:00:00Z,62.016363636363636,28.815714285714286,72.38181818181819,10.38
STRT,2020-06-18T05:00:00Z,1059.5059633958736,2020-06-17T08:00:00Z,61.943636363636365,28.80785714285714,72.47272727272727,11.212727272727273
STRT,2020-06-18T05:15:00Z,1064.1833204480936,2020-06-17T08:00:00Z,61.94090909090909,28.832857142857144,72.48181818181818,11.007272727272728
STRT,2020-06-18T05:30:00Z,1045.742679334653,2020-06-17T08:00:00Z,61.78454545454545,28.857142857142858,72.56363636363636,11.05
STRT,2020-06-18T05:45:00Z,1054.8286063436535,2020-06-17T08:00:00Z,61.78090909090909,28.882142857142856,72.57272727272726,10.458181818181819
STRT,2020-06-18T06:00:00Z,1068.591890404874,2020-06-17T08:00:00Z,61.64363636363636,28.888571428571428,72.59090909090908,10.957272727272727
STRT,2020-06-18T06:15:00Z,1062.2658186369808,2020-06-17T08:00:00Z,61.73090909090909,28.896428571428572,72.64545454545454,9.774545454545455
