"Discharge_Lsec","day"
NA,2020-06-04
NA,2020-06-05
NA,2020-06-06
NA,2020-06-07
NA,2020-06-08
NA,2020-06-09
NA,2020-06-10
NA,2020-06-11
NA,2020-06-12
NA,2020-06-13
NA,2020-06-14
NA,2020-06-15
NA,2020-06-16
1301.43987348647,2020-06-17
1274.44964625352,2020-06-18
1376.96561411576,2020-06-19
1492.00261622072,2020-06-20
2194.08349301307,2020-06-21
2491.66874675764,2020-06-22
2590.94911081918,2020-06-23
2531.68488864632,2020-06-24
2154.21784432441,2020-06-25
1919.47855091348,2020-06-26
1805.40470528873,2020-06-27
1738.4653299142,2020-06-28
1689.99147018368,2020-06-29
1647.91357145455,2020-06-30
1602.31413184466,2020-07-01
1562.73442023607,2020-07-02
1529.1894859488,2020-07-03
1501.67932898283,2020-07-04
1483.1536160588,2020-07-05
1478.5184254978,2020-07-06
1456.07988937293,2020-07-07
1440.81987888961,2020-07-08
1462.8671326944,2020-07-09
1470.94861753616,2020-07-10
1418.90806896487,2020-07-11
1395.70201751983,2020-07-12
1405.28843436191,2020-07-13
1392.40621643911,2020-07-14
1359.89968523206,2020-07-15
1365.16694723321,2020-07-16
1364.6853689931,2020-07-17
1377.68798147592,2020-07-18
1362.74400671268,2020-07-19
1340.78704882791,2020-07-20
1434.2884740082,2020-07-21
1428.22359804688,2020-07-22
1394.6636144396,2020-07-23
1381.20952235668,2020-07-24
1368.13166327385,2020-07-25
1347.43884826936,2020-07-26
1377.47729099587,2020-07-27
1382.26297475691,2020-07-28
1359.55355087199,2020-07-29
1335.79067458683,2020-07-30
1315.98576946253,2020-07-31
1340.10982942776,2020-08-01
1438.27654380907,2020-08-02
1504.16246678336,2020-08-03
1564.94667027655,2020-08-04
1488.60146989999,2020-08-05
1420.62369144524,2020-08-06
1375.91216171554,2020-08-07
1371.51776027458,2020-08-08
1371.02113271447,2020-08-09
1455.14683153273,2020-08-10
1437.08764752881,2020-08-11
1449.62373109153,2020-08-12
1437.87021216897,2020-08-13
1391.33771471888,2020-08-14
1362.96974651273,2020-08-15
1345.21154890888,2020-08-16
1337.16016270712,2020-08-17
1321.11758758364,2020-08-18
1305.70708390029,2020-08-19
1371.42746435456,2020-08-20
1403.22667752146,2020-08-21
1363.69211387288,2020-08-22
1369.95263099424,2020-08-23
1364.77566491312,2020-08-24
1353.11244191058,2020-08-25
1345.91886694902,2020-08-26
1329.59035474549,2020-08-27
1350.71960003007,2020-08-28
1370.81044223443,2020-08-29
1345.43728870892,2020-08-30
1321.41857398371,2020-08-31
1298.30281845869,2020-09-01
1313.95411126209,2020-09-02
1327.55869654504,2020-09-03
1522.05610826724,2020-09-04
1431.24851136754,2020-09-05
1399.29880500061,2020-09-06
1434.95064408834,2020-09-07
1412.48200932347,2020-09-08
1482.40115005863,2020-09-09
1639.3806070127,2020-09-10
1538.55016299082,2020-09-11
1490.57293082041,2020-09-12
1452.01657297205,2020-09-13
1435.34192640843,2020-09-14
1412.04557904336,2020-09-15
1408.79492592267,2020-09-16
1402.21837308124,2020-09-17
1383.6174135572,2020-09-18
1384.05384383729,2020-09-19
1371.68330279461,2020-09-20
1362.92459855272,2020-09-21
1357.13061035146,2020-09-22
1352.82650483053,2020-09-23
1383.90335063727,2020-09-24
1373.76010895507,2020-09-25
1360.5468059922,2020-09-26
1348.23646222953,2020-09-27
1327.18246354496,2020-09-28
1321.65936310376,2020-09-29
1317.26496166281,2020-09-30
1309.30387138107,2020-10-01
1311.09474046147,2020-10-02
1289.84510061686,2020-10-03
1278.21197625433,2020-10-04
1263.19275489107,2020-10-05
1264.12581273128,2020-10-06
1274.8258792536,2020-10-07
NA,2020-10-08
NA,2020-10-09
NA,2020-10-10
NA,2020-10-11
NA,2020-10-12
NA,2020-10-13
