"","Site","DateTime","MeanDischarge","day","fDOM.QSU.mn","nitrateuM","SpCond.uScm.mn","Turbidity.FNU.mn"
"1","STRT",2019-08-15 19:30:00,4780.76063731134,2019-08-16,103.7027,31.14,84.76364,24.46545
"2","STRT",2019-08-15 19:45:00,4792.48249910647,2019-08-16,103.0964,31.1521428571429,84.96364,25.21364
"3","STRT",2019-08-15 20:00:00,4790.85924035239,2019-08-16,103.2336,31.1414285714286,85.16364,23.29636
"4","STRT",2019-08-15 20:15:00,4772.03245137687,2019-08-16,103.1236,31.1721428571429,85.27273,24.82909
"5","STRT",2019-08-15 20:30:00,4799.299181683,2019-08-16,102.8209,31.1771428571429,85.34545,24.38091
"6","STRT",2019-08-15 20:45:00,4805.57477800817,2019-08-16,102.7118,31.1207142857143,85.35455,23.05636
"7","STRT",2019-08-15 21:00:00,4826.02482573777,2019-08-16,102.5109,31.1214285714286,85.38182,24.99818
"8","STRT",2019-08-15 21:15:00,4818.66705690988,2019-08-16,102.3273,31.1242857142857,85.55455,23.66
"9","STRT",2019-08-15 21:30:00,4824.40156698369,2019-08-16,102.1618,31.0935714285714,85.57273,23.99273
"10","STRT",2019-08-15 21:45:00,4854.12088689912,2019-08-16,101.9436,31.0435714285714,85.6,24.29818
"11","STRT",2019-08-15 22:00:00,4884.45209897864,2019-08-16,101.5791,31.0435714285714,85.81818,26.42727
"12","STRT",2019-08-15 22:15:00,4883.04627891569,2019-08-16,101.5173,31.0385714285714,85.94545,25.50364
"13","STRT",2019-08-15 22:30:00,4908.14866421638,2019-08-16,101.1709,30.9757142857143,85.85455,23.88545
"14","STRT",2019-08-15 22:45:00,4917.95902265357,2019-08-16,101.3264,30.9578571428571,85.65455,22.91909
"15","STRT",2019-08-15 23:00:00,4958.89452106913,2019-08-16,101.0945,30.8914285714286,85.64545,23.97727
"16","STRT",2019-08-15 23:15:00,4979.34456879872,2019-08-16,100.7673,30.8735714285714,85.59091,23.39545
"17","STRT",2019-08-15 23:30:00,5011.80472292731,2019-08-16,100.5827,30.7685714285714,85.57273,23.3
"18","STRT",2019-08-15 23:45:00,5035.53669112142,2019-08-16,100.25,30.7342857142857,85.66364,24.42
"19","STRT",2019-08-16 00:00:00,5045.5998912061,2019-08-16,100.0709,30.6342857142857,85.66364,23.99818
"20","STRT",2019-08-16 00:15:00,5070.41403190293,2019-08-16,100.0755,30.4828571428571,85.64545,24.21091
"21","STRT",2019-08-16 00:30:00,5122.2420612584,2019-08-16,99.99455,30.3421428571429,85.67273,24.07727
"22","STRT",2019-08-16 00:45:00,5133.16999515467,2019-08-16,99.56727,30.1578571428571,85.78182,25.51727
"23","STRT",2019-08-16 01:00:00,5198.34314505933,2019-08-16,99.12364,30.0664285714286,85.98182,24.02636
"24","STRT",2019-08-16 01:15:00,5236.24956465787,2019-08-16,99,29.8792857142857,86.05455,23.81818
"25","STRT",2019-08-16 01:30:00,5265.4632012783,2019-08-16,99.05182,29.6814285714286,86.06364,23.61909
"26","STRT",2019-08-16 01:45:00,5313.75646852175,2019-08-16,98.95,29.5571428571429,86.03636,23.75364
"27","STRT",2019-08-16 02:00:00,5358.73241234431,2019-08-16,98.79909,29.3842857142857,85.97273,24.64727
"28","STRT",2019-08-16 02:15:00,5396.09774569149,2019-08-16,98.83909,29.2192857142857,85.95455,23.44
"29","STRT",2019-08-16 02:30:00,5441.07368951405,2019-08-16,98.60727,28.9164285714286,85.86364,21.82091
"30","STRT",2019-08-16 02:45:00,5474.86885779285,2019-08-16,98.42909,28.7364285714286,85.64545,21.81182
"31","STRT",2019-08-16 03:00:00,5524.53254214288,2019-08-16,98.48727,28.5642857142857,85.56364,24.77727
"32","STRT",2019-08-16 03:15:00,5658.19616537309,2019-08-16,98.51727,27.972,85.67273,25.51636
"33","STRT",2019-08-16 03:30:00,5685.78654323945,2019-08-16,98.45182,27.734,85.65455,22.51636
"34","STRT",2019-08-16 03:45:00,5732.70939337632,2019-08-16,98.16091,27.47,85.50909,23.05364
"35","STRT",2019-08-16 04:00:00,5801.70554999686,2019-08-16,97.86182,NA,85.27273,23.53182
"36","STRT",2019-08-16 04:15:00,5892.30473276245,2019-08-16,97.62545,26.908,85.15455,22.35091
"37","STRT",2019-08-16 04:30:00,5907.27311206572,2019-08-16,97.77091,26.69,84.83636,24.17273
"38","STRT",2019-08-16 04:45:00,5914.27183037701,2019-08-16,97.54364,26.43,84.56364,22.99091
"39","STRT",2019-08-16 05:00:00,5986.00882121071,2019-08-16,97.30182,NA,84.57273,25.60091
"40","STRT",2019-08-16 05:15:00,6130.9594288538,2019-08-16,97.52636,NA,84.54545,26.18727
