Site,DateTime,Q,day,MeanDischarge,inst_rainfall_mm,twentyfour,fourtyeight
STRT,2020-06-18T12:45:00Z,973.1272475500009,2020-06-18T08:00:00Z,973.1272475500009,NA,0,0
STRT,2020-06-18T13:00:00Z,974.7759622658486,2020-06-18T08:00:00Z,974.7759622658486,NA,0,0
STRT,2020-06-18T13:15:00Z,993.4853904745542,2020-06-18T08:00:00Z,993.4853904745542,NA,0,0
STRT,2020-06-18T13:30:00Z,977.231038267666,2020-06-18T08:00:00Z,977.231038267666,NA,0,0
STRT,2020-06-18T13:45:00Z,993.4853904745542,2020-06-18T08:00:00Z,993.4853904745542,NA,0,0
STRT,2020-06-18T14:00:00Z,985.7793910859618,2020-06-18T08:00:00Z,985.7793910859618,NA,0,0
STRT,2020-06-18T14:15:00Z,967.3387499725795,2020-06-18T08:00:00Z,967.3387499725795,NA,0,0
STRT,2020-06-18T14:30:00Z,992.1054628540296,2020-06-18T08:00:00Z,992.1054628540296,NA,0,0
STRT,2020-06-18T14:45:00Z,996.51403281081,2020-06-18T08:00:00Z,996.51403281081,NA,0,0
STRT,2020-06-18T15:00:00Z,978.0733916975441,2020-06-18T08:00:00Z,978.0733916975441,NA,0,0
STRT,2020-06-18T15:15:00Z,970.6361794042168,2020-06-18T08:00:00Z,970.6361794042168,NA,0,0
STRT,2020-06-18T15:30:00Z,978.0733916975441,2020-06-18T08:00:00Z,978.0733916975441,NA,0,0
STRT,2020-06-18T15:45:00Z,979.7221064133337,2020-06-18T08:00:00Z,979.7221064133337,NA,0,0
STRT,2020-06-18T16:00:00Z,970.3673923089518,2020-06-18T08:00:00Z,970.3673923089518,NA,0,0
STRT,2020-06-18T16:15:00Z,962.3926058250363,2020-06-18T08:00:00Z,962.3926058250363,NA,0,0
STRT,2020-06-18T16:30:00Z,981.3708211291814,2020-06-18T08:00:00Z,981.3708211291814,NA,0,0
STRT,2020-06-18T16:45:00Z,958.5216100588441,2020-06-18T08:00:00Z,958.5216100588441,NA,0,0
STRT,2020-06-18T17:00:00Z,976.4246769816964,2020-06-18T08:00:00Z,976.4246769816964,NA,0,0
STRT,2020-06-18T17:15:00Z,959.9015376794268,2020-06-18T08:00:00Z,959.9015376794268,NA,0,0
STRT,2020-06-18T17:30:00Z,964.041320540884,2020-06-18T08:00:00Z,964.041320540884,NA,0,0
STRT,2020-06-18T17:45:00Z,968.7186775931041,2020-06-18T08:00:00Z,968.7186775931041,NA,0,0
STRT,2020-06-18T18:00:00Z,959.9015376794268,2020-06-18T08:00:00Z,959.9015376794268,NA,0,0
STRT,2020-06-18T18:15:00Z,968.4498904977809,2020-06-18T08:00:00Z,968.4498904977809,NA,0,0
STRT,2020-06-18T18:30:00Z,973.1272475500009,2020-06-18T08:00:00Z,973.1272475500009,NA,0,0
STRT,2020-06-18T18:45:00Z,969.8298181183054,2020-06-18T08:00:00Z,969.8298181183054,NA,0,0
STRT,2020-06-18T19:00:00Z,956.3353211522917,2020-06-18T08:00:00Z,956.3353211522917,NA,0,0
STRT,2020-06-18T19:15:00Z,965.6900352567318,2020-06-18T08:00:00Z,965.6900352567318,NA,0,0
STRT,2020-06-18T19:30:00Z,961.281465299835,2020-06-18T08:00:00Z,961.281465299835,NA,0,0
STRT,2020-06-18T19:45:00Z,984.3994634654373,2020-06-18T08:00:00Z,984.3994634654373,NA,0,0
STRT,2020-06-18T20:00:00Z,1001.4601769584115,2020-06-18T08:00:00Z,1001.4601769584115,NA,0,0
STRT,2020-06-18T20:15:00Z,1007.786248726421,2020-06-18T08:00:00Z,1007.786248726421,NA,0,0
STRT,2020-06-18T20:30:00Z,1029.2555321762338,2020-06-18T08:00:00Z,1029.2555321762338,NA,0,0
STRT,2020-06-18T20:45:00Z,1039.1478204713203,2020-06-18T08:00:00Z,1039.1478204713203,NA,0,0
STRT,2020-06-18T21:00:00Z,1010.5461039674119,2020-06-18T08:00:00Z,1010.5461039674119,NA,0,0
STRT,2020-06-18T21:15:00Z,984.6682505609351,2020-06-18T08:00:00Z,984.6682505609351,NA,0,0
STRT,2020-06-18T21:30:00Z,1013.8435333990492,2020-06-18T08:00:00Z,1013.8435333990492,NA,0,0
STRT,2020-06-18T21:45:00Z,1018.2521033560042,2020-06-18T08:00:00Z,1018.2521033560042,NA,0,0
STRT,2020-06-18T22:00:00Z,1024.846962219337,2020-06-18T08:00:00Z,1024.846962219337,NA,0,0
STRT,2020-06-18T22:15:00Z,1011.0836781581165,2020-06-18T08:00:00Z,1011.0836781581165,NA,0,0
STRT,2020-06-18T22:30:00Z,1009.1661763470038,2020-06-18T08:00:00Z,1009.1661763470038,0.4,0.4,0.4
STRT,2020-06-18T22:45:00Z,1013.8435333990492,2020-06-18T08:00:00Z,1013.8435333990492,0.2,0.6000000000000001,0.6000000000000001
STRT,2020-06-18T23:00:00Z,1001.7289640537929,2020-06-18T08:00:00Z,1001.7289640537929,0.2,0.8,0.8
STRT,2020-06-18T23:15:00Z,990.9943223288865,2020-06-18T08:00:00Z,990.9943223288865,0.2,1,1
STRT,2020-06-18T23:30:00Z,997.320394096896,2020-06-18T08:00:00Z,997.320394096896,NA,1,1
STRT,2020-06-18T23:45:00Z,995.6716793810483,2020-06-18T08:00:00Z,995.6716793810483,0.2,1.2000000000000002,1.2000000000000002
STRT,2020-06-19T00:00:00Z,993.4853904745542,2020-06-18T08:00:00Z,993.4853904745542,NA,1.2000000000000002,1.2000000000000002
STRT,2020-06-19T00:15:00Z,990.7255352335633,2020-06-18T08:00:00Z,990.7255352335633,NA,1.2000000000000002,1.2000000000000002
STRT,2020-06-19T00:30:00Z,986.048178181285,2020-06-18T08:00:00Z,986.048178181285,NA,1.2000000000000002,1.2000000000000002
STRT,2020-06-19T00:45:00Z,995.4028922857833,2020-06-18T08:00:00Z,995.4028922857833,NA,1.2000000000000002,1.2000000000000002
STRT,2020-06-19T01:00:00Z,990.4567481381819,2020-06-18T08:00:00Z,990.4567481381819,NA,1.2000000000000002,1.2000000000000002
STRT,2020-06-19T01:15:00Z,990.9943223288865,2020-06-18T08:00:00Z,990.9943223288865,NA,1.2000000000000002,1.2000000000000002
STRT,2020-06-19T01:30:00Z,990.7255352335633,2020-06-18T08:00:00Z,990.7255352335633,NA,1.2000000000000002,1.2000000000000002
STRT,2020-06-19T01:45:00Z,981.6396082245628,2020-06-18T08:00:00Z,981.6396082245628,NA,1.2000000000000002,1.2000000000000002
STRT,2020-06-19T02:00:00Z,995.6716793810483,2020-06-18T08:00:00Z,995.6716793810483,NA,1.2000000000000002,1.2000000000000002
STRT,2020-06-19T02:15:00Z,990.7255352335633,2020-06-18T08:00:00Z,990.7255352335633,NA,1.2000000000000002,1.2000000000000002
STRT,2020-06-19T02:30:00Z,984.9370376562583,2020-06-18T08:00:00Z,984.9370376562583,NA,1.2000000000000002,1.2000000000000002
STRT,2020-06-19T02:45:00Z,1003.1088916742592,2020-06-18T08:00:00Z,1003.1088916742592,NA,1.2000000000000002,1.2000000000000002
STRT,2020-06-19T03:00:00Z,998.7003217174206,2020-06-18T08:00:00Z,998.7003217174206,NA,1.2000000000000002,1.2000000000000002
STRT,2020-06-19T03:15:00Z,995.6716793810483,2020-06-18T08:00:00Z,995.6716793810483,NA,1.2000000000000002,1.2000000000000002
STRT,2020-06-19T03:30:00Z,981.908395319886,2020-06-18T08:00:00Z,981.908395319886,NA,1.2000000000000002,1.2000000000000002
STRT,2020-06-19T03:45:00Z,984.6682505609351,2020-06-18T08:00:00Z,984.6682505609351,NA,1.2000000000000002,1.2000000000000002
STRT,2020-06-19T04:00:00Z,993.7541775699356,2020-06-18T08:00:00Z,993.7541775699356,NA,1.2000000000000002,1.2000000000000002
STRT,2020-06-19T04:15:00Z,996.245245715545,2020-06-18T08:00:00Z,996.245245715545,NA,1.2000000000000002,1.2000000000000002
STRT,2020-06-19T04:30:00Z,998.7003217174206,2020-06-18T08:00:00Z,998.7003217174206,NA,1.2000000000000002,1.2000000000000002
STRT,2020-06-19T04:45:00Z,998.1627475266578,2020-06-18T08:00:00Z,998.1627475266578,0.2,1.4000000000000001,1.4000000000000001
STRT,2020-06-19T05:00:00Z,996.78281990630785,2020-06-18T08:00:00Z,996.78281990630785,0.2,1.6,1.6
STRT,2020-06-19T05:15:00Z,991.8366757587064,2020-06-18T08:00:00Z,991.8366757587064,NA,1.6,1.6
STRT,2020-06-19T05:30:00Z,1000.9226027677068,2020-06-18T08:00:00Z,1000.9226027677068,NA,1.6,1.6
STRT,2020-06-19T05:45:00Z,991.567888663325,2020-06-18T08:00:00Z,991.567888663325,0.2,1.8,1.8
STRT,2020-06-19T06:00:00Z,984.1306763701723,2020-06-18T08:00:00Z,984.1306763701723,0.2,2,2
STRT,2020-06-19T06:15:00Z,1005.8687469153083,2020-06-18T08:00:00Z,1005.8687469153083,0.2,2.2,2.2
STRT,2020-06-19T06:30:00Z,1005.0623856292223,2020-06-18T08:00:00Z,1005.0623856292223,NA,2.2,2.2
STRT,2020-06-19T06:45:00Z,1010.8148910627933,2020-06-18T08:00:00Z,1010.8148910627933,NA,2.2,2.2
STRT,2020-06-19T07:00:00Z,1010.0085297767073,2020-06-18T08:00:00Z,1010.0085297767073,0.2,2.4000000000000004,2.4000000000000004
STRT,2020-06-19T07:15:00Z,1004.2200321994023,2020-06-18T08:00:00Z,1004.2200321994023,NA,2.4000000000000004,2.4000000000000004
STRT,2020-06-19T07:30:00Z,1005.8687469153083,2020-06-18T08:00:00Z,1005.8687469153083,NA,2.4000000000000004,2.4000000000000004
STRT,2020-06-19T07:45:00Z,996.78281990630785,2020-06-18T08:00:00Z,996.78281990630785,NA,2.4000000000000004,2.4000000000000004
STRT,2020-06-19T08:00:00Z,1010.8148910627933,2020-06-19T08:00:00Z,1010.8148910627933,NA,2.4000000000000004,2.4000000000000004
STRT,2020-06-19T08:15:00Z,1013.3059592084028,2020-06-19T08:00:00Z,1013.3059592084028,NA,2.4000000000000004,2.4000000000000004
STRT,2020-06-19T08:30:00Z,1004.4888192947838,2020-06-19T08:00:00Z,1004.4888192947838,NA,2.4000000000000004,2.4000000000000004
STRT,2020-06-19T08:45:00Z,1020.7431715015555,2020-06-19T08:00:00Z,1020.7431715015555,0.2,2.6,2.6
STRT,2020-06-19T09:00:00Z,1013.5747463037842,2020-06-19T08:00:00Z,1013.5747463037842,0.2,2.8000000000000003,2.8000000000000003
STRT,2020-06-19T09:15:00Z,1010.8148910627933,2020-06-19T08:00:00Z,1010.8148910627933,NA,2.8000000000000003,2.8000000000000003
STRT,2020-06-19T09:30:00Z,1008.8973892515642,2020-06-19T08:00:00Z,1008.8973892515642,0.2,3,3
STRT,2020-06-19T09:45:00Z,1017.7145291652996,2020-06-19T08:00:00Z,1017.7145291652996,0.2,3.2,3.2
STRT,2020-06-19T10:00:00Z,1017.983316260681,2020-06-19T08:00:00Z,1017.983316260681,0.2,3.4000000000000004,3.4000000000000004
STRT,2020-06-19T10:15:00Z,1004.4888192947838,2020-06-19T08:00:00Z,1004.4888192947838,0.2,3.6,3.6
STRT,2020-06-19T10:30:00Z,1013.5747463037842,2020-06-19T08:00:00Z,1013.5747463037842,NA,3.6,3.6
STRT,2020-06-19T10:45:00Z,1027.606817460386,2020-06-19T08:00:00Z,1027.606817460386,0.2,3.8000000000000003,3.8000000000000003
STRT,2020-06-19T11:00:00Z,1025.9581027445383,2020-06-19T08:00:00Z,1025.9581027445383,0.4,4.2,4.2
STRT,2020-06-19T11:15:00Z,1039.990173901082,2020-06-19T08:00:00Z,1039.990173901082,0.4,4.6000000000000005,4.6000000000000005
STRT,2020-06-19T11:30:00Z,1053.7534579623025,2020-06-19T08:00:00Z,1053.7534579623025,0.4,5,5
STRT,2020-06-19T11:45:00Z,1058.9683892052853,2020-06-19T08:00:00Z,1058.9683892052853,0.2,5.2,5.2
STRT,2020-06-19T12:00:00Z,1075.4915285074385,2020-06-19T08:00:00Z,1075.4915285074385,0.4,5.6000000000000005,5.6000000000000005
STRT,2020-06-19T12:15:00Z,1070.8141714551602,2020-06-19T08:00:00Z,1070.8141714551602,0.2,5.800000000000001,5.800000000000001
STRT,2020-06-19T12:30:00Z,1085.3838168024668,2020-06-19T08:00:00Z,1085.3838168024668,0.4,6.2,6.2
STRT,2020-06-19T12:45:00Z,1075.7603156027617,2020-06-19T08:00:00Z,1075.7603156027617,0.2,6.4,6.4
STRT,2020-06-19T13:00:00Z,1076.2978897934663,2020-06-19T08:00:00Z,1076.2978897934663,0.4,6.800000000000001,6.800000000000001
STRT,2020-06-19T13:15:00Z,1090.32996095001,2020-06-19T08:00:00Z,1090.32996095001,0.4,7.2,7.2
STRT,2020-06-19T13:30:00Z,1111.7992443998228,2020-06-19T08:00:00Z,1111.7992443998228,0.2,7.4,7.4
STRT,2020-06-19T13:45:00Z,1109.0393891587737,2020-06-19T08:00:00Z,1109.0393891587737,0.4,7.800000000000001,7.800000000000001
STRT,2020-06-19T14:00:00Z,1134.9172425654833,2020-06-19T08:00:00Z,1134.9172425654833,0.2,8,8
STRT,2020-06-19T14:15:00Z,1144.540743765072,2020-06-19T08:00:00Z,1144.540743765072,0.2,8.200000000000001,8.200000000000001
STRT,2020-06-19T14:30:00Z,1166.0100272147683,2020-06-19T08:00:00Z,1166.0100272147683,0.4,8.6,8.6
STRT,2020-06-19T14:45:00Z,1166.0100272147683,2020-06-19T08:00:00Z,1166.0100272147683,NA,8.6,8.6
STRT,2020-06-19T15:00:00Z,1161.3326701626647,2020-06-19T08:00:00Z,1161.3326701626647,NA,8.6,8.6
STRT,2020-06-19T15:15:00Z,1178.1245965602575,2020-06-19T08:00:00Z,1178.1245965602575,NA,8.6,8.6
STRT,2020-06-19T15:30:00Z,1175.3647413192084,2020-06-19T08:00:00Z,1175.3647413192084,NA,8.6,8.6
STRT,2020-06-19T15:45:00Z,1198.7515265801921,2020-06-19T08:00:00Z,1198.7515265801921,NA,8.6,8.6
STRT,2020-06-19T16:00:00Z,1212.7835977366776,2020-06-19T08:00:00Z,1212.7835977366776,NA,8.6,8.6
STRT,2020-06-19T16:15:00Z,1229.5755241342704,2020-06-19T08:00:00Z,1229.5755241342704,NA,8.6,8.6
STRT,2020-06-19T16:30:00Z,1238.6614511432708,2020-06-19T08:00:00Z,1238.6614511432708,NA,8.6,8.6
STRT,2020-06-19T16:45:00Z,1226.8156688932213,2020-06-19T08:00:00Z,1226.8156688932213,NA,8.6,8.6
STRT,2020-06-19T17:00:00Z,1235.9015959023382,2020-06-19T08:00:00Z,1235.9015959023382,NA,8.6,8.6
STRT,2020-06-19T17:15:00Z,1248.5537394383573,2020-06-19T08:00:00Z,1248.5537394383573,NA,8.6,8.6
STRT,2020-06-19T17:30:00Z,1264.5033124061301,2020-06-19T08:00:00Z,1264.5033124061301,NA,8.6,8.6
STRT,2020-06-19T17:45:00Z,1266.9943805519142,2020-06-19T08:00:00Z,1266.9943805519142,NA,8.6,8.6
STRT,2020-06-19T18:00:00Z,1277.9978093720274,2020-06-19T08:00:00Z,1277.9978093720274,NA,8.6,8.6
STRT,2020-06-19T18:15:00Z,1282.6751664242474,2020-06-19T08:00:00Z,1282.6751664242474,NA,8.6,8.6
STRT,2020-06-19T18:30:00Z,1282.9439535195706,2020-06-19T08:00:00Z,1282.9439535195706,NA,8.6,8.6
STRT,2020-06-19T18:45:00Z,1315.4166657895548,2020-06-19T08:00:00Z,1315.4166657895548,NA,8.6,8.6
STRT,2020-06-19T19:00:00Z,1325.04016698926,2020-06-19T08:00:00Z,1325.04016698926,NA,8.6,8.6
STRT,2020-06-19T19:15:00Z,1346.240663343633,2020-06-19T08:00:00Z,1346.240663343633,NA,8.6,8.6
STRT,2020-06-19T19:30:00Z,1325.04016698926,2020-06-19T08:00:00Z,1325.04016698926,NA,8.6,8.6
STRT,2020-06-19T19:45:00Z,1328.3375964209554,2020-06-19T08:00:00Z,1328.3375964209554,NA,8.6,8.6
STRT,2020-06-19T20:00:00Z,1365.21887864772,2020-06-19T08:00:00Z,1365.21887864772,NA,8.6,8.6
STRT,2020-06-19T20:15:00Z,1369.3586615092354,2020-06-19T08:00:00Z,1369.3586615092354,NA,8.6,8.6
STRT,2020-06-19T20:30:00Z,1396.0428762019146,2020-06-19T08:00:00Z,1396.0428762019146,NA,8.6,8.6
STRT,2020-06-19T20:45:00Z,1393.551808056247,2020-06-19T08:00:00Z,1393.551808056247,NA,8.6,8.6
STRT,2020-06-19T21:00:00Z,1412.530023360392,2020-06-19T08:00:00Z,1412.530023360392,NA,8.6,8.6
STRT,2020-06-19T21:15:00Z,1433.7305197147653,2020-06-19T08:00:00Z,1433.7305197147653,NA,8.6,8.6
STRT,2020-06-19T21:30:00Z,1419.6984485582216,2020-06-19T08:00:00Z,1419.6984485582216,NA,8.6,8.6
STRT,2020-06-19T21:45:00Z,1438.4078767669853,2020-06-19T08:00:00Z,1438.4078767669853,NA,8.6,8.6
STRT,2020-06-19T22:00:00Z,1446.113876155403,2020-06-19T08:00:00Z,1446.113876155403,NA,8.6,8.6
STRT,2020-06-19T22:15:00Z,1437.0279491464025,2020-06-19T08:00:00Z,1437.0279491464025,NA,8.6,8.6
STRT,2020-06-19T22:30:00Z,1451.3288073983276,2020-06-19T08:00:00Z,1451.3288073983276,NA,8.200000000000001,8.6
STRT,2020-06-19T22:45:00Z,1463.4433767437004,2020-06-19T08:00:00Z,1463.4433767437004,NA,8,8.6
STRT,2020-06-19T23:00:00Z,1483.5327325730468,2020-06-19T08:00:00Z,1483.5327325730468,NA,7.800000000000001,8.6
STRT,2020-06-19T23:15:00Z,1474.1780184686068,2020-06-19T08:00:00Z,1474.1780184686068,NA,7.6000000000000005,8.6
STRT,2020-06-19T23:30:00Z,1491.2387319615227,2020-06-19T08:00:00Z,1491.2387319615227,NA,7.6000000000000005,8.6
STRT,2020-06-19T23:45:00Z,1500.3246589705232,2020-06-19T08:00:00Z,1500.3246589705232,NA,7.4,8.6
STRT,2020-06-20T00:00:00Z,1493.4250208681333,2020-06-19T08:00:00Z,1493.4250208681333,NA,7.4,8.6
STRT,2020-06-20T00:15:00Z,1487.3677361953887,2020-06-19T08:00:00Z,1487.3677361953887,NA,7.4,8.6
STRT,2020-06-20T00:30:00Z,1508.568232549762,2020-06-19T08:00:00Z,1508.568232549762,NA,7.4,8.6
