Site,DateTime,Q,day,MeanDischarge,inst_rainfall_mm,twentyfour,fourtyeight
POKE,2020-06-04T13:00:00Z,606.0042519457638,2020-06-04T08:00:00Z,606.0042519457638,0,0,0
POKE,2020-06-04T13:15:00Z,608.8376066508936,2020-06-04T08:00:00Z,608.8376066508936,NA,0,0
POKE,2020-06-04T13:30:00Z,603.1708972406341,2020-06-04T08:00:00Z,603.1708972406341,NA,0,0
POKE,2020-06-04T13:45:00Z,591.8374784201151,2020-06-04T08:00:00Z,591.8374784201151,NA,0,0
POKE,2020-06-04T14:00:00Z,594.6708331252448,2020-06-04T08:00:00Z,594.6708331252448,0,0,0
POKE,2020-06-04T14:15:00Z,586.1707690098556,2020-06-04T08:00:00Z,586.1707690098556,NA,0,0
POKE,2020-06-04T14:30:00Z,611.6709613560233,2020-06-04T08:00:00Z,611.6709613560233,NA,0,0
POKE,2020-06-04T14:45:00Z,603.1708972406341,2020-06-04T08:00:00Z,603.1708972406341,NA,0,0
POKE,2020-06-04T15:00:00Z,606.0042519457638,2020-06-04T08:00:00Z,606.0042519457638,0,0,0
POKE,2020-06-04T15:15:00Z,608.8376066508936,2020-06-04T08:00:00Z,608.8376066508936,NA,0,0
POKE,2020-06-04T15:30:00Z,617.3376707661664,2020-06-04T08:00:00Z,617.3376707661664,NA,0,0
POKE,2020-06-04T15:45:00Z,603.1708972406341,2020-06-04T08:00:00Z,603.1708972406341,NA,0,0
POKE,2020-06-04T16:00:00Z,614.5043160611531,2020-06-04T08:00:00Z,614.5043160611531,0,0,0
POKE,2020-06-04T16:15:00Z,608.8376066508936,2020-06-04T08:00:00Z,608.8376066508936,NA,0,0
POKE,2020-06-04T16:30:00Z,600.3375425355043,2020-06-04T08:00:00Z,600.3375425355043,NA,0,0
POKE,2020-06-04T16:45:00Z,603.1708972406341,2020-06-04T08:00:00Z,603.1708972406341,NA,0,0
POKE,2020-06-04T17:00:00Z,600.3375425355043,2020-06-04T08:00:00Z,600.3375425355043,0,0,0
POKE,2020-06-04T17:15:00Z,597.5041878303746,2020-06-04T08:00:00Z,597.5041878303746,NA,0,0
POKE,2020-06-04T17:30:00Z,600.3375425355043,2020-06-04T08:00:00Z,600.3375425355043,NA,0,0
POKE,2020-06-04T17:45:00Z,608.8376066508936,2020-06-04T08:00:00Z,608.8376066508936,NA,0,0
POKE,2020-06-04T18:00:00Z,591.8374784201151,2020-06-04T08:00:00Z,591.8374784201151,0,0,0
POKE,2020-06-04T18:15:00Z,600.3375425355043,2020-06-04T08:00:00Z,600.3375425355043,NA,0,0
POKE,2020-06-04T18:30:00Z,611.6709613560233,2020-06-04T08:00:00Z,611.6709613560233,NA,0,0
POKE,2020-06-04T18:45:00Z,617.3376707661664,2020-06-04T08:00:00Z,617.3376707661664,NA,0,0
POKE,2020-06-04T19:00:00Z,608.8376066508936,2020-06-04T08:00:00Z,608.8376066508936,0,0,0
POKE,2020-06-04T19:15:00Z,608.8376066508936,2020-06-04T08:00:00Z,608.8376066508936,NA,0,0
POKE,2020-06-04T19:30:00Z,611.6709613560233,2020-06-04T08:00:00Z,611.6709613560233,NA,0,0
POKE,2020-06-04T19:45:00Z,617.3376707661664,2020-06-04T08:00:00Z,617.3376707661664,NA,0,0
POKE,2020-06-04T20:00:00Z,614.5043160611531,2020-06-04T08:00:00Z,614.5043160611531,0,0,0
POKE,2020-06-04T20:15:00Z,620.1710254712962,2020-06-04T08:00:00Z,620.1710254712962,NA,0,0
POKE,2020-06-04T20:30:00Z,623.0043801764259,2020-06-04T08:00:00Z,623.0043801764259,NA,0,0
POKE,2020-06-04T20:45:00Z,614.5043160611531,2020-06-04T08:00:00Z,614.5043160611531,NA,0,0
POKE,2020-06-04T21:00:00Z,611.6709613560233,2020-06-04T08:00:00Z,611.6709613560233,0,0,0
POKE,2020-06-04T21:15:00Z,623.0043801764259,2020-06-04T08:00:00Z,623.0043801764259,NA,0,0
POKE,2020-06-04T21:30:00Z,625.8377348815557,2020-06-04T08:00:00Z,625.8377348815557,NA,0,0
POKE,2020-06-04T21:45:00Z,634.3377989969449,2020-06-04T08:00:00Z,634.3377989969449,NA,0,0
POKE,2020-06-04T22:00:00Z,623.0043801764259,2020-06-04T08:00:00Z,623.0043801764259,0,0,0
POKE,2020-06-04T22:15:00Z,631.5044442918152,2020-06-04T08:00:00Z,631.5044442918152,NA,0,0
POKE,2020-06-04T22:30:00Z,640.0045084072044,2020-06-04T08:00:00Z,640.0045084072044,NA,0,0
POKE,2020-06-04T22:45:00Z,634.3377989969449,2020-06-04T08:00:00Z,634.3377989969449,NA,0,0
POKE,2020-06-04T23:00:00Z,640.0045084072044,2020-06-04T08:00:00Z,640.0045084072044,0,0,0
POKE,2020-06-04T23:15:00Z,642.8378631123342,2020-06-04T08:00:00Z,642.8378631123342,NA,0,0
POKE,2020-06-04T23:30:00Z,637.1711537020747,2020-06-04T08:00:00Z,637.1711537020747,NA,0,0
POKE,2020-06-04T23:45:00Z,645.6712178174639,2020-06-04T08:00:00Z,645.6712178174639,NA,0,0
POKE,2020-06-05T00:00:00Z,642.8378631123342,2020-06-04T08:00:00Z,642.8378631123342,0,0,0
POKE,2020-06-05T00:15:00Z,651.337927227607,2020-06-04T08:00:00Z,651.337927227607,NA,0,0
POKE,2020-06-05T00:30:00Z,648.5045725224772,2020-06-04T08:00:00Z,648.5045725224772,NA,0,0
POKE,2020-06-05T00:45:00Z,654.1712819327367,2020-06-04T08:00:00Z,654.1712819327367,NA,0,0
