"Site","DateTime","Q","day","fDOM.QSU.mn","nitrateuM","SpCond.uScm.mn","Turbidity.FNU.mn"
"FRCH",2019-04-29 06:30:00,134.698236394375,2019-04-29,33.2927272727273,NA,106.027272727273,10.0954545454545
"FRCH",2019-04-29 06:45:00,131.545282666243,2019-04-29,33.1163636363636,NA,105.809090909091,8.62090909090909
"FRCH",2019-04-29 07:00:00,132.426964337803,2019-04-29,33.2181818181818,NA,105.545454545455,8.08
"FRCH",2019-04-29 07:15:00,135.072009352482,2019-04-29,33.1490909090909,NA,105.318181818182,8.11363636363636
"FRCH",2019-04-29 07:30:00,135.579918065935,2019-04-29,33.4254545454545,NA,104.963636363636,9.36363636363636
"FRCH",2019-04-29 07:45:00,136.087826779389,2019-04-29,32.5990909090909,NA,104.663636363636,10.1372727272727
"FRCH",2019-04-29 08:00:00,135.579918065935,2019-04-29,32.21,NA,104.209090909091,12.6636363636364
"FRCH",2019-04-29 08:15:00,132.934873051256,2019-04-29,24.55,NA,103.936363636364,80.3390909090909
"FRCH",2019-04-29 08:30:00,139.614553465627,2019-04-29,31.8936363636364,NA,103.781818181818,14.8181818181818
"FRCH",2019-04-29 08:45:00,141.8858255222,2019-04-29,32.1672727272727,NA,103.663636363636,10.7045454545455
"FRCH",2019-04-29 09:00:00,141.766006920821,2019-04-29,32.0945454545455,NA,103.563636363636,9.53272727272727
"FRCH",2019-04-29 09:15:00,144.530870536879,2019-04-29,32.1681818181818,NA,103.518181818182,12.0009090909091
"FRCH",2019-04-29 09:30:00,143.155597305835,2019-04-29,32.3081818181818,NA,103.463636363636,11.6772727272727
"FRCH",2019-04-29 09:45:00,143.289733061182,2019-04-29,31.0045454545455,NA,103.136363636364,21.7554545454545
"FRCH",2019-04-29 10:00:00,136.72987124819,2019-04-29,31.2,NA,103.081818181818,17.2227272727273
"FRCH",2019-04-29 10:15:00,135.833872422662,2019-04-29,30.9345454545455,NA,103.1,21.1472727272727
"FRCH",2019-04-29 10:30:00,140.496235137187,2019-04-29,31.1227272727273,NA,103.063636363636,14.7018181818182
"FRCH",2019-04-29 10:45:00,137.731371521129,2019-04-29,31.0081818181818,NA,102.790909090909,15.87
"FRCH",2019-04-29 11:00:00,138.478917437341,2019-04-29,30.8363636363636,NA,102.772727272727,16.3945454545455
"FRCH",2019-04-29 11:15:00,137.985325877856,2019-04-29,31.11,NA,102.854545454545,15.5354545454545
"FRCH",2019-04-29 11:30:00,136.341781136116,2019-04-29,30.9190909090909,NA,102.827272727273,15.5627272727273
"FRCH",2019-04-29 11:45:00,143.64918886532,2019-04-29,30.6872727272727,NA,102.854545454545,12.6281818181818
"FRCH",2019-04-29 12:00:00,149.581323363479,2019-04-29,30.6336363636364,NA,102.963636363636,16.7354545454545
"FRCH",2019-04-29 12:15:00,152.494639888853,2019-04-29,30.6809090909091,NA,103.263636363636,14.5781818181818
"FRCH",2019-04-29 12:30:00,149.595640517447,2019-04-29,29.04,NA,103.363636363636,28.1963636363636
"FRCH",2019-04-29 12:45:00,149.087731803994,2019-04-29,30.2009090909091,NA,103.490909090909,16.1245454545455
"FRCH",2019-04-29 13:00:00,152.614458490232,2019-04-29,29.0518181818182,NA,103.490909090909,20.6836363636364
"FRCH",2019-04-29 13:15:00,155.259503504911,2019-04-29,29.9936363636364,NA,103.663636363636,13.3254545454545
"FRCH",2019-04-29 13:30:00,157.037184001999,2019-04-29,30.5636363636364,NA,103.763636363636,14.6572727272727
"FRCH",2019-04-29 13:45:00,156.275320931819,2019-04-29,30.4454545454545,NA,103.7,15.1527272727273
"FRCH",2019-04-29 14:00:00,153.63027591714,2019-04-29,30.0645454545455,NA,103.518181818182,15.7481818181818
"FRCH",2019-04-29 14:15:00,152.494639888853,2019-04-29,30.1281818181818,NA,103.490909090909,16.7527272727273
"FRCH",2019-04-29 14:30:00,148.967913202615,2019-04-29,30.3681818181818,NA,103.8,12.7227272727273
"FRCH",2019-04-29 14:45:00,146.442686789315,2019-04-29,30.3818181818182,NA,104.036363636364,14.2054545454545
"FRCH",2019-04-29 15:00:00,143.289733061182,2019-04-29,30.5981818181818,NA,104.263636363636,15.8554545454545
"FRCH",2019-04-29 15:15:00,140.510552291156,2019-04-29,30.4918181818182,NA,104.518181818182,12.8927272727273
"FRCH",2019-04-29 15:30:00,143.409551662561,2019-04-29,30.6918181818182,NA,104.754545454545,14.0327272727273
"FRCH",2019-04-29 15:45:00,146.188732432588,2019-04-29,30.5163636363636,NA,104.872727272727,15.4754545454545
"FRCH",2019-04-29 16:00:00,145.561005117755,2019-04-30,30.4409090909091,NA,104.945454545455,14.7790909090909
"FRCH",2019-04-29 16:15:00,143.917460376015,2019-04-30,30.5072727272727,NA,105.209090909091,13.4336363636364
"FRCH",2019-04-29 16:30:00,145.426869362408,2019-04-30,30.7063636363636,NA,105.554545454545,12.9909090909091
"FRCH",2019-04-29 16:45:00,143.409551662561,2019-04-30,30.8745454545455,NA,105.936363636364,14.2054545454545
"FRCH",2019-04-29 17:00:00,142.273915634275,2019-04-30,31.1163636363636,NA,106.254545454545,14.0863636363636
"FRCH",2019-04-29 17:15:00,141.646188319442,2019-04-30,31.5009090909091,NA,106.518181818182,13.4536363636364
"FRCH",2019-04-29 17:30:00,140.510552291156,2019-04-30,31.2809090909091,NA,106.672727272727,14.5545454545455
"FRCH",2019-04-29 17:45:00,138.239280234583,2019-04-30,31.4845454545455,NA,106.845454545455,11.6972727272727
"FRCH",2019-04-29 18:00:00,136.849689849569,2019-04-30,31.6890909090909,NA,107.063636363636,10.5809090909091
"FRCH",2019-04-29 18:15:00,139.120961906142,2019-04-30,31.7681818181818,NA,107.272727272727,12.5290909090909
"FRCH",2019-04-29 18:30:00,138.239280234583,2019-04-30,31.6672727272727,NA,107.4,11.2563636363636
"FRCH",2019-04-29 18:45:00,137.477417164402,2019-04-30,32.0790909090909,NA,107.727272727273,11.0809090909091
"FRCH",2019-04-29 19:00:00,135.460099464556,2019-04-30,32.2763636363636,NA,107.963636363636,11.9281818181818
"FRCH",2019-04-29 19:15:00,136.341781136116,2019-04-30,32.3890909090909,NA,108.236363636364,12.44
"FRCH",2019-04-29 19:30:00,135.96800817801,2019-04-30,32.65,NA,108.527272727273,12.19
"FRCH",2019-04-29 19:45:00,138.613053192689,2019-04-30,32.8027272727273,NA,108.8,10.2027272727273
"FRCH",2019-04-29 20:00:00,135.460099464556,2019-04-30,32.8654545454545,NA,109.045454545455,11.1927272727273
"FRCH",2019-04-29 20:15:00,137.477417164402,2019-04-30,33.0209090909091,NA,109.245454545455,9.63090909090909
"FRCH",2019-04-29 20:30:00,140.510552291156,2019-04-30,33.2136363636364,NA,109.363636363636,12.0218181818182
"FRCH",2019-04-29 20:45:00,138.613053192689,2019-04-30,33.2572727272727,NA,109.409090909091,10.6272727272727
"FRCH",2019-04-29 21:00:00,137.731371521129,2019-04-30,33.4972727272727,NA,109.363636363636,11.1109090909091
"FRCH",2019-04-29 21:15:00,141.392233962715,2019-04-30,33.3572727272727,NA,109.354545454545,10.8881818181818
"FRCH",2019-04-29 21:30:00,142.273915634275,2019-04-30,33.3681818181818,NA,109.318181818182,10.0527272727273
"FRCH",2019-04-29 21:45:00,144.545187690848,2019-04-30,33.4818181818182,NA,109.336363636364,10.8
"FRCH",2019-04-29 22:00:00,145.680823719134,2019-04-30,33.6163636363636,NA,109.363636363636,11.4745454545455
"FRCH",2019-04-29 22:15:00,147.952095775707,2019-04-30,33.6172727272727,NA,109.345454545455,11.5990909090909
"FRCH",2019-04-29 22:30:00,146.696641146042,2019-04-30,33.7527272727273,NA,109.354545454545,11.0981818181818
"FRCH",2019-04-29 22:45:00,146.816459747421,2019-04-30,33.8090909090909,NA,109.272727272727,11.0836363636364
"FRCH",2019-04-29 23:00:00,147.324368460875,2019-04-30,33.7118181818182,NA,109.263636363636,11.04
"FRCH",2019-04-29 23:15:00,148.713958845888,2019-04-30,33.6909090909091,NA,109.2,9.09
"FRCH",2019-04-29 23:30:00,149.341686160721,2019-04-30,33.7972727272727,NA,109.181818181818,11.8290909090909
"FRCH",2019-04-29 23:45:00,150.22336783228,2019-04-30,33.8663636363636,NA,109.254545454545,11.4509090909091
"FRCH",2019-04-30 00:00:00,149.849594874174,2019-04-30,33.9745454545454,NA,109.263636363636,9.93090909090909
"FRCH",2019-04-30 00:15:00,150.731276545734,2019-04-30,34.2063636363636,NA,109.263636363636,10.7718181818182
"FRCH",2019-04-30 00:30:00,150.22336783228,2019-04-30,34.1045454545455,NA,109.254545454545,10.2009090909091
"FRCH",2019-04-30 00:45:00,150.477322189007,2019-04-30,34.17,NA,109.218181818182,11.41
"FRCH",2019-04-30 01:00:00,153.63027591714,2019-04-30,34.3236363636364,NA,109.154545454545,8.73272727272727
"FRCH",2019-04-30 01:15:00,154.765911945426,2019-04-30,34.3481818181818,NA,109.081818181818,9.50909090909091
"FRCH",2019-04-30 01:30:00,152.628775644201,2019-04-30,34.1945454545455,NA,109.018181818182,9.86090909090909
"FRCH",2019-04-30 01:45:00,150.731276545734,2019-04-30,34.2472727272727,NA,108.963636363636,11.0018181818182
"FRCH",2019-04-30 02:00:00,151.10504950384,2019-04-30,34.2354545454545,NA,108.872727272727,10.2754545454545
"FRCH",2019-04-30 02:15:00,147.204549859495,2019-04-30,34.08,NA,108.863636363636,7.68636363636364
"FRCH",2019-04-30 02:30:00,149.969413475554,2019-04-30,34.1009090909091,NA,108.772727272727,8.05090909090909
"FRCH",2019-04-30 02:45:00,151.359003860567,2019-04-30,34.1881818181818,NA,108.681818181818,9.23454545454545
"FRCH",2019-04-30 03:00:00,150.985230902461,2019-04-30,34.0318181818182,NA,108.563636363636,9.32272727272727
"FRCH",2019-04-30 03:15:00,151.612958217294,2019-04-30,34.1927272727273,NA,108.436363636364,10.2927272727273
"FRCH",2019-04-30 03:30:00,147.458504216222,2019-04-30,33.9272727272727,NA,108.318181818182,7.98727272727273
"FRCH",2019-04-30 03:45:00,147.070414104148,2019-04-30,34.0272727272727,NA,108.1,9.39363636363636
"FRCH",2019-04-30 04:00:00,144.425369089469,2019-04-30,33.8881818181818,NA,107.936363636364,9.62090909090909
"FRCH",2019-04-30 04:15:00,143.289733061182,2019-04-30,33.6618181818182,NA,107.663636363636,8.60727272727273
"FRCH",2019-04-30 04:30:00,143.663506019288,2019-04-30,33.7863636363636,NA,107.372727272727,10.0118181818182
"FRCH",2019-04-30 04:45:00,144.291233334121,2019-04-30,33.5954545454545,NA,107.109090909091,9.62181818181818
"FRCH",2019-04-30 05:00:00,142.781824347729,2019-04-30,33.3990909090909,NA,106.754545454545,9.15454545454545
"FRCH",2019-04-30 05:15:00,142.019961277548,2019-04-30,33.3681818181818,NA,106.372727272727,9.83363636363636
"FRCH",2019-04-30 05:30:00,144.291233334121,2019-04-30,33.2109090909091,NA,106.009090909091,8.49909090909091
"FRCH",2019-04-30 05:45:00,144.799142047575,2019-04-30,33.0763636363636,NA,105.590909090909,9.89272727272727
"FRCH",2019-04-30 06:00:00,144.545187690848,2019-04-30,33.0236363636364,NA,105.227272727273,9.22272727272727
"FRCH",2019-04-30 06:15:00,144.291233334121,2019-04-30,32.6718181818182,NA,104.718181818182,9.09090909090909
"FRCH",2019-04-30 06:30:00,145.934778075861,2019-04-30,32.7018181818182,NA,104.390909090909,9.79181818181818
"FRCH",2019-04-30 06:45:00,147.324368460875,2019-04-30,32.5736363636364,NA,104,8.02181818181818
"FRCH",2019-04-30 07:00:00,146.696641146042,2019-04-30,32.6409090909091,NA,103.654545454545,10.1981818181818
"FRCH",2019-04-30 07:15:00,157.516458407516,2019-04-30,32.5854545454545,NA,103.3,10.2027272727273
"FRCH",2019-04-30 07:30:00,151.10504950384,2019-04-30,32.2990909090909,NA,102.936363636364,11.7745454545455
"FRCH",2019-04-30 07:45:00,149.087731803994,2019-04-30,32.2390909090909,NA,102.563636363636,11.1990909090909
"FRCH",2019-04-30 08:00:00,164.584228933962,2019-04-30,28.5354545454545,NA,102.136363636364,29.6109090909091
"FRCH",2019-04-30 08:15:00,159.802047618057,2019-04-30,31.5963636363636,NA,101.854545454545,14.13
"FRCH",2019-04-30 08:30:00,161.191638003071,2019-04-30,31.7272727272727,NA,101.763636363636,11.0754545454545
"FRCH",2019-04-30 08:45:00,160.190137730132,2019-04-30,31.7590909090909,NA,101.654545454545,9.94
"FRCH",2019-04-30 09:30:00,192.558405221112,2019-04-30,31.7163636363636,NA,101.163636363636,11.76
"FRCH",2019-04-30 09:45:00,188.149996863314,2019-04-30,30.8945454545455,NA,100.963636363636,14.1563636363636
"FRCH",2019-04-30 10:00:00,177.852405469262,2019-04-30,29.2327272727273,NA,100.754545454545,21.1072727272727
"FRCH",2019-04-30 10:15:00,174.953406097856,2019-04-30,30.67,NA,100.763636363636,12.5681818181818
"FRCH",2019-04-30 10:30:00,164.986636200005,2019-04-30,30.1472727272727,NA,100.418181818182,12.7290909090909
"FRCH",2019-04-30 10:45:00,160.966317954281,2019-04-30,30.3036363636364,NA,100.472727272727,11.4245454545455
"FRCH",2019-04-30 11:00:00,170.41086198471,2019-04-30,30.6036363636364,NA,100.654545454545,12.0072727272727
"FRCH",2019-04-30 11:15:00,168.259408529516,2019-04-30,30.3563636363636,NA,100.663636363636,13.2345454545455
"FRCH",2019-04-30 11:30:00,163.716864416371,2019-04-30,30.3672727272727,NA,100.590909090909,11.6163636363636
"FRCH",2019-04-30 11:45:00,172.17422532783,2019-04-30,30.2036363636364,NA,100.654545454545,11.9272727272727
"FRCH",2019-04-30 12:00:00,172.040089572482,2019-04-30,30.1245454545455,NA,100.772727272727,11.4663636363636
"FRCH",2019-04-30 12:15:00,173.309861356116,2019-04-30,30.1309090909091,NA,100.954545454545,11.8672727272727
"FRCH",2019-04-30 12:30:00,169.289543110392,2019-04-30,29.8418181818182,NA,100.963636363636,14.1509090909091
"FRCH",2019-04-30 12:45:00,172.188542481798,2019-04-30,29.3263636363636,NA,100.972727272727,14.0354545454545
"FRCH",2019-04-30 13:00:00,170.544997740058,2019-04-30,29.5481818181818,NA,101.1,14.4954545454545
"FRCH",2019-04-30 13:15:00,165.120771955352,2019-04-30,29.6436363636364,NA,101.245454545455,13.4081818181818
"FRCH",2019-04-30 13:30:00,167.138089655199,2019-04-30,29.2436363636364,NA,101.190909090909,16.4009090909091
"FRCH",2019-04-30 13:45:00,167.392044011925,2019-04-30,29.4272727272727,NA,101.072727272727,14.22
"FRCH",2019-04-30 14:00:00,166.884135298472,2019-04-30,29.6709090909091,NA,101.236363636364,13.9209090909091
"FRCH",2019-04-30 14:15:00,164.866817598626,2019-04-30,29.7390909090909,NA,101.445454545455,13.9218181818182
"FRCH",2019-04-30 14:30:00,167.257908256578,2019-04-30,29.5881818181818,NA,101.518181818182,14.7363636363636
"FRCH",2019-04-30 14:45:00,163.985135927066,2019-04-30,29.4936363636364,NA,101.354545454545,16.4990909090909
"FRCH",2019-04-30 15:00:00,162.595545542053,2019-04-30,29.4154545454545,NA,101.290909090909,15.6654545454545
"FRCH",2019-04-30 15:15:00,161.340090912387,2019-04-30,29.8009090909091,NA,101.5,14.9363636363636
"FRCH",2019-04-30 15:30:00,159.696546170647,2019-04-30,30.2527272727273,NA,101.863636363636,14.4063636363636
"FRCH",2019-04-30 15:45:00,158.56091014236,2019-04-30,30.7609090909091,NA,102.236363636364,14.5327272727273
"FRCH",2019-04-30 16:00:00,158.934683100466,2019-05-01,30.6945454545455,NA,102.354545454545,14.92
"FRCH",2019-04-30 16:15:00,155.781729372334,2019-05-01,30.9036363636364,NA,102.609090909091,13.8890909090909
"FRCH",2019-04-30 16:30:00,155.781729372334,2019-05-01,31.2254545454545,NA,102.9,13.7672727272727
"FRCH",2019-04-30 16:45:00,154.646093344047,2019-05-01,31.2109090909091,NA,103.090909090909,13.3636363636364
"FRCH",2019-04-30 17:00:00,154.138184630593,2019-05-01,31.3190909090909,NA,103.172727272727,14.0609090909091
"FRCH",2019-04-30 17:15:00,152.120866930747,2019-05-01,31.4309090909091,NA,103.336363636364,13.0454545454545
"FRCH",2019-04-30 17:30:00,153.256502959034,2019-05-01,31.3836363636364,NA,103.472727272727,13.3672727272727
"FRCH",2019-04-30 17:45:00,153.002548602307,2019-05-01,31.4690909090909,NA,103.618181818182,13.0318181818182
"FRCH",2019-04-30 18:00:00,152.120866930747,2019-05-01,31.7954545454545,NA,103.954545454545,13.2790909090909
"FRCH",2019-04-30 18:15:00,150.985230902461,2019-05-01,32.0390909090909,NA,104.345454545455,13.4881818181818
"FRCH",2019-04-30 18:30:00,151.10504950384,2019-05-01,32.1427272727273,NA,104.718181818182,11.6036363636364
"FRCH",2019-04-30 18:45:00,152.74859424558,2019-05-01,32.4618181818182,NA,105.090909090909,10.2945454545455
"FRCH",2019-04-30 19:00:00,152.494639888853,2019-05-01,32.6018181818182,NA,105.463636363636,11.6445454545455
"FRCH",2019-04-30 19:15:00,154.511957588699,2019-05-01,32.8,NA,105.754545454545,12.2936363636364
"FRCH",2019-04-30 19:30:00,153.002548602307,2019-05-01,32.8390909090909,NA,105.963636363636,10.9627272727273
"FRCH",2019-04-30 19:45:00,151.866912574021,2019-05-01,33.0009090909091,NA,106.209090909091,10.9418181818182
"FRCH",2019-04-30 20:00:00,155.27382065888,2019-05-01,33.0945454545455,NA,106.436363636364,11.5190909090909
"FRCH",2019-04-30 20:15:00,154.004048875246,2019-05-01,33.3854545454545,NA,106.681818181818,10.2036363636364
"FRCH",2019-04-30 20:30:00,156.529275288546,2019-05-01,33.4,NA,106.845454545455,11.8363636363636
"FRCH",2019-04-30 20:45:00,157.918865673559,2019-05-01,33.5736363636364,NA,106.990909090909,10.2763636363636
"FRCH",2019-04-30 21:00:00,159.682229016678,2019-05-01,33.5681818181818,NA,107.127272727273,10.2072727272727
"FRCH",2019-04-30 21:15:00,162.835182744811,2019-05-01,33.7454545454545,NA,107.254545454545,10.8081818181818
