"","Site","DateTime","Q","day","fDOM.QSU.mn","nitrateuM","SpCond.uScm.mn","Turbidity.FNU.mn","MeanDischarge"
"1","STRT",2019-10-04 10:30:00,2436.06243330265,2019-10-04,75.33,30.3088888888889,120.9,10.0125,2436.06243330265
"2","STRT",2019-10-04 10:45:00,2447.3220645993,2019-10-04,75.26,30.3588888888889,120.9,9.8425,2447.3220645993
"3","STRT",2019-10-04 11:00:00,2454.82848546373,2019-10-04,75.09,30.3633333333333,120.9,9.9525,2454.82848546373
"4","STRT",2019-10-04 11:15:00,2447.3220645993,2019-10-04,75.22125,30.3444444444444,120.9,9.36625,2447.3220645993
"5","STRT",2019-10-04 11:30:00,2458.58169589595,2019-10-04,75.165,30.3622222222222,120.9,10.99875,2458.58169589595
"6","STRT",2019-10-04 11:45:00,2451.07527503152,2019-10-04,75.1825,30.4177777777778,120.9,9.66375,2451.07527503152
"7","STRT",2019-10-04 12:00:00,2447.3220645993,2019-10-04,75.1175,30.3866666666667,120.9,10.35125,2447.3220645993
"8","STRT",2019-10-04 12:15:00,2466.08811676038,2019-10-04,74.985,30.3688888888889,120.9,10.44375,2466.08811676038
"9","STRT",2019-10-04 12:30:00,2462.33490632816,2019-10-04,74.9675,30.4277777777778,120.9,10.38875,2462.33490632816
"10","STRT",2019-10-04 12:45:00,2469.8413271926,2019-10-04,74.845,30.4766666666667,120.9,10.41875,2469.8413271926
"11","STRT",2019-10-04 13:00:00,2466.08811676038,2019-10-04,74.85375,30.3688888888889,120.9,10.51,2466.08811676038
"12","STRT",2019-10-04 13:15:00,2469.8413271926,2019-10-04,74.86625,30.4777777777778,120.9,11.91375,2469.8413271926
"13","STRT",2019-10-04 13:30:00,2492.36058978589,2019-10-04,74.9825,30.4244444444444,120.9,10.4525,2492.36058978589
"14","STRT",2019-10-04 13:45:00,2462.33490632816,2019-10-04,74.985,30.4977777777778,120.8625,11.5825,2462.33490632816
"15","STRT",2019-10-04 14:00:00,2469.8413271926,2019-10-04,74.948,30.4155555555556,120.8,10.711,2469.8413271926
"16","STRT",2019-10-04 14:15:00,2503.62022108254,2019-10-04,74.69444,30.5077777777778,120.8,11.54222,2503.62022108254
"17","STRT",2019-10-04 14:30:00,2488.60737935368,2019-10-04,74.842,30.4855555555556,120.7,10.922,2488.60737935368
"18","STRT",2019-10-04 14:45:00,2496.11380021811,2019-10-04,74.76111,30.4933333333333,120.7,11.58,2496.11380021811
"19","STRT",2019-10-04 15:00:00,2462.33490632816,2019-10-04,74.84778,30.5544444444444,120.7,11.37333,2462.33490632816
"20","STRT",2019-10-04 15:15:00,2477.34774805703,2019-10-04,74.83,30.57,120.6,10.68125,2477.34774805703
"21","STRT",2019-10-04 15:30:00,2484.85416892146,2019-10-04,74.92875,30.5255555555556,120.6,12.375,2484.85416892146
"22","STRT",2019-10-04 15:45:00,2503.62022108254,2019-10-04,74.66889,30.5388888888889,120.6,12.16778,2503.62022108254
"23","STRT",2019-10-04 16:00:00,2492.36058978589,2019-10-05,73.95143,30.5833333333333,120.5,11.85571,2492.36058978589
"24","STRT",2019-10-04 16:15:00,2499.86701065033,2019-10-05,74.63455,30.5677777777778,120.5,11.38182,2499.86701065033
"25","STRT",2019-10-04 16:30:00,2514.87985237919,2019-10-05,NA,30.5444444444444,120.4556,11.46111,2514.87985237919
"26","STRT",2019-10-04 16:45:00,2499.86701065033,2019-10-05,74.34125,30.5455555555556,120.4,11.23,2499.86701065033
"27","STRT",2019-10-04 17:00:00,2496.11380021811,2019-10-05,75.23222,30.4811111111111,120.4,11.07444,2496.11380021811
"28","STRT",2019-10-04 17:15:00,2496.11380021811,2019-10-05,75.16778,30.5522222222222,120.3,11.78111,2496.11380021811
"29","STRT",2019-10-04 17:30:00,2503.62022108254,2019-10-05,75.31778,30.4266666666667,120.3,11.50111,2503.62022108254
"30","STRT",2019-10-04 17:45:00,2499.86701065033,2019-10-05,75.40111,30.4177777777778,120.3,11.24778,2499.86701065033
"31","STRT",2019-10-04 18:00:00,2511.12664194697,2019-10-05,75.67444,30.4077777777778,120.2556,11.44111,2511.12664194697
"32","STRT",2019-10-04 18:15:00,2484.85416892146,2019-10-05,75.67556,30.4533333333333,120.2,11.84111,2484.85416892146
"33","STRT",2019-10-04 18:30:00,2507.37343151476,2019-10-05,75.61,30.4922222222222,120.2,12.11556,2507.37343151476
"34","STRT",2019-10-04 18:45:00,2503.62022108254,2019-10-05,75.41556,30.4755555555556,120.2,12.52444,2503.62022108254
"35","STRT",2019-10-04 19:00:00,2511.12664194697,2019-10-05,75.71889,30.4788888888889,120.2,11.86222,2511.12664194697
"36","STRT",2019-10-04 19:15:00,2522.38627324362,2019-10-05,75.77444,30.4422222222222,120.2,10.97889,2522.38627324362
"37","STRT",2019-10-04 19:30:00,2511.12664194697,2019-10-05,75.85333,30.5411111111111,120.1778,13.57556,2511.12664194697
"38","STRT",2019-10-04 19:45:00,2526.13948367584,2019-10-05,75.94667,30.4655555555556,120.2,12.15222,2526.13948367584
"39","STRT",2019-10-04 20:00:00,2548.65874626914,2019-10-05,75.97444,30.4677777777778,120.2,11.46111,2548.65874626914
"40","STRT",2019-10-04 20:15:00,2552.41195670135,2019-10-05,76.03333,30.3988888888889,120.1,12.83778,2552.41195670135
"41","STRT",2019-10-04 20:30:00,2537.39911497249,2019-10-05,76.13556,30.4555555555556,120,11.56333,2537.39911497249
"42","STRT",2019-10-04 20:45:00,2529.89269410805,2019-10-05,76.11222,30.3677777777778,119.9556,12.83667,2529.89269410805
"43","STRT",2019-10-04 21:00:00,2533.64590454027,2019-10-05,76.26,30.3411111111111,119.8778,12.60444,2533.64590454027
"44","STRT",2019-10-04 21:15:00,2548.65874626914,2019-10-05,76.22444,30.27,119.8,12.38444,2548.65874626914
"45","STRT",2019-10-04 21:30:00,2529.89269410805,2019-10-05,76.36889,30.31,119.7444,11.76333,2529.89269410805
"46","STRT",2019-10-04 21:45:00,2544.90553583692,2019-10-05,76.57444,30.3088888888889,119.7,12.51667,2544.90553583692
"47","STRT",2019-10-04 22:00:00,2533.64590454027,2019-10-05,76.57111,30.2566666666667,119.6,12.73,2533.64590454027
"48","STRT",2019-10-04 22:15:00,2556.16516713357,2019-10-05,76.62333,30.2833333333333,119.5,12.41556,2556.16516713357
"49","STRT",2019-10-04 22:30:00,2537.39911497249,2019-10-05,76.66222,30.2166666666667,119.5111,12.24222,2537.39911497249
"50","STRT",2019-10-04 22:45:00,2552.41195670135,2019-10-05,76.56778,30.2044444444444,119.6,12.76778,2552.41195670135
"51","STRT",2019-10-04 23:00:00,2526.13948367584,2019-10-05,76.72667,30.1633333333333,119.4,12.70667,2526.13948367584
"52","STRT",2019-10-04 23:15:00,2529.89269410805,2019-10-05,76.64556,NA,119.3,12.54667,2529.89269410805
"53","STRT",2019-10-04 23:30:00,2533.64590454027,2019-10-05,76.70444,30.0922222222222,119.2667,12.38222,2533.64590454027
"54","STRT",2019-10-04 23:45:00,2526.13948367584,2019-10-05,76.76222,30.1544444444444,119.1,12.82222,2526.13948367584
"55","STRT",2019-10-05 00:00:00,2533.64590454027,2019-10-05,76.77667,30.1433333333333,119.0222,13.10444,2533.64590454027
"56","STRT",2019-10-05 00:15:00,2526.13948367584,2019-10-05,76.83333,30.1155555555556,118.9556,12.61556,2526.13948367584
"57","STRT",2019-10-05 00:30:00,2544.90553583692,2019-10-05,77.01556,29.9755555555556,118.9,13.27111,2544.90553583692
"58","STRT",2019-10-05 00:45:00,2514.87985237919,2019-10-05,77.22556,30.1066666666667,118.8,12.06889,2514.87985237919
"59","STRT",2019-10-05 01:00:00,2526.13948367584,2019-10-05,77.35889,30.0511111111111,118.7,12.27778,2526.13948367584
"60","STRT",2019-10-05 01:15:00,2533.64590454027,2019-10-05,77.40667,30.1144444444444,118.7,12.45333,2533.64590454027
"61","STRT",2019-10-05 01:30:00,2529.89269410805,2019-10-05,77.53333,30.1533333333333,118.6667,13.29,2529.89269410805
"62","STRT",2019-10-05 01:45:00,2529.89269410805,2019-10-05,77.51,NA,118.6,12.33,2529.89269410805
"63","STRT",2019-10-05 02:00:00,2526.13948367584,2019-10-05,77.69111,29.9988888888889,118.5,12.28111,2526.13948367584
"64","STRT",2019-10-05 02:15:00,2533.64590454027,2019-10-05,77.87222,29.9188888888889,118.4556,12.21444,2533.64590454027
"65","STRT",2019-10-05 02:30:00,2552.41195670135,2019-10-05,77.91556,NA,118.4,12.23444,2552.41195670135
"66","STRT",2019-10-05 02:45:00,2548.65874626914,2019-10-05,78.12778,29.9866666666667,118.4,11.81556,2548.65874626914
"67","STRT",2019-10-05 03:00:00,2533.64590454027,2019-10-05,78.20778,29.8677777777778,118.3667,12.40333,2533.64590454027
"68","STRT",2019-10-05 03:15:00,2544.90553583692,2019-10-05,78.37222,29.88,118.3333,12.89667,2544.90553583692
"69","STRT",2019-10-05 03:30:00,2537.39911497249,2019-10-05,78.32444,29.88,118.3,12.20889,2537.39911497249
"70","STRT",2019-10-05 03:45:00,2522.38627324362,2019-10-05,78.50778,29.8488888888889,118.3,12.42556,2522.38627324362
