"","Site","DateTime","Q","day","fDOM.QSU.mn","nitrateuM","SpCond.uScm.mn","Turbidity.FNU.mn","MeanDischarge"
"1","POKE",2019-08-05 13:30:00,647.950782765609,2019-08-05,71.008,45.21,98.52,10.964,647.950782765609
"2","POKE",2019-08-05 13:45:00,650.38660431468,2019-08-05,NA,45.24,98.62,10.84,650.38660431468
"3","POKE",2019-08-05 14:00:00,651.24829091676,2019-08-05,71.018,45.18,98.66,10.93,651.24829091676
"4","POKE",2019-08-05 14:15:00,649.955761013639,2019-08-05,70.934,45.13,98.76,10.852,649.955761013639
"5","POKE",2019-08-05 14:30:00,647.950782765609,2019-08-05,71.004,45.06,98.92,10.284,647.950782765609
"6","POKE",2019-08-05 14:45:00,651.998048825962,2019-08-05,70.918,45.03,98.96,10.74,651.998048825962
"7","POKE",2019-08-05 15:00:00,651.173671788174,2019-08-05,70.652,44.99,99.12,11.132,651.173671788174
"8","POKE",2019-08-05 15:15:00,651.173671788174,2019-08-05,70.692,44.95,99.14,10.746,651.173671788174
"9","POKE",2019-08-05 15:30:00,652.391582562709,2019-08-05,70.652,45.01,99.32,10.896,652.391582562709
"10","POKE",2019-08-05 15:45:00,651.210981352467,2019-08-05,NA,44.88,99.3,10.2133333333333,651.210981352467
"11","POKE",2019-08-05 16:00:00,648.775159803397,2019-08-06,70.544,44.94,99.32,11.04,648.775159803397
"12","POKE",2019-08-05 16:15:00,652.82242586375,2019-08-06,70.432,44.86,99.32,10.99,652.82242586375
"13","POKE",2019-08-05 16:30:00,656.83238235981,2019-08-06,70.262,44.72,99.24,10.922,656.83238235981
"14","POKE",2019-08-05 16:45:00,658.443826871092,2019-08-06,70.046,44.6,99.32,11.608,658.443826871092
"15","POKE",2019-08-05 17:00:00,662.959245796778,2019-08-06,69.924,44.49,99.22,11.092,662.959245796778
"16","POKE",2019-08-05 17:15:00,667.400045593878,2019-08-06,70.094,44.51,99.34,11.04,667.400045593878
"17","POKE",2019-08-05 17:30:00,667.400045593878,2019-08-06,70.034,44.37,99.4,11.752,667.400045593878
"18","POKE",2019-08-05 17:45:00,670.58562505215,2019-08-06,69.828,44.27,99.32,12.39,670.58562505215
"19","POKE",2019-08-05 18:00:00,675.494577714584,2019-08-06,69.614,44.17,99.22,12.862,675.494577714584
