"","Site","DateTime","Discharge","fDOM","NO3","SpCond","Turb","day"
"1","CARI",2019-08-03 09:16:00,1539.43,NA,NA,42.39,25.65,2019-08-03
"2","CARI",2019-08-03 09:17:00,1535.81,NA,NA,42.39,24.25,2019-08-03
"3","CARI",2019-08-03 09:18:00,1457.42,NA,NA,42.37,23.51,2019-08-03
"4","CARI",2019-08-03 09:19:00,1557.5,NA,NA,42.42,22.99,2019-08-03
"5","CARI",2019-08-03 09:20:00,1634.92,NA,NA,42.39,22.88,2019-08-03
"6","CARI",2019-08-03 09:21:00,1625.08,NA,NA,42.4,23.49,2019-08-03
"7","CARI",2019-08-03 09:22:00,1461.23,NA,NA,42.4,23.45,2019-08-03
"8","CARI",2019-08-03 09:23:00,1557.4,NA,NA,42.34,25.57,2019-08-03
"9","CARI",2019-08-03 09:24:00,1493.94,NA,NA,42.35,23.67,2019-08-03
"10","CARI",2019-08-03 09:25:00,1484.17,NA,NA,42.34,23.65,2019-08-03
"11","CARI",2019-08-03 09:26:00,1568.98,NA,NA,42.38,22.13,2019-08-03
"12","CARI",2019-08-03 09:27:00,1602.9,NA,NA,42.38,22.23,2019-08-03
"13","CARI",2019-08-03 09:28:00,1469.98,NA,NA,42.33,20.55,2019-08-03
"14","CARI",2019-08-03 09:29:00,1518.55,NA,NA,42.34,22.81,2019-08-03
"15","CARI",2019-08-03 09:30:00,1528.22,NA,34.2,42.29,21.92,2019-08-03
"16","CARI",2019-08-03 09:31:00,1540.02,NA,NA,42.32,22.32,2019-08-03
"17","CARI",2019-08-03 09:32:00,1455.64,NA,NA,42.31,22.69,2019-08-03
"18","CARI",2019-08-03 09:33:00,1596.94,NA,NA,42.29,22.15,2019-08-03
"19","CARI",2019-08-03 09:34:00,1541.33,NA,NA,42.32,21.83,2019-08-03
"20","CARI",2019-08-03 09:35:00,1549.75,NA,NA,42.29,26.38,2019-08-03
"21","CARI",2019-08-03 09:36:00,1586.48,NA,NA,42.32,21.87,2019-08-03
"22","CARI",2019-08-03 09:37:00,1581.07,NA,NA,42.31,21.92,2019-08-03
"23","CARI",2019-08-03 09:38:00,1574.52,NA,NA,42.25,22.47,2019-08-03
"24","CARI",2019-08-03 09:39:00,1570.29,NA,NA,42.27,22.77,2019-08-03
"25","CARI",2019-08-03 09:40:00,1598.24,NA,NA,42.25,23.6,2019-08-03
"26","CARI",2019-08-03 09:41:00,1600.06,NA,NA,42.24,22.59,2019-08-03
"27","CARI",2019-08-03 09:42:00,1466.86,NA,NA,42.26,22.87,2019-08-03
"28","CARI",2019-08-03 09:43:00,1483.95,NA,NA,42.2,22.66,2019-08-03
"29","CARI",2019-08-03 09:44:00,1572.31,NA,NA,42.2,22.66,2019-08-03
"30","CARI",2019-08-03 09:45:00,1594.05,NA,34,42.21,21.98,2019-08-03
