"","Site","DateTime","Discharge","fDOM","NO3","SpCond","Turb","day"
"203","CARI",2019-08-10 13:38:00,501.11,NA,NA,66.48,0.52,2019-08-10
"204","CARI",2019-08-10 13:39:00,525.55,NA,NA,66.42,0.64,2019-08-10
"205","CARI",2019-08-10 13:40:00,479.91,NA,NA,66.45,0.6,2019-08-10
"206","CARI",2019-08-10 13:41:00,493.99,NA,NA,66.41,2.61,2019-08-10
"207","CARI",2019-08-10 13:42:00,521.38,NA,NA,66.41,0.65,2019-08-10
"208","CARI",2019-08-10 13:43:00,539.83,NA,NA,66.41,0.66,2019-08-10
"209","CARI",2019-08-10 13:44:00,524.84,NA,NA,66.4,0.63,2019-08-10
"210","CARI",2019-08-10 13:45:00,493.5,NA,32.7,66.41,0.56,2019-08-10
"211","CARI",2019-08-10 13:46:00,490.41,NA,NA,66.39,2.47,2019-08-10
"212","CARI",2019-08-10 13:47:00,514.28,NA,NA,66.41,0.53,2019-08-10
"213","CARI",2019-08-10 13:48:00,528.09,NA,NA,66.41,0.53,2019-08-10
"214","CARI",2019-08-10 13:49:00,506.67,NA,NA,66.4,0.44,2019-08-10
"215","CARI",2019-08-10 13:50:00,516.77,NA,NA,66.41,0.57,2019-08-10
"216","CARI",2019-08-10 13:51:00,494.39,NA,NA,66.37,2.44,2019-08-10
"217","CARI",2019-08-10 13:52:00,503.16,NA,NA,66.41,0.52,2019-08-10
"218","CARI",2019-08-10 13:53:00,492.24,NA,NA,66.41,0.52,2019-08-10
"219","CARI",2019-08-10 13:54:00,508.16,NA,NA,66.38,0.64,2019-08-10
"220","CARI",2019-08-10 13:55:00,517.35,NA,NA,66.4,0.61,2019-08-10
"221","CARI",2019-08-10 13:56:00,497.32,NA,NA,66.39,2.49,2019-08-10
"222","CARI",2019-08-10 13:57:00,517.22,NA,NA,66.4,0.6,2019-08-10
"223","CARI",2019-08-10 13:58:00,523.11,NA,NA,66.4,0.59,2019-08-10
"224","CARI",2019-08-10 13:59:00,507.33,NA,NA,66.37,0.58,2019-08-10
"225","CARI",2019-08-10 14:00:00,518.38,NA,32.7,66.37,0.64,2019-08-10
"226","CARI",2019-08-10 14:01:00,501.26,NA,NA,66.36,2.4,2019-08-10
"227","CARI",2019-08-10 14:02:00,516.45,NA,NA,66.36,0.63,2019-08-10
"228","CARI",2019-08-10 14:03:00,526.28,NA,NA,66.36,0.63,2019-08-10
"229","CARI",2019-08-10 14:04:00,522.55,NA,NA,66.38,0.7,2019-08-10
"230","CARI",2019-08-10 14:05:00,493.47,NA,NA,66.38,0.54,2019-08-10
"231","CARI",2019-08-10 14:06:00,524.49,NA,NA,66.34,2.51,2019-08-10
"232","CARI",2019-08-10 14:07:00,542.72,NA,NA,66.38,0.49,2019-08-10
"233","CARI",2019-08-10 14:08:00,496.01,NA,NA,66.38,0.49,2019-08-10
"234","CARI",2019-08-10 14:09:00,501.92,NA,NA,66.34,0.59,2019-08-10
"235","CARI",2019-08-10 14:10:00,518.86,NA,NA,66.37,0.63,2019-08-10
"236","CARI",2019-08-10 14:11:00,508.37,NA,NA,66.35,2.76,2019-08-10
"237","CARI",2019-08-10 14:12:00,528,NA,NA,66.35,0.64,2019-08-10
"238","CARI",2019-08-10 14:13:00,474.14,NA,NA,66.35,0.64,2019-08-10
"239","CARI",2019-08-10 14:14:00,497.34,NA,NA,66.34,0.62,2019-08-10
"240","CARI",2019-08-10 14:15:00,520.87,NA,32.6,66.35,0.67,2019-08-10
"241","CARI",2019-08-10 14:16:00,513.95,NA,NA,66.34,2.6,2019-08-10
"242","CARI",2019-08-10 14:17:00,509.01,NA,NA,66.34,0.67,2019-08-10
"243","CARI",2019-08-10 14:18:00,483.45,NA,NA,66.34,0.67,2019-08-10
"244","CARI",2019-08-10 14:19:00,507.73,NA,NA,66.34,0.83,2019-08-10
"245","CARI",2019-08-10 14:20:00,523,NA,NA,66.33,0.64,2019-08-10
"246","CARI",2019-08-10 14:21:00,520.35,NA,NA,66.32,2.59,2019-08-10
"247","CARI",2019-08-10 14:22:00,509.79,NA,NA,66.33,0.77,2019-08-10
"248","CARI",2019-08-10 14:23:00,486.59,NA,NA,66.33,0.77,2019-08-10
"249","CARI",2019-08-10 14:24:00,516.66,NA,NA,66.29,0.67,2019-08-10
"250","CARI",2019-08-10 14:25:00,535.47,NA,NA,66.35,0.65,2019-08-10
"251","CARI",2019-08-10 14:26:00,508.84,NA,NA,66.3,2.49,2019-08-10
"252","CARI",2019-08-10 14:27:00,524.91,NA,NA,66.32,0.65,2019-08-10
"253","CARI",2019-08-10 14:28:00,511.06,NA,NA,66.33,0.67,2019-08-10
"254","CARI",2019-08-10 14:29:00,505.38,NA,NA,66.31,0.65,2019-08-10
"255","CARI",2019-08-10 14:30:00,529,NA,32.6,66.33,0.6,2019-08-10
"256","CARI",2019-08-10 14:31:00,527.24,NA,NA,66.34,2.58,2019-08-10
"257","CARI",2019-08-10 14:32:00,506.79,NA,NA,66.35,0.64,2019-08-10
"258","CARI",2019-08-10 14:33:00,518.5,NA,NA,66.35,0.65,2019-08-10
"259","CARI",2019-08-10 14:34:00,520.5,NA,NA,66.32,0.64,2019-08-10
"260","CARI",2019-08-10 14:35:00,501.43,NA,NA,66.31,0.6,2019-08-10
"261","CARI",2019-08-10 14:36:00,519.91,NA,NA,66.31,2.64,2019-08-10
"262","CARI",2019-08-10 14:37:00,514.62,NA,NA,66.32,0.77,2019-08-10
"263","CARI",2019-08-10 14:38:00,514.11,NA,NA,66.32,0.77,2019-08-10
"264","CARI",2019-08-10 14:39:00,473.91,NA,NA,66.31,0.68,2019-08-10
"265","CARI",2019-08-10 14:40:00,506.19,NA,NA,66.3,0.65,2019-08-10
"266","CARI",2019-08-10 14:41:00,522.73,NA,NA,66.28,2.69,2019-08-10
"267","CARI",2019-08-10 14:42:00,501.12,NA,NA,66.31,0.64,2019-08-10
"268","CARI",2019-08-10 14:43:00,494.84,NA,NA,66.31,0.63,2019-08-10
"269","CARI",2019-08-10 14:44:00,503.23,NA,NA,66.31,0.64,2019-08-10
"270","CARI",2019-08-10 14:45:00,533.79,NA,32.7,66.29,0.59,2019-08-10
"271","CARI",2019-08-10 14:46:00,523.44,NA,NA,66.29,2.37,2019-08-10
"272","CARI",2019-08-10 14:47:00,510.41,NA,NA,66.29,0.61,2019-08-10
"273","CARI",2019-08-10 14:48:00,518.84,NA,NA,66.29,0.62,2019-08-10
"274","CARI",2019-08-10 14:49:00,524.81,NA,NA,66.3,0.63,2019-08-10
"275","CARI",2019-08-10 14:50:00,518.59,NA,NA,66.3,0.58,2019-08-10
"276","CARI",2019-08-10 14:51:00,509.96,NA,NA,66.29,2.35,2019-08-10
"277","CARI",2019-08-10 14:52:00,515.16,NA,NA,66.29,0.64,2019-08-10
"278","CARI",2019-08-10 14:53:00,533.53,NA,NA,66.29,0.64,2019-08-10
"279","CARI",2019-08-10 14:54:00,509.96,NA,NA,66.32,0.56,2019-08-10
"280","CARI",2019-08-10 14:55:00,511.05,NA,NA,66.34,0.57,2019-08-10
"281","CARI",2019-08-10 14:56:00,510.34,NA,NA,66.28,3.58,2019-08-10
"282","CARI",2019-08-10 14:57:00,499.23,NA,NA,66.3,0.66,2019-08-10
"283","CARI",2019-08-10 14:58:00,525.2,NA,NA,66.3,0.67,2019-08-10
"284","CARI",2019-08-10 14:59:00,528.77,NA,NA,66.31,0.63,2019-08-10
"285","CARI",2019-08-10 15:00:00,509.92,NA,32.6,66.3,0.66,2019-08-10
"286","CARI",2019-08-10 15:01:00,498.97,NA,NA,66.28,2.62,2019-08-10
"287","CARI",2019-08-10 15:02:00,536.94,NA,NA,66.27,0.73,2019-08-10
"288","CARI",2019-08-10 15:03:00,533.82,NA,NA,66.28,0.75,2019-08-10
"289","CARI",2019-08-10 15:04:00,531.05,NA,NA,66.29,0.6,2019-08-10
"290","CARI",2019-08-10 15:05:00,499.92,NA,NA,66.29,0.62,2019-08-10
"291","CARI",2019-08-10 15:06:00,491.43,NA,NA,66.26,2.49,2019-08-10
"292","CARI",2019-08-10 15:07:00,500.78,NA,NA,66.25,0.66,2019-08-10
"293","CARI",2019-08-10 15:08:00,504.67,NA,NA,66.25,0.66,2019-08-10
"294","CARI",2019-08-10 15:09:00,523.53,NA,NA,66.24,0.65,2019-08-10
"295","CARI",2019-08-10 15:10:00,525.09,NA,NA,66.18,0.59,2019-08-10
"296","CARI",2019-08-10 15:11:00,524.51,NA,NA,66.05,2.7,2019-08-10
"297","CARI",2019-08-10 15:12:00,515.65,NA,NA,66.01,0.71,2019-08-10
"298","CARI",2019-08-10 15:13:00,512.16,NA,NA,66,0.72,2019-08-10
"299","CARI",2019-08-10 15:14:00,539.85,NA,NA,66.03,0.86,2019-08-10
"300","CARI",2019-08-10 15:15:00,502.05,NA,32.4,66.01,0.8,2019-08-10
"301","CARI",2019-08-10 15:16:00,505.95,NA,NA,65.96,2.93,2019-08-10
"302","CARI",2019-08-10 15:17:00,508.57,NA,NA,65.96,0.88,2019-08-10
"303","CARI",2019-08-10 15:18:00,519.65,NA,NA,65.96,0.89,2019-08-10
"304","CARI",2019-08-10 15:19:00,515.65,NA,NA,65.88,0.84,2019-08-10
"305","CARI",2019-08-10 15:20:00,531.31,NA,NA,65.84,0.83,2019-08-10
"306","CARI",2019-08-10 15:21:00,507.44,NA,NA,65.8,2.94,2019-08-10
"307","CARI",2019-08-10 15:22:00,495.65,NA,NA,65.81,1.04,2019-08-10
"308","CARI",2019-08-10 15:23:00,530.59,NA,NA,65.81,1.04,2019-08-10
"309","CARI",2019-08-10 15:24:00,506.22,NA,NA,65.69,0.9,2019-08-10
