"","Site","DateTime","Discharge","fDOM","NO3","SpCond","Turb","day"
"1","CARI",2019-08-13 03:16:00,453.28,NA,NA,70.46,2.79,2019-08-13
"2","CARI",2019-08-13 03:17:00,474.89,NA,NA,70.48,0.5,2019-08-13
"3","CARI",2019-08-13 03:18:00,478.71,NA,NA,70.48,0.5,2019-08-13
"4","CARI",2019-08-13 03:19:00,448.53,NA,NA,70.46,0.27,2019-08-13
"5","CARI",2019-08-13 03:20:00,456.7,NA,NA,70.47,0.63,2019-08-13
"6","CARI",2019-08-13 03:21:00,475.9,NA,NA,70.48,2.6,2019-08-13
"7","CARI",2019-08-13 03:22:00,456.94,NA,NA,70.49,0.58,2019-08-13
"8","CARI",2019-08-13 03:23:00,481.83,NA,NA,70.49,0.57,2019-08-13
"9","CARI",2019-08-13 03:24:00,451.2,NA,NA,70.43,1.51,2019-08-13
"10","CARI",2019-08-13 03:25:00,472.97,NA,NA,70.43,1.27,2019-08-13
"11","CARI",2019-08-13 03:26:00,476.34,NA,NA,70.44,3.39,2019-08-13
"12","CARI",2019-08-13 03:27:00,473.35,NA,NA,70.5,1.46,2019-08-13
"13","CARI",2019-08-13 03:28:00,479.45,NA,NA,70.5,1.46,2019-08-13
"14","CARI",2019-08-13 03:29:00,455.6,NA,NA,70.48,1.42,2019-08-13
"15","CARI",2019-08-13 03:30:00,443.07,NA,32.4,70.49,1.34,2019-08-13
"16","CARI",2019-08-13 03:31:00,476.08,NA,NA,70.48,3.01,2019-08-13
"17","CARI",2019-08-13 03:32:00,468.14,NA,NA,70.49,0.6,2019-08-13
"18","CARI",2019-08-13 03:33:00,471.24,NA,NA,70.49,0.58,2019-08-13
"19","CARI",2019-08-13 03:34:00,491.19,NA,NA,70.44,1.06,2019-08-13
"20","CARI",2019-08-13 03:35:00,481.89,NA,NA,70.43,0.52,2019-08-13
"21","CARI",2019-08-13 03:36:00,480.64,NA,NA,70.42,2.65,2019-08-13
"22","CARI",2019-08-13 03:37:00,467.27,NA,NA,70.47,0.4,2019-08-13
"23","CARI",2019-08-13 03:38:00,464.87,NA,NA,70.47,0.4,2019-08-13
"24","CARI",2019-08-13 03:39:00,495.68,NA,NA,70.46,0.68,2019-08-13
