"","Site","DateTime","Discharge","fDOM","NO3","SpCond","Turb","day"
"1","CARI",2019-08-02 12:16:00,265.92,NA,NA,86.53,1.15,2019-08-02
"2","CARI",2019-08-02 12:17:00,257.24,NA,NA,86.53,1.15,2019-08-02
"3","CARI",2019-08-02 12:18:00,264.17,NA,NA,86.49,1.11,2019-08-02
"4","CARI",2019-08-02 12:19:00,264.89,NA,NA,86.49,1.11,2019-08-02
"5","CARI",2019-08-02 12:20:00,253.13,NA,NA,86.42,2.89,2019-08-02
"6","CARI",2019-08-02 12:21:00,258,NA,NA,86.42,1.15,2019-08-02
"7","CARI",2019-08-02 12:22:00,246.93,NA,NA,86.43,1.15,2019-08-02
"8","CARI",2019-08-02 12:23:00,270.25,NA,NA,86.44,1.2,2019-08-02
"9","CARI",2019-08-02 12:24:00,267.77,NA,NA,86.42,1.29,2019-08-02
"10","CARI",2019-08-02 12:25:00,273.49,NA,NA,86.36,3.03,2019-08-02
"11","CARI",2019-08-02 12:26:00,268.4,NA,NA,86.38,1.21,2019-08-02
"12","CARI",2019-08-02 12:27:00,277.34,NA,NA,86.38,1.21,2019-08-02
"13","CARI",2019-08-02 12:28:00,270.64,NA,NA,86.36,1.31,2019-08-02
"14","CARI",2019-08-02 12:29:00,271.53,NA,NA,86.38,1.2,2019-08-02
"15","CARI",2019-08-02 12:30:00,273.25,NA,28.3,86.3,2.91,2019-08-02
"16","CARI",2019-08-02 12:31:00,271.92,NA,NA,86.31,1.28,2019-08-02
"17","CARI",2019-08-02 12:32:00,268.89,NA,NA,86.3,1.27,2019-08-02
"18","CARI",2019-08-02 12:33:00,282.42,NA,NA,86.31,1.38,2019-08-02
"19","CARI",2019-08-02 12:34:00,286.15,NA,NA,86.3,1.46,2019-08-02
"20","CARI",2019-08-02 12:35:00,255.75,NA,NA,86.26,3.05,2019-08-02
"21","CARI",2019-08-02 12:36:00,269.13,NA,NA,86.25,1.42,2019-08-02
"22","CARI",2019-08-02 12:37:00,274.18,NA,NA,86.25,1.41,2019-08-02
"23","CARI",2019-08-02 12:38:00,279.23,NA,NA,86.27,1.28,2019-08-02
"24","CARI",2019-08-02 12:39:00,277.49,NA,NA,86.24,1.34,2019-08-02
"25","CARI",2019-08-02 12:40:00,275.42,NA,NA,86.17,2.91,2019-08-02
"26","CARI",2019-08-02 12:41:00,274.13,NA,NA,86.18,1.23,2019-08-02
"27","CARI",2019-08-02 12:42:00,294.55,NA,NA,86.18,1.23,2019-08-02
"28","CARI",2019-08-02 12:43:00,269.92,NA,NA,86.21,1.31,2019-08-02
"29","CARI",2019-08-02 12:44:00,291.71,NA,NA,86.19,1.29,2019-08-02
"30","CARI",2019-08-02 12:45:00,273.65,NA,28.3,86.12,3.02,2019-08-02
"31","CARI",2019-08-02 12:46:00,272.17,NA,NA,86.14,1.35,2019-08-02
"32","CARI",2019-08-02 12:47:00,275.17,NA,NA,86.14,1.35,2019-08-02
"33","CARI",2019-08-02 12:48:00,282.57,NA,NA,86.12,1.44,2019-08-02
"34","CARI",2019-08-02 12:49:00,281.92,NA,NA,86.11,1.41,2019-08-02
"35","CARI",2019-08-02 12:50:00,265,NA,NA,86.05,3.09,2019-08-02
"36","CARI",2019-08-02 12:51:00,279.18,NA,NA,86.07,1.46,2019-08-02
"37","CARI",2019-08-02 12:52:00,274.18,NA,NA,86.07,1.46,2019-08-02
"38","CARI",2019-08-02 12:53:00,258.29,NA,NA,86.07,1.42,2019-08-02
"39","CARI",2019-08-02 12:54:00,281.87,NA,NA,86.05,1.39,2019-08-02
"40","CARI",2019-08-02 12:55:00,280.23,NA,NA,86.04,3,2019-08-02
"41","CARI",2019-08-02 12:56:00,279.33,NA,NA,86.02,1.51,2019-08-02
"42","CARI",2019-08-02 12:57:00,285.42,NA,NA,86.02,1.51,2019-08-02
"43","CARI",2019-08-02 12:58:00,275.33,NA,NA,86.02,1.43,2019-08-02
