"","Site","DateTime","Q","day","fDOM.QSU.mn","nitrateuM","SpCond.uScm.mn","Turbidity.FNU.mn","MeanDischarge"
"1","POKE",2019-08-13 07:30:00,688.440314839613,2019-08-13,74.43,34.34,90.3818181818182,13.2027272727273,688.440314839613
"2","POKE",2019-08-13 07:45:00,686.754251199745,2019-08-13,74.7472727272727,34.21,89.9818181818182,13.72,686.754251199745
"3","POKE",2019-08-13 08:00:00,690.801517260098,2019-08-13,75.0790909090909,33.96,89.6,15.0318181818182,690.801517260098
"4","POKE",2019-08-13 08:15:00,695.710469922531,2019-08-13,75.5354545454545,33.85,89.3909090909091,13.9945454545455,695.710469922531
"5","POKE",2019-08-13 08:30:00,696.891071132773,2019-08-13,76.0190909090909,33.63,89.0727272727273,13.0672727272727,696.891071132773
"6","POKE",2019-08-13 08:45:00,698.071672343015,2019-08-13,NA,33.41,88.7363636363636,NA,698.071672343015
"7","POKE",2019-08-13 09:00:00,702.587091268702,2019-08-13,76.6481818181818,33.32,88.5090909090909,15.26,702.587091268702
"8","POKE",2019-08-13 09:15:00,704.235845344277,2019-08-13,77.0372727272727,33.17,88.2,15.6136363636364,704.235845344277
"9","POKE",2019-08-13 09:30:00,712.761220766023,2019-08-13,77.4190909090909,32.98,87.8727272727273,17.1954545454545,712.761220766023
"10","POKE",2019-08-13 09:45:00,718.962703331578,2019-08-13,77.7936363636364,32.77,87.4272727272727,17.8818181818182,718.962703331578
"11","POKE",2019-08-13 10:00:00,726.195548850203,2019-08-13,78.1445454545455,32.52,87.0727272727273,19.7972727272727,726.195548850203
"12","POKE",2019-08-13 10:15:00,724.078641909293,2019-08-13,78.5872727272727,32.41,86.7090909090909,18.0327272727273,724.078641909293
"13","POKE",2019-08-13 10:30:00,730.992572819757,2019-08-13,78.5445454545455,32.25,86.3090909090909,NA,730.992572819757
"14","POKE",2019-08-13 10:45:00,738.300037466968,2019-08-13,77.4972727272727,32.08,85.9363636363636,NA,738.300037466968
"15","POKE",2019-08-13 11:00:00,750.479145212319,2019-08-13,76.7409090909091,32.01,85.5090909090909,NA,750.479145212319
"16","POKE",2019-08-13 11:15:00,759.041830198358,2019-08-13,NA,32.02,85.0272727272727,NA,759.041830198358
"17","POKE",2019-08-13 11:30:00,758.610986897317,2019-08-13,NA,31.85,84.5363636363636,19.6027272727273,758.610986897317
"18","POKE",2019-08-13 11:45:00,769.572183868134,2019-08-13,78.4209090909091,31.79,84.1090909090909,NA,769.572183868134
"19","POKE",2019-08-13 12:00:00,769.928408040588,2019-08-13,79.5509090909091,31.64,83.8090909090909,NA,769.928408040588
"20","POKE",2019-08-13 12:15:00,777.235872687799,2019-08-13,79.7754545454546,31.52,83.5545454545454,NA,777.235872687799
"21","POKE",2019-08-13 12:30:00,784.224422726848,2019-08-13,80.0890909090909,31.58,83.2090909090909,NA,784.224422726848
"22","POKE",2019-08-13 12:45:00,789.808514169897,2019-08-13,80.6263636363636,31.58,82.8636363636364,29.4154545454545,789.808514169897
"23","POKE",2019-08-13 13:00:00,799.626419494765,2019-08-13,81.9281818181818,31.62,82.5818181818182,NA,799.626419494765
"24","POKE",2019-08-13 13:15:00,804.854286765359,2019-08-13,83.3681818181818,31.51,82.2090909090909,NA,804.854286765359
"25","POKE",2019-08-13 13:30:00,813.416971751398,2019-08-13,NA,31.5,81.7090909090909,NA,813.416971751398
"26","POKE",2019-08-13 13:45:00,816.996084946418,2019-08-13,NA,31.56,80.3090909090909,NA,816.996084946418
"27","POKE",2019-08-13 14:00:00,826.02692279779,2019-08-13,87.0818181818182,31.48,79.7090909090909,NA,826.02692279779
"28","POKE",2019-08-13 14:15:00,834.158764482789,2019-08-13,87.6318181818182,31.7,79.5363636363636,22.9563636363636,834.158764482789
"29","POKE",2019-08-13 14:30:00,834.514988655243,2019-08-13,88.2981818181818,31.84,79.2727272727273,NA,834.514988655243
"30","POKE",2019-08-13 14:45:00,835.264746564445,2019-08-13,88.7690909090909,31.77,78.8090909090909,22.7845454545455,835.264746564445
"31","POKE",2019-08-13 15:00:00,845.045342325019,2019-08-13,89.2854545454545,31.87,78.5909090909091,NA,845.045342325019
"32","POKE",2019-08-13 15:15:00,846.656786836301,2019-08-13,89.4181818181818,31.91,78.4454545454546,22.2272727272727,846.656786836301
"33","POKE",2019-08-13 15:30:00,844.614499023978,2019-08-13,89.4672727272727,32.2,78.3,22.7190909090909,844.614499023978
"34","POKE",2019-08-13 15:45:00,849.879675858866,2019-08-13,90.5290909090909,32.26,78.0909090909091,20.8772727272727,849.879675858866
"35","POKE",2019-08-13 16:00:00,844.146346158645,2019-08-14,91.0309090909091,32.36,77.8,NA,844.146346158645
"36","POKE",2019-08-13 16:15:00,849.486142122119,2019-08-14,91.0936363636364,32.43,77.6727272727273,NA,849.486142122119
"37","POKE",2019-08-13 16:30:00,846.544858143422,2019-08-14,91.6172727272727,32.48,77.5,NA,846.544858143422
