"0",""
"0","#plot(FRCH.st$inst_rainfall_mm ~ FRCH.st$DateTime, type=""h"","
"0","#     xlim = as.POSIXct(c(""2019-05-01 0:00:00"",""2019-10-15 00:00:00""), tz=""America/Anchorage""),"
"0","#     ylim = c(10,0), "
"0","#     axes=F, xlab="""", ylab="""")"
"0","#axis(side = 4)"
"0","#mtext(side = 4, line = 3, 'POKE precip. (mm)')"
"0","##abline(v = as.POSIXct(frch.five.fourty.eight$DateTime), col=""yellow"", lwd = 0.1)"
"0","#abline(v = as.POSIXct(frch.five.twenty.four$DateTime), col = ""green"", lwd = 0.1)"
"0","#par(new = T)"
"0","#plot(MOOS$Q ~ MOOS$DateTime, type = ""l"", xlab = """", ylab = ""Q (L/sec)"", col = ""purple"", ylim = c(0,7000)) +"
"0","#  lines(FRCH$Q ~ FRCH$DateTime, type = ""l"", col = ""red"") +"
"0","#  lines(VAUL$Q ~ VAUL$DateTime, type = ""l"", col = ""blue"") +"
"0","#  lines(POKE$Q ~ POKE$DateTime, type = ""l"", col = ""black"") +"
"0","#  lines(STRT$Q ~ STRT$DateTime, type = ""l"", col = ""orange"") "
"0",""
"0",""
