"","site.ID","year","storm.num","response","HI","precip","precip.week","precip.month","ThreeMonth","TOTAL.TIME","Intensity","doy","burn","pf"
"1","MOOS",2019,"storm1","NO3",-0.355615849422621,5.8,42.2,42.2,42.2,175.25,0.033095577746077,150.979166666667,"burned","medium"
"2","MOOS",2019,"storm3","NO3",0.334846587351287,0,11.8,69.4,119.2,62.25,0,192.6875,"burned","medium"
"3","MOOS",2019,"storm5","NO3",0.113662293211617,16,31,48,155.4,66.25,0.241509433962264,209.3125,"burned","medium"
"4","MOOS",2019,"storm6a","NO3",0.811462238885912,18.4,46.8,64,171.4,28.25,0.651327433628319,212.1875,"burned","medium"
"5","MOOS",2019,"storm6d","NO3",-0.498060370954055,36.4,54.2,107.8,215.2,119.5,0.304602510460251,216.71875,"burned","medium"
"6","MOOS",2019,"storm7a","NO3",0.5522128705849,6.4,49.8,154,277.8,41.25,0.155151515151515,224.145833333333,"burned","medium"
"7","MOOS",2019,"storm7b","NO3",-0.412081339712919,35.8,34.4,160.4,284.2,20.75,1.72530120481928,225.927083333333,"burned","medium"
"8","MOOS",2019,"storm7c","NO3",-0.00586826140907212,14.4,69.4,196.6,321,107.25,0.134265734265734,226.895833333333,"burned","medium"
"9","MOOS",2019,"storm8","NO3",0.615303707599264,0.2,26.4,30.2,274.6,43.25,0.0046242774566474,263.3125,"burned","medium"
"10","MOOS",2019,"storm9","NO3",0.308446455505279,10.8,26,59.2,298.8,132.25,0.0816635160680529,274.104166666667,"burned","medium"
"11","MOOS",2019,"storm1","fDOM",-0.217292768120472,5.8,42.2,42.2,42.2,175.25,0.033095577746077,150.979166666667,"burned","medium"
"12","MOOS",2019,"storm3","fDOM",0.19586006536733,0,11.8,69.4,119.2,62.25,0,192.6875,"burned","medium"
"13","MOOS",2019,"storm4","fDOM",-0.436454613794419,10.8,13.8,35.6,138.2,63.75,0.169411764705882,205.927083333333,"burned","medium"
"14","MOOS",2019,"storm5","fDOM",-0.668545098949183,16,31,48,155.4,66.25,0.241509433962264,209.3125,"burned","medium"
"15","MOOS",2019,"storm6a","fDOM",0.116305210261881,18.4,46.8,64,171.4,28.25,0.651327433628319,212.1875,"burned","medium"
"16","MOOS",2019,"storm6b","fDOM",0.650574853792194,8.6,51.6,82.4,189.8,23.5,0.365957446808511,213.385416666667,"burned","medium"
"17","MOOS",2019,"storm6c","fDOM",-0.318278344780366,16.8,59,91,198.4,55.5,0.302702702702703,214.385416666667,"burned","medium"
"18","MOOS",2019,"storm6d","fDOM",-0.00597495829692368,36.4,54.2,107.8,215.2,119.5,0.304602510460251,216.71875,"burned","medium"
"19","MOOS",2019,"storm7a","fDOM",0.164436441525733,6.4,49.8,154,277.8,41.25,0.155151515151515,224.145833333333,"burned","medium"
"20","MOOS",2019,"storm7b","fDOM",0.186558874351992,35.8,34.4,160.4,284.2,20.75,1.72530120481928,225.927083333333,"burned","medium"
"21","MOOS",2019,"storm7c","fDOM",0.0485624871036514,14.4,69.4,196.6,321,107.25,0.134265734265734,226.895833333333,"burned","medium"
"22","MOOS",2019,"storm8","fDOM",-0.614888898810851,0.2,26.4,30.2,274.6,43.25,0.0046242774566474,263.3125,"burned","medium"
"23","MOOS",2019,"storm9","fDOM",-0.547529940119761,10.8,26,59.2,298.8,132.25,0.0816635160680529,274.104166666667,"burned","medium"
"24","MOOS",2019,"storm1","SPC",0.727960403436683,5.8,42.2,42.2,42.2,175.25,0.033095577746077,150.979166666667,"burned","medium"
"25","MOOS",2019,"storm3","SPC",0.596801346801349,0,11.8,69.4,119.2,62.25,0,192.6875,"burned","medium"
"26","MOOS",2019,"storm4","SPC",-0.176084099868543,10.8,13.8,35.6,138.2,63.75,0.169411764705882,205.927083333333,"burned","medium"
"27","MOOS",2019,"storm5","SPC",0.789535984848503,16,31,48,155.4,66.25,0.241509433962264,209.3125,"burned","medium"
"28","MOOS",2019,"storm6a","SPC",0.844658659924139,18.4,46.8,64,171.4,28.25,0.651327433628319,212.1875,"burned","medium"
"29","MOOS",2019,"storm6b","SPC",0.835983921705697,8.6,51.6,82.4,189.8,23.5,0.365957446808511,213.385416666667,"burned","medium"
"30","MOOS",2019,"storm6c","SPC",0.506074168797955,16.8,59,91,198.4,55.5,0.302702702702703,214.385416666667,"burned","medium"
"31","MOOS",2019,"storm6d","SPC",0.506908904810645,36.4,54.2,107.8,215.2,119.5,0.304602510460251,216.71875,"burned","medium"
"32","MOOS",2019,"storm7a","SPC",0.116641337386017,6.4,49.8,154,277.8,41.25,0.155151515151515,224.145833333333,"burned","medium"
"33","MOOS",2019,"storm7b","SPC",-0.514112903225795,35.8,34.4,160.4,284.2,20.75,1.72530120481928,225.927083333333,"burned","medium"
"34","MOOS",2019,"storm7c","SPC",0.313053097345134,14.4,69.4,196.6,321,107.25,0.134265734265734,226.895833333333,"burned","medium"
"35","MOOS",2019,"storm8","SPC",0.897994129158527,0.2,26.4,30.2,274.6,43.25,0.0046242774566474,263.3125,"burned","medium"
"36","MOOS",2019,"storm9","SPC",0.674107142857143,10.8,26,59.2,298.8,132.25,0.0816635160680529,274.104166666667,"burned","medium"
"37","MOOS",2019,"storm1","turb",0.132561543260234,5.8,42.2,42.2,42.2,175.25,0.033095577746077,150.979166666667,"burned","medium"
"38","MOOS",2019,"storm3","turb",-0.0163978705849998,0,11.8,69.4,119.2,62.25,0,192.6875,"burned","medium"
"39","MOOS",2019,"storm4","turb",-0.0479860765788153,10.8,13.8,35.6,138.2,63.75,0.169411764705882,205.927083333333,"burned","medium"
"40","MOOS",2019,"storm5","turb",-0.082690408591532,16,31,48,155.4,66.25,0.241509433962264,209.3125,"burned","medium"
"41","MOOS",2019,"storm6a","turb",-0.12862587108014,18.4,46.8,64,171.4,28.25,0.651327433628319,212.1875,"burned","medium"
"42","MOOS",2019,"storm6b","turb",-0.250519236206259,8.6,51.6,82.4,189.8,23.5,0.365957446808511,213.385416666667,"burned","medium"
"43","MOOS",2019,"storm6c","turb",0.153762227732082,16.8,59,91,198.4,55.5,0.302702702702703,214.385416666667,"burned","medium"
"44","MOOS",2019,"storm6d","turb",0.0736980339186556,36.4,54.2,107.8,215.2,119.5,0.304602510460251,216.71875,"burned","medium"
"45","MOOS",2019,"storm7a","turb",0.0658867067878976,6.4,49.8,154,277.8,41.25,0.155151515151515,224.145833333333,"burned","medium"
"46","MOOS",2019,"storm7b","turb",-0.277005574860629,35.8,34.4,160.4,284.2,20.75,1.72530120481928,225.927083333333,"burned","medium"
"47","MOOS",2019,"storm7c","turb",0.263853114563474,14.4,69.4,196.6,321,107.25,0.134265734265734,226.895833333333,"burned","medium"
"48","MOOS",2019,"storm8","turb",0.070930280698849,0.2,26.4,30.2,274.6,43.25,0.0046242774566474,263.3125,"burned","medium"
"49","MOOS",2019,"storm9","turb",0.0464063483185346,10.8,26,59.2,298.8,132.25,0.0816635160680529,274.104166666667,"burned","medium"
