"","site.ID","year","storm.num","response","HI","precip","precip.week","precip.month","ThreeMonth","TOTAL.TIME","Intensity","doy","burn","pf"
"1","POKE",2019,"storm1","NO3",-0.12722035525686,5.207,6.223,26.035,38.354,25.5,0.204196078431373,180.1875,"burned","medium"
"2","POKE",2019,"storm2","NO3",0.100472813238766,0.127,9.779,32.639,53.34,22.5,0.00564444444444444,192.270833333333,"burned","medium"
"3","POKE",2019,"storm4","NO3",0.545454545454545,3.048,32.132,47.88,91.441,28.5,0.106947368421053,211.8125,"burned","medium"
"4","POKE",2019,"storm5a","NO3",-0.425665399239544,52.578,27.432,55.627,99.188,21.5,2.44548837209302,213.104166666667,"burned","medium"
"5","POKE",2019,"storm5b","NO3",-0.427702044790653,28.702,73.787,108.205,151.766,59.5,0.482386554621849,214.020833333333,"burned","medium"
"6","POKE",2019,"storm5c","NO3",0.72406914893617,8.636,96.139,136.907,180.468,27.5,0.314036363636364,216.520833333333,"burned","medium"
"7","POKE",2019,"storm5d","NO3",0.55625,4.064,25.4,143.765,197.232,24.5,0.165877551020408,221.229166666667,"burned","medium"
"8","POKE",2019,"storm7","NO3",0.185534591194969,15.875,41.91,174.118,228.22,66.5,0.238721804511278,226.729166666667,"burned","medium"
"9","POKE",2019,"storm8","NO3",0.687530091478106,4.699,7.112,24.511,240.031,23.5,0.199957446808511,271.520833333333,"burned","medium"
"10","POKE",2019,"storm1","fDOM",0.389493778280541,5.207,6.223,26.035,38.354,25.5,0.204196078431373,180.1875,"burned","medium"
"11","POKE",2019,"storm2","fDOM",-0.288760139049806,0.127,9.779,32.639,53.34,22.5,0.00564444444444444,192.270833333333,"burned","medium"
"12","POKE",2019,"storm3","fDOM",-0.321666444651661,9.779,10.161,35.561,69.343,36.5,0.267917808219178,206.020833333333,"burned","medium"
"13","POKE",2019,"storm4","fDOM",-0.00651711673399861,3.048,32.132,47.88,91.441,28.5,0.106947368421053,211.8125,"burned","medium"
"14","POKE",2019,"storm5a","fDOM",-0.355549658720682,52.578,27.432,55.627,99.188,21.5,2.44548837209302,213.104166666667,"burned","medium"
"15","POKE",2019,"storm5b","fDOM",-0.480764327219534,28.702,73.787,108.205,151.766,59.5,0.482386554621849,214.020833333333,"burned","medium"
"16","POKE",2019,"storm5c","fDOM",-0.684603267834259,8.636,96.139,136.907,180.468,27.5,0.314036363636364,216.520833333333,"burned","medium"
"17","POKE",2019,"storm5d","fDOM",-0.164321263085639,4.064,25.4,143.765,197.232,24.5,0.165877551020408,221.229166666667,"burned","medium"
"18","POKE",2019,"storm7","fDOM",-0.386137211750072,15.875,41.91,174.118,228.22,66.5,0.238721804511278,226.729166666667,"burned","medium"
"19","POKE",2019,"storm8","fDOM",-0.517313128140708,4.699,7.112,24.511,240.031,23.5,0.199957446808511,271.520833333333,"burned","medium"
"20","POKE",2019,"storm9","fDOM",-0.566791031454175,3.683,22.352,34.417,256.16,52.5,0.070152380952381,276.3125,"burned","medium"
"21","POKE",2019,"storm1","SPC",0.704876273653557,5.207,6.223,26.035,38.354,25.5,0.204196078431373,180.1875,"burned","medium"
"22","POKE",2019,"storm2","SPC",0.531354051054362,0.127,9.779,32.639,53.34,22.5,0.00564444444444444,192.270833333333,"burned","medium"
"23","POKE",2019,"storm3","SPC",0.844004065040638,9.779,10.161,35.561,69.343,36.5,0.267917808219178,206.020833333333,"burned","medium"
"24","POKE",2019,"storm4","SPC",0.696214662194526,3.048,32.132,47.88,91.441,28.5,0.106947368421053,211.8125,"burned","medium"
"25","POKE",2019,"storm5a","SPC",0.831325172280953,52.578,27.432,55.627,99.188,21.5,2.44548837209302,213.104166666667,"burned","medium"
"26","POKE",2019,"storm5b","SPC",0.324804838294587,28.702,73.787,108.205,151.766,59.5,0.482386554621849,214.020833333333,"burned","medium"
"27","POKE",2019,"storm5c","SPC",-0.0234009360374413,8.636,96.139,136.907,180.468,27.5,0.314036363636364,216.520833333333,"burned","medium"
"28","POKE",2019,"storm5d","SPC",0.461246200607933,4.064,25.4,143.765,197.232,24.5,0.165877551020408,221.229166666667,"burned","medium"
"29","POKE",2019,"storm7","SPC",0.616154567459712,15.875,41.91,174.118,228.22,66.5,0.238721804511278,226.729166666667,"burned","medium"
"30","POKE",2019,"storm8","SPC",0.707112970711326,4.699,7.112,24.511,240.031,23.5,0.199957446808511,271.520833333333,"burned","medium"
"31","POKE",2019,"storm9","SPC",0.6336389280677,3.683,22.352,34.417,256.16,52.5,0.070152380952381,276.3125,"burned","medium"
"32","POKE",2019,"storm1","turb",-0.342950223976443,5.207,6.223,26.035,38.354,25.5,0.204196078431373,180.1875,"burned","medium"
"33","POKE",2019,"storm2","turb",0.157686105885513,0.127,9.779,32.639,53.34,22.5,0.00564444444444444,192.270833333333,"burned","medium"
"34","POKE",2019,"storm3","turb",-0.0380393427838674,9.779,10.161,35.561,69.343,36.5,0.267917808219178,206.020833333333,"burned","medium"
"35","POKE",2019,"storm4","turb",0.139579101782893,3.048,32.132,47.88,91.441,28.5,0.106947368421053,211.8125,"burned","medium"
