"0","aictab(list(M0,M1,M2,M3,M10,M11,M12))"
"2","
Model names have been supplied automatically in the table
"
"2","
Model selection for fixed effects is only appropriate with ML estimation:
REML (default) should only be used to select random effects for a constant set of fixed effects
"
"1","
Model selection based on "
"1",""
"1","AICc"
"1",""
"1",":
"
"1","
"
"1","    "
"1","  K"
"1","   AICc"
"1"," Delta_AICc"
"1"," AICcWt"
"1"," Cum.Wt"
"1"," Res.LL"
"1","
Mod3"
"1","  8"
"1"," 185.17"
"1","       0.00"
"1","   0.84"
"1","   0.84"
"1"," -84.19"
"1","
Mod6"
"1"," 10"
"1"," 189.74"
"1","       4.57"
"1","   0.09"
"1","   0.93"
"1"," -84.25"
"1","
Mod7"
"1"," 11"
"1"," 191.58"
"1","       6.40"
"1","   0.03"
"1","   0.96"
"1"," -84.04"
"1","
Mod2"
"1","  9"
"1"," 192.00"
"1","       6.83"
"1","   0.03"
"1","   0.99"
"1"," -86.50"
"1","
Mod5"
"1"," 10"
"1"," 194.22"
"1","       9.05"
"1","   0.01"
"1","   1.00"
"1"," -86.49"
"1","
Mod4"
"1"," 11"
"1"," 196.48"
"1","      11.30"
"1","   0.00"
"1","   1.00"
"1"," -86.49"
"1","
Mod1"
"1"," 11"
"1"," 201.48"
"1","      16.30"
"1","   0.00"
"1","   1.00"
"1"," -88.99"
"1","
"
"1","
"
