"","column_label","HI","Q_interval","storm.ID","site.ID","storm.num","month","day","response","date","doy"
"Interpolated HI for 2% discharge...1","1",0.0319103150042025,2,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 4% discharge...2","1",0.064363740700511,4,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 6% discharge...3","1",0.065152788309799,6,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 8% discharge...4","1",0.0672842415920303,8,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 10% discharge...5","1",0.0673969626790724,10,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 12% discharge...6","1",0.0683397208615973,12,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 14% discharge...7","1",0.0689545631545515,14,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 16% discharge...8","1",0.0696923739060912,16,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 18% discharge...9","1",0.0699075687086259,18,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 20% discharge...10","1",0.0711270059229804,20,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 22% discharge...11","1",0.0682372471461062,22,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 24% discharge...12","1",0.069108273727788,24,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 26% discharge...13","1",0.103549689504642,26,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 28% discharge...14","1",0.107351464349394,28,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 30% discharge...15","1",0.110302707355563,30,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 32% discharge...16","1",0.105199516324063,32,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 34% discharge...17","1",0.0957514397557024,34,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 36% discharge...18","1",0.103334494702109,36,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 38% discharge...19","1",0.104943332035333,38,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 40% discharge...20","1",0.106439448281516,40,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 42% discharge...21","1",0.108242985674175,42,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 44% discharge...22","1",0.108232738302624,44,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 46% discharge...23","1",0.107341216977844,46,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 48% discharge...24","1",0.107105527432214,48,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 50% discharge...25","1",0.105773369130817,50,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 52% discharge...26","1",0.137693931506568,52,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 54% discharge...27","1",0.138657184432193,54,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 56% discharge...28","1",0.5312852253397,56,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 58% discharge...29","1",0.526755887114954,58,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 60% discharge...30","1",0.178433381837558,60,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 62% discharge...31","1",0.178720308240936,62,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 64% discharge...32","1",0.173600721414956,64,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 66% discharge...33","1",0.169885024491217,66,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 68% discharge...34","1",0.166712438259586,68,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 70% discharge...35","1",0.161734265160986,70,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 72% discharge...36","1",0.15849199680282,72,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 74% discharge...37","1",0.153950361732216,74,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 76% discharge...38","1",0.1513434304101,76,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 78% discharge...39","1",0.145820097145082,78,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 80% discharge...40","1",0.14188100752157,80,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 82% discharge...41","1",0.138603898100137,82,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 84% discharge...42","1",0.131309819031418,84,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 86% discharge...43","1",0.128612710839669,86,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 88% discharge...44","1",0.119781526038571,88,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 90% discharge...45","1",0.116879470415838,90,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 92% discharge...46","1",0.119381878548152,92,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 94% discharge...47","1",0.120433258869099,94,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 96% discharge...48","1",0.114098333777385,96,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 98% discharge...49","1",0.105004816264627,98,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 100% discharge...50","1",0.509161150164982,100,"FRCH_storm1_06_13_NO3","FRCH","storm1","06","13","NO3",2021-06-13,164
"Interpolated HI for 2% discharge...51","2",-0.132784729778745,2,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 4% discharge...52","2",-0.268453028654334,4,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 6% discharge...53","2",-0.273499274573812,6,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 8% discharge...54","2",-0.277357635110627,8,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 10% discharge...55","2",-0.282444686253174,10,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 12% discharge...56","2",-0.28604007979688,12,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 14% discharge...57","2",-0.290111534276387,14,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 16% discharge...58","2",-0.294672651432716,16,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 18% discharge...59","2",-0.295475154153065,18,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 20% discharge...60","2",-0.304883025027203,20,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 22% discharge...61","2",-0.309970076169749,22,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 24% discharge...62","2",-0.326722887196228,24,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 26% discharge...63","2",-0.392333151976786,26,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 28% discharge...64","2",-0.413161951396445,28,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 30% discharge...65","2",-0.421848929996372,30,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 32% discharge...66","2",-0.440546789989118,32,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 34% discharge...67","2",-0.45477421109902,34,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 36% discharge...68","2",-0.465564925643815,36,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 38% discharge...69","2",-0.458070366340225,38,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 40% discharge...70","2",-0.434670837867247,40,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 42% discharge...71","2",-0.428010518679725,42,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 44% discharge...72","2",-0.428237214363439,44,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 46% discharge...73","2",-0.434802321363801,46,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 48% discharge...74","2",-0.442886289445049,48,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 50% discharge...75","2",-0.447193507435618,50,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 52% discharge...76","2",-0.43366884294523,52,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 54% discharge...77","2",-0.436339318099383,54,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 56% discharge...78","2",-0.441884294523032,56,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 58% discharge...79","2",-0.442958832063837,58,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 60% discharge...80","2",-0.372878128400435,60,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 62% discharge...81","2",-0.37123231773667,62,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 64% discharge...82","2",-0.374922923467537,64,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 66% discharge...83","2",-0.371495284729779,66,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 68% discharge...84","2",-0.36784548422198,68,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 70% discharge...85","2",-0.364377040261153,70,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 72% discharge...86","2",-0.368534639100472,72,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 74% discharge...87","2",-0.374347116430903,74,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 76% discharge...88","2",-0.370546789989118,76,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 78% discharge...89","2",-0.372127312295974,78,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 80% discharge...90","2",-0.281696590496917,80,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 82% discharge...91","2",-0.281113982589771,82,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 84% discharge...92","2",-0.277550326441784,84,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 86% discharge...93","2",-0.277550326441784,86,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 88% discharge...94","2",-0.270649709829525,88,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 90% discharge...95","2",-0.265662404787813,90,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
"Interpolated HI for 92% discharge...96","2",-0.260260246644903,92,"FRCH_storm1_06_13_fDOM","FRCH","storm1","06","13","fDOM",2021-06-13,164
