"","DateTime","Site","Discharge","fDOM","NO3","SpCond","Turb","day"
"1",2021-08-20 03:46:00,"CARI",147.24,100.59,NA,62.62,1.63,2021-08-20
"2",2021-08-20 03:47:00,"CARI",147.52,100.9,NA,62.58,1.73,2021-08-20
"3",2021-08-20 03:48:00,"CARI",148.18,100.77,NA,62.58,1.59,2021-08-20
"4",2021-08-20 03:49:00,"CARI",142.69,100.65,NA,62.59,1.52,2021-08-20
"5",2021-08-20 03:50:00,"CARI",146.69,100.7,NA,62.59,1.52,2021-08-20
"6",2021-08-20 03:51:00,"CARI",144.66,100.7,NA,62.59,1.64,2021-08-20
"7",2021-08-20 03:52:00,"CARI",152.97,100.88,NA,62.57,1.57,2021-08-20
"8",2021-08-20 03:53:00,"CARI",144.11,100.77,NA,62.6,1.68,2021-08-20
"9",2021-08-20 03:54:00,"CARI",143.55,100.67,NA,62.6,1.55,2021-08-20
"10",2021-08-20 03:55:00,"CARI",147.71,100.62,NA,62.6,1.55,2021-08-20
"11",2021-08-20 03:56:00,"CARI",147.33,100.63,NA,62.61,1.63,2021-08-20
"12",2021-08-20 03:57:00,"CARI",152.41,100.69,NA,62.61,1.53,2021-08-20
"13",2021-08-20 03:58:00,"CARI",147.85,100.38,NA,62.6,1.7,2021-08-20
"14",2021-08-20 03:59:00,"CARI",144.57,100.46,NA,62.58,1.73,2021-08-20
"15",2021-08-20 04:00:00,"CARI",147.85,100.03,37,62.58,1.73,2021-08-20
"16",2021-08-20 04:01:00,"CARI",153.51,100.05,NA,62.61,1.8,2021-08-20
"17",2021-08-20 04:02:00,"CARI",149.03,100.82,NA,62.62,1.74,2021-08-20
"18",2021-08-20 04:03:00,"CARI",144.15,100.7,NA,62.61,1.71,2021-08-20
"19",2021-08-20 04:04:00,"CARI",145.59,100.58,NA,62.61,1.71,2021-08-20
"20",2021-08-20 04:05:00,"CARI",147.52,100.55,NA,62.61,1.71,2021-08-20
"21",2021-08-20 04:06:00,"CARI",150.53,100.55,NA,62.59,1.7,2021-08-20
"22",2021-08-20 04:07:00,"CARI",146.87,100.84,NA,62.61,1.73,2021-08-20
"23",2021-08-20 04:08:00,"CARI",147.24,100.57,NA,62.62,1.72,2021-08-20
"24",2021-08-20 04:09:00,"CARI",142.55,100.46,NA,62.63,1.7,2021-08-20
"25",2021-08-20 04:10:00,"CARI",144.66,100.46,NA,62.63,1.7,2021-08-20
"26",2021-08-20 04:11:00,"CARI",143.52,100.46,NA,62.61,1.73,2021-08-20
"27",2021-08-20 04:12:00,"CARI",148.66,100.69,NA,62.62,1.78,2021-08-20
"28",2021-08-20 04:13:00,"CARI",150.63,100.48,NA,62.63,1.71,2021-08-20
"29",2021-08-20 04:14:00,"CARI",146.49,100.42,NA,62.61,1.66,2021-08-20
"30",2021-08-20 04:15:00,"CARI",149.62,100.35,36.8,62.61,1.66,2021-08-20
"31",2021-08-20 04:16:00,"CARI",142.2,100.36,NA,62.64,1.79,2021-08-20
"32",2021-08-20 04:17:00,"CARI",147.71,100.6,NA,62.64,1.75,2021-08-20
"33",2021-08-20 04:18:00,"CARI",139.72,100.45,NA,62.62,2.06,2021-08-20
"34",2021-08-20 04:19:00,"CARI",144.29,100.28,NA,62.63,1.85,2021-08-20
"35",2021-08-20 04:20:00,"CARI",146.2,100.36,NA,62.63,1.85,2021-08-20
"36",2021-08-20 04:21:00,"CARI",146.87,100.36,NA,62.64,1.84,2021-08-20
"37",2021-08-20 04:22:00,"CARI",145.59,100.63,NA,62.66,1.69,2021-08-20
"38",2021-08-20 04:23:00,"CARI",146.49,100.35,NA,62.67,1.89,2021-08-20
"39",2021-08-20 04:24:00,"CARI",146.49,100.43,NA,62.63,1.71,2021-08-20
"40",2021-08-20 04:25:00,"CARI",148.53,100.08,NA,62.63,1.71,2021-08-20
"41",2021-08-20 04:26:00,"CARI",151.1,100.08,NA,62.65,1.63,2021-08-20
"42",2021-08-20 04:27:00,"CARI",148.4,100.47,NA,62.65,1.73,2021-08-20
"43",2021-08-20 04:28:00,"CARI",147.52,100.42,NA,62.64,1.66,2021-08-20
"44",2021-08-20 04:29:00,"CARI",146.11,100.4,NA,62.63,1.61,2021-08-20
"45",2021-08-20 04:30:00,"CARI",145.79,100.37,37,62.63,1.61,2021-08-20
"46",2021-08-20 04:31:00,"CARI",151.77,100.37,NA,62.66,1.61,2021-08-20
"47",2021-08-20 04:32:00,"CARI",146.12,100.58,NA,62.65,1.62,2021-08-20
"48",2021-08-20 04:33:00,"CARI",150.41,100.46,NA,62.68,1.56,2021-08-20
"49",2021-08-20 04:34:00,"CARI",146.49,100.47,NA,62.65,1.53,2021-08-20
"50",2021-08-20 04:35:00,"CARI",147.63,100.44,NA,62.65,1.53,2021-08-20
"51",2021-08-20 04:36:00,"CARI",153.31,100.44,NA,62.67,1.61,2021-08-20
"52",2021-08-20 04:37:00,"CARI",147.71,100.79,NA,62.67,1.54,2021-08-20
"53",2021-08-20 04:38:00,"CARI",152.6,100.53,NA,62.69,1.55,2021-08-20
"54",2021-08-20 04:39:00,"CARI",150.56,100.5,NA,62.67,1.54,2021-08-20
"55",2021-08-20 04:40:00,"CARI",149.15,100.43,NA,62.67,1.54,2021-08-20
"56",2021-08-20 04:41:00,"CARI",142.9,100.46,NA,62.69,1.56,2021-08-20
"57",2021-08-20 04:42:00,"CARI",147.1,100.46,NA,62.71,1.57,2021-08-20
"58",2021-08-20 04:43:00,"CARI",146.11,100.76,NA,62.72,1.62,2021-08-20
"59",2021-08-20 04:44:00,"CARI",153.31,100.59,NA,62.7,1.58,2021-08-20
"60",2021-08-20 04:45:00,"CARI",147.1,100.51,36.8,62.7,1.58,2021-08-20
"61",2021-08-20 04:46:00,"CARI",142.2,100.5,NA,62.7,1.6,2021-08-20
"62",2021-08-20 04:47:00,"CARI",149.56,100.79,NA,62.72,1.61,2021-08-20
"63",2021-08-20 04:48:00,"CARI",146.41,100.55,NA,62.72,1.6,2021-08-20
"64",2021-08-20 04:49:00,"CARI",150.59,100.52,NA,62.71,1.66,2021-08-20
"65",2021-08-20 04:50:00,"CARI",148.78,100.48,NA,62.71,1.66,2021-08-20
"66",2021-08-20 04:51:00,"CARI",148.27,100.48,NA,62.75,1.59,2021-08-20
"67",2021-08-20 04:52:00,"CARI",144.01,100.73,NA,62.75,1.62,2021-08-20
"68",2021-08-20 04:53:00,"CARI",152.15,100.56,NA,62.73,1.57,2021-08-20
"69",2021-08-20 04:54:00,"CARI",147.23,100.33,NA,62.72,1.53,2021-08-20
"70",2021-08-20 04:55:00,"CARI",147.85,100.42,NA,62.72,1.53,2021-08-20
"71",2021-08-20 04:56:00,"CARI",153.69,100.42,NA,62.73,1.53,2021-08-20
"72",2021-08-20 04:57:00,"CARI",152.92,100.7,NA,62.76,1.55,2021-08-20
"73",2021-08-20 04:58:00,"CARI",153.31,100.47,NA,62.75,1.56,2021-08-20
"74",2021-08-20 04:59:00,"CARI",145.59,100.38,NA,62.71,1.59,2021-08-20
"75",2021-08-20 05:00:00,"CARI",150.88,100.27,36.9,62.71,1.59,2021-08-20
"76",2021-08-20 05:01:00,"CARI",149.56,100.26,NA,62.77,1.52,2021-08-20
"77",2021-08-20 05:02:00,"CARI",149.88,100.55,NA,62.75,1.48,2021-08-20
"78",2021-08-20 05:03:00,"CARI",150.59,100.47,NA,62.73,1.58,2021-08-20
"79",2021-08-20 05:04:00,"CARI",148.09,100.48,NA,62.74,1.49,2021-08-20
"80",2021-08-20 05:05:00,"CARI",148.53,100.39,NA,62.74,1.49,2021-08-20
"81",2021-08-20 05:06:00,"CARI",150.63,100.4,NA,62.77,1.62,2021-08-20
"82",2021-08-20 05:07:00,"CARI",151.02,100.66,NA,62.76,1.57,2021-08-20
"83",2021-08-20 05:08:00,"CARI",150.53,100.52,NA,62.78,1.66,2021-08-20
"84",2021-08-20 05:09:00,"CARI",145.51,100.5,NA,62.75,1.64,2021-08-20
"85",2021-08-20 05:10:00,"CARI",150.77,100.27,NA,62.75,1.64,2021-08-20
"86",2021-08-20 05:11:00,"CARI",151.1,100.27,NA,62.78,1.83,2021-08-20
"87",2021-08-20 05:12:00,"CARI",147.06,100.62,NA,62.75,1.76,2021-08-20
"88",2021-08-20 05:13:00,"CARI",145.79,100.51,NA,62.77,1.74,2021-08-20
"89",2021-08-20 05:14:00,"CARI",147.18,100.48,NA,62.78,1.74,2021-08-20
"90",2021-08-20 05:15:00,"CARI",149.03,100.38,36.8,62.78,1.74,2021-08-20
"91",2021-08-20 05:16:00,"CARI",151.7,100.4,NA,62.8,1.7,2021-08-20
"92",2021-08-20 05:17:00,"CARI",148.09,100.7,NA,62.81,1.62,2021-08-20
"93",2021-08-20 05:18:00,"CARI",158.33,100.43,NA,62.78,1.78,2021-08-20
"94",2021-08-20 05:19:00,"CARI",150.41,100.34,NA,62.77,1.75,2021-08-20
"95",2021-08-20 05:20:00,"CARI",153.27,100.28,NA,62.77,1.75,2021-08-20
"96",2021-08-20 05:21:00,"CARI",147.85,100.25,NA,62.77,1.82,2021-08-20
"97",2021-08-20 05:22:00,"CARI",150.09,100.48,NA,62.79,1.56,2021-08-20
"98",2021-08-20 05:23:00,"CARI",147.69,100.33,NA,62.8,1.64,2021-08-20
"99",2021-08-20 05:24:00,"CARI",144.15,100.11,NA,62.76,1.63,2021-08-20
"100",2021-08-20 05:25:00,"CARI",148.11,100.25,NA,62.76,1.63,2021-08-20
"101",2021-08-20 05:26:00,"CARI",150.01,100.25,NA,62.79,1.65,2021-08-20
"102",2021-08-20 05:27:00,"CARI",150.31,100.52,NA,62.79,1.56,2021-08-20
"103",2021-08-20 05:28:00,"CARI",151.04,100.3,NA,62.76,1.65,2021-08-20
"104",2021-08-20 05:29:00,"CARI",152.26,100.35,NA,62.78,1.63,2021-08-20
"105",2021-08-20 05:30:00,"CARI",148.18,100.23,36.8,62.78,1.63,2021-08-20
"106",2021-08-20 05:31:00,"CARI",144.08,100.22,NA,62.79,1.65,2021-08-20
"107",2021-08-20 05:32:00,"CARI",148.77,100.23,NA,62.77,1.53,2021-08-20
"108",2021-08-20 05:33:00,"CARI",144.57,100.08,NA,62.76,1.59,2021-08-20
"109",2021-08-20 05:34:00,"CARI",145.59,99.83,NA,62.77,1.63,2021-08-20
"110",2021-08-20 05:35:00,"CARI",142.26,100.25,NA,62.77,1.63,2021-08-20
"111",2021-08-20 05:36:00,"CARI",150.41,100.24,NA,62.81,1.64,2021-08-20
"112",2021-08-20 05:37:00,"CARI",151.41,100.32,NA,62.8,1.65,2021-08-20
"113",2021-08-20 05:38:00,"CARI",148.99,99.86,NA,62.79,1.76,2021-08-20
"114",2021-08-20 05:39:00,"CARI",148.47,100.18,NA,62.79,1.71,2021-08-20
"115",2021-08-20 05:40:00,"CARI",150.09,100.04,NA,62.79,1.71,2021-08-20
"116",2021-08-20 05:41:00,"CARI",142.83,100.04,NA,62.81,1.79,2021-08-20
"117",2021-08-20 05:42:00,"CARI",154.15,100.44,NA,62.8,1.88,2021-08-20
"118",2021-08-20 05:43:00,"CARI",153.94,100.52,NA,62.81,1.89,2021-08-20
"119",2021-08-20 05:44:00,"CARI",152.31,100.13,NA,62.79,1.87,2021-08-20
"120",2021-08-20 05:45:00,"CARI",152.31,86.17,36.7,62.79,1.87,2021-08-20
"121",2021-08-20 05:46:00,"CARI",147.17,99.75,NA,62.84,1.9,2021-08-20
"122",2021-08-20 05:47:00,"CARI",153.82,99.75,NA,62.82,1.8,2021-08-20
"123",2021-08-20 05:48:00,"CARI",150.33,100.06,NA,62.81,1.87,2021-08-20
"124",2021-08-20 05:49:00,"CARI",143.79,100.28,NA,62.79,1.84,2021-08-20
"125",2021-08-20 05:50:00,"CARI",150.33,100.26,NA,62.79,1.84,2021-08-20
"126",2021-08-20 05:51:00,"CARI",147.96,100.22,NA,62.83,1.85,2021-08-20
"127",2021-08-20 05:52:00,"CARI",153.5,100.17,NA,62.82,1.77,2021-08-20
"128",2021-08-20 05:53:00,"CARI",149.62,99.66,NA,62.79,1.79,2021-08-20
"129",2021-08-20 05:54:00,"CARI",152.77,100.19,NA,62.8,1.78,2021-08-20
"130",2021-08-20 05:55:00,"CARI",148.47,99.79,NA,62.8,1.78,2021-08-20
"131",2021-08-20 05:56:00,"CARI",151.43,99.79,NA,62.82,1.83,2021-08-20
"132",2021-08-20 05:57:00,"CARI",154.15,100.33,NA,62.82,1.69,2021-08-20
"133",2021-08-20 05:58:00,"CARI",154.96,100.17,NA,62.81,1.77,2021-08-20
"134",2021-08-20 05:59:00,"CARI",154.52,99.46,NA,62.79,1.77,2021-08-20
"135",2021-08-20 06:00:00,"CARI",151.16,99.82,36.8,62.79,1.77,2021-08-20
"136",2021-08-20 06:01:00,"CARI",149.77,99.79,NA,62.84,1.8,2021-08-20
