"","DateTime","Q","Site","day","fDOM.QSU","nitrateuM","SpCond.uScm","Turbidity.FNU","MeanDischarge"
"1",2021-08-08 13:35:00,440.38826538049,"POKE",2021-08-08,NA,NA,NA,NA,440.38826538049
"2",2021-08-08 13:40:00,439.351664330839,"POKE",2021-08-08,NA,NA,NA,NA,439.351664330839
"3",2021-08-08 13:45:00,440.38826538049,"POKE",2021-08-08,25.192,27.3261538461538,129.86,1.018,440.38826538049
"4",2021-08-08 13:50:00,439.500830881705,"POKE",2021-08-08,NA,NA,NA,NA,439.500830881705
"5",2021-08-08 13:55:00,436.689360834484,"POKE",2021-08-08,NA,NA,NA,NA,436.689360834484
"6",2021-08-08 14:00:00,435.652759784803,"POKE",2021-08-08,25.1316666666667,27.3338461538462,129.85,1.03,435.652759784803
"7",2021-08-08 14:05:00,434.765325286018,"POKE",2021-08-08,NA,NA,NA,NA,434.765325286018
"8",2021-08-08 14:10:00,439.6499974326,"POKE",2021-08-08,NA,NA,NA,NA,439.6499974326
"9",2021-08-08 14:15:00,438.61339638292,"POKE",2021-08-08,24.988,27.3069230769231,129.8,1.024,438.61339638292
"10",2021-08-08 14:20:00,438.61339638292,"POKE",2021-08-08,NA,NA,NA,NA,438.61339638292
"11",2021-08-08 14:25:00,439.500830881705,"POKE",2021-08-08,NA,NA,NA,NA,439.500830881705
"12",2021-08-08 14:30:00,440.537431931385,"POKE",2021-08-08,24.8683333333333,27.3215384615385,129.816666666667,1.00833333333333,440.537431931385
"13",2021-08-08 14:35:00,440.537431931385,"POKE",2021-08-08,NA,NA,NA,NA,440.537431931385
"14",2021-08-08 14:40:00,440.537431931385,"POKE",2021-08-08,NA,NA,NA,NA,440.537431931385
"15",2021-08-08 14:45:00,439.500830881705,"POKE",2021-08-08,24.872,27.3115384615385,129.74,1,439.500830881705
"16",2021-08-08 14:50:00,440.686598482251,"POKE",2021-08-08,NA,NA,NA,NA,440.686598482251
"17",2021-08-08 14:55:00,442.312300928956,"POKE",2021-08-08,NA,NA,NA,NA,442.312300928956
"18",2021-08-08 15:00:00,443.498068529501,"POKE",2021-08-08,24.71,27.3176923076923,129.683333333333,1.23666666666667,443.498068529501
"19",2021-08-08 15:05:00,444.534669579152,"POKE",2021-08-08,NA,NA,NA,NA,444.534669579152
"20",2021-08-08 15:10:00,441.574032981036,"POKE",2021-08-08,NA,NA,NA,NA,441.574032981036
"21",2021-08-08 15:15:00,443.498068529501,"POKE",2021-08-08,24.626,27.3238461538462,129.6,1.136,443.498068529501
"22",2021-08-08 15:20:00,444.534669579152,"POKE",2021-08-08,NA,NA,NA,NA,444.534669579152
"23",2021-08-08 15:25:00,442.759800581582,"POKE",2021-08-08,NA,NA,NA,NA,442.759800581582
"24",2021-08-08 15:30:00,443.498068529501,"POKE",2021-08-08,24.61,27.32,129.583333333333,1.055,443.498068529501
"25",2021-08-08 15:35:00,445.571270628803,"POKE",2021-08-08,NA,NA,NA,NA,445.571270628803
"26",2021-08-08 15:40:00,445.422104077938,"POKE",2021-08-08,NA,NA,NA,NA,445.422104077938
"27",2021-08-08 15:45:00,447.495306177269,"POKE",2021-08-08,24.596,27.3469230769231,129.58,1.058,447.495306177269
"28",2021-08-08 15:50:00,446.607871678483,"POKE",2021-08-08,NA,NA,NA,NA,446.607871678483
"29",2021-08-08 15:55:00,444.683836130018,"POKE",2021-08-08,NA,NA,NA,NA,444.683836130018
"30",2021-08-08 16:00:00,448.531907226919,"POKE",2021-08-08,24.61,27.3553846153846,129.566666666667,1.01833333333333,448.531907226919
"31",2021-08-08 16:05:00,448.382740676054,"POKE",2021-08-08,NA,NA,NA,NA,448.382740676054
"32",2021-08-08 16:10:00,448.681073777814,"POKE",2021-08-08,NA,NA,NA,NA,448.681073777814
"33",2021-08-08 16:15:00,448.382740676054,"POKE",2021-08-08,24.564,27.3361538461538,129.48,0.962,448.382740676054
"34",2021-08-08 16:20:00,452.529144874687,"POKE",2021-08-08,NA,NA,NA,NA,452.529144874687
"35",2021-08-08 16:25:00,450.60510932625,"POKE",2021-08-08,NA,NA,NA,NA,450.60510932625
"36",2021-08-08 16:30:00,451.492543825036,"POKE",2021-08-08,24.6016666666667,27.3576923076923,129.466666666667,0.973333333333333,451.492543825036
"37",2021-08-08 16:35:00,450.455942775385,"POKE",2021-08-08,NA,NA,NA,NA,450.455942775385
"38",2021-08-08 16:40:00,453.565745924367,"POKE",2021-08-08,NA,NA,NA,NA,453.565745924367
"39",2021-08-08 16:45:00,452.529144874687,"POKE",2021-08-08,24.51,27.3507692307692,129.46,0.976,452.529144874687
"40",2021-08-08 16:50:00,453.416579373472,"POKE",2021-08-08,NA,NA,NA,NA,453.416579373472
"41",2021-08-08 16:55:00,450.754275877116,"POKE",2021-08-08,NA,NA,NA,NA,450.754275877116
"42",2021-08-08 17:00:00,452.379978323821,"POKE",2021-08-08,24.4566666666667,27.3492307692308,129.366666666667,1.03,452.379978323821
"43",2021-08-08 17:05:00,452.678311425581,"POKE",2021-08-08,NA,NA,NA,NA,452.678311425581
"44",2021-08-08 17:10:00,455.638948023698,"POKE",2021-08-08,NA,NA,NA,NA,455.638948023698
"45",2021-08-08 17:15:00,455.489781472803,"POKE",2021-08-08,24.474,27.37,129.36,1.072,455.489781472803
"46",2021-08-08 17:20:00,456.377215971559,"POKE",2021-08-08,NA,NA,NA,NA,456.377215971559
"47",2021-08-08 17:25:00,455.638948023698,"POKE",2021-08-08,NA,NA,NA,NA,455.638948023698
"48",2021-08-08 17:30:00,457.413817021239,"POKE",2021-08-08,24.4566666666667,27.3353846153846,129.316666666667,0.99,457.413817021239
"49",2021-08-08 17:35:00,460.523620170192,"POKE",2021-08-08,NA,NA,NA,NA,460.523620170192
"50",2021-08-08 17:40:00,458.599584621814,"POKE",2021-08-08,NA,NA,NA,NA,458.599584621814
"51",2021-08-08 17:45:00,458.599584621814,"POKE",2021-08-08,24.442,27.3,129.3,1.018,458.599584621814
"52",2021-08-08 17:50:00,459.78535222233,"POKE",2021-08-08,NA,NA,NA,NA,459.78535222233
