"","DateTime","Site","Discharge","fDOM","NO3","SpCond","Turb","day"
"1",2021-07-24 04:46:00,"CARI",13.02,31.7,NA,99.34,2.24,2021-07-24
"2",2021-07-24 04:47:00,"CARI",13.7,31.69,NA,99.29,2.25,2021-07-24
"3",2021-07-24 04:48:00,"CARI",13.47,31.75,NA,99.22,2.39,2021-07-24
"4",2021-07-24 04:49:00,"CARI",13.39,31.75,NA,99.22,2.39,2021-07-24
"5",2021-07-24 04:50:00,"CARI",14.16,31.87,NA,99.11,2.65,2021-07-24
"6",2021-07-24 04:51:00,"CARI",14.06,31.8,NA,99.06,2.67,2021-07-24
"7",2021-07-24 04:52:00,"CARI",14,31.76,NA,99.03,2.75,2021-07-24
"8",2021-07-24 04:53:00,"CARI",14.28,31.75,NA,99.03,2.78,2021-07-24
"9",2021-07-24 04:54:00,"CARI",14.23,31.93,NA,99.03,2.78,2021-07-24
"10",2021-07-24 04:55:00,"CARI",14.86,31.78,NA,99.1,2.61,2021-07-24
"11",2021-07-24 04:56:00,"CARI",14.75,31.79,NA,99.12,2.65,2021-07-24
"12",2021-07-24 04:57:00,"CARI",15.19,31.77,NA,99.19,2.65,2021-07-24
"13",2021-07-24 04:58:00,"CARI",14.72,31.78,NA,99.24,2.81,2021-07-24
"14",2021-07-24 04:59:00,"CARI",15.54,31.87,NA,99.24,2.81,2021-07-24
"15",2021-07-24 05:00:00,"CARI",15.29,31.76,21.9,99.31,2.76,2021-07-24
"16",2021-07-24 05:01:00,"CARI",15.5,31.73,NA,99.31,2.88,2021-07-24
"17",2021-07-24 05:02:00,"CARI",15.77,31.69,NA,99.29,2.78,2021-07-24
"18",2021-07-24 05:03:00,"CARI",15.95,31.69,NA,99.22,2.91,2021-07-24
"19",2021-07-24 05:04:00,"CARI",15.8,31.76,NA,99.22,2.91,2021-07-24
"20",2021-07-24 05:05:00,"CARI",16.73,31.67,NA,99.13,2.78,2021-07-24
"21",2021-07-24 05:06:00,"CARI",16.66,31.71,NA,99.09,2.85,2021-07-24
"22",2021-07-24 05:07:00,"CARI",16.17,31.64,NA,99.05,2.73,2021-07-24
"23",2021-07-24 05:08:00,"CARI",16.04,31.64,NA,99,2.67,2021-07-24
"24",2021-07-24 05:09:00,"CARI",16.74,31.76,NA,99,2.67,2021-07-24
"25",2021-07-24 05:10:00,"CARI",17.34,31.68,NA,98.94,2.65,2021-07-24
"26",2021-07-24 05:11:00,"CARI",17.71,31.68,NA,98.88,2.46,2021-07-24
"27",2021-07-24 05:12:00,"CARI",17.71,31.72,NA,98.85,2.71,2021-07-24
"28",2021-07-24 05:13:00,"CARI",17.03,31.72,NA,98.78,2.56,2021-07-24
