"","column_label","HI_mean_Interp","HI_sd_with_Interp","N.S.","Max_width_Interp","Min_response","Max_response","Peak_Q","ShapiroTest.W","ShapiroTest.p","t.test.stat","t.test.p","t.test.CIlow","t.test.CIhigh","wilcox.test.stat","wilcox.test.p","storm.ID","site.ID"
"1","1",-0.17687469995199,0.196506798746302,0.790206433029267,-0.592894863178115,24.5578571428571,26.0457142857143,266.605210302739,0.8989,4e-04,-6.3007,0,-0.2333,-0.1205,105,0,"POKE_storm1_06_30_NO3","POKE"
"2","2",0.35087104072398,0.249280818533045,-0.678733031674194,0.665865384615382,25.4445454545455,28.6590909090909,266.605210302739,0.909,0.001,9.8527,0,0.2793,0.4224,1237,0,"POKE_storm1_06_30_fDOM","POKE"
"3","3",0.691033478893715,0.21863658929708,-0.449781659388627,0.946142649199362,133.563636363636,139.809090909091,266.605210302739,0.901,5e-04,22.1245,0,0.6283,0.7538,1275,0,"POKE_storm1_06_30_SPC","POKE"
"4","4",-0.402788585032735,0.172940023671457,NA,-0.878661153400369,4.10090909090909,33.1218181818182,266.605210302739,0.7909,0,-16.3035,0,-0.4524,-0.3531,0,0,"POKE_storm1_06_30_turb","POKE"
"5","5",0.106465721040183,0.176064350968229,0.137706855791988,0.437204491725773,22.7164285714286,25.1335714285714,282.906203237029,0.8868,2e-04,4.2329,1e-04,0.0559,0.157,986,8e-04,"POKE_storm2_07_12_NO3","POKE"
"6","6",-0.220910776361523,0.16573841066713,-0.165237543453089,-0.49466975666279,30.2163636363636,34.1390909090909,282.906203237029,0.8651,0,-9.3302,0,-0.2685,-0.1733,83,0,"POKE_storm2_07_12_fDOM","POKE"
"7","7",0.551709211986663,0.186024997507945,-0.374028856825708,0.837402885682535,134.7,142.890909090909,282.906203237029,0.9303,0.0057,20.7605,0,0.4983,0.6051,1275,0,"POKE_storm2_07_12_SPC","POKE"
"8","8",0.204971244289168,0.131154721728378,0.087395861327605,0.432813759742003,5.57727272727273,22.4909090909091,282.906203237029,0.9422,0.0165,10.9397,0,0.1673,0.2426,1263,0,"POKE_storm2_07_12_turb","POKE"
"9","9",-0.359018249633678,0.243215203190381,0.123351538563997,-0.780538164379914,32.4018181818182,39.2263636363636,319.294288215911,0.9153,0.0016,-10.3329,0,-0.4288,-0.2892,8,0,"POKE_storm3_07_26_fDOM","POKE"
"10","10",0.791772357723562,0.170406466440136,-0.577642276422755,0.956910569105686,122.581818181818,144.945454545455,319.294288215911,0.8394,0,32.5246,0,0.7429,0.8407,1275,0,"POKE_storm3_07_26_SPC","POKE"
"11","11",-0.0795693712482033,0.0943560061172577,NA,-0.31847645351295,5.69363636363636,37.9509090909091,319.294288215911,0.8633,0,-5.903,0,-0.1067,-0.0525,122,0,"POKE_storm3_07_26_turb","POKE"
"12","12",0.476818181818181,0.191853185087188,0.200000000000002,0.695454545454545,22.77,23.87,312.492285998326,0.8785,1e-04,17.3973,0,0.4217,0.5319,1269,0,"POKE_storm4_07_31_NO3","POKE"
"13","13",0.0013149053795463,0.235948949487857,-0.180140335955769,-0.534371677652569,34.3766666666667,39.6022222222222,312.492285998326,0.9576,0.0708,0.039,0.969,-0.0664,0.0691,657,0.8545,"POKE_storm4_07_31_fDOM","POKE"
"14","14",0.664264494489656,0.165016913442018,-0.568758984187854,0.866554863440322,122.611111111111,124.93,312.492285998326,0.8995,5e-04,28.178,0,0.6169,0.7116,1275,0,"POKE_storm4_07_31_SPC","POKE"
"15","15",0.0969122094335363,0.161091590862515,0.780309185285484,-0.328712480252767,3.34333333333333,13.19,312.492285998326,0.8945,3e-04,4.2112,1e-04,0.0507,0.1432,1019,2e-04,"POKE_storm4_07_31_turb","POKE"
