"","column_label","HI","Q_interval","storm.ID","site.ID","storm.num","month","day","response","date","doy"
"Interpolated HI for 2% discharge...1","1",-0.12722035525686,2,"POKE_storm1_06_30_NO3","POKE","storm1","06","30","NO3",2022-06-30,181
"Interpolated HI for 4% discharge...2","1",-0.12722035525686,4,"POKE_storm1_06_30_NO3","POKE","storm1","06","30","NO3",2022-06-30,181
"Interpolated HI for 6% discharge...3","1",-0.12722035525686,6,"POKE_storm1_06_30_NO3","POKE","storm1","06","30","NO3",2022-06-30,181
"Interpolated HI for 8% discharge...4","1",-0.12722035525686,8,"POKE_storm1_06_30_NO3","POKE","storm1","06","30","NO3",2022-06-30,181
"Interpolated HI for 10% discharge...5","1",-0.12722035525686,10,"POKE_storm1_06_30_NO3","POKE","storm1","06","30","NO3",2022-06-30,181
"Interpolated HI for 12% discharge...6","1",-0.0796927508401468,12,"POKE_storm1_06_30_NO3","POKE","storm1","06","30","NO3",2022-06-30,181
"Interpolated HI for 14% discharge...7","1",-0.118819011041785,14,"POKE_storm1_06_30_NO3","POKE","storm1","06","30","NO3",2022-06-30,181
"Interpolated HI for 16% discharge...8","1",-0.071291406625072,16,"POKE_storm1_06_30_NO3","POKE","storm1","06","30","NO3",2022-06-30,181
"Interpolated HI for 18% discharge...9","1",-0.071291406625072,18,"POKE_storm1_06_30_NO3","POKE","storm1","06","30","NO3",2022-06-30,181
"Interpolated HI for 20% discharge...10","1",-0.071291406625072,20,"POKE_storm1_06_30_NO3","POKE","storm1","06","30","NO3",2022-06-30,181
"Interpolated HI for 22% discharge...11","1",-0.0576092174748056,22,"POKE_storm1_06_30_NO3","POKE","storm1","06","30","NO3",2022-06-30,181
"Interpolated HI for 24% discharge...12","1",0.0211233797407426,24,"POKE_storm1_06_30_NO3","POKE","storm1","06","30","NO3",2022-06-30,181
"Interpolated HI for 26% discharge...13","1",0.0211233797407426,26,"POKE_storm1_06_30_NO3","POKE","storm1","06","30","NO3",2022-06-30,181
"Interpolated HI for 28% discharge...14","1",0.00744119059050602,28,"POKE_storm1_06_30_NO3","POKE","storm1","06","30","NO3",2022-06-30,181
"Interpolated HI for 30% discharge...15","1",0.00744119059050602,30,"POKE_storm1_06_30_NO3","POKE","storm1","06","30","NO3",2022-06-30,181
"Interpolated HI for 32% discharge...16","1",-0.0588094095055202,32,"POKE_storm1_06_30_NO3","POKE","storm1","06","30","NO3",2022-06-30,181
"Interpolated HI for 34% discharge...17","1",-0.0480076812289839,34,"POKE_storm1_06_30_NO3","POKE","storm1","06","30","NO3",2022-06-30,181
"Interpolated HI for 36% discharge...18","1",-0.026404224675939,36,"POKE_storm1_06_30_NO3","POKE","storm1","06","30","NO3",2022-06-30,181
"Interpolated HI for 38% discharge...19","1",-0.00576092174749393,38,"POKE_storm1_06_30_NO3","POKE","storm1","06","30","NO3",2022-06-30,181
"Interpolated HI for 40% discharge...20","1",0.0760921747479649,40,"POKE_storm1_06_30_NO3","POKE","storm1","06","30","NO3",2022-06-30,181
"Interpolated HI for 42% discharge...21","1",0.0760921747479649,42,"POKE_storm1_06_30_NO3","POKE","storm1","06","30","NO3",2022-06-30,181
"Interpolated HI for 44% discharge...22","1",0.0760921747479649,44,"POKE_storm1_06_30_NO3","POKE","storm1","06","30","NO3",2022-06-30,181
