"","Site","DateTime","Q","day","fDOM.QSU","nitrateuM","SpCond.uScm","Turbidity.FNU","MeanDischarge"
"1","VAUL",2020-06-19 07:15:00,158.365748171113,2020-06-19 08:00:00,244.618,19.4566666666667,293.64,11.536,158.365748171113
"2","VAUL",2020-06-19 07:30:00,168.868712479889,2020-06-19 08:00:00,244.781666666667,29.095,294.466666666667,11.5983333333333,168.868712479889
"3","VAUL",2020-06-19 07:45:00,174.120194634306,2020-06-19 08:00:00,244.888,19.4866666666667,295.36,11.628,174.120194634306
"4","VAUL",2020-06-19 08:00:00,195.126123251917,2020-06-19 08:00:00,244.875,28.9425,296.166666666667,11.655,195.126123251917
"5","VAUL",2020-06-19 08:15:00,216.132051869528,2020-06-19 08:00:00,244.854,29,296.6,11.318,216.132051869528
"6","VAUL",2020-06-19 08:30:00,238.888474538515,2020-06-19 08:00:00,244.67,19.3433333333333,297.066666666667,11.4433333333333,238.888474538515
"7","VAUL",2020-06-19 08:45:00,256.393415053259,2020-06-19 08:00:00,244.716,28.81,297.28,11.982,256.393415053259
"8","VAUL",2020-06-19 09:00:00,275.648849619378,2020-06-19 08:00:00,244.918333333333,19.17,297.35,12.015,275.648849619378
"9","VAUL",2020-06-19 09:15:00,293.153790134005,2020-06-19 08:00:00,244.81,27.93,297.42,12.05,293.153790134005
"10","VAUL",2020-06-19 09:30:00,317.660706854542,2020-06-19 08:00:00,244.708333333333,18.4866666666667,297.466666666667,11.415,317.660706854542
"11","VAUL",2020-06-19 09:45:00,342.167623575078,2020-06-19 08:00:00,244.484,26.935,297.6,11.768,342.167623575078
"12","VAUL",2020-06-19 10:00:00,371.926022450032,2020-06-19 08:00:00,244.053333333333,17.38,297.766666666667,11.605,371.926022450032
"13","VAUL",2020-06-19 10:15:00,403.43491537642,2020-06-19 08:00:00,243.806,25.735,297.98,12.094,403.43491537642
"14","VAUL",2020-06-19 10:30:00,433.193314251315,2020-06-19 08:00:00,243.528333333333,17.29,298.166666666667,12.175,433.193314251315
"15","VAUL",2020-06-19 10:45:00,455.949736920418,2020-06-19 08:00:00,243.06,25.655,298.34,12.674,455.949736920418
"16","VAUL",2020-06-19 11:00:00,492.710112001165,2020-06-19 08:00:00,242.958333333333,17.4466666666667,298.483333333333,12.8733333333333,492.710112001165
"17","VAUL",2020-06-19 11:15:00,529.47048708197,2020-06-19 08:00:00,242.678,26.455,298.6,14.4,529.47048708197
"18","VAUL",2020-06-19 11:30:00,562.729874059791,2020-06-19 08:00:00,242.621666666667,17.52,298.883333333333,13.6983333333333,562.729874059791
"19","VAUL",2020-06-19 11:45:00,592.488272934803,2020-06-19 08:00:00,242.734,25.95,299,13.866,592.488272934803
"20","VAUL",2020-06-19 12:00:00,618.745683706773,2020-06-19 08:00:00,242.848333333333,17.46,299.233333333333,13.7433333333333,618.745683706773
"21","VAUL",2020-06-19 12:15:00,652.005070684652,2020-06-19 08:00:00,242.824,26.015,299.4,13.462,652.005070684652
"22","VAUL",2020-06-19 12:30:00,671.260505250772,2020-06-19 08:00:00,242.71,17.3233333333333,299.416666666667,14.5316666666667,671.260505250772
"23","VAUL",2020-06-19 12:45:00,690.515939816891,2020-06-19 08:00:00,242.128,26.845,299.5,14.972,690.515939816891
"24","VAUL",2020-06-19 13:00:00,729.026808949129,2020-06-19 08:00:00,241.546666666667,17.0666666666667,299.65,15.1433333333333,729.026808949129
