"","Site","DateTime","MeanDischarge","fDOM.QSU","nitrateuM","SpCond.uScm","Turbidity.FNU"
"1","VAUL",2020-08-08 00:30:00,307.157742545765,-2.89,1.51846153846154,27.2,2.91272727272727
"2","VAUL",2020-08-08 00:45:00,317.660706854542,-2.92090909090909,1.64692307692308,27.0727272727273,2.98
"3","VAUL",2020-08-08 01:00:00,347.419105729496,-2.91545454545455,1.72461538461538,27.0454545454545,2.99636363636364
"4","VAUL",2020-08-08 01:15:00,370.17552839854,-2.96545454545455,1.56538461538462,26.9818181818182,2.00181818181818
"5","VAUL",2020-08-08 01:30:00,387.680468913168,-2.93727272727273,1.60153846153846,26.9,2.17636363636364
"6","VAUL",2020-08-08 01:45:00,415.68837373663,-2.91909090909091,1.59384615384615,26.9272727272727,2.78363636363636
"7","VAUL",2020-08-08 02:00:00,447.197266663017,-2.95454545454545,1.52461538461538,26.9636363636364,2.51
"8","VAUL",2020-08-08 02:15:00,476.955665538029,-2.89727272727273,1.47,26.9,3.40363636363636
"9","VAUL",2020-08-08 02:30:00,496.211100104148,-2.87545454545455,1.37846153846154,26.8818181818182,3.07090909090909
"10","VAUL",2020-08-08 02:45:00,513.716040618776,-2.84272727272727,1.31923076923077,26.8,3.03909090909091
"11","VAUL",2020-08-08 03:00:00,517.217028721701,-2.90727272727273,1.24461538461538,26.8727272727273,2.78272727272727
"12","VAUL",2020-08-08 03:15:00,525.969498979044,-2.85454545454545,1.16307692307692,26.8,3.40090909090909
"13","VAUL",2020-08-08 03:30:00,529.47048708197,-2.89909090909091,1.06461538461538,26.8,2.48181818181818
"14","VAUL",2020-08-08 03:45:00,536.472463287821,-2.92272727272727,1.02153846153846,26.8,2.97545454545455
"15","VAUL",2020-08-08 04:00:00,522.468510876119,-2.93,0.969230769230769,26.7818181818182,3.32454545454545
"16","VAUL",2020-08-08 04:15:00,532.971475184895,-2.94,0.944615384615385,26.8,2.85545454545455
"17","VAUL",2020-08-08 04:30:00,532.971475184895,-2.95727272727273,0.912307692307692,26.7909090909091,3.04
"18","VAUL",2020-08-08 04:45:00,538.222957339312,-2.96727272727273,0.873846153846154,26.7818181818182,2.58
"19","VAUL",2020-08-08 05:00:00,536.472463287821,-2.94363636363636,0.38,26.7818181818182,3.50454545454545
"20","VAUL",2020-08-08 05:15:00,538.222957339312,-2.96181818181818,-0.806923076923077,26.7909090909091,2.25454545454545
"21","VAUL",2020-08-08 05:30:00,531.220981133403,-2.95818181818182,0.0492307692307692,26.8,3.20545454545455
"22","VAUL",2020-08-08 05:45:00,534.721969236387,-2.91818181818182,0.386153846153846,26.8,2.92545454545455
"23","VAUL",2020-08-08 06:00:00,525.969498979044,-2.94181818181818,0.182307692307692,26.8,3.05
"24","VAUL",2020-08-08 06:15:00,520.718016824627,-2.93181818181818,1.17923076923077,26.8,2.72545454545455
"25","VAUL",2020-08-08 06:30:00,527.719993030536,-2.94727272727273,1.40615384615385,26.8727272727273,2.64
"26","VAUL",2020-08-08 06:45:00,525.969498979044,-2.97363636363636,1.35307692307692,26.9454545454545,2.52090909090909
"27","VAUL",2020-08-08 07:00:00,518.967522773193,-2.94090909090909,1.41538461538462,26.9818181818182,2.73545454545455
"28","VAUL",2020-08-08 07:15:00,524.219004927552,-2.96545454545455,1.44769230769231,27,2.48454545454545
"29","VAUL",2020-08-08 07:30:00,518.967522773193,-2.94090909090909,1.39692307692308,26.9636363636364,1.94818181818182
"30","VAUL",2020-08-08 07:45:00,513.716040618776,-2.96272727272727,1.29923076923077,26.9636363636364,2.64
"31","VAUL",2020-08-08 08:00:00,506.714064412925,-2.94727272727273,1.24307692307692,26.9454545454545,1.87363636363636
"32","VAUL",2020-08-08 08:15:00,506.714064412925,-2.93818181818182,0.975384615384615,26.9,1.42272727272727
"33","VAUL",2020-08-08 08:30:00,508.464558464417,-2.93545454545455,0.116923076923077,26.9,1.57181818181818
"34","VAUL",2020-08-08 08:45:00,506.714064412925,-2.95090909090909,0.683076923076923,26.9636363636364,3.31727272727273
"35","VAUL",2020-08-08 09:00:00,503.213076309999,-2.94,0.883846153846154,26.9,2.88272727272727
"36","VAUL",2020-08-08 09:15:00,503.213076309999,-2.86636363636364,0.885384615384615,26.9727272727273,2.55727272727273
"37","VAUL",2020-08-08 09:30:00,501.462582258508,-2.80272727272727,0.915384615384615,27,5.50454545454545
"38","VAUL",2020-08-08 09:45:00,499.712088207016,-2.91727272727273,0.908461538461538,27,4.61454545454545
"39","VAUL",2020-08-08 10:00:00,494.460606052657,-2.95363636363636,0.941538461538462,27.0545454545455,2.14727272727273
"40","VAUL",2020-08-08 10:15:00,494.460606052657,-2.94636363636364,0.973076923076923,27.1363636363636,2.68181818181818
"41","VAUL",2020-08-08 10:30:00,489.209123898239,-2.96,-1.14384615384615,27.2,2.03363636363636
"42","VAUL",2020-08-08 10:45:00,492.710112001165,-2.95727272727273,-0.906923076923077,27.2,2.43909090909091
"43","VAUL",2020-08-08 11:00:00,485.708135795314,-2.74181818181818,0.658461538461538,27.2727272727273,5.59818181818182
"44","VAUL",2020-08-08 11:15:00,482.207147692388,-2.80727272727273,0.0284615384615385,27.2545454545455,4.81363636363636
"45","VAUL",2020-08-08 11:30:00,482.207147692388,-2.77,-0.105384615384615,27.2545454545455,4.98181818181818
"46","VAUL",2020-08-08 11:45:00,482.207147692388,-2.76,0.156153846153846,27.1818181818182,5.88454545454545
"47","VAUL",2020-08-08 12:00:00,475.205171486537,-2.89727272727273,-0.686923076923077,27.1,5.67818181818182
"48","VAUL",2020-08-08 12:15:00,478.706159589405,-2.85363636363636,0.0115384615384615,27.0818181818182,5.03272727272727
"49","VAUL",2020-08-08 12:30:00,473.454677435046,-2.86454545454545,0.199230769230769,27.0545454545455,5.53909090909091
"50","VAUL",2020-08-08 12:45:00,468.203195280628,-2.77636363636364,-0.203846153846154,26.9454545454545,5.94
"51","VAUL",2020-08-08 13:00:00,473.454677435046,-2.93454545454545,-0.121538461538462,27,3.04181818181818
"52","VAUL",2020-08-08 13:15:00,469.95368933212,-2.90636363636364,-0.426923076923077,27.2818181818182,2.02909090909091
"53","VAUL",2020-08-08 13:30:00,469.95368933212,-2.92818181818182,-0.0269230769230769,28.2545454545455,2.29
"54","VAUL",2020-08-08 13:45:00,464.702207177703,-2.90909090909091,0.466153846153846,28.8,2.19272727272727
"55","VAUL",2020-08-08 14:00:00,462.951713126269,-2.87909090909091,0.286923076923077,29.4,2.08636363636364
"56","VAUL",2020-08-08 14:15:00,461.201219074777,-2.88909090909091,0.978461538461538,29.5636363636364,2.09454545454545
"57","VAUL",2020-08-08 14:30:00,457.700230971852,-2.88272727272727,0.742307692307692,29.4636363636364,2.15
"58","VAUL",2020-08-08 14:45:00,459.450725023285,-2.88,0.52,29.3545454545455,2.09909090909091
"59","VAUL",2020-08-08 15:00:00,455.949736920418,-2.91363636363636,0.713076923076923,29.2,2.10545454545455
"60","VAUL",2020-08-08 15:15:00,454.199242868926,-2.92909090909091,1.83923076923077,29.2454545454545,2.07
"61","VAUL",2020-08-08 15:30:00,452.448748817435,-2.91727272727273,0.760769230769231,29.2545454545455,2.03181818181818
"62","VAUL",2020-08-08 15:45:00,447.197266663017,-2.90272727272727,1.68,29.3181818181818,2.05
"63","VAUL",2020-08-08 16:00:00,443.69627856015,-2.91818181818182,1.42846153846154,29.3818181818182,2.07272727272727
"64","VAUL",2020-08-08 16:15:00,445.446772611584,-2.90454545454545,1.66538461538462,29.3,2.00363636363636
"65","VAUL",2020-08-08 16:30:00,440.195290457166,-2.90818181818182,1.51230769230769,29.4,1.97181818181818
"66","VAUL",2020-08-08 16:45:00,443.69627856015,-2.93090909090909,1.71,29.4,2.03181818181818
"67","VAUL",2020-08-08 17:00:00,436.694302354241,-2.90090909090909,1.73846153846154,29.5636363636364,1.98
"68","VAUL",2020-08-08 17:15:00,438.444796405733,-2.81636363636364,1.72230769230769,29.7,2.04909090909091
"69","VAUL",2020-08-08 17:30:00,438.444796405733,212.840909090909,1.79307692307692,29.6,2.18181818181818
"70","VAUL",2020-08-08 17:45:00,438.444796405733,204.059090909091,1.80384615384615,29.4636363636364,35.7790909090909
"71","VAUL",2020-08-08 18:00:00,438.444796405733,200.456363636364,2.05,205.381818181818,39.8527272727273
