"","Site","DateTime","MeanDischarge","day","fDOM.QSU","nitrateuM","SpCond.uScm","Turbidity.FNU"
"1","VAUL",2020-08-27 00:30:00,200.377605406276,2020-08-27,207.951818181818,27.952,245.281818181818,41.2954545454545
"2","VAUL",2020-08-27 00:45:00,209.130075663619,2020-08-27,208.110909090909,27.974,245.4,38.9445454545455
"3","VAUL",2020-08-27 01:00:00,216.132051869528,2020-08-27,207.565454545455,27.924,245.345454545455,41.8236363636364
"4","VAUL",2020-08-27 01:15:00,214.381557818037,2020-08-27,207.043636363636,27.91,245.481818181818,40.49
"5","VAUL",2020-08-27 01:30:00,217.882545920962,2020-08-27,207.439090909091,28.048,245.5,42.6772727272727
"6","VAUL",2020-08-27 01:45:00,217.882545920962,2020-08-27,208.158181818182,28.092,245.6,42.3590909090909
"7","VAUL",2020-08-27 02:00:00,221.383534023887,2020-08-27,208.468181818182,27.988,245.7,38.0490909090909
"8","VAUL",2020-08-27 02:15:00,221.383534023887,2020-08-27,208.279090909091,28.046,245.809090909091,37.2409090909091
"9","VAUL",2020-08-27 02:30:00,221.383534023887,2020-08-27,208.242727272727,27.97,245.909090909091,39.0872727272727
"10","VAUL",2020-08-27 02:45:00,226.635016178305,2020-08-27,207.967272727273,27.924,246.009090909091,45.3754545454545
"11","VAUL",2020-08-27 03:00:00,228.385510229738,2020-08-27,208.243636363636,28.054,246.109090909091,40.1554545454545
"12","VAUL",2020-08-27 03:15:00,233.636992384156,2020-08-27,208.689090909091,28.114,246.172727272727,40.5181818181818
"13","VAUL",2020-08-27 03:30:00,233.636992384156,2020-08-27,209.055454545455,28.072,246.272727272727,41.8636363636364
"14","VAUL",2020-08-27 03:45:00,237.137980487139,2020-08-27,209.355454545455,28.104,246.3,39.5827272727273
"15","VAUL",2020-08-27 04:00:00,240.638968590007,2020-08-27,210.01,28.052,246.427272727273,40.0890909090909
"16","VAUL",2020-08-27 04:15:00,242.389462641499,2020-08-27,210.453636363636,28.198,246.463636363636,39.0563636363636
"17","VAUL",2020-08-27 04:30:00,249.391438847349,2020-08-27,210.892727272727,28.068,246.563636363636,34.7654545454545
"18","VAUL",2020-08-27 04:45:00,256.393415053259,2020-08-27,211.355454545455,28.24,246.781818181818,38.1463636363636
