"","Site","DateTime","MeanDischarge","day","fDOM.QSU","nitrateuM","SpCond.uScm","Turbidity.FNU"
"1","VAUL",2020-08-11 00:30:00,335.165647369227,2020-08-11,195,26.808,194.709090909091,48.7809090909091
"2","VAUL",2020-08-11 00:45:00,331.664659266302,2020-08-11,194.971818181818,26.806,194.854545454545,50.4436363636364
"3","VAUL",2020-08-11 01:00:00,329.91416521481,2020-08-11,194.991818181818,26.86,194.963636363636,52.6918181818182
"4","VAUL",2020-08-11 01:15:00,329.91416521481,2020-08-11,195.081818181818,26.888,195.163636363636,50.2972727272727
"5","VAUL",2020-08-11 01:30:00,338.666635472153,2020-08-11,195.650909090909,26.898,195.3,45.3709090909091
"6","VAUL",2020-08-11 01:45:00,338.666635472153,2020-08-11,196.770909090909,26.822,195.536363636364,47.7027272727273
"7","VAUL",2020-08-11 02:00:00,342.167623575078,2020-08-11,197.582727272727,26.958,195.763636363636,46.7663636363636
"8","VAUL",2020-08-11 02:15:00,336.916141420661,2020-08-11,198.432727272727,26.932,195.981818181818,50.5218181818182
"9","VAUL",2020-08-11 02:30:00,335.165647369227,2020-08-11,198.716363636364,26.848,196.263636363636,43.5518181818182
"10","VAUL",2020-08-11 02:45:00,336.916141420661,2020-08-11,198.669090909091,26.918,196.581818181818,45.6109090909091
"11","VAUL",2020-08-11 03:00:00,335.165647369227,2020-08-11,199.621818181818,26.894,196.945454545455,44.9881818181818
"12","VAUL",2020-08-11 03:15:00,338.666635472153,2020-08-11,200.011818181818,26.986,197.263636363636,41.1845454545455
"13","VAUL",2020-08-11 03:30:00,338.666635472153,2020-08-11,200.767272727273,26.924,197.5,40.8536363636364
"14","VAUL",2020-08-11 03:45:00,342.167623575078,2020-08-11,201.467272727273,26.888,197.8,41.6690909090909
"15","VAUL",2020-08-11 04:00:00,342.167623575078,2020-08-11,201.237272727273,26.904,198.1,40.3145454545455
"16","VAUL",2020-08-11 04:15:00,345.668611678004,2020-08-11,201.47,26.92,198.4,40.9754545454545
"17","VAUL",2020-08-11 04:30:00,350.920093832421,2020-08-11,201.668181818182,26.954,198.672727272727,39.4063636363636
"18","VAUL",2020-08-11 04:45:00,349.169599780929,2020-08-11,201.931818181818,27.118,199.009090909091,38.8609090909091
"19","VAUL",2020-08-11 05:00:00,352.670587883913,2020-08-11,202.368181818182,28.97,199.327272727273,42
"20","VAUL",2020-08-11 05:15:00,354.421081935347,2020-08-11,202.289090909091,28.1883333333333,199.609090909091,38.2309090909091
"21","VAUL",2020-08-11 05:30:00,354.421081935347,2020-08-11,202.558181818182,29.445,199.854545454545,41.0845454545455
"22","VAUL",2020-08-11 05:45:00,356.17157598678,2020-08-11,202.986363636364,29.57375,200.163636363636,38.4690909090909
"23","VAUL",2020-08-11 06:00:00,356.17157598678,2020-08-11,203.155454545455,29.5425,200.463636363636,40.1954545454545
"24","VAUL",2020-08-11 06:15:00,359.672564089764,2020-08-11,203.915454545455,30.1533333333333,200.790909090909,39.8854545454545
"25","VAUL",2020-08-11 06:30:00,357.922070038272,2020-08-11,203.9,30.395,201.163636363636,40.9554545454545
"26","VAUL",2020-08-11 06:45:00,361.423058141198,2020-08-11,204.264545454545,30.2477777777778,201.527272727273,36.3609090909091
"27","VAUL",2020-08-11 07:00:00,363.173552192689,2020-08-11,204.74,29.685,201.809090909091,37.3281818181818
"28","VAUL",2020-08-11 07:15:00,363.173552192689,2020-08-11,204.834545454545,30.657,202.2,40.7463636363636
"29","VAUL",2020-08-11 07:30:00,363.173552192689,2020-08-11,205.021818181818,30.0544444444444,202.5,35.4336363636364
"30","VAUL",2020-08-11 07:45:00,363.173552192689,2020-08-11,204.84,30.2311111111111,202.881818181818,38.4809090909091
"31","VAUL",2020-08-11 08:00:00,363.173552192689,2020-08-11,205.536363636364,29.7575,203.127272727273,34.7263636363636
"32","VAUL",2020-08-11 08:15:00,363.173552192689,2020-08-11,205.211818181818,27.246,203.5,38.3845454545455
"33","VAUL",2020-08-11 08:30:00,364.924046244123,2020-08-11,206.405454545455,26.89,203.8,34.5945454545455
"34","VAUL",2020-08-11 08:45:00,361.423058141198,2020-08-11,205.949090909091,26.988,204.190909090909,32.4272727272727
"35","VAUL",2020-08-11 09:00:00,364.924046244123,2020-08-11,206.89,27.2,204.5,35.5118181818182
"36","VAUL",2020-08-11 09:15:00,364.924046244123,2020-08-11,206.087272727273,27.212,204.845454545455,39.4118181818182
"37","VAUL",2020-08-11 09:30:00,363.173552192689,2020-08-11,206.413636363636,27.084,205.245454545455,39.1072727272727
"38","VAUL",2020-08-11 09:45:00,361.423058141198,2020-08-11,207.025454545455,27.142,205.7,35.2672727272727
"39","VAUL",2020-08-11 10:00:00,363.173552192689,2020-08-11,206.921818181818,27.34,206.072727272727,35.2445454545455
"40","VAUL",2020-08-11 10:15:00,361.423058141198,2020-08-11,207.508181818182,27.276,206.4,34.6472727272727
"41","VAUL",2020-08-11 10:30:00,363.173552192689,2020-08-11,208.418181818182,27.396,206.7,32.4945454545455
"42","VAUL",2020-08-11 10:45:00,359.672564089764,2020-08-11,208.068181818182,27.332,207.072727272727,34.1763636363636
"43","VAUL",2020-08-11 11:00:00,359.672564089764,2020-08-11,207.934545454545,27.316,207.409090909091,32.0327272727273
"44","VAUL",2020-08-11 11:15:00,359.672564089764,2020-08-11,208.534545454545,27.148,207.736363636364,34.3672727272727
"45","VAUL",2020-08-11 11:30:00,357.922070038272,2020-08-11,208.359090909091,27.242,208.081818181818,35.0990909090909
"46","VAUL",2020-08-11 11:45:00,356.17157598678,2020-08-11,208.588181818182,27.096,208.454545454545,34.9281818181818
"47","VAUL",2020-08-11 12:00:00,354.421081935347,2020-08-11,208.505454545455,26.726,208.781818181818,36.2809090909091
"48","VAUL",2020-08-11 12:15:00,359.672564089764,2020-08-11,209.106363636364,26.778,209.172727272727,35.4881818181818
"49","VAUL",2020-08-11 12:30:00,357.922070038272,2020-08-11,210.082727272727,28.4457142857143,209.436363636364,33.7881818181818
"50","VAUL",2020-08-11 12:45:00,356.17157598678,2020-08-11,210.514545454545,28.5714285714286,209.781818181818,32.4372727272727
"51","VAUL",2020-08-11 13:00:00,352.670587883913,2020-08-11,210.252727272727,27.7933333333333,210.027272727273,32.8654545454545
"52","VAUL",2020-08-11 13:15:00,352.670587883913,2020-08-11,210.522727272727,26.752,210.345454545455,36.5436363636364
"53","VAUL",2020-08-11 13:30:00,352.670587883913,2020-08-11,210.821818181818,26.642,210.672727272727,35.9636363636364
"54","VAUL",2020-08-11 13:45:00,352.670587883913,2020-08-11,211.030909090909,26.668,211.072727272727,33.9645454545455
"55","VAUL",2020-08-11 14:00:00,349.169599780929,2020-08-11,211.495454545455,26.662,211.363636363636,34.5236363636364
