"","X.3","X.2","X.1","X","site.ID","year","storm.num","response","HI","precip","precip.week","precip.month","ThreeMonth","TOTAL.TIME","Intensity","doy","burn","pf","date","TimeSinceChena"
"19",19,19,19,19,"MOOS",2018,"storm5","fDOM",-0.319627823526705,32.766,15.875,96.268,111.889,137.5,0.238298181818182,215.75,"burned","medium",2018-08-04,74.75
"20",20,20,20,20,"MOOS",2018,"storm6","fDOM",-0.153290764158425,43.688,43.942,119.763,144.655,165.5,0.26397583081571,224.583333333333,"burned","medium",2018-08-13,83.5833333333321
"21",21,21,21,21,"MOOS",2018,"storm7","fDOM",-0.4751513954713,8.001,51.054,157.99,195.709,61.5,0.13009756097561,234.708333333333,"burned","medium",2018-08-23,93.7083333333321
"22",22,22,22,22,"MOOS",2018,"storm8a","fDOM",0.585261569416499,9.144,59.055,155.069,203.71,39.5,0.231493670886076,237.291666666667,"burned","medium",2018-08-26,96.2916666666679
"23",23,23,23,23,"MOOS",2018,"storm8b","fDOM",-0.182990379476216,3.302,53.467,149.733,212.854,47.5,0.0695157894736842,238.958333333333,"burned","medium",2018-08-27,97.9583333333321
"24",24,24,24,24,"MOOS",2018,"storm9","fDOM",0.0529976070421331,21.336,29.464,153.035,216.156,53.5,0.398803738317757,240.958333333333,"burned","medium",2018-08-29,99.9583333333321
"25",25,25,25,25,"MOOS",2018,"storm1","SPC",0.268595041322309,8.001,12.065,26.543,26.543,28.5,0.280736842105263,171.833333333333,"burned","medium",2018-06-21,30.8333333333321
"26",26,26,26,26,"MOOS",2018,"storm10","SPC",0.432098765432099,13.208,49.149,170.815,237.492,215.5,0.0612900232018561,243.208333333333,"burned","medium",2018-09-01,102.208333333332
"27",27,27,27,27,"MOOS",2018,"storm11a","SPC",0.546875,18.161,26.543,176.53,277.243,36.5,0.497561643835616,264.208333333333,"burned","medium",2018-09-22,123.208333333332
"28",28,28,28,28,"MOOS",2018,"storm11b","SPC",0.47610294117647,2.032,44.831,194.818,295.531,17.5,0.116114285714286,265.75,"burned","medium",2018-09-23,124.75
"29",29,29,29,29,"MOOS",2018,"storm5","SPC",0.209293394777266,32.766,15.875,96.268,111.889,137.5,0.238298181818182,215.75,"burned","medium",2018-08-04,74.75
"30",30,30,30,30,"MOOS",2018,"storm6","SPC",0.213969404186795,43.688,43.942,119.763,144.655,165.5,0.26397583081571,224.583333333333,"burned","medium",2018-08-13,83.5833333333321
"31",31,31,31,31,"MOOS",2018,"storm7","SPC",0.929054054054054,8.001,51.054,157.99,195.709,61.5,0.13009756097561,234.708333333333,"burned","medium",2018-08-23,93.7083333333321
"32",32,32,32,32,"MOOS",2018,"storm8a","SPC",0.297297297297299,9.144,59.055,155.069,203.71,39.5,0.231493670886076,237.291666666667,"burned","medium",2018-08-26,96.2916666666679
"33",33,33,33,33,"MOOS",2018,"storm8b","SPC",0.444078947368421,3.302,53.467,149.733,212.854,47.5,0.0695157894736842,238.958333333333,"burned","medium",2018-08-27,97.9583333333321
"34",34,34,34,34,"MOOS",2018,"storm1","turb",0.377218934911242,8.001,12.065,26.543,26.543,28.5,0.280736842105263,171.833333333333,"burned","medium",2018-06-21,30.8333333333321
"35",35,35,35,35,"MOOS",2018,"storm10","turb",-0.0154464780920688,13.208,49.149,170.815,237.492,215.5,0.0612900232018561,243.208333333333,"burned","medium",2018-09-01,102.208333333332
"36",36,36,36,36,"MOOS",2018,"storm11a","turb",-0.145884604867378,18.161,26.543,176.53,277.243,36.5,0.497561643835616,264.208333333333,"burned","medium",2018-09-22,123.208333333332
"37",37,37,37,37,"MOOS",2018,"storm11b","turb",0.130054054054054,2.032,44.831,194.818,295.531,17.5,0.116114285714286,265.75,"burned","medium",2018-09-23,124.75
"38",38,38,38,38,"MOOS",2018,"storm12","turb",-0.0378655592892045,8.89,46.482,196.469,297.182,154.5,0.0575404530744337,266.5,"burned","medium",2018-09-24,125.5
"39",39,39,39,39,"MOOS",2018,"storm5","turb",-0.145775409329626,32.766,15.875,96.268,111.889,137.5,0.238298181818182,215.75,"burned","medium",2018-08-04,74.75
"40",40,40,40,40,"MOOS",2018,"storm6","turb",-0.202286374133949,43.688,43.942,119.763,144.655,165.5,0.26397583081571,224.583333333333,"burned","medium",2018-08-13,83.5833333333321
"41",41,41,41,41,"MOOS",2018,"storm7","turb",-0.195203735144312,8.001,51.054,157.99,195.709,61.5,0.13009756097561,234.708333333333,"burned","medium",2018-08-23,93.7083333333321
"42",42,42,42,42,"MOOS",2018,"storm8a","turb",-0.0472887767969735,9.144,59.055,155.069,203.71,39.5,0.231493670886076,237.291666666667,"burned","medium",2018-08-26,96.2916666666679
"43",43,43,43,43,"MOOS",2018,"storm8b","turb",-0.0890384466620252,3.302,53.467,149.733,212.854,47.5,0.0695157894736842,238.958333333333,"burned","medium",2018-08-27,97.9583333333321
"44",44,44,44,44,"MOOS",2018,"storm9","turb",-0.140066056910569,21.336,29.464,153.035,216.156,53.5,0.398803738317757,240.958333333333,"burned","medium",2018-08-29,99.9583333333321
"45",45,45,45,45,"FRCH",2018,"storm1","NO3",-0.17564441506941,8.128,11.938,26.416,26.416,70.5,0.115290780141844,171.041666666667,"unburned","medium",2018-06-21,30.0416666666679
"46",46,46,46,46,"FRCH",2018,"storm2a","NO3",0.0293381325178656,19.052,21.844,44.069,44.069,114.5,0.166393013100437,179.75,"unburned","medium",2018-06-29,38.75
"47",47,47,47,47,"FRCH",2018,"storm2b","NO3",-0.408562992125964,3.683,36.705,63.121,63.121,94.5,0.038973544973545,184.583333333333,"unburned","medium",2018-07-04,43.5833333333321
"48",48,48,48,48,"FRCH",2018,"storm3","NO3",0.116263221022789,19.431,32.26,66.804,66.804,105.5,0.18418009478673,190.5,"unburned","medium",2018-07-10,49.5
"49",49,49,49,49,"FRCH",2018,"storm4a","NO3",0.640673610171782,3.302,37.594,86.235,86.235,35.5,0.0930140845070423,195.083333333333,"unburned","medium",2018-07-15,54.0833333333321
"50",50,50,50,50,"FRCH",2018,"storm4b","NO3",-0.483112738798937,6.477,26.416,89.537,89.537,191,0.0339109947643979,196.604166666667,"unburned","medium",2018-07-16,55.6041666666679
"51",51,51,51,51,"FRCH",2018,"storm5","NO3",0.736687584381104,32.766,15.875,96.268,111.889,165,0.198581818181818,215.6875,"unburned","medium",2018-08-04,74.6875
"52",52,52,52,52,"FRCH",2018,"storm1","fDOM",-0.377363896848138,8.128,11.938,26.416,26.416,70.5,0.115290780141844,171.041666666667,"unburned","medium",2018-06-21,30.0416666666679
"53",53,53,53,53,"FRCH",2018,"storm10","fDOM",0.270297861480056,13.208,49.149,170.815,237.492,351,0.0376296296296296,243.1875,"unburned","medium",2018-09-01,102.1875
"54",54,54,54,54,"FRCH",2018,"storm11a","fDOM",0.252462283777295,19.812,26.543,176.53,277.243,45,0.440266666666667,264.229166666667,"unburned","medium",2018-09-22,123.229166666668
"55",55,55,55,55,"FRCH",2018,"storm11b","fDOM",-0.159974362722498,9.017,46.355,196.342,297.055,131.5,0.0685703422053232,266.125,"unburned","medium",2018-09-24,125.125
"56",56,56,56,56,"FRCH",2018,"storm5","fDOM",-0.287095769530234,32.766,15.875,96.268,111.889,165,0.198581818181818,215.6875,"unburned","medium",2018-08-04,74.6875
"57",57,57,57,57,"FRCH",2018,"storm6","fDOM",-0.27036435499625,43.688,43.942,119.763,144.655,151,0.289324503311258,224.270833333333,"unburned","medium",2018-08-13,83.2708333333321
"58",58,58,58,58,"FRCH",2018,"storm7","fDOM",-0.492171006333566,8.001,51.054,158.879,195.709,59,0.135610169491525,234.5625,"unburned","medium",2018-08-23,93.5625
"59",59,59,59,59,"FRCH",2018,"storm8a","fDOM",0.318051948051937,9.144,59.055,155.069,203.71,39,0.234461538461538,237.145833333333,"unburned","medium",2018-08-26,96.1458333333321
"60",60,60,60,60,"FRCH",2018,"storm8b","fDOM",0.298822813797048,3.302,60.706,149.733,212.854,47,0.0702553191489362,238.8125,"unburned","medium",2018-08-27,97.8125
"61",61,61,61,61,"FRCH",2018,"storm9","fDOM",0.00547263415052279,21.336,29.464,153.035,216.156,57,0.374315789473684,240.8125,"unburned","medium",2018-08-29,99.8125
"62",62,62,62,62,"FRCH",2018,"storm1","SPC",-0.223684210526315,8.128,11.938,26.416,26.416,70.5,0.115290780141844,171.041666666667,"unburned","medium",2018-06-21,30.0416666666679
"63",63,63,63,63,"FRCH",2018,"storm10","SPC",0.19625520110957,13.208,49.149,170.815,237.492,351,0.0376296296296296,243.1875,"unburned","medium",2018-09-01,102.1875
"64",64,64,64,64,"FRCH",2018,"storm11a","SPC",0.965579710144928,19.812,26.543,176.53,277.243,45,0.440266666666667,264.229166666667,"unburned","medium",2018-09-22,123.229166666668
"65",65,65,65,65,"FRCH",2018,"storm11b","SPC",-0.435127978817298,9.017,46.355,196.342,297.055,131.5,0.0685703422053232,266.125,"unburned","medium",2018-09-24,125.125
"66",66,66,66,66,"FRCH",2018,"storm5","SPC",0.222724052426497,32.766,15.875,96.268,111.889,165,0.198581818181818,215.6875,"unburned","medium",2018-08-04,74.6875
"67",67,67,67,67,"FRCH",2018,"storm6","SPC",0.0893622972217041,43.688,43.942,119.763,144.655,151,0.289324503311258,224.270833333333,"unburned","medium",2018-08-13,83.2708333333321
"68",68,68,68,68,"FRCH",2018,"storm7","SPC",0.937500000000002,8.001,51.054,158.879,195.709,59,0.135610169491525,234.5625,"unburned","medium",2018-08-23,93.5625
"69",69,69,69,69,"FRCH",2018,"storm8a","SPC",0.317991631799154,9.144,59.055,155.069,203.71,39,0.234461538461538,237.145833333333,"unburned","medium",2018-08-26,96.1458333333321
"70",70,70,70,70,"FRCH",2018,"storm8b","SPC",0.491666666666666,3.302,60.706,149.733,212.854,47,0.0702553191489362,238.8125,"unburned","medium",2018-08-27,97.8125
"71",71,71,71,71,"FRCH",2018,"storm9","SPC",0.0737179487179487,21.336,29.464,153.035,216.156,57,0.374315789473684,240.8125,"unburned","medium",2018-08-29,99.8125
"72",72,72,72,72,"FRCH",2018,"storm1","turb",0.00300039188791997,8.128,11.938,26.416,26.416,70.5,0.115290780141844,171.041666666667,"unburned","medium",2018-06-21,30.0416666666679
"73",73,73,73,73,"FRCH",2018,"storm10","turb",-0.0345628342953979,13.208,49.149,170.815,237.492,351,0.0376296296296296,243.1875,"unburned","medium",2018-09-01,102.1875
"74",74,74,74,74,"FRCH",2018,"storm11a","turb",-0.00354983280267984,19.812,26.543,176.53,277.243,45,0.440266666666667,264.229166666667,"unburned","medium",2018-09-22,123.229166666668
"75",75,75,75,75,"FRCH",2018,"storm11b","turb",-0.0339229803572619,9.017,46.355,196.342,297.055,131.5,0.0685703422053232,266.125,"unburned","medium",2018-09-24,125.125
"76",76,76,76,76,"FRCH",2018,"storm5","turb",-0.278189056553382,32.766,15.875,96.268,111.889,165,0.198581818181818,215.6875,"unburned","medium",2018-08-04,74.6875
"77",77,77,77,77,"FRCH",2018,"storm6","turb",-0.194620384169564,43.688,43.942,119.763,144.655,151,0.289324503311258,224.270833333333,"unburned","medium",2018-08-13,83.2708333333321
"78",78,78,78,78,"FRCH",2018,"storm7","turb",-0.249472202674174,8.001,51.054,158.879,195.709,59,0.135610169491525,234.5625,"unburned","medium",2018-08-23,93.5625
"79",79,79,79,79,"FRCH",2018,"storm8a","turb",-0.0426239181746672,9.144,59.055,155.069,203.71,39,0.234461538461538,237.145833333333,"unburned","medium",2018-08-26,96.1458333333321
"80",80,80,80,80,"FRCH",2018,"storm8b","turb",-0.00510134209805546,3.302,60.706,149.733,212.854,47,0.0702553191489362,238.8125,"unburned","medium",2018-08-27,97.8125
"81",81,81,81,81,"FRCH",2018,"storm9","turb",-0.255649664929261,21.336,29.464,153.035,216.156,57,0.374315789473684,240.8125,"unburned","medium",2018-08-29,99.8125
"82",82,82,82,82,NA,NA,"storm1",NA,NA,NA,NA,NA,NA,79.4666666666667,NA,160.396527777778,"burned","medium",2018-06-10,19.3965277777788
"83",83,83,83,83,"CARI",2018,"storm10","NO3",0.11,16.002,5.842,5.842,5.842,64.9666666666667,0.246310928681375,241.375694444444,"burned","medium",2018-08-30,100.375694444443
"84",84,84,84,84,"CARI",2018,"storm11","NO3",0.366666666666667,4.699,21.844,21.844,21.844,47.9666666666667,0.0979638637943016,244.084027777778,"burned","medium",2018-09-02,103.084027777779
"85",85,85,85,85,NA,NA,"storm12a",NA,NA,NA,NA,NA,NA,104.966666666667,NA,262.917361111111,"burned","medium",2018-09-20,121.917361111111
"86",86,86,86,86,NA,NA,"storm12b",NA,NA,NA,NA,NA,NA,130.966666666667,NA,267.334027777778,"burned","medium",2018-09-25,126.334027777779
"87",87,87,87,87,"CARI",2018,"storm2","NO3",0.0312499999999993,8.001,10.287,71.755,71.755,45.4666666666667,0.175975073313783,171.813194444444,"burned","medium",2018-06-21,30.8131944444431
"88",88,88,88,88,NA,NA,"storm3",NA,NA,NA,NA,NA,NA,32.4666666666667,NA,179.229861111111,"burned","medium",2018-06-29,38.2298611111109
"89",89,89,89,89,NA,NA,"storm4a",NA,NA,NA,NA,NA,NA,20.4666666666667,NA,180.604861111111,"burned","medium",2018-06-30,39.6048611111109
"90",90,90,90,90,NA,NA,"storm4b",NA,NA,NA,NA,NA,NA,45.4666666666667,NA,181.563194444444,"burned","medium",2018-07-01,40.5631944444431
"91",91,91,91,91,"CARI",2018,"storm5a","NO3",0.673913043478261,9.271,22.606,94.361,94.361,19.4666666666667,0.47625,215.479861111111,"burned","medium",2018-08-04,74.4798611111109
"92",92,92,92,92,"CARI",2018,"storm5b","NO3",0.0865384615384617,20.32,31.877,103.632,103.632,30.4666666666667,0.666958424507659,216.313194444444,"burned","medium",2018-08-05,75.3131944444431
"93",93,93,93,93,"CARI",2018,"storm5c","NO3",-0.470930232558139,3.937,44.196,123.952,123.952,143.966666666667,0.0273466080111137,217.584027777778,"burned","medium",2018-08-06,76.5840277777788
"94",94,94,94,94,"CARI",2018,"storm6","NO3",-0.0753424657534245,42.164,13.208,109.728,127.889,165.966666666667,0.254051014259892,224.667361111111,"burned","medium",2018-08-13,83.6673611111109
"95",95,95,95,95,"CARI",2018,"storm7","NO3",0.480769230769231,5.588,42.164,112.903,170.053,41.9666666666667,0.133153296266878,232.167361111111,"burned","medium",2018-08-21,91.1673611111109
"96",96,96,96,96,NA,NA,"storm8",NA,NA,NA,NA,NA,NA,47.9666666666667,NA,235.459027777778,"burned","medium",2018-08-24,94.4590277777788
"97",97,97,97,97,"CARI",2018,"storm9","NO3",-0.0200000000000003,12.446,8.89,106.68,178.308,89.9666666666667,0.138340125972582,237.459027777778,"burned","medium",2018-08-26,96.4590277777788
"98",98,98,98,98,"CARI",2018,"storm1","fDOM",-0.151438340014147,5.842,0,0,0,79.4666666666667,0.0735151006711409,160.396527777778,"burned","medium",2018-06-10,19.3965277777788
"99",99,99,99,99,"CARI",2018,"storm10","fDOM",-0.351357108081791,16.002,5.842,5.842,5.842,64.9666666666667,0.246310928681375,241.375694444444,"burned","medium",2018-08-30,100.375694444443
"100",100,100,100,100,"CARI",2018,"storm11","fDOM",-0.365022877478393,4.699,21.844,21.844,21.844,47.9666666666667,0.0979638637943016,244.084027777778,"burned","medium",2018-09-02,103.084027777779
"101",101,101,101,101,"CARI",2018,"storm2","fDOM",-0.545454545454546,8.001,10.287,71.755,71.755,45.4666666666667,0.175975073313783,171.813194444444,"burned","medium",2018-06-21,30.8131944444431
"102",102,102,102,102,"CARI",2018,"storm3","fDOM",-0.742482046678635,6.604,9.779,79.756,79.756,32.4666666666667,0.203408624229979,179.229861111111,"burned","medium",2018-06-29,38.2298611111109
"103",103,103,103,103,"CARI",2018,"storm4a","fDOM",-0.227854069664643,0.127,14.732,86.36,86.36,20.4666666666667,0.00620521172638437,180.604861111111,"burned","medium",2018-06-30,39.6048611111109
"104",104,104,104,104,"CARI",2018,"storm4b","fDOM",-0.303615173335313,7.874,14.859,86.487,86.487,45.4666666666667,0.173181818181818,181.563194444444,"burned","medium",2018-07-01,40.5631944444431
"105",105,105,105,105,"CARI",2018,"storm5a","fDOM",0.0296032238065717,9.271,22.606,94.361,94.361,19.4666666666667,0.47625,215.479861111111,"burned","medium",2018-08-04,74.4798611111109
"106",106,106,106,106,"CARI",2018,"storm5b","fDOM",-0.1582505148178,20.32,31.877,103.632,103.632,30.4666666666667,0.666958424507659,216.313194444444,"burned","medium",2018-08-05,75.3131944444431
"107",107,107,107,107,"CARI",2018,"storm5c","fDOM",-0.10318202047174,3.937,44.196,123.952,123.952,143.966666666667,0.0273466080111137,217.584027777778,"burned","medium",2018-08-06,76.5840277777788
"108",108,108,108,108,"CARI",2018,"storm6","fDOM",-0.232722929936306,42.164,13.208,109.728,127.889,165.966666666667,0.254051014259892,224.667361111111,"burned","medium",2018-08-13,83.6673611111109
"109",109,109,109,109,"CARI",2018,"storm7","fDOM",0.207693276252833,5.588,42.164,112.903,170.053,41.9666666666667,0.133153296266878,232.167361111111,"burned","medium",2018-08-21,91.1673611111109
"110",110,110,110,110,"CARI",2018,"storm8","fDOM",-0.0865754222481072,2.667,8.255,109.474,175.641,47.9666666666667,0.0556011118832523,235.459027777778,"burned","medium",2018-08-24,94.4590277777788
"111",111,111,111,111,"CARI",2018,"storm9","fDOM",-0.10762070971495,12.446,8.89,106.68,178.308,89.9666666666667,0.138340125972582,237.459027777778,"burned","medium",2018-08-26,96.4590277777788
"112",112,112,112,112,"CARI",2018,"storm1","SPC",0.456360946745562,5.842,0,0,0,79.4666666666667,0.0735151006711409,160.396527777778,"burned","medium",2018-06-10,19.3965277777788
"113",113,113,113,113,"CARI",2018,"storm10","SPC",0.565207044264636,16.002,5.842,5.842,5.842,64.9666666666667,0.246310928681375,241.375694444444,"burned","medium",2018-08-30,100.375694444443
"114",114,114,114,114,"CARI",2018,"storm11","SPC",0.477803738317757,4.699,21.844,21.844,21.844,47.9666666666667,0.0979638637943016,244.084027777778,"burned","medium",2018-09-02,103.084027777779
"115",115,115,115,115,"CARI",2018,"storm12a","SPC",0.433483519089401,40.64,21.082,26.543,26.543,104.966666666667,0.387170530327088,262.917361111111,"burned","medium",2018-09-20,121.917361111111
"116",116,116,116,116,"CARI",2018,"storm12b","SPC",-0.0722738166566807,4.572,48.133,67.183,67.183,130.966666666667,0.0349096462204123,267.334027777778,"burned","medium",2018-09-25,126.334027777779
"117",117,117,117,117,"CARI",2018,"storm2","SPC",0.387212643678162,8.001,10.287,71.755,71.755,45.4666666666667,0.175975073313783,171.813194444444,"burned","medium",2018-06-21,30.8131944444431
"118",118,118,118,118,"CARI",2018,"storm3","SPC",0.637589928057554,6.604,9.779,79.756,79.756,32.4666666666667,0.203408624229979,179.229861111111,"burned","medium",2018-06-29,38.2298611111109
"119",119,119,119,119,"CARI",2018,"storm4a","SPC",0.188968668407311,0.127,14.732,86.36,86.36,20.4666666666667,0.00620521172638437,180.604861111111,"burned","medium",2018-06-30,39.6048611111109
"120",120,120,120,120,"CARI",2018,"storm4b","SPC",0.0935628742514971,7.874,14.859,86.487,86.487,45.4666666666667,0.173181818181818,181.563194444444,"burned","medium",2018-07-01,40.5631944444431
"121",121,121,121,121,"CARI",2018,"storm5a","SPC",0.715592334494775,9.271,22.606,94.361,94.361,19.4666666666667,0.47625,215.479861111111,"burned","medium",2018-08-04,74.4798611111109
"122",122,122,122,122,"CARI",2018,"storm5b","SPC",0.88052817791256,20.32,31.877,103.632,103.632,30.4666666666667,0.666958424507659,216.313194444444,"burned","medium",2018-08-05,75.3131944444431
"123",123,123,123,123,"CARI",2018,"storm5c","SPC",-0.103230337078652,3.937,44.196,123.952,123.952,143.966666666667,0.0273466080111137,217.584027777778,"burned","medium",2018-08-06,76.5840277777788
"124",124,124,124,124,"CARI",2018,"storm6","SPC",0.24304008908686,42.164,13.208,109.728,127.889,165.966666666667,0.254051014259892,224.667361111111,"burned","medium",2018-08-13,83.6673611111109
"125",125,125,125,125,"CARI",2018,"storm7","SPC",0.506756756756753,5.588,42.164,112.903,170.053,41.9666666666667,0.133153296266878,232.167361111111,"burned","medium",2018-08-21,91.1673611111109
"126",126,126,126,126,"CARI",2018,"storm8","SPC",0.541843220338984,2.667,8.255,109.474,175.641,47.9666666666667,0.0556011118832523,235.459027777778,"burned","medium",2018-08-24,94.4590277777788
"127",127,127,127,127,"CARI",2018,"storm9","SPC",0.433270676691728,12.446,8.89,106.68,178.308,89.9666666666667,0.138340125972582,237.459027777778,"burned","medium",2018-08-26,96.4590277777788
"128",128,128,128,128,"CARI",2018,"storm1","turb",-0.0433070866141732,5.842,0,0,0,79.4666666666667,0.0735151006711409,160.396527777778,"burned","medium",2018-06-10,19.3965277777788
"129",129,129,129,129,"CARI",2018,"storm10","turb",-7.35077053717078e-05,16.002,5.842,5.842,5.842,64.9666666666667,0.246310928681375,241.375694444444,"burned","medium",2018-08-30,100.375694444443
"130",130,130,130,130,"CARI",2018,"storm11","turb",-0.0029232693911593,4.699,21.844,21.844,21.844,47.9666666666667,0.0979638637943016,244.084027777778,"burned","medium",2018-09-02,103.084027777779
"131",131,131,131,131,"CARI",2018,"storm12a","turb",-0.000398310927937859,40.64,21.082,26.543,26.543,104.966666666667,0.387170530327088,262.917361111111,"burned","medium",2018-09-20,121.917361111111
"132",132,132,132,132,"CARI",2018,"storm12b","turb",-0.0486182190378711,4.572,48.133,67.183,67.183,130.966666666667,0.0349096462204123,267.334027777778,"burned","medium",2018-09-25,126.334027777779
"133",133,133,133,133,"CARI",2018,"storm2","turb",0.164607291411794,8.001,10.287,71.755,71.755,45.4666666666667,0.175975073313783,171.813194444444,"burned","medium",2018-06-21,30.8131944444431
"134",134,134,134,134,"CARI",2018,"storm3","turb",-0.0765949554896143,6.604,9.779,79.756,79.756,32.4666666666667,0.203408624229979,179.229861111111,"burned","medium",2018-06-29,38.2298611111109
"135",135,135,135,135,"CARI",2018,"storm4a","turb",0.000726342003320425,0.127,14.732,86.36,86.36,20.4666666666667,0.00620521172638437,180.604861111111,"burned","medium",2018-06-30,39.6048611111109
"136",136,136,136,136,"CARI",2018,"storm4b","turb",-0.036123032904149,7.874,14.859,86.487,86.487,45.4666666666667,0.173181818181818,181.563194444444,"burned","medium",2018-07-01,40.5631944444431
"137",137,137,137,137,"CARI",2018,"storm5a","turb",-0.115625,9.271,22.606,94.361,94.361,19.4666666666667,0.47625,215.479861111111,"burned","medium",2018-08-04,74.4798611111109
"138",138,138,138,138,"CARI",2018,"storm5b","turb",0.0621794871794871,20.32,31.877,103.632,103.632,30.4666666666667,0.666958424507659,216.313194444444,"burned","medium",2018-08-05,75.3131944444431
"139",139,139,139,139,"CARI",2018,"storm5c","turb",-0.00364963503649635,3.937,44.196,123.952,123.952,143.966666666667,0.0273466080111137,217.584027777778,"burned","medium",2018-08-06,76.5840277777788
"140",140,140,140,140,"CARI",2018,"storm6","turb",0.0492063492063492,42.164,13.208,109.728,127.889,165.966666666667,0.254051014259892,224.667361111111,"burned","medium",2018-08-13,83.6673611111109
"141",141,141,141,141,"CARI",2018,"storm7","turb",0.00361842105263158,5.588,42.164,112.903,170.053,41.9666666666667,0.133153296266878,232.167361111111,"burned","medium",2018-08-21,91.1673611111109
"142",142,142,142,142,"CARI",2018,"storm8","turb",-0.0135790494665373,2.667,8.255,109.474,175.641,47.9666666666667,0.0556011118832523,235.459027777778,"burned","medium",2018-08-24,94.4590277777788
"143",143,143,143,143,"CARI",2018,"storm9","turb",-0.0449810606060606,12.446,8.89,106.68,178.308,89.9666666666667,0.138340125972582,237.459027777778,"burned","medium",2018-08-26,96.4590277777788
