"","X","site.ID","year","storm.num","response","HI","precip","temp","precip.week","precip.month","ThreeMonth","temp.week","TOTAL.TIME","Intensity","doy","burn","pf","date","TimeSinceChena"
"135",135,"POKE",2020,"storm19","fDOM",-0.113394216133942,7.112,9.01308080808081,21.209,89.408,309.116,12.1230458829365,33.5,0.212298507462687,239.385416666667,"burned","medium",2020-08-27,106.385416666668
"136",136,"POKE",2020,"storm2","fDOM",-0.457504145936982,2.794,15.3013273809524,20.951,20.951,20.951,13.8273888888889,21.5,0.129953488372093,163.510416666667,"burned","medium",2020-06-12,30.5104166666679
"137",137,"POKE",2020,"storm20","fDOM",-0.779601571268238,8.509,7.628625,17.145,43.18,309.118,10.2190582837302,34.5,0.24663768115942,244.71875,"burned","medium",2020-09-01,111.71875
"138",138,"POKE",2020,"storm21","fDOM",-0.499314128943758,7.239,5.28386728395062,16.383,54.483,320.167,9.64992906746032,54.5,0.132825688073394,246.927083333333,"burned","medium",2020-09-03,113.927083333332
"139",139,"POKE",2020,"storm22a","fDOM",-0.273959881129272,11.303,6.9998108974359,31.242,68.326,318.645,7.58647222222222,26.5,0.426528301886792,250.802083333333,"burned","medium",2020-09-07,117.802083333332
"140",140,"POKE",2020,"storm3","fDOM",-0.192708333333333,6.096,15.6453735632184,21.967,25.777,25.777,14.3403960813492,29.5,0.20664406779661,166.34375,"burned","medium",2020-06-15,33.34375
"141",141,"POKE",2020,"storm4a","fDOM",-0.188664091228909,19.94,11.6273055555556,24.89,37.207,37.207,15.0949871031746,24.25,0.822268041237113,170.229166666667,"burned","medium",2020-06-19,37.2291666666679
"142",142,"POKE",2020,"storm4b","fDOM",0.353252501924557,16.764,11.9058514492754,33.402,57.147,57.147,14.5655473710317,23.5,0.71336170212766,171.260416666667,"burned","medium",2020-06-20,38.2604166666679
"143",143,"POKE",2020,"storm4c","fDOM",0.0829288025889967,10.795,9.15158333333333,49.912,74.165,74.165,14.340380952381,39.5,0.273291139240506,172.260416666667,"burned","medium",2020-06-21,39.2604166666679
"144",144,"POKE",2020,"storm5","fDOM",-0.316492146596858,16.51,9.45272530864198,53.722,85.087,85.087,13.188136656746,54.5,0.302935779816514,173.927083333333,"burned","medium",2020-06-22,40.9270833333321
"145",145,"POKE",2020,"storm6","fDOM",-0.282016348773843,1.397,7.82374456521739,24.511,107.82,107.82,10.8862668650794,23.5,0.0594468085106383,180.385416666667,"burned","medium",2020-06-29,47.3854166666679
"146",146,"POKE",2020,"storm7","fDOM",-0.240352811466373,8.256,16.4879892473118,10.795,110.106,112.519,11.1771438492064,31.5,0.262095238095238,185.21875,"burned","medium",2020-07-04,52.21875
"147",147,"POKE",2020,"storm9","fDOM",-0.0737594390507011,19.939,13.3538935897436,11.43,106.428,132.205,13.7469578373016,65.5,0.304412213740458,193.802083333333,"burned","medium",2020-07-12,60.8020833333321
"148",148,"POKE",2020,"storm1","SPC",0.36206896551724,7.872,14.7561920289855,4.191,4.191,4.191,13.5116122047244,23.5,0.334978723404255,160.427083333333,"burned","medium",2020-06-09,27.4270833333321
"149",149,"POKE",2020,"storm11","SPC",0.51063829787234,9.271,13.6241156462585,33.782,108.84,165.987,13.1165548115079,49.5,0.187292929292929,199.302083333333,"burned","medium",2020-07-18,66.3020833333321
"150",150,"POKE",2020,"storm12","SPC",-0.210385302373054,16.383,10.4859369517544,28.448,91.441,175.258,13.6368762400794,76.5,0.214156862745098,201.71875,"burned","medium",2020-07-20,68.71875
"151",151,"POKE",2020,"storm13","SPC",0.862244897959183,7.493,9.34207539682539,29.464,91.314,193.038,12.0783380456349,21.5,0.348511627906977,205.302083333333,"burned","medium",2020-07-24,72.3020833333321
"152",152,"POKE",2020,"storm14","SPC",0.202240199128811,18.034,12.2281333333333,26.416,97.537,201.674,11.6895337301587,95.5,0.188837696335079,207.927083333333,"burned","medium",2020-07-26,74.9270833333321
"153",153,"POKE",2020,"storm15","SPC",0.644536082474227,44.069,13.5967143574297,32.258,113.157,233.932,13.9661284722222,83.5,0.52777245508982,214.927083333333,"burned","medium",2020-08-02,81.9270833333321
"154",154,"POKE",2020,"storm16","SPC",0.308823529411766,5.334,11.4590670289855,3.81,129.667,281.811,11.6328955853175,23.5,0.226978723404255,224.510416666667,"burned","medium",2020-08-12,91.5104166666679
"155",155,"POKE",2020,"storm2","SPC",0.271428571428572,2.794,15.3013273809524,20.951,20.951,20.951,13.8273888888889,21.5,0.129953488372093,163.510416666667,"burned","medium",2020-06-12,30.5104166666679
"156",156,"POKE",2020,"storm20","SPC",0.559659090909091,8.509,7.628625,17.145,43.18,309.118,10.2190582837302,34.5,0.24663768115942,244.71875,"burned","medium",2020-09-01,111.71875
"157",157,"POKE",2020,"storm21","SPC",0.32758620689655,7.239,5.28386728395062,16.383,54.483,320.167,9.64992906746032,54.5,0.132825688073394,246.927083333333,"burned","medium",2020-09-03,113.927083333332
"158",158,"POKE",2020,"storm22a","SPC",0.68,11.303,6.9998108974359,31.242,68.326,318.645,7.58647222222222,26.5,0.426528301886792,250.802083333333,"burned","medium",2020-09-07,117.802083333332
"159",159,"POKE",2020,"storm3","SPC",0.0218750000000001,6.096,15.6453735632184,21.967,25.777,25.777,14.3403960813492,29.5,0.20664406779661,166.34375,"burned","medium",2020-06-15,33.34375
"160",160,"POKE",2020,"storm4a","SPC",0.967528051683101,19.94,11.6273055555556,24.89,37.207,37.207,15.0949871031746,24.25,0.822268041237113,170.229166666667,"burned","medium",2020-06-19,37.2291666666679
"161",161,"POKE",2020,"storm4b","SPC",0.605568445475638,16.764,11.9058514492754,33.402,57.147,57.147,14.5655473710317,23.5,0.71336170212766,171.260416666667,"burned","medium",2020-06-20,38.2604166666679
"162",162,"POKE",2020,"storm4c","SPC",-0.013327601031814,10.795,9.15158333333333,49.912,74.165,74.165,14.340380952381,39.5,0.273291139240506,172.260416666667,"burned","medium",2020-06-21,39.2604166666679
"163",163,"POKE",2020,"storm5","SPC",0.623881932021467,16.51,9.45272530864198,53.722,85.087,85.087,13.188136656746,54.5,0.302935779816514,173.927083333333,"burned","medium",2020-06-22,40.9270833333321
"164",164,"POKE",2020,"storm6","SPC",0.403846153846154,1.397,7.82374456521739,24.511,107.82,107.82,10.8862668650794,23.5,0.0594468085106383,180.385416666667,"burned","medium",2020-06-29,47.3854166666679
"165",165,"POKE",2020,"storm7","SPC",0.784722222222226,8.256,16.4879892473118,10.795,110.106,112.519,11.1771438492064,31.5,0.262095238095238,185.21875,"burned","medium",2020-07-04,52.21875
"166",166,"POKE",2020,"storm9","SPC",0.482142857142855,19.939,13.3538935897436,11.43,106.428,132.205,13.7469578373016,65.5,0.304412213740458,193.802083333333,"burned","medium",2020-07-12,60.8020833333321
"167",167,"POKE",2020,"storm1","turb",-0.102203405262679,7.872,14.7561920289855,4.191,4.191,4.191,13.5116122047244,23.5,0.334978723404255,160.427083333333,"burned","medium",2020-06-09,27.4270833333321
"168",168,"POKE",2020,"storm11","turb",-0.102912808641975,9.271,13.6241156462585,33.782,108.84,165.987,13.1165548115079,49.5,0.187292929292929,199.302083333333,"burned","medium",2020-07-18,66.3020833333321
"169",169,"POKE",2020,"storm12","turb",0.037545578851413,16.383,10.4859369517544,28.448,91.441,175.258,13.6368762400794,76.5,0.214156862745098,201.71875,"burned","medium",2020-07-20,68.71875
"170",170,"POKE",2020,"storm14","turb",-0.13336195177792,18.034,12.2281333333333,26.416,97.537,201.674,11.6895337301587,95.5,0.188837696335079,207.927083333333,"burned","medium",2020-07-26,74.9270833333321
"171",171,"POKE",2020,"storm15","turb",-0.117019871169948,44.069,13.5967143574297,32.258,113.157,233.932,13.9661284722222,83.5,0.52777245508982,214.927083333333,"burned","medium",2020-08-02,81.9270833333321
"172",172,"POKE",2020,"storm16","turb",-0.0680957037218114,5.334,11.4590670289855,3.81,129.667,281.811,11.6328955853175,23.5,0.226978723404255,224.510416666667,"burned","medium",2020-08-12,91.5104166666679
"173",173,"POKE",2020,"storm18","turb",-0.26079833871712,6.604,9.97124094202899,9.906,83.185,297.432,13.4487132936508,23.5,0.281021276595745,237.177083333333,"burned","medium",2020-08-25,104.177083333332
"174",174,"POKE",2020,"storm19","turb",-0.189969501092498,7.112,9.01308080808081,21.209,89.408,309.116,12.1230458829365,33.5,0.212298507462687,239.385416666667,"burned","medium",2020-08-27,106.385416666668
"175",175,"POKE",2020,"storm2","turb",0.000766871165644306,2.794,15.3013273809524,20.951,20.951,20.951,13.8273888888889,21.5,0.129953488372093,163.510416666667,"burned","medium",2020-06-12,30.5104166666679
"176",176,"POKE",2020,"storm20","turb",-0.194605568445475,8.509,7.628625,17.145,43.18,309.118,10.2190582837302,34.5,0.24663768115942,244.71875,"burned","medium",2020-09-01,111.71875
"177",177,"POKE",2020,"storm21","turb",0.36629769880571,7.239,5.28386728395062,16.383,54.483,320.167,9.64992906746032,54.5,0.132825688073394,246.927083333333,"burned","medium",2020-09-03,113.927083333332
"178",178,"POKE",2020,"storm22a","turb",-0.15640258308395,11.303,6.9998108974359,31.242,68.326,318.645,7.58647222222222,26.5,0.426528301886792,250.802083333333,"burned","medium",2020-09-07,117.802083333332
"179",179,"POKE",2020,"storm3","turb",-0.425279931093885,6.096,15.6453735632184,21.967,25.777,25.777,14.3403960813492,29.5,0.20664406779661,166.34375,"burned","medium",2020-06-15,33.34375
"180",180,"POKE",2020,"storm4a","turb",-0.0508900729876983,19.94,11.6273055555556,24.89,37.207,37.207,15.0949871031746,24.25,0.822268041237113,170.229166666667,"burned","medium",2020-06-19,37.2291666666679
"181",181,"POKE",2020,"storm4b","turb",-0.0717868494239173,16.764,11.9058514492754,33.402,57.147,57.147,14.5655473710317,23.5,0.71336170212766,171.260416666667,"burned","medium",2020-06-20,38.2604166666679
"182",182,"POKE",2020,"storm4c","turb",-0.00356699751861039,10.795,9.15158333333333,49.912,74.165,74.165,14.340380952381,39.5,0.273291139240506,172.260416666667,"burned","medium",2020-06-21,39.2604166666679
"183",183,"POKE",2020,"storm5","turb",-0.147271573604061,16.51,9.45272530864198,53.722,85.087,85.087,13.188136656746,54.5,0.302935779816514,173.927083333333,"burned","medium",2020-06-22,40.9270833333321
"184",184,"POKE",2020,"storm6","turb",0.11797939514789,1.397,7.82374456521739,24.511,107.82,107.82,10.8862668650794,23.5,0.0594468085106383,180.385416666667,"burned","medium",2020-06-29,47.3854166666679
"185",185,"POKE",2020,"storm7","turb",-0.0981743666169896,8.256,16.4879892473118,10.795,110.106,112.519,11.1771438492064,31.5,0.262095238095238,185.21875,"burned","medium",2020-07-04,52.21875
"186",186,"POKE",2020,"storm9","turb",-0.12194414518936,19.939,13.3538935897436,11.43,106.428,132.205,13.7469578373016,65.5,0.304412213740458,193.802083333333,"burned","medium",2020-07-12,60.8020833333321
"187",187,"VAUL",2020,"storm10","NO3",0.613811345044593,3.2,10.6351641156463,27.4,159,509.8,13.2360084830339,48.5,0.065979381443299,237.3125,"unburned","high",2020-08-25,104.3125
"188",188,"VAUL",2020,"storm11","NO3",0.0411610831824845,12.6,10.5713873762376,29.6,161.4,512.2,12.179995259481,99.5,0.126633165829146,239.3125,"unburned","high",2020-08-27,106.3125
"189",189,"VAUL",2020,"storm12","NO3",0.54549396097863,7.2,8.16357196969697,23.8,109,534,10.2486763392857,42.5,0.169411764705882,244.479166666667,"unburned","high",2020-09-01,111.479166666668
"190",190,"VAUL",2020,"storm13","NO3",-0.00379727408019459,38,6.48743125,29.6,115.6,541.6,9.64803451676529,79.5,0.477987421383648,246.3125,"unburned","high",2020-09-03,113.3125
"191",191,"VAUL",2020,"storm14","NO3",0.577023417215899,15.2,7.89889779874214,61.6,135.4,568,7.70435552268245,52.5,0.28952380952381,249.729166666667,"unburned","high",2020-09-06,116.729166666668
"192",192,"VAUL",2020,"storm1a","NO3",0.0702885496665718,5.6,11.8664320987654,26.6,26.8,26.8,15.0880153769841,27.5,0.203636363636364,170.260416666667,"unburned","high",2020-06-19,37.2604166666679
"193",193,"VAUL",2020,"storm1b","NO3",-0.0342612419700214,69.4,9.92644540229885,26.4,32.4,32.4,14.4971768353175,58.25,1.19141630901288,171.479166666667,"unburned","high",2020-06-20,38.4791666666679
"194",194,"VAUL",2020,"storm1c","NO3",-0.00863885377159981,26,10.4990582524272,84.8,103,103,13.188136656746,101.25,0.25679012345679,173.9375,"unburned","high",2020-06-22,40.9375
"195",195,"VAUL",2020,"storm3","NO3",0.156667565213784,22,12.3416453125,56.8,203,203,14.9850009920635,77.25,0.284789644012945,190.145833333333,"unburned","high",2020-07-09,57.1458333333321
"196",196,"VAUL",2020,"storm4","NO3",0.570744680851065,35.2,12.963696875,80.2,208.8,226.4,13.724215729783,79.25,0.44416403785489,193.8125,"unburned","high",2020-07-12,60.8125
"197",197,"VAUL",2020,"storm5","NO3",0.283105659325349,10.8,10.0680733333333,50.6,200.6,340.2,11.6657959081836,49.25,0.219289340101523,207.9375,"unburned","high",2020-07-26,74.9375
"198",198,"VAUL",2020,"storm6a","NO3",0.2110400377164,18.2,13.0758024691358,40.6,229.8,376,13.9416145209581,26.5,0.686792452830189,213.8125,"unburned","high",2020-08-01,80.8125
"199",199,"VAUL",2020,"storm6b","NO3",0.0371427505766869,36.6,12.9959064102564,50.8,248.4,394.6,14.0384608433735,127.5,0.287058823529412,214.9375,"unburned","high",2020-08-02,81.9375
"200",200,"VAUL",2020,"storm7","NO3",-0.0611090108657212,25.4,10.811849537037,69.8,205.6,430,13.026853030303,70.5,0.360283687943262,220.3125,"unburned","high",2020-08-08,87.3125
"201",201,"VAUL",2020,"storm8","NO3",0.0546505340002697,6.2,10.3965525362319,35.2,206.8,460.2,12.2976785009862,22.5,0.275555555555556,223.3125,"unburned","high",2020-08-11,90.3125
"202",202,"VAUL",2020,"storm9","NO3",0.612518628912073,4.4,10.3715615942029,52.6,221.2,477.8,11.7702651289683,22.5,0.195555555555556,224.3125,"unburned","high",2020-08-12,91.3125
"203",203,"VAUL",2020,"storm10","fDOM",0.507204289442718,3.2,10.6351641156463,27.4,159,509.8,13.2360084830339,48.5,0.065979381443299,237.3125,"unburned","high",2020-08-25,104.3125
"204",204,"VAUL",2020,"storm11","fDOM",0.384638975883618,12.6,10.5713873762376,29.6,161.4,512.2,12.179995259481,99.5,0.126633165829146,239.3125,"unburned","high",2020-08-27,106.3125
"205",205,"VAUL",2020,"storm12","fDOM",0.116192179154825,7.2,8.16357196969697,23.8,109,534,10.2486763392857,42.5,0.169411764705882,244.479166666667,"unburned","high",2020-09-01,111.479166666668
"206",206,"VAUL",2020,"storm13","fDOM",0.647385585252837,38,6.48743125,29.6,115.6,541.6,9.64803451676529,79.5,0.477987421383648,246.3125,"unburned","high",2020-09-03,113.3125
"207",207,"VAUL",2020,"storm14","fDOM",0.537547850947331,15.2,7.89889779874214,61.6,135.4,568,7.70435552268245,52.5,0.28952380952381,249.729166666667,"unburned","high",2020-09-06,116.729166666668
"208",208,"VAUL",2020,"storm1a","fDOM",0.857942769722221,5.6,11.8664320987654,26.6,26.8,26.8,15.0880153769841,27.5,0.203636363636364,170.260416666667,"unburned","high",2020-06-19,37.2604166666679
"209",209,"VAUL",2020,"storm1b","fDOM",0.128256397715665,69.4,9.92644540229885,26.4,32.4,32.4,14.4971768353175,58.25,1.19141630901288,171.479166666667,"unburned","high",2020-06-20,38.4791666666679
"210",210,"VAUL",2020,"storm3","fDOM",0.172866787169557,22,12.3416453125,56.8,203,203,14.9850009920635,77.25,0.284789644012945,190.145833333333,"unburned","high",2020-07-09,57.1458333333321
"211",211,"VAUL",2020,"storm4","fDOM",0.562943465323873,35.2,12.963696875,80.2,208.8,226.4,13.724215729783,79.25,0.44416403785489,193.8125,"unburned","high",2020-07-12,60.8125
"212",212,"VAUL",2020,"storm5","fDOM",0.561296158348425,10.8,10.0680733333333,50.6,200.6,340.2,11.6657959081836,49.25,0.219289340101523,207.9375,"unburned","high",2020-07-26,74.9375
"213",213,"VAUL",2020,"storm6a","fDOM",0.82557851048043,18.2,13.0758024691358,40.6,229.8,376,13.9416145209581,26.5,0.686792452830189,213.8125,"unburned","high",2020-08-01,80.8125
"214",214,"VAUL",2020,"storm6b","fDOM",0.209224925968843,36.6,12.9959064102564,50.8,248.4,394.6,14.0384608433735,127.5,0.287058823529412,214.9375,"unburned","high",2020-08-02,81.9375
"215",215,"VAUL",2020,"storm7","fDOM",-1.0707325949367e-32,25.4,10.811849537037,69.8,205.6,430,13.026853030303,70.5,0.360283687943262,220.3125,"unburned","high",2020-08-08,87.3125
"216",216,"VAUL",2020,"storm8","fDOM",0.472607474134862,6.2,10.3965525362319,35.2,206.8,460.2,12.2976785009862,22.5,0.275555555555556,223.3125,"unburned","high",2020-08-11,90.3125
"217",217,"VAUL",2020,"storm9","fDOM",0.602040943702398,4.4,10.3715615942029,52.6,221.2,477.8,11.7702651289683,22.5,0.195555555555556,224.3125,"unburned","high",2020-08-12,91.3125
"218",218,"VAUL",2020,"storm10","SPC",0.961892797319936,3.2,10.6351641156463,27.4,159,509.8,13.2360084830339,48.5,0.065979381443299,237.3125,"unburned","high",2020-08-25,104.3125
"219",219,"VAUL",2020,"storm11","SPC",0.649794388001934,12.6,10.5713873762376,29.6,161.4,512.2,12.179995259481,99.5,0.126633165829146,239.3125,"unburned","high",2020-08-27,106.3125
"220",220,"VAUL",2020,"storm12","SPC",0.549502567394087,7.2,8.16357196969697,23.8,109,534,10.2486763392857,42.5,0.169411764705882,244.479166666667,"unburned","high",2020-09-01,111.479166666668
"221",221,"VAUL",2020,"storm13","SPC",0.896472332787015,38,6.48743125,29.6,115.6,541.6,9.64803451676529,79.5,0.477987421383648,246.3125,"unburned","high",2020-09-03,113.3125
"222",222,"VAUL",2020,"storm14","SPC",-0.606303837118231,15.2,7.89889779874214,61.6,135.4,568,7.70435552268245,52.5,0.28952380952381,249.729166666667,"unburned","high",2020-09-06,116.729166666668
"223",223,"VAUL",2020,"storm1a","SPC",0.97234379955598,5.6,11.8664320987654,26.6,26.8,26.8,15.0880153769841,27.5,0.203636363636364,170.260416666667,"unburned","high",2020-06-19,37.2604166666679
"224",224,"VAUL",2020,"storm1b","SPC",0.306794943298011,69.4,9.92644540229885,26.4,32.4,32.4,14.4971768353175,58.25,1.19141630901288,171.479166666667,"unburned","high",2020-06-20,38.4791666666679
"225",225,"VAUL",2020,"storm3","SPC",0.44518833232917,22,12.3416453125,56.8,203,203,14.9850009920635,77.25,0.284789644012945,190.145833333333,"unburned","high",2020-07-09,57.1458333333321
"226",226,"VAUL",2020,"storm4","SPC",0.795828974895399,35.2,12.963696875,80.2,208.8,226.4,13.724215729783,79.25,0.44416403785489,193.8125,"unburned","high",2020-07-12,60.8125
"227",227,"VAUL",2020,"storm5","SPC",0.766848599905083,10.8,10.0680733333333,50.6,200.6,340.2,11.6657959081836,49.25,0.219289340101523,207.9375,"unburned","high",2020-07-26,74.9375
"228",228,"VAUL",2020,"storm6a","SPC",0.990668239836962,18.2,13.0758024691358,40.6,229.8,376,13.9416145209581,26.5,0.686792452830189,213.8125,"unburned","high",2020-08-01,80.8125
"229",229,"VAUL",2020,"storm6b","SPC",0.187296269467584,36.6,12.9959064102564,50.8,248.4,394.6,14.0384608433735,127.5,0.287058823529412,214.9375,"unburned","high",2020-08-02,81.9375
"230",230,"VAUL",2020,"storm7","SPC",-0.745832949627038,25.4,10.811849537037,69.8,205.6,430,13.026853030303,70.5,0.360283687943262,220.3125,"unburned","high",2020-08-08,87.3125
"231",231,"VAUL",2020,"storm8","SPC",-0.613548613548611,6.2,10.3965525362319,35.2,206.8,460.2,12.2976785009862,22.5,0.275555555555556,223.3125,"unburned","high",2020-08-11,90.3125
"232",232,"VAUL",2020,"storm9","SPC",0.429715302491112,4.4,10.3715615942029,52.6,221.2,477.8,11.7702651289683,22.5,0.195555555555556,224.3125,"unburned","high",2020-08-12,91.3125
"233",233,"VAUL",2020,"storm10","turb",-0.259997599204308,3.2,10.6351641156463,27.4,159,509.8,13.2360084830339,48.5,0.065979381443299,237.3125,"unburned","high",2020-08-25,104.3125
"234",234,"VAUL",2020,"storm11","turb",-0.0864373416814761,12.6,10.5713873762376,29.6,161.4,512.2,12.179995259481,99.5,0.126633165829146,239.3125,"unburned","high",2020-08-27,106.3125
"235",235,"VAUL",2020,"storm12","turb",-0.127177887717788,7.2,8.16357196969697,23.8,109,534,10.2486763392857,42.5,0.169411764705882,244.479166666667,"unburned","high",2020-09-01,111.479166666668
"236",236,"VAUL",2020,"storm13","turb",-0.307798153620078,38,6.48743125,29.6,115.6,541.6,9.64803451676529,79.5,0.477987421383648,246.3125,"unburned","high",2020-09-03,113.3125
"237",237,"VAUL",2020,"storm14","turb",-0.496837453390416,15.2,7.89889779874214,61.6,135.4,568,7.70435552268245,52.5,0.28952380952381,249.729166666667,"unburned","high",2020-09-06,116.729166666668
"238",238,"VAUL",2020,"storm1a","turb",-0.204270029637621,5.6,11.8664320987654,26.6,26.8,26.8,15.0880153769841,27.5,0.203636363636364,170.260416666667,"unburned","high",2020-06-19,37.2604166666679
"239",239,"VAUL",2020,"storm1b","turb",-0.11558709454703,69.4,9.92644540229885,26.4,32.4,32.4,14.4971768353175,58.25,1.19141630901288,171.479166666667,"unburned","high",2020-06-20,38.4791666666679
"240",240,"VAUL",2020,"storm3","turb",-0.080223047973677,22,12.3416453125,56.8,203,203,14.9850009920635,77.25,0.284789644012945,190.145833333333,"unburned","high",2020-07-09,57.1458333333321
"241",241,"VAUL",2020,"storm4","turb",-0.16583344296803,35.2,12.963696875,80.2,208.8,226.4,13.724215729783,79.25,0.44416403785489,193.8125,"unburned","high",2020-07-12,60.8125
"242",242,"VAUL",2020,"storm5","turb",-0.0895155435284802,10.8,10.0680733333333,50.6,200.6,340.2,11.6657959081836,49.25,0.219289340101523,207.9375,"unburned","high",2020-07-26,74.9375
"243",243,"VAUL",2020,"storm6a","turb",-0.172400261405365,18.2,13.0758024691358,40.6,229.8,376,13.9416145209581,26.5,0.686792452830189,213.8125,"unburned","high",2020-08-01,80.8125
"244",244,"VAUL",2020,"storm6b","turb",-0.260866215296042,36.6,12.9959064102564,50.8,248.4,394.6,14.0384608433735,127.5,0.287058823529412,214.9375,"unburned","high",2020-08-02,81.9375
"245",245,"VAUL",2020,"storm7","turb",-1.35537230283589e-06,25.4,10.811849537037,69.8,205.6,430,13.026853030303,70.5,0.360283687943262,220.3125,"unburned","high",2020-08-08,87.3125
"246",246,"VAUL",2020,"storm8","turb",-0.378380026217115,6.2,10.3965525362319,35.2,206.8,460.2,12.2976785009862,22.5,0.275555555555556,223.3125,"unburned","high",2020-08-11,90.3125
"247",247,"VAUL",2020,"storm9","turb",-0.526925713306487,4.4,10.3715615942029,52.6,221.2,477.8,11.7702651289683,22.5,0.195555555555556,224.3125,"unburned","high",2020-08-12,91.3125
"248",248,"STRT",2020,"storm10","NO3",0.0316985023017475,6.2,2.69691734972678,6.4,62.2,299.8,4.90460515873016,18,0.344444444444444,266.8125,"burned","high",2020-09-23,133.8125
"249",249,"STRT",2020,"storm1a","NO3",0.873695314234947,6.2,11.2839012345679,2.4,2.4,2.4,15.7220192307692,5,1.24,169.947916666667,"burned","high",2020-06-18,36.9479166666679
"250",250,"STRT",2020,"storm1b","NO3",0.529354846369384,47.8,11.0782333333333,8.6,8.6,8.6,14.1140688405797,37,1.29189189189189,171.197916666667,"burned","high",2020-06-20,38.1979166666679
"251",251,"STRT",2020,"storm1c","NO3",-0.354354971240757,26.8,8.86628846153846,58,58,58,12.9348198198198,25,1.072,172.947916666667,"burned","high",2020-06-21,39.9479166666679
"252",252,"STRT",2020,"storm1d","NO3",-0.383589884551952,2,8.16529166666667,87.2,87.2,87.2,12.0837494047619,0,Inf,174.145833333333,"burned","high",2020-06-23,41.1458333333321
"253",253,"STRT",2020,"storm1e","NO3",-0.471603990790482,8,11.9692721471471,89.2,89.2,89.2,11.5355994376278,7,1.14285714285714,175.083333333333,"burned","high",2020-06-24,42.0833333333321
"254",254,"STRT",2020,"storm2","NO3",0.63271990018714,8,10.9959654471545,54.8,157,157,14.9465163690476,NA,NA,190.395833333333,"burned","high",2020-07-09,57.3958333333321
"255",255,"STRT",2020,"storm3","NO3",0.0875515630435865,11.8,10.4799483506944,59.6,144,226.8,13.6856976686508,43,0.274418604651163,201.9375,"burned","high",2020-07-20,68.9375
"256",256,"STRT",2020,"storm4a","NO3",0.881242692500416,10.8,13.2806428571429,15.4,152,254.2,13.7211892361111,3,3.6,213.479166666667,"burned","high",2020-08-01,80.4791666666679
"257",257,"STRT",2020,"storm4b","NO3",0.00449293966623804,10.8,13.7219192708333,23,165,267.2,13.9754806547619,30,0.36,215.0625,"burned","high",2020-08-03,82.0625
"258",258,"STRT",2020,"storm5","NO3",0.621485107269328,12,10.2983707627119,17.6,117.6,282.6,12.5460235615079,54,0.222222222222222,221.520833333333,"burned","high",2020-08-09,88.5208333333321
"259",259,"STRT",2020,"storm6","NO3",0.572378138847828,6.6,10.6357805555556,16.6,124.4,294.4,12.170001984127,0,Inf,223.979166666667,"burned","high",2020-08-11,90.9791666666679
"260",260,"STRT",2020,"storm7a","NO3",0.639653590272998,2.8,13.5934739583333,17.2,80.8,318,13.3275190972222,2,1.4,232.354166666667,"burned","high",2020-08-20,99.3541666666679
"261",261,"STRT",2020,"storm7b","NO3",-0.592146596858668,0.8,14.6218713768116,23.8,86.4,324.6,13.5238960813492,0,Inf,233.427083333333,"burned","high",2020-08-21,100.427083333332
"262",262,"STRT",2020,"storm8","NO3",0.868610747051122,1.8,8.69534166666666,27.6,99.6,347.8,11.5806180555556,3,0.6,240.354166666667,"burned","high",2020-08-28,107.354166666668
"263",263,"STRT",2020,"storm9a","NO3",0.539851186486124,8.8,6.29908105022831,15.8,79.6,357.4,9.63421825396826,4,2.2,246.520833333333,"burned","high",2020-09-03,113.520833333332
"264",264,"STRT",2020,"storm9b","NO3",0.712362911266182,2.8,8.4971553030303,21,86.8,370.6,7.69828174603175,28,0.1,249.729166666667,"burned","high",2020-09-06,116.729166666668
"265",265,"STRT",2020,"storm9c","NO3",0.0892141453831037,12.4,3.61910729166667,29,84.4,382.2,7.12745535714286,52,0.238461538461538,252.3125,"burned","high",2020-09-09,119.3125
"266",266,"STRT",2020,"storm10","fDOM",-0.141261857928939,6.2,2.69691734972678,6.4,62.2,299.8,4.90460515873016,18,0.344444444444444,266.8125,"burned","high",2020-09-23,133.8125
"267",267,"STRT",2020,"storm1a","fDOM",-0.447848951866192,6.2,11.2839012345679,2.4,2.4,2.4,15.7220192307692,5,1.24,169.947916666667,"burned","high",2020-06-18,36.9479166666679
"268",268,"STRT",2020,"storm1c","fDOM",0.0971475934606015,26.8,8.86628846153846,58,58,58,12.9348198198198,25,1.072,172.947916666667,"burned","high",2020-06-21,39.9479166666679
"269",269,"STRT",2020,"storm1d","fDOM",0.623355656541476,2,8.16529166666667,87.2,87.2,87.2,12.0837494047619,0,Inf,174.145833333333,"burned","high",2020-06-23,41.1458333333321
"270",270,"STRT",2020,"storm1e","fDOM",-0.173910554533467,8,11.9692721471471,89.2,89.2,89.2,11.5355994376278,7,1.14285714285714,175.083333333333,"burned","high",2020-06-24,42.0833333333321
"271",271,"STRT",2020,"storm4a","fDOM",-0.432338449876826,10.8,13.2806428571429,15.4,152,254.2,13.7211892361111,3,3.6,213.479166666667,"burned","high",2020-08-01,80.4791666666679
"272",272,"STRT",2020,"storm4b","fDOM",-0.244515783841626,10.8,13.7219192708333,23,165,267.2,13.9754806547619,30,0.36,215.0625,"burned","high",2020-08-03,82.0625
"273",273,"STRT",2020,"storm5","fDOM",-0.347680817610063,12,10.2983707627119,17.6,117.6,282.6,12.5460235615079,54,0.222222222222222,221.520833333333,"burned","high",2020-08-09,88.5208333333321
