"","X1","X","site.ID","year","storm.num","response","HI","precip","temp","precip.week","precip.month","ThreeMonth","temp.week","TOTAL.TIME","Intensity","doy","burn","pf","date","TimeSinceChena"
"35",35,5,"FRCH",2021,"storm5a","NO3",0.788946587537094,34.6,5.89865942028985,5.6,44.8,81.4,7.09488169642857,41,0.84390243902439,226.107638888889,"unburned","medium",2021-08-15,95.1076388888905
"36",36,6,"FRCH",2021,"storm5b","NO3",-0.452152521525209,7.2,4.58973461538462,39.2,65.4,116,5.82658110119048,64,0.1125,228.024305555556,"unburned","medium",2021-08-17,97.0243055555547
"37",37,7,"FRCH",2021,"storm6a","NO3",0.732060185185134,6.2,5.47701636904762,7.2,51.6,124.6,4.571578125,21,0.295238095238095,230.774305555556,"unburned","medium",2021-08-19,99.7743055555547
"38",38,8,"FRCH",2021,"storm6b","NO3",-0.00637815738598482,3.8,6.72226335470085,12.4,56,113.8,5.32004315476191,77,0.0493506493506494,231.940972222222,"unburned","medium",2021-08-20,100.940972222223
"39",39,9,"FRCH",2021,"storm7","NO3",-0.0088996763753772,5.8,4.95733452380952,12.8,36.8,108.6,7.57998809523809,NA,NA,236.565972222222,"unburned","medium",2021-08-25,105.565972222223
"40",40,10,"FRCH",2021,"storm7c","NO3",0.530510585305086,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unburned","medium",NA,NA
"41",41,11,"FRCH",2021,"storm7d","NO3",0.3954057835821,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unburned","medium",NA,NA
"42",42,12,"FRCH",2021,"storm8","NO3",-0.0658829292187117,6.6,4.81587749287749,12.6,33.4,115.2,5.81315848214286,7,0.942857142857143,238.065972222222,"unburned","medium",2021-08-27,107.065972222223
"43",43,13,"FRCH",2021,"storm2","fDOM",-0.420606526681825,11.4,12.7981546052632,3.4,25.2,30.8,12.8917470238095,11,1.03636363636364,207.565972222222,"unburned","medium",2021-07-27,76.5659722222226
"44",44,14,"FRCH",2021,"storm3","fDOM",0.406932604676276,5.2,12.0829262820513,8.8,20.2,45.8,17.2071599702381,22,0.236363636363636,216.899305555556,"unburned","medium",2021-08-05,85.8993055555547
"45",45,15,"FRCH",2021,"storm4","fDOM",0.146170371344645,14.6,9.35502976190476,13.2,23.6,60.6,12.0718244047619,55,0.265454545454545,219.565972222222,"unburned","medium",2021-08-08,88.5659722222226
"46",46,16,"FRCH",2021,"storm5a","fDOM",-0.319548872180451,34.6,5.89865942028985,5.6,44.8,81.4,7.09488169642857,41,0.84390243902439,226.107638888889,"unburned","medium",2021-08-15,95.1076388888905
"47",47,17,"FRCH",2021,"storm5b","fDOM",-0.577974076616232,7.2,4.58973461538462,39.2,65.4,116,5.82658110119048,64,0.1125,228.024305555556,"unburned","medium",2021-08-17,97.0243055555547
"48",48,18,"FRCH",2021,"storm6a","fDOM",-0.0518859886918157,6.2,5.47701636904762,7.2,51.6,124.6,4.571578125,21,0.295238095238095,230.774305555556,"unburned","medium",2021-08-19,99.7743055555547
"49",49,19,"FRCH",2021,"storm6b","fDOM",0.125654555545724,3.8,6.72226335470085,12.4,56,113.8,5.32004315476191,77,0.0493506493506494,231.940972222222,"unburned","medium",2021-08-20,100.940972222223
"50",50,20,"FRCH",2021,"storm7","fDOM",-0.688630440448268,5.8,4.95733452380952,12.8,36.8,108.6,7.57998809523809,NA,NA,236.565972222222,"unburned","medium",2021-08-25,105.565972222223
"51",51,21,"FRCH",2021,"storm8","fDOM",-0.147444307967172,6.6,4.81587749287749,12.6,33.4,115.2,5.81315848214286,7,0.942857142857143,238.065972222222,"unburned","medium",2021-08-27,107.065972222223
"52",52,22,"FRCH",2021,"storm2","SPC",0.628829699144366,11.4,12.7981546052632,3.4,25.2,30.8,12.8917470238095,11,1.03636363636364,207.565972222222,"unburned","medium",2021-07-27,76.5659722222226
"53",53,23,"FRCH",2021,"storm3","SPC",0.641627278865627,5.2,12.0829262820513,8.8,20.2,45.8,17.2071599702381,22,0.236363636363636,216.899305555556,"unburned","medium",2021-08-05,85.8993055555547
"54",54,24,"FRCH",2021,"storm4","SPC",0.830361966504578,14.6,9.35502976190476,13.2,23.6,60.6,12.0718244047619,55,0.265454545454545,219.565972222222,"unburned","medium",2021-08-08,88.5659722222226
"55",55,25,"FRCH",2021,"storm5a","SPC",0.770899470899476,34.6,5.89865942028985,5.6,44.8,81.4,7.09488169642857,41,0.84390243902439,226.107638888889,"unburned","medium",2021-08-15,95.1076388888905
"56",56,26,"FRCH",2021,"storm5b","SPC",0.387632978723413,7.2,4.58973461538462,39.2,65.4,116,5.82658110119048,64,0.1125,228.024305555556,"unburned","medium",2021-08-17,97.0243055555547
"57",57,27,"FRCH",2021,"storm6a","SPC",0.231242312423127,6.2,5.47701636904762,7.2,51.6,124.6,4.571578125,21,0.295238095238095,230.774305555556,"unburned","medium",2021-08-19,99.7743055555547
"58",58,28,"FRCH",2021,"storm6b","SPC",0.308535630383714,3.8,6.72226335470085,12.4,56,113.8,5.32004315476191,77,0.0493506493506494,231.940972222222,"unburned","medium",2021-08-20,100.940972222223
"59",59,29,"FRCH",2021,"storm7","SPC",0.638282387190683,5.8,4.95733452380952,12.8,36.8,108.6,7.57998809523809,NA,NA,236.565972222222,"unburned","medium",2021-08-25,105.565972222223
"60",60,30,"FRCH",2021,"storm8","SPC",0.652048975512244,6.6,4.81587749287749,12.6,33.4,115.2,5.81315848214286,7,0.942857142857143,238.065972222222,"unburned","medium",2021-08-27,107.065972222223
"61",61,31,"FRCH",2021,"storm2","turb",-0.182102272727273,11.4,12.7981546052632,3.4,25.2,30.8,12.8917470238095,11,1.03636363636364,207.565972222222,"unburned","medium",2021-07-27,76.5659722222226
"62",62,32,"FRCH",2021,"storm3","turb",-0.195564036282378,5.2,12.0829262820513,8.8,20.2,45.8,17.2071599702381,22,0.236363636363636,216.899305555556,"unburned","medium",2021-08-05,85.8993055555547
"63",63,33,"FRCH",2021,"storm4","turb",-0.105639458073207,14.6,9.35502976190476,13.2,23.6,60.6,12.0718244047619,55,0.265454545454545,219.565972222222,"unburned","medium",2021-08-08,88.5659722222226
"64",64,34,"FRCH",2021,"storm5a","turb",-0.199815683019657,34.6,5.89865942028985,5.6,44.8,81.4,7.09488169642857,41,0.84390243902439,226.107638888889,"unburned","medium",2021-08-15,95.1076388888905
"65",65,35,"FRCH",2021,"storm5b","turb",0.0591667491558606,7.2,4.58973461538462,39.2,65.4,116,5.82658110119048,64,0.1125,228.024305555556,"unburned","medium",2021-08-17,97.0243055555547
"66",66,36,"FRCH",2021,"storm6a","turb",-0.178622690289054,6.2,5.47701636904762,7.2,51.6,124.6,4.571578125,21,0.295238095238095,230.774305555556,"unburned","medium",2021-08-19,99.7743055555547
"67",67,37,"FRCH",2021,"storm6b","turb",-0.0213245025902787,3.8,6.72226335470085,12.4,56,113.8,5.32004315476191,77,0.0493506493506494,231.940972222222,"unburned","medium",2021-08-20,100.940972222223
"68",68,38,"FRCH",2021,"storm7","turb",-0.0151333756442808,5.8,4.95733452380952,12.8,36.8,108.6,7.57998809523809,NA,NA,236.565972222222,"unburned","medium",2021-08-25,105.565972222223
"69",69,39,"FRCH",2021,"storm8","turb",-0.251528964444053,6.6,4.81587749287749,12.6,33.4,115.2,5.81315848214286,7,0.942857142857143,238.065972222222,"unburned","medium",2021-08-27,107.065972222223
"70",70,1,"POKE",2021,"storm2","NO3",0.495514470058737,7.493,10.1855303819444,0.635,12.192,12.192,7.9244660218254,47,0.159425531914894,151.28125,"burned","medium",2021-06-01,20.28125
"71",71,2,"POKE",2021,"storm3","NO3",0.503021018968347,13.589,14.4058134920635,1.27,25.019,35.306,15.6807445436508,NA,NA,169.28125,"burned","medium",2021-06-19,38.28125
"72",72,3,"POKE",2021,"storm4","NO3",0.466382420465727,13.335,11.9851414930556,2.54,2.667,39.243,16.8155126488095,NA,NA,203.815972222222,"burned","medium",2021-07-23,72.8159722222226
"73",73,4,"POKE",2021,"storm5","NO3",-0.158832836932249,21.971,12.8647175438596,1.27,17.272,33.02,13.1783460451977,88,0.249670454545455,207.357638888889,"burned","medium",2021-07-27,76.3576388888905
"74",74,5,"POKE",2021,"storm6","NO3",0.499733475479732,21.844,9.05528541666666,4.953,4.953,44.831,12.1482529761905,37,0.590378378378378,219.524305555556,"burned","medium",2021-08-08,88.5243055555547
"75",75,6,"POKE",2021,"storm7a","NO3",-0.392138478182473,62.738,5.16202802359882,5.715,40.005,79.248,7.34072991071428,NA,NA,225.815972222222,"burned","medium",2021-08-14,94.8159722222226
"76",76,7,"POKE",2021,"storm7b","NO3",0.432900908824388,20.574,5.31442929292929,7.747,75.946,141.859,4.50603943452381,NA,NA,230.524305555556,"burned","medium",2021-08-19,99.5243055555547
"77",77,8,"POKE",2021,"storm1","fDOM",-0.120764061081528,9.525,7.24742302259887,0.508,0.508,0.508,8.09315878378378,NA,NA,135.28125,"burned","medium",2021-05-16,4.28125
"78",78,9,"POKE",2021,"storm2","fDOM",-0.456506694991633,7.493,10.1855303819444,0.635,12.192,12.192,7.9244660218254,47,0.159425531914894,151.28125,"burned","medium",2021-06-01,20.28125
"79",79,10,"POKE",2021,"storm5","fDOM",-0.408207150368034,21.971,12.8647175438596,1.27,17.272,33.02,13.1783460451977,88,0.249670454545455,207.357638888889,"burned","medium",2021-07-27,76.3576388888905
"80",80,11,"POKE",2021,"storm6","fDOM",-0.465156232469428,21.844,9.05528541666666,4.953,4.953,44.831,12.1482529761905,37,0.590378378378378,219.524305555556,"burned","medium",2021-08-08,88.5243055555547
"81",81,12,"POKE",2021,"storm1","SPC",0.492860281195078,9.525,7.24742302259887,0.508,0.508,0.508,8.09315878378378,NA,NA,135.28125,"burned","medium",2021-05-16,4.28125
"82",82,13,"POKE",2021,"storm2","SPC",0.740390131956367,7.493,10.1855303819444,0.635,12.192,12.192,7.9244660218254,47,0.159425531914894,151.28125,"burned","medium",2021-06-01,20.28125
"83",83,14,"POKE",2021,"storm5","SPC",0.794873921698756,21.971,12.8647175438596,1.27,17.272,33.02,13.1783460451977,88,0.249670454545455,207.357638888889,"burned","medium",2021-07-27,76.3576388888905
"84",84,15,"POKE",2021,"storm6","SPC",0.86376404494382,21.844,9.05528541666666,4.953,4.953,44.831,12.1482529761905,37,0.590378378378378,219.524305555556,"burned","medium",2021-08-08,88.5243055555547
"85",85,16,"POKE",2021,"storm1","turb",-0.223895925667619,9.525,7.24742302259887,0.508,0.508,0.508,8.09315878378378,NA,NA,135.28125,"burned","medium",2021-05-16,4.28125
"86",86,17,"POKE",2021,"storm2","turb",-0.162914275134234,7.493,10.1855303819444,0.635,12.192,12.192,7.9244660218254,47,0.159425531914894,151.28125,"burned","medium",2021-06-01,20.28125
"87",87,18,"POKE",2021,"storm5","turb",-0.0209674273454262,21.971,12.8647175438596,1.27,17.272,33.02,13.1783460451977,88,0.249670454545455,207.357638888889,"burned","medium",2021-07-27,76.3576388888905
"88",88,19,"POKE",2021,"storm6","turb",-0.0898769293870812,21.844,9.05528541666666,4.953,4.953,44.831,12.1482529761905,37,0.590378378378378,219.524305555556,"burned","medium",2021-08-08,88.5243055555547
"89",89,1,"VAUL",2021,"storm1a","NO3",0.00797475993611971,45.4,12.4717788120567,36,36.2,96.2,17.4065319940476,93.8333333333333,0.483836589698046,203.649305555556,"unburned","high",2021-07-23,72.6493055555547
"90",90,2,"VAUL",2021,"storm1b","NO3",-0.26059600259759,6.6,14.2902050724638,6.8,81.8,88.8,12.7793139880952,114.833333333333,0.0574746008708273,207.607638888889,"unburned","high",2021-07-27,76.6076388888905
"91",91,3,"VAUL",2021,"storm2","NO3",-0.0512173396674461,6.2,14.5517009803921,0,12.8,93.4,19.0901555059524,16.8333333333333,0.368316831683168,216.399305555556,"unburned","high",2021-08-05,85.3993055555547
"92",92,4,"VAUL",2021,"storm3","NO3",-0.0913184042772339,48.4,8.85817839321357,5.6,12,101.8,12.1482529761905,166.833333333333,0.29010989010989,219.524305555556,"unburned","high",2021-08-08,88.5243055555547
"93",93,5,"VAUL",2021,"storm4a","NO3",0.240690240958469,36,4.95503543613707,5.4,54,148.8,7.00068005952381,106.833333333333,0.336973478939158,226.524305555556,"unburned","high",2021-08-15,95.5243055555547
"94",94,6,"VAUL",2021,"storm1b","fDOM",0.166198698043322,6.6,14.2902050724638,6.8,81.8,88.8,12.7793139880952,114.833333333333,0.0574746008708273,207.607638888889,"unburned","high",2021-07-27,76.6076388888905
"95",95,7,"VAUL",2021,"storm2","fDOM",0.603470437017996,6.2,14.5517009803921,0,12.8,93.4,19.0901555059524,16.8333333333333,0.368316831683168,216.399305555556,"unburned","high",2021-08-05,85.3993055555547
"96",96,8,"VAUL",2021,"storm3","fDOM",0.370277826720396,48.4,8.85817839321357,5.6,12,101.8,12.1482529761905,166.833333333333,0.29010989010989,219.524305555556,"unburned","high",2021-08-08,88.5243055555547
"97",97,9,"VAUL",2021,"storm4a","fDOM",-0.378887495155421,36,4.95503543613707,5.4,54,148.8,7.00068005952381,106.833333333333,0.336973478939158,226.524305555556,"unburned","high",2021-08-15,95.5243055555547
"98",98,10,"VAUL",2021,"storm4b","fDOM",-0.0108870259280654,5.8,6.17337708333333,11.6,47.8,182,4.81317708333333,79.8333333333333,0.072651356993737,230.982638888889,"unburned","high",2021-08-19,99.9826388888905
"99",99,11,"VAUL",2021,"storm5a","fDOM",0.47927667121975,24.4,6.61339357429719,8.2,50.2,118.6,6.65711011904762,82.8333333333333,0.294567404426559,234.482638888889,"unburned","high",2021-08-23,103.482638888891
"100",100,12,"VAUL",2021,"storm5b","fDOM",0.0953341710699901,2.8,3.39869444444444,18.8,45,129.8,6.13452901785714,95.8333333333333,0.0292173913043478,237.940972222222,"unburned","high",2021-08-26,106.940972222223
"101",101,13,"VAUL",2021,"storm1b","SPC",0.611146488862251,6.6,14.2902050724638,6.8,81.8,88.8,12.7793139880952,114.833333333333,0.0574746008708273,207.607638888889,"unburned","high",2021-07-27,76.6076388888905
"102",102,14,"VAUL",2021,"storm2","SPC",-0.466755042628399,6.2,14.5517009803921,0,12.8,93.4,19.0901555059524,16.8333333333333,0.368316831683168,216.399305555556,"unburned","high",2021-08-05,85.3993055555547
"103",103,15,"VAUL",2021,"storm3","SPC",0.768248297890225,48.4,8.85817839321357,5.6,12,101.8,12.1482529761905,166.833333333333,0.29010989010989,219.524305555556,"unburned","high",2021-08-08,88.5243055555547
"104",104,16,"VAUL",2021,"storm4a","SPC",-0.122568285749598,36,4.95503543613707,5.4,54,148.8,7.00068005952381,106.833333333333,0.336973478939158,226.524305555556,"unburned","high",2021-08-15,95.5243055555547
"105",105,17,"VAUL",2021,"storm4b","SPC",0.367929157744466,5.8,6.17337708333333,11.6,47.8,182,4.81317708333333,79.8333333333333,0.072651356993737,230.982638888889,"unburned","high",2021-08-19,99.9826388888905
"106",106,18,"VAUL",2021,"storm5a","SPC",0.367356512141284,24.4,6.61339357429719,8.2,50.2,118.6,6.65711011904762,82.8333333333333,0.294567404426559,234.482638888889,"unburned","high",2021-08-23,103.482638888891
"107",107,19,"VAUL",2021,"storm5b","SPC",0.424362968732612,2.8,3.39869444444444,18.8,45,129.8,6.13452901785714,95.8333333333333,0.0292173913043478,237.940972222222,"unburned","high",2021-08-26,106.940972222223
"108",108,20,"VAUL",2021,"storm1b","turb",-0.0704194883370955,6.6,14.2902050724638,6.8,81.8,88.8,12.7793139880952,114.833333333333,0.0574746008708273,207.607638888889,"unburned","high",2021-07-27,76.6076388888905
"109",109,21,"VAUL",2021,"storm2","turb",0.370700750804429,6.2,14.5517009803921,0,12.8,93.4,19.0901555059524,16.8333333333333,0.368316831683168,216.399305555556,"unburned","high",2021-08-05,85.3993055555547
"110",110,22,"VAUL",2021,"storm3","turb",-0.128796643988416,48.4,8.85817839321357,5.6,12,101.8,12.1482529761905,166.833333333333,0.29010989010989,219.524305555556,"unburned","high",2021-08-08,88.5243055555547
"111",111,23,"VAUL",2021,"storm4a","turb",0.0569826094663383,36,4.95503543613707,5.4,54,148.8,7.00068005952381,106.833333333333,0.336973478939158,226.524305555556,"unburned","high",2021-08-15,95.5243055555547
"112",112,24,"VAUL",2021,"storm4b","turb",-0.00190352786209279,5.8,6.17337708333333,11.6,47.8,182,4.81317708333333,79.8333333333333,0.072651356993737,230.982638888889,"unburned","high",2021-08-19,99.9826388888905
"113",113,25,"VAUL",2021,"storm5a","turb",-0.0542669003567063,24.4,6.61339357429719,8.2,50.2,118.6,6.65711011904762,82.8333333333333,0.294567404426559,234.482638888889,"unburned","high",2021-08-23,103.482638888891
"114",114,26,"VAUL",2021,"storm5b","turb",-0.020831400694936,2.8,3.39869444444444,18.8,45,129.8,6.13452901785714,95.8333333333333,0.0292173913043478,237.940972222222,"unburned","high",2021-08-26,106.940972222223
"115",115,1,"STRT",2021,"storm1a","NO3",-0.078842315369267,35.8,5.87617795138889,5.2,43.4,80,7.109984375,47,0.761702127659575,226.065972222222,"burned","high",2021-08-15,95.0659722222226
"116",116,2,"STRT",2021,"storm1b","NO3",-0.547869124981114,6.4,4.59669010416667,40,65.4,116,5.8189724702381,63,0.101587301587302,228.065972222222,"burned","high",2021-08-17,97.0659722222226
"117",117,3,"STRT",2021,"storm2a","NO3",0.793733243967821,5.4,5.63058506944445,6.2,51,122.8,4.56555282738095,22,0.245454545454545,230.732638888889,"burned","high",2021-08-19,99.7326388888905
"118",118,4,"STRT",2021,"storm2b","NO3",0.253839662447253,3,6.10081053459119,10.6,54.2,112.2,5.34583779761905,1,3,231.732638888889,"burned","high",2021-08-20,100.732638888891
"119",119,5,"STRT",2021,"storm3","NO3",0.642205638474335,5.6,5.16680729166667,12.6,36.6,107.8,7.54930133928571,NA,NA,236.607638888889,"burned","high",2021-08-25,105.607638888891
"120",120,6,"STRT",2021,"storm1a","fDOM",-0.420281259987923,35.8,5.87617795138889,5.2,43.4,80,7.109984375,47,0.761702127659575,226.065972222222,"burned","high",2021-08-15,95.0659722222226
"121",121,7,"STRT",2021,"storm1b","fDOM",-0.311918597699504,6.4,4.59669010416667,40,65.4,116,5.8189724702381,63,0.101587301587302,228.065972222222,"burned","high",2021-08-17,97.0659722222226
"122",122,8,"STRT",2021,"storm2a","fDOM",0.162160218610671,5.4,5.63058506944445,6.2,51,122.8,4.56555282738095,22,0.245454545454545,230.732638888889,"burned","high",2021-08-19,99.7326388888905
"123",123,9,"STRT",2021,"storm2b","fDOM",-0.268002893565908,3,6.10081053459119,10.6,54.2,112.2,5.34583779761905,1,3,231.732638888889,"burned","high",2021-08-20,100.732638888891
"124",124,10,"STRT",2021,"storm3","fDOM",-0.621634520439736,5.6,5.16680729166667,12.6,36.6,107.8,7.54930133928571,NA,NA,236.607638888889,"burned","high",2021-08-25,105.607638888891
"125",125,11,"STRT",2021,"storm1a","SPC",0.910634154601645,35.8,5.87617795138889,5.2,43.4,80,7.109984375,47,0.761702127659575,226.065972222222,"burned","high",2021-08-15,95.0659722222226
"126",126,12,"STRT",2021,"storm1b","SPC",-0.355320844958154,6.4,4.59669010416667,40,65.4,116,5.8189724702381,63,0.101587301587302,228.065972222222,"burned","high",2021-08-17,97.0659722222226
"127",127,13,"STRT",2021,"storm2a","SPC",0.418067226890756,5.4,5.63058506944445,6.2,51,122.8,4.56555282738095,22,0.245454545454545,230.732638888889,"burned","high",2021-08-19,99.7326388888905
"128",128,14,"STRT",2021,"storm2b","SPC",0.534035779260189,3,6.10081053459119,10.6,54.2,112.2,5.34583779761905,1,3,231.732638888889,"burned","high",2021-08-20,100.732638888891
"129",129,15,"STRT",2021,"storm3","SPC",0.519452449567724,5.6,5.16680729166667,12.6,36.6,107.8,7.54930133928571,NA,NA,236.607638888889,"burned","high",2021-08-25,105.607638888891
"130",130,16,"STRT",2021,"storm1a","turb",-0.175429261340652,35.8,5.87617795138889,5.2,43.4,80,7.109984375,47,0.761702127659575,226.065972222222,"burned","high",2021-08-15,95.0659722222226
"131",131,17,"STRT",2021,"storm1b","turb",0.138548050090449,6.4,4.59669010416667,40,65.4,116,5.8189724702381,63,0.101587301587302,228.065972222222,"burned","high",2021-08-17,97.0659722222226
