"","X1","X","site.ID","year","storm.num","response","HI","precip","temp","precip.week","precip.month","ThreeMonth","temp.week","TOTAL.TIME","Intensity","doy","burn","pf","date","TimeSinceChena"
"132",132,18,"STRT",2021,"storm2a","turb",-0.214472700074794,5.4,5.63058506944445,6.2,51,122.8,4.56555282738095,22,0.245454545454545,230.732638888889,"burned","high",2021-08-19,99.7326388888905
"133",133,19,"STRT",2021,"storm2b","turb",-0.174207715725907,3,6.10081053459119,10.6,54.2,112.2,5.34583779761905,1,3,231.732638888889,"burned","high",2021-08-20,100.732638888891
"134",134,20,"STRT",2021,"storm3","turb",-0.375591377843931,5.6,5.16680729166667,12.6,36.6,107.8,7.54930133928571,NA,NA,236.607638888889,"burned","high",2021-08-25,105.607638888891
"135",135,1,"CARI",2021,"storm1","NO3",0.346938775510204,8.636,6.91751488095238,0,0,0,NA,41.9666666666667,0.205782366957903,135.531944444444,"burned","medium",2021-05-16,4.53194444444307
"136",136,2,NA,NA,"storm10",NA,NA,NA,NA,NA,NA,NA,NA,60.9833333333333,NA,233.072916666667,"burned","medium",2021-08-22,102.072916666668
"137",137,3,"CARI",2021,"storm2","NO3",0.500000000000001,12.7,2.23629047619048,8.636,8.636,8.636,6.91751488095238,34.9666666666667,0.363203050524309,238.073611111111,"burned","medium",2021-08-27,107.073611111111
"138",138,4,"CARI",2021,"storm3","NO3",0.0399999999999998,2.159,5.58083854166667,21.336,21.336,21.336,4.78968560606061,2130.96666666667,0.00101315521907116,239.53125,"burned","medium",2021-08-28,108.53125
"139",139,5,"CARI",2021,"storm4","NO3",0.258333333333334,8.763,11.7974166666667,23.495,23.495,23.495,5.06016524216524,426.983333333333,0.0205230492993481,152.40625,"burned","medium",2021-06-02,21.40625
"140",140,6,"CARI",2021,"storm5","NO3",-0.641509433962264,29.972,13.3530029461279,32.258,32.258,32.258,6.50709172259508,938,0.031953091684435,170.197916666667,"burned","medium",2021-06-20,39.1979166666679
"141",141,7,"CARI",2021,"storm6","NO3",-0.359649122807017,21.59,12.7496414141414,40.894,62.23,62.23,11.4410362103175,287.983333333333,0.0749696162972394,209.281944444444,"burned","medium",2021-07-29,78.2819444444431
"142",142,8,"CARI",2021,"storm7","NO3",-0.534188034188035,62.738,8.3169196969697,44.704,83.82,83.82,12.4764045138889,170.983333333333,0.36692465152549,221.281944444444,"burned","medium",2021-08-10,90.2819444444431
"143",143,9,"CARI",2021,"storm8","NO3",-0.0434782608695654,17.78,4.81480041152263,84.328,146.558,146.558,9.70026380670611,84.9833333333333,0.209217493626201,228.406944444444,"burned","medium",2021-08-17,97.4069444444431
"144",144,10,"CARI",2021,"storm9","NO3",0.470588235294117,2.667,4.13666820987654,74.422,164.338,164.338,6.29160317460317,26.9666666666667,0.0988998763906057,231.948611111111,"burned","medium",2021-08-20,100.948611111111
"145",145,11,"CARI",2021,"storm1","fDOM",-0.119244630773757,8.636,6.91751488095238,0,0,0,NA,41.9666666666667,0.205782366957903,135.531944444444,"burned","medium",2021-05-16,4.53194444444307
"146",146,12,"CARI",2021,"storm2","fDOM",-0.118121619100914,12.7,2.23629047619048,8.636,8.636,8.636,6.91751488095238,34.9666666666667,0.363203050524309,238.073611111111,"burned","medium",2021-08-27,107.073611111111
"147",147,13,"CARI",2021,"storm3","fDOM",-0.5625,2.159,5.58083854166667,21.336,21.336,21.336,4.78968560606061,2130.96666666667,0.00101315521907116,239.53125,"burned","medium",2021-08-28,108.53125
"148",148,14,"CARI",2021,"storm4","fDOM",-0.654694061187763,8.763,11.7974166666667,23.495,23.495,23.495,5.06016524216524,426.983333333333,0.0205230492993481,152.40625,"burned","medium",2021-06-02,21.40625
"149",149,15,"CARI",2021,"storm5","fDOM",-0.574483959214126,29.972,13.3530029461279,32.258,32.258,32.258,6.50709172259508,938,0.031953091684435,170.197916666667,"burned","medium",2021-06-20,39.1979166666679
"150",150,16,"CARI",2021,"storm6","fDOM",-0.572999445573831,21.59,12.7496414141414,40.894,62.23,62.23,11.4410362103175,287.983333333333,0.0749696162972394,209.281944444444,"burned","medium",2021-07-29,78.2819444444431
"151",151,17,"CARI",2021,"storm7","fDOM",-0.369767288549015,62.738,8.3169196969697,44.704,83.82,83.82,12.4764045138889,170.983333333333,0.36692465152549,221.281944444444,"burned","medium",2021-08-10,90.2819444444431
"152",152,18,"CARI",2021,"storm8","fDOM",-0.0300931270684214,17.78,4.81480041152263,84.328,146.558,146.558,9.70026380670611,84.9833333333333,0.209217493626201,228.406944444444,"burned","medium",2021-08-17,97.4069444444431
"153",153,19,"CARI",2021,"storm9","fDOM",-0.00547173820654484,2.667,4.13666820987654,74.422,164.338,164.338,6.29160317460317,26.9666666666667,0.0988998763906057,231.948611111111,"burned","medium",2021-08-20,100.948611111111
"154",154,20,"CARI",2021,"storm1","SPC",0.0717101273499091,8.636,6.91751488095238,0,0,0,NA,41.9666666666667,0.205782366957903,135.531944444444,"burned","medium",2021-05-16,4.53194444444307
"155",155,21,"CARI",2021,"storm2","SPC",0.62701252236136,12.7,2.23629047619048,8.636,8.636,8.636,6.91751488095238,34.9666666666667,0.363203050524309,238.073611111111,"burned","medium",2021-08-27,107.073611111111
"156",156,22,"CARI",2021,"storm3","SPC",0.762699203187251,2.159,5.58083854166667,21.336,21.336,21.336,4.78968560606061,2130.96666666667,0.00101315521907116,239.53125,"burned","medium",2021-08-28,108.53125
"157",157,23,"CARI",2021,"storm4","SPC",0.772788656313302,8.763,11.7974166666667,23.495,23.495,23.495,5.06016524216524,426.983333333333,0.0205230492993481,152.40625,"burned","medium",2021-06-02,21.40625
"158",158,24,"CARI",2021,"storm5","SPC",0.742105263157894,29.972,13.3530029461279,32.258,32.258,32.258,6.50709172259508,938,0.031953091684435,170.197916666667,"burned","medium",2021-06-20,39.1979166666679
"159",159,25,"CARI",2021,"storm6","SPC",0.747066666666667,21.59,12.7496414141414,40.894,62.23,62.23,11.4410362103175,287.983333333333,0.0749696162972394,209.281944444444,"burned","medium",2021-07-29,78.2819444444431
"160",160,26,"CARI",2021,"storm7","SPC",0.460646479211728,62.738,8.3169196969697,44.704,83.82,83.82,12.4764045138889,170.983333333333,0.36692465152549,221.281944444444,"burned","medium",2021-08-10,90.2819444444431
"161",161,27,"CARI",2021,"storm8","SPC",0.423245614035087,17.78,4.81480041152263,84.328,146.558,146.558,9.70026380670611,84.9833333333333,0.209217493626201,228.406944444444,"burned","medium",2021-08-17,97.4069444444431
"162",162,28,"CARI",2021,"storm9","SPC",-0.0867346938775509,2.667,4.13666820987654,74.422,164.338,164.338,6.29160317460317,26.9666666666667,0.0988998763906057,231.948611111111,"burned","medium",2021-08-20,100.948611111111
"163",163,29,"CARI",2021,"storm1","turb",-0.246643213223586,8.636,6.91751488095238,0,0,0,NA,41.9666666666667,0.205782366957903,135.531944444444,"burned","medium",2021-05-16,4.53194444444307
"164",164,30,"CARI",2021,"storm2","turb",0.195500927643784,12.7,2.23629047619048,8.636,8.636,8.636,6.91751488095238,34.9666666666667,0.363203050524309,238.073611111111,"burned","medium",2021-08-27,107.073611111111
"165",165,31,"CARI",2021,"storm3","turb",0.161317567567567,2.159,5.58083854166667,21.336,21.336,21.336,4.78968560606061,2130.96666666667,0.00101315521907116,239.53125,"burned","medium",2021-08-28,108.53125
"166",166,32,"CARI",2021,"storm4","turb",0.187341772151899,8.763,11.7974166666667,23.495,23.495,23.495,5.06016524216524,426.983333333333,0.0205230492993481,152.40625,"burned","medium",2021-06-02,21.40625
"167",167,33,"CARI",2021,"storm5","turb",-0.0642361111111111,29.972,13.3530029461279,32.258,32.258,32.258,6.50709172259508,938,0.031953091684435,170.197916666667,"burned","medium",2021-06-20,39.1979166666679
"168",168,34,"CARI",2021,"storm6","turb",-0.0352434077079107,21.59,12.7496414141414,40.894,62.23,62.23,11.4410362103175,287.983333333333,0.0749696162972394,209.281944444444,"burned","medium",2021-07-29,78.2819444444431
"169",169,35,"CARI",2021,"storm7","turb",0.0373459295888996,62.738,8.3169196969697,44.704,83.82,83.82,12.4764045138889,170.983333333333,0.36692465152549,221.281944444444,"burned","medium",2021-08-10,90.2819444444431
"170",170,36,"CARI",2021,"storm8","turb",0.0636842105263158,17.78,4.81480041152263,84.328,146.558,146.558,9.70026380670611,84.9833333333333,0.209217493626201,228.406944444444,"burned","medium",2021-08-17,97.4069444444431
"171",171,37,"CARI",2021,"storm9","turb",-0.0027654867256637,2.667,4.13666820987654,74.422,164.338,164.338,6.29160317460317,26.9666666666667,0.0988998763906057,231.948611111111,"burned","medium",2021-08-20,100.948611111111
