"","X","site.ID","year","storm.num","response","HI","precip","precip.week","precip.month","ThreeMonth","TOTAL.TIME","Intensity","doy","burn","pf","date","TimeSinceChena"
"15",15,"MOOS",2019,"storm6a","fDOM",0.116305210261881,18.4,46.8,64,171.4,28.25,0.651327433628319,212.1875,"burned","medium",2019-08-01,75.1875
"16",16,"MOOS",2019,"storm6b","fDOM",0.650574853792194,8.6,51.6,82.4,189.8,23.5,0.365957446808511,213.385416666667,"burned","medium",2019-08-02,76.3854166666679
"17",17,"MOOS",2019,"storm6c","fDOM",-0.318278344780366,16.8,59,91,198.4,55.5,0.302702702702703,214.385416666667,"burned","medium",2019-08-03,77.3854166666679
"18",18,"MOOS",2019,"storm6d","fDOM",-0.00597495829692368,36.4,54.2,107.8,215.2,119.5,0.304602510460251,216.71875,"burned","medium",2019-08-05,79.71875
"19",19,"MOOS",2019,"storm7a","fDOM",0.164436441525733,6.4,49.8,154,277.8,41.25,0.155151515151515,224.145833333333,"burned","medium",2019-08-13,87.1458333333321
"20",20,"MOOS",2019,"storm7b","fDOM",0.186558874351992,35.8,34.4,160.4,284.2,20.75,1.72530120481928,225.927083333333,"burned","medium",2019-08-14,88.9270833333321
"21",21,"MOOS",2019,"storm7c","fDOM",0.0485624871036514,14.4,69.4,196.6,321,107.25,0.134265734265734,226.895833333333,"burned","medium",2019-08-15,89.8958333333321
"22",22,"MOOS",2019,"storm8","fDOM",-0.614888898810851,0.2,26.4,30.2,274.6,43.25,0.0046242774566474,263.3125,"burned","medium",2019-09-21,126.3125
"23",23,"MOOS",2019,"storm9","fDOM",-0.547529940119761,10.8,26,59.2,298.8,132.25,0.0816635160680529,274.104166666667,"burned","medium",2019-10-02,137.104166666668
"24",24,"MOOS",2019,"storm1","SPC",0.727960403436683,5.8,42.2,42.2,42.2,175.25,0.033095577746077,150.979166666667,"burned","medium",2019-05-31,13.9791666666679
"25",25,"MOOS",2019,"storm3","SPC",0.596801346801349,0,11.8,69.4,119.2,62.25,0,192.6875,"burned","medium",2019-07-12,55.6875
"26",26,"MOOS",2019,"storm4","SPC",-0.176084099868543,10.8,13.8,35.6,138.2,63.75,0.169411764705882,205.927083333333,"burned","medium",2019-07-25,68.9270833333321
"27",27,"MOOS",2019,"storm5","SPC",0.789535984848503,16,31,48,155.4,66.25,0.241509433962264,209.3125,"burned","medium",2019-07-29,72.3125
"28",28,"MOOS",2019,"storm6a","SPC",0.844658659924139,18.4,46.8,64,171.4,28.25,0.651327433628319,212.1875,"burned","medium",2019-08-01,75.1875
"29",29,"MOOS",2019,"storm6b","SPC",0.835983921705697,8.6,51.6,82.4,189.8,23.5,0.365957446808511,213.385416666667,"burned","medium",2019-08-02,76.3854166666679
"30",30,"MOOS",2019,"storm6c","SPC",0.506074168797955,16.8,59,91,198.4,55.5,0.302702702702703,214.385416666667,"burned","medium",2019-08-03,77.3854166666679
"31",31,"MOOS",2019,"storm6d","SPC",0.506908904810645,36.4,54.2,107.8,215.2,119.5,0.304602510460251,216.71875,"burned","medium",2019-08-05,79.71875
"32",32,"MOOS",2019,"storm7a","SPC",0.116641337386017,6.4,49.8,154,277.8,41.25,0.155151515151515,224.145833333333,"burned","medium",2019-08-13,87.1458333333321
"33",33,"MOOS",2019,"storm7b","SPC",-0.514112903225795,35.8,34.4,160.4,284.2,20.75,1.72530120481928,225.927083333333,"burned","medium",2019-08-14,88.9270833333321
"34",34,"MOOS",2019,"storm7c","SPC",0.313053097345134,14.4,69.4,196.6,321,107.25,0.134265734265734,226.895833333333,"burned","medium",2019-08-15,89.8958333333321
"35",35,"MOOS",2019,"storm8","SPC",0.897994129158527,0.2,26.4,30.2,274.6,43.25,0.0046242774566474,263.3125,"burned","medium",2019-09-21,126.3125
"36",36,"MOOS",2019,"storm9","SPC",0.674107142857143,10.8,26,59.2,298.8,132.25,0.0816635160680529,274.104166666667,"burned","medium",2019-10-02,137.104166666668
"37",37,"MOOS",2019,"storm1","turb",0.132561543260234,5.8,42.2,42.2,42.2,175.25,0.033095577746077,150.979166666667,"burned","medium",2019-05-31,13.9791666666679
"38",38,"MOOS",2019,"storm3","turb",-0.0163978705849998,0,11.8,69.4,119.2,62.25,0,192.6875,"burned","medium",2019-07-12,55.6875
"39",39,"MOOS",2019,"storm4","turb",-0.0479860765788153,10.8,13.8,35.6,138.2,63.75,0.169411764705882,205.927083333333,"burned","medium",2019-07-25,68.9270833333321
"40",40,"MOOS",2019,"storm5","turb",-0.082690408591532,16,31,48,155.4,66.25,0.241509433962264,209.3125,"burned","medium",2019-07-29,72.3125
"41",41,"MOOS",2019,"storm6a","turb",-0.12862587108014,18.4,46.8,64,171.4,28.25,0.651327433628319,212.1875,"burned","medium",2019-08-01,75.1875
"42",42,"MOOS",2019,"storm6b","turb",-0.250519236206259,8.6,51.6,82.4,189.8,23.5,0.365957446808511,213.385416666667,"burned","medium",2019-08-02,76.3854166666679
"43",43,"MOOS",2019,"storm6c","turb",0.153762227732082,16.8,59,91,198.4,55.5,0.302702702702703,214.385416666667,"burned","medium",2019-08-03,77.3854166666679
"44",44,"MOOS",2019,"storm6d","turb",0.0736980339186556,36.4,54.2,107.8,215.2,119.5,0.304602510460251,216.71875,"burned","medium",2019-08-05,79.71875
"45",45,"MOOS",2019,"storm7a","turb",0.0658867067878976,6.4,49.8,154,277.8,41.25,0.155151515151515,224.145833333333,"burned","medium",2019-08-13,87.1458333333321
"46",46,"MOOS",2019,"storm7b","turb",-0.277005574860629,35.8,34.4,160.4,284.2,20.75,1.72530120481928,225.927083333333,"burned","medium",2019-08-14,88.9270833333321
"47",47,"MOOS",2019,"storm7c","turb",0.263853114563474,14.4,69.4,196.6,321,107.25,0.134265734265734,226.895833333333,"burned","medium",2019-08-15,89.8958333333321
"48",48,"MOOS",2019,"storm8","turb",0.070930280698849,0.2,26.4,30.2,274.6,43.25,0.0046242774566474,263.3125,"burned","medium",2019-09-21,126.3125
"49",49,"MOOS",2019,"storm9","turb",0.0464063483185346,10.8,26,59.2,298.8,132.25,0.0816635160680529,274.104166666667,"burned","medium",2019-10-02,137.104166666668
"50",50,"FRCH",2019,"storm1","NO3",-0.0175704811230111,29.8,32.2,42.8,42.8,248,0.120161290322581,150.53125,"unburned","medium",2019-05-31,13.53125
"51",51,"FRCH",2019,"storm10a","NO3",-0.0528722600151006,18.4,46.8,64,192.4,30,0.613333333333333,212.03125,"unburned","medium",2019-08-01,75.03125
"52",52,"FRCH",2019,"storm11","NO3",-0.0773379354305141,39.2,57,105,233.4,119.5,0.328033472803347,216.510416666667,"unburned","medium",2019-08-05,79.5104166666679
"53",53,"FRCH",2019,"storm12b","NO3",-0.102165792515739,21,34.4,160.4,295.2,16.5,1.27272727272727,225.885416666667,"unburned","medium",2019-08-14,88.8854166666679
"54",54,"FRCH",2019,"storm12c","NO3",0.24939126548736,37.2,56,182.6,318,127.5,0.291764705882353,226.59375,"unburned","medium",2019-08-15,89.59375
"55",55,"FRCH",2019,"storm12d","NO3",0.499667825020442,0,65.4,218.8,354,24.5,0,231.96875,"unburned","medium",2019-08-20,94.96875
"56",56,"FRCH",2019,"storm12e","NO3",0.813703616721501,0,16.8,208.8,340,31.5,0,234.385416666667,"unburned","medium",2019-08-23,97.3854166666679
"57",57,"FRCH",2019,"storm13","NO3",0.166511275798867,12.6,17,20.8,265.2,97.5,0.129230769230769,262.510416666667,"unburned","medium",2019-09-20,125.510416666668
"58",58,"FRCH",2019,"storm14","NO3",0.0499543763599367,22.2,18.4,51.6,291.2,157.5,0.140952380952381,273.59375,"unburned","medium",2019-10-01,136.59375
"59",59,"FRCH",2019,"storm2","NO3",0.636451301832226,0.2,12.6,76.8,82,41,0.0048780487804878,165.28125,"unburned","medium",2019-06-15,28.28125
"60",60,"FRCH",2019,"storm3","NO3",0.235388567758535,20.2,16.6,81.4,87.8,50,0.404,168.197916666667,"unburned","medium",2019-06-18,31.1979166666679
"61",61,"FRCH",2019,"storm4","NO3",0.445013795821826,16,36.8,97.6,108,48,0.333333333333333,170.364583333333,"unburned","medium",2019-06-20,33.3645833333321
"62",62,"FRCH",2019,"storm5","NO3",-0.110943015632889,0,42,113.4,124,57,0,172.40625,"unburned","medium",2019-06-22,35.40625
"63",63,"FRCH",2019,"storm6","NO3",0.45939400984153,5.2,6.6,64.2,135.4,64,0.08125,192.114583333333,"unburned","medium",2019-07-12,55.1145833333321
"64",64,"FRCH",2019,"storm7","NO3",0.501502145922727,1.8,13.2,35,159,33,0.0545454545454545,205.78125,"unburned","medium",2019-07-25,68.78125
"65",65,"FRCH",2019,"storm8","NO3",-0.205182072829098,6.4,24.6,44.6,170.4,26,0.246153846153846,208.114583333333,"unburned","medium",2019-07-28,71.1145833333321
"66",66,"FRCH",2019,"storm9a","NO3",-0.14517014270031,5.6,31,48,176.8,15,0.373333333333333,209.28125,"unburned","medium",2019-07-29,72.28125
"67",67,"FRCH",2019,"storm9b","NO3",-0.688100636166772,4.8,36.6,53.6,182.4,37,0.12972972972973,210.03125,"unburned","medium",2019-07-30,73.03125
"68",68,"FRCH",2019,"storm1","fDOM",-0.377958244033567,29.8,32.2,42.8,42.8,248,0.120161290322581,150.53125,"unburned","medium",2019-05-31,13.53125
"69",69,"FRCH",2019,"storm10a","fDOM",-0.303964992795776,18.4,46.8,64,192.4,30,0.613333333333333,212.03125,"unburned","medium",2019-08-01,75.03125
"70",70,"FRCH",2019,"storm10b","fDOM",0.348526158753006,8.6,51.6,82.4,210.8,23.5,0.365957446808511,213.302083333333,"unburned","medium",2019-08-02,76.3020833333321
"71",71,"FRCH",2019,"storm10c","fDOM",-0.871455858652191,14,59,91,219.4,51.5,0.271844660194175,214.302083333333,"unburned","medium",2019-08-03,77.3020833333321
"72",72,"FRCH",2019,"storm11","fDOM",0.00841046801234047,39.2,57,105,233.4,119.5,0.328033472803347,216.510416666667,"unburned","medium",2019-08-05,79.5104166666679
"73",73,"FRCH",2019,"storm12a","fDOM",0.283997235796436,16.8,50.8,144,282.8,45.5,0.369230769230769,223.927083333333,"unburned","medium",2019-08-12,86.9270833333321
"74",74,"FRCH",2019,"storm12b","fDOM",0.194473518945079,21,34.4,160.4,295.2,16.5,1.27272727272727,225.885416666667,"unburned","medium",2019-08-14,88.8854166666679
"75",75,"FRCH",2019,"storm12c","fDOM",0.232263102644854,37.2,56,182.6,318,127.5,0.291764705882353,226.59375,"unburned","medium",2019-08-15,89.59375
"76",76,"FRCH",2019,"storm12d","fDOM",-0.502215608465613,0,65.4,218.8,354,24.5,0,231.96875,"unburned","medium",2019-08-20,94.96875
"77",77,"FRCH",2019,"storm12e","fDOM",0.0711456723338542,0,16.8,208.8,340,31.5,0,234.385416666667,"unburned","medium",2019-08-23,97.3854166666679
"78",78,"FRCH",2019,"storm13","fDOM",-0.751320655044904,12.6,17,20.8,265.2,97.5,0.129230769230769,262.510416666667,"unburned","medium",2019-09-20,125.510416666668
"79",79,"FRCH",2019,"storm14","fDOM",-0.578739044387905,22.2,18.4,51.6,291.2,157.5,0.140952380952381,273.59375,"unburned","medium",2019-10-01,136.59375
"80",80,"FRCH",2019,"storm2","fDOM",-0.308796096184908,0.2,12.6,76.8,82,41,0.0048780487804878,165.28125,"unburned","medium",2019-06-15,28.28125
"81",81,"FRCH",2019,"storm3","fDOM",-0.726374649559,20.2,16.6,81.4,87.8,50,0.404,168.197916666667,"unburned","medium",2019-06-18,31.1979166666679
"82",82,"FRCH",2019,"storm4","fDOM",-0.272323836059689,16,36.8,97.6,108,48,0.333333333333333,170.364583333333,"unburned","medium",2019-06-20,33.3645833333321
"83",83,"FRCH",2019,"storm5","fDOM",-0.0860975784496334,0,42,113.4,124,57,0,172.40625,"unburned","medium",2019-06-22,35.40625
"84",84,"FRCH",2019,"storm6","fDOM",-0.314829027031635,5.2,6.6,64.2,135.4,64,0.08125,192.114583333333,"unburned","medium",2019-07-12,55.1145833333321
"85",85,"FRCH",2019,"storm7","fDOM",-0.389023210831719,1.8,13.2,35,159,33,0.0545454545454545,205.78125,"unburned","medium",2019-07-25,68.78125
"86",86,"FRCH",2019,"storm8","fDOM",-0.462787465251452,6.4,24.6,44.6,170.4,26,0.246153846153846,208.114583333333,"unburned","medium",2019-07-28,71.1145833333321
"87",87,"FRCH",2019,"storm9a","fDOM",-0.408186607514205,5.6,31,48,176.8,15,0.373333333333333,209.28125,"unburned","medium",2019-07-29,72.28125
"88",88,"FRCH",2019,"storm9b","fDOM",-0.322450027451853,4.8,36.6,53.6,182.4,37,0.12972972972973,210.03125,"unburned","medium",2019-07-30,73.03125
"89",89,"FRCH",2019,"storm1","SPC",0.689862542955327,29.8,32.2,42.8,42.8,248,0.120161290322581,150.53125,"unburned","medium",2019-05-31,13.53125
"90",90,"FRCH",2019,"storm10a","SPC",0.876862197392942,18.4,46.8,64,192.4,30,0.613333333333333,212.03125,"unburned","medium",2019-08-01,75.03125
"91",91,"FRCH",2019,"storm10b","SPC",0.932571572074335,8.6,51.6,82.4,210.8,23.5,0.365957446808511,213.302083333333,"unburned","medium",2019-08-02,76.3020833333321
"92",92,"FRCH",2019,"storm10c","SPC",-0.0108695652173812,14,59,91,219.4,51.5,0.271844660194175,214.302083333333,"unburned","medium",2019-08-03,77.3020833333321
"93",93,"FRCH",2019,"storm11","SPC",0.583758597736854,39.2,57,105,233.4,119.5,0.328033472803347,216.510416666667,"unburned","medium",2019-08-05,79.5104166666679
"94",94,"FRCH",2019,"storm12a","SPC",-0.07176953911149,16.8,50.8,144,282.8,45.5,0.369230769230769,223.927083333333,"unburned","medium",2019-08-12,86.9270833333321
"95",95,"FRCH",2019,"storm12c","SPC",0.672502230151647,37.2,56,182.6,318,127.5,0.291764705882353,226.59375,"unburned","medium",2019-08-15,89.59375
"96",96,"FRCH",2019,"storm12d","SPC",-0.330479452054808,0,65.4,218.8,354,24.5,0,231.96875,"unburned","medium",2019-08-20,94.96875
"97",97,"FRCH",2019,"storm12e","SPC",-0.0304878048780363,0,16.8,208.8,340,31.5,0,234.385416666667,"unburned","medium",2019-08-23,97.3854166666679
"98",98,"FRCH",2019,"storm13","SPC",0.698685171658144,12.6,17,20.8,265.2,97.5,0.129230769230769,262.510416666667,"unburned","medium",2019-09-20,125.510416666668
"99",99,"FRCH",2019,"storm14","SPC",0.57819825853985,22.2,18.4,51.6,291.2,157.5,0.140952380952381,273.59375,"unburned","medium",2019-10-01,136.59375
"100",100,"FRCH",2019,"storm2","SPC",0.749999999999998,0.2,12.6,76.8,82,41,0.0048780487804878,165.28125,"unburned","medium",2019-06-15,28.28125
"101",101,"FRCH",2019,"storm3","SPC",0.742105263157916,20.2,16.6,81.4,87.8,50,0.404,168.197916666667,"unburned","medium",2019-06-18,31.1979166666679
"102",102,"FRCH",2019,"storm4","SPC",0.660632183908046,16,36.8,97.6,108,48,0.333333333333333,170.364583333333,"unburned","medium",2019-06-20,33.3645833333321
"103",103,"FRCH",2019,"storm5","SPC",0.0549828178694002,0,42,113.4,124,57,0,172.40625,"unburned","medium",2019-06-22,35.40625
"104",104,"FRCH",2019,"storm6","SPC",0.779448621553904,5.2,6.6,64.2,135.4,64,0.08125,192.114583333333,"unburned","medium",2019-07-12,55.1145833333321
"105",105,"FRCH",2019,"storm7","SPC",0.307942708333408,1.8,13.2,35,159,33,0.0545454545454545,205.78125,"unburned","medium",2019-07-25,68.78125
"106",106,"FRCH",2019,"storm8","SPC",0.483630952380949,6.4,24.6,44.6,170.4,26,0.246153846153846,208.114583333333,"unburned","medium",2019-07-28,71.1145833333321
"107",107,"FRCH",2019,"storm9a","SPC",0.691111111111193,5.6,31,48,176.8,15,0.373333333333333,209.28125,"unburned","medium",2019-07-29,72.28125
"108",108,"FRCH",2019,"storm9b","SPC",0.486736736736748,4.8,36.6,53.6,182.4,37,0.12972972972973,210.03125,"unburned","medium",2019-07-30,73.03125
"109",109,"FRCH",2019,"storm1","turb",-0.443125666447354,29.8,32.2,42.8,42.8,248,0.120161290322581,150.53125,"unburned","medium",2019-05-31,13.53125
"110",110,"FRCH",2019,"storm10a","turb",-0.267566332691491,18.4,46.8,64,192.4,30,0.613333333333333,212.03125,"unburned","medium",2019-08-01,75.03125
"111",111,"FRCH",2019,"storm10b","turb",-0.284465003957548,8.6,51.6,82.4,210.8,23.5,0.365957446808511,213.302083333333,"unburned","medium",2019-08-02,76.3020833333321
"112",112,"FRCH",2019,"storm10c","turb",0.303077654516641,14,59,91,219.4,51.5,0.271844660194175,214.302083333333,"unburned","medium",2019-08-03,77.3020833333321
"113",113,"FRCH",2019,"storm11","turb",-0.0518820839354641,39.2,57,105,233.4,119.5,0.328033472803347,216.510416666667,"unburned","medium",2019-08-05,79.5104166666679
"114",114,"FRCH",2019,"storm12a","turb",0.847768595041322,16.8,50.8,144,282.8,45.5,0.369230769230769,223.927083333333,"unburned","medium",2019-08-12,86.9270833333321
"115",115,"FRCH",2019,"storm12b","turb",0.359426661337789,21,34.4,160.4,295.2,16.5,1.27272727272727,225.885416666667,"unburned","medium",2019-08-14,88.8854166666679
"116",116,"FRCH",2019,"storm12c","turb",0.336570613398124,37.2,56,182.6,318,127.5,0.291764705882353,226.59375,"unburned","medium",2019-08-15,89.59375
"117",117,"FRCH",2019,"storm12d","turb",-0.26946214880333,0,65.4,218.8,354,24.5,0,231.96875,"unburned","medium",2019-08-20,94.96875
"118",118,"FRCH",2019,"storm12e","turb",0.00647211108496273,0,16.8,208.8,340,31.5,0,234.385416666667,"unburned","medium",2019-08-23,97.3854166666679
"119",119,"FRCH",2019,"storm13","turb",-0.0801869634802851,12.6,17,20.8,265.2,97.5,0.129230769230769,262.510416666667,"unburned","medium",2019-09-20,125.510416666668
"120",120,"FRCH",2019,"storm14","turb",-0.00393320648624155,22.2,18.4,51.6,291.2,157.5,0.140952380952381,273.59375,"unburned","medium",2019-10-01,136.59375
"121",121,"FRCH",2019,"storm2","turb",-0.113693040126954,0.2,12.6,76.8,82,41,0.0048780487804878,165.28125,"unburned","medium",2019-06-15,28.28125
"122",122,"FRCH",2019,"storm3","turb",-0.381195570368776,20.2,16.6,81.4,87.8,50,0.404,168.197916666667,"unburned","medium",2019-06-18,31.1979166666679
"123",123,"FRCH",2019,"storm4","turb",-0.372571456722888,16,36.8,97.6,108,48,0.333333333333333,170.364583333333,"unburned","medium",2019-06-20,33.3645833333321
"124",124,"FRCH",2019,"storm5","turb",-0.0669058719893434,0,42,113.4,124,57,0,172.40625,"unburned","medium",2019-06-22,35.40625
"125",125,"FRCH",2019,"storm6","turb",0.234843205574913,5.2,6.6,64.2,135.4,64,0.08125,192.114583333333,"unburned","medium",2019-07-12,55.1145833333321
"126",126,"FRCH",2019,"storm7","turb",-0.112370062370061,1.8,13.2,35,159,33,0.0545454545454545,205.78125,"unburned","medium",2019-07-25,68.78125
"127",127,"FRCH",2019,"storm8","turb",-0.209876026135029,6.4,24.6,44.6,170.4,26,0.246153846153846,208.114583333333,"unburned","medium",2019-07-28,71.1145833333321
"128",128,"FRCH",2019,"storm9a","turb",-0.416656691405315,5.6,31,48,176.8,15,0.373333333333333,209.28125,"unburned","medium",2019-07-29,72.28125
"129",129,"FRCH",2019,"storm9b","turb",-0.124164722104368,4.8,36.6,53.6,182.4,37,0.12972972972973,210.03125,"unburned","medium",2019-07-30,73.03125
"130",130,"POKE",2019,"storm1","NO3",-0.12722035525686,5.207,6.223,26.035,38.354,25.5,0.204196078431373,180.1875,"burned","medium",2019-06-30,43.1875
"131",131,"POKE",2019,"storm2","NO3",0.100472813238766,0.127,9.779,32.639,53.34,22.5,0.00564444444444444,192.270833333333,"burned","medium",2019-07-12,55.2708333333321
"132",132,"POKE",2019,"storm4","NO3",0.545454545454545,3.048,32.132,47.88,91.441,28.5,0.106947368421053,211.8125,"burned","medium",2019-07-31,74.8125
"133",133,"POKE",2019,"storm5a","NO3",-0.425665399239544,52.578,27.432,55.627,99.188,21.5,2.44548837209302,213.104166666667,"burned","medium",2019-08-02,76.1041666666679
"134",134,"POKE",2019,"storm5b","NO3",-0.427702044790653,28.702,73.787,108.205,151.766,59.5,0.482386554621849,214.020833333333,"burned","medium",2019-08-03,77.0208333333321
"135",135,"POKE",2019,"storm5c","NO3",0.72406914893617,8.636,96.139,136.907,180.468,27.5,0.314036363636364,216.520833333333,"burned","medium",2019-08-05,79.5208333333321
"136",136,"POKE",2019,"storm5d","NO3",0.55625,4.064,25.4,143.765,197.232,24.5,0.165877551020408,221.229166666667,"burned","medium",2019-08-10,84.2291666666679
"137",137,"POKE",2019,"storm7","NO3",0.185534591194969,15.875,41.91,174.118,228.22,66.5,0.238721804511278,226.729166666667,"burned","medium",2019-08-15,89.7291666666679
"138",138,"POKE",2019,"storm8","NO3",0.687530091478106,4.699,7.112,24.511,240.031,23.5,0.199957446808511,271.520833333333,"burned","medium",2019-09-29,134.520833333332
"139",139,"POKE",2019,"storm1","fDOM",0.389493778280541,5.207,6.223,26.035,38.354,25.5,0.204196078431373,180.1875,"burned","medium",2019-06-30,43.1875
"140",140,"POKE",2019,"storm2","fDOM",-0.288760139049806,0.127,9.779,32.639,53.34,22.5,0.00564444444444444,192.270833333333,"burned","medium",2019-07-12,55.2708333333321
"141",141,"POKE",2019,"storm3","fDOM",-0.321666444651661,9.779,10.161,35.561,69.343,36.5,0.267917808219178,206.020833333333,"burned","medium",2019-07-26,69.0208333333321
"142",142,"POKE",2019,"storm4","fDOM",-0.00651711673399861,3.048,32.132,47.88,91.441,28.5,0.106947368421053,211.8125,"burned","medium",2019-07-31,74.8125
"143",143,"POKE",2019,"storm5a","fDOM",-0.355549658720682,52.578,27.432,55.627,99.188,21.5,2.44548837209302,213.104166666667,"burned","medium",2019-08-02,76.1041666666679
"144",144,"POKE",2019,"storm5b","fDOM",-0.480764327219534,28.702,73.787,108.205,151.766,59.5,0.482386554621849,214.020833333333,"burned","medium",2019-08-03,77.0208333333321
"145",145,"POKE",2019,"storm5c","fDOM",-0.684603267834259,8.636,96.139,136.907,180.468,27.5,0.314036363636364,216.520833333333,"burned","medium",2019-08-05,79.5208333333321
"146",146,"POKE",2019,"storm5d","fDOM",-0.164321263085639,4.064,25.4,143.765,197.232,24.5,0.165877551020408,221.229166666667,"burned","medium",2019-08-10,84.2291666666679
"147",147,"POKE",2019,"storm7","fDOM",-0.386137211750072,15.875,41.91,174.118,228.22,66.5,0.238721804511278,226.729166666667,"burned","medium",2019-08-15,89.7291666666679
"148",148,"POKE",2019,"storm8","fDOM",-0.517313128140708,4.699,7.112,24.511,240.031,23.5,0.199957446808511,271.520833333333,"burned","medium",2019-09-29,134.520833333332
"149",149,"POKE",2019,"storm9","fDOM",-0.566791031454175,3.683,22.352,34.417,256.16,52.5,0.070152380952381,276.3125,"burned","medium",2019-10-04,139.3125
"150",150,"POKE",2019,"storm1","SPC",0.704876273653557,5.207,6.223,26.035,38.354,25.5,0.204196078431373,180.1875,"burned","medium",2019-06-30,43.1875
"151",151,"POKE",2019,"storm2","SPC",0.531354051054362,0.127,9.779,32.639,53.34,22.5,0.00564444444444444,192.270833333333,"burned","medium",2019-07-12,55.2708333333321
"152",152,"POKE",2019,"storm3","SPC",0.844004065040638,9.779,10.161,35.561,69.343,36.5,0.267917808219178,206.020833333333,"burned","medium",2019-07-26,69.0208333333321
"153",153,"POKE",2019,"storm4","SPC",0.696214662194526,3.048,32.132,47.88,91.441,28.5,0.106947368421053,211.8125,"burned","medium",2019-07-31,74.8125
"154",154,"POKE",2019,"storm5a","SPC",0.831325172280953,52.578,27.432,55.627,99.188,21.5,2.44548837209302,213.104166666667,"burned","medium",2019-08-02,76.1041666666679
"155",155,"POKE",2019,"storm5b","SPC",0.324804838294587,28.702,73.787,108.205,151.766,59.5,0.482386554621849,214.020833333333,"burned","medium",2019-08-03,77.0208333333321
"156",156,"POKE",2019,"storm5c","SPC",-0.0234009360374413,8.636,96.139,136.907,180.468,27.5,0.314036363636364,216.520833333333,"burned","medium",2019-08-05,79.5208333333321
"157",157,"POKE",2019,"storm5d","SPC",0.461246200607933,4.064,25.4,143.765,197.232,24.5,0.165877551020408,221.229166666667,"burned","medium",2019-08-10,84.2291666666679
"158",158,"POKE",2019,"storm7","SPC",0.616154567459712,15.875,41.91,174.118,228.22,66.5,0.238721804511278,226.729166666667,"burned","medium",2019-08-15,89.7291666666679
"159",159,"POKE",2019,"storm8","SPC",0.707112970711326,4.699,7.112,24.511,240.031,23.5,0.199957446808511,271.520833333333,"burned","medium",2019-09-29,134.520833333332
"160",160,"POKE",2019,"storm9","SPC",0.6336389280677,3.683,22.352,34.417,256.16,52.5,0.070152380952381,276.3125,"burned","medium",2019-10-04,139.3125
"161",161,"POKE",2019,"storm1","turb",-0.342950223976443,5.207,6.223,26.035,38.354,25.5,0.204196078431373,180.1875,"burned","medium",2019-06-30,43.1875
"162",162,"POKE",2019,"storm2","turb",0.157686105885513,0.127,9.779,32.639,53.34,22.5,0.00564444444444444,192.270833333333,"burned","medium",2019-07-12,55.2708333333321
"163",163,"POKE",2019,"storm3","turb",-0.0380393427838674,9.779,10.161,35.561,69.343,36.5,0.267917808219178,206.020833333333,"burned","medium",2019-07-26,69.0208333333321
"164",164,"POKE",2019,"storm4","turb",0.139579101782893,3.048,32.132,47.88,91.441,28.5,0.106947368421053,211.8125,"burned","medium",2019-07-31,74.8125
