"","site.ID","year","storm.num","response","HI","precip","precip.week","precip.month","ThreeMonth","TOTAL.TIME","Intensity","doy","burn","pf"
"1","FRCH",2018,"storm1","NO3",-0.17564441506941,8.128,11.938,26.416,26.416,70.5,0.115290780141844,171.041666666667,"unburned","medium"
"2","FRCH",2018,"storm2a","NO3",0.0293381325178656,19.052,21.844,44.069,44.069,114.5,0.166393013100437,179.75,"unburned","medium"
"3","FRCH",2018,"storm2b","NO3",-0.408562992125964,3.683,36.705,63.121,63.121,94.5,0.038973544973545,184.583333333333,"unburned","medium"
"4","FRCH",2018,"storm3","NO3",0.116263221022789,19.431,32.26,66.804,66.804,105.5,0.18418009478673,190.5,"unburned","medium"
"5","FRCH",2018,"storm4a","NO3",0.640673610171782,3.302,37.594,86.235,86.235,35.5,0.0930140845070423,195.083333333333,"unburned","medium"
"6","FRCH",2018,"storm4b","NO3",-0.483112738798937,6.477,26.416,89.537,89.537,191,0.0339109947643979,196.604166666667,"unburned","medium"
"7","FRCH",2018,"storm5","NO3",0.736687584381104,32.766,15.875,96.268,111.889,165,0.198581818181818,215.6875,"unburned","medium"
"8","FRCH",2018,"storm1","fDOM",-0.377363896848138,8.128,11.938,26.416,26.416,70.5,0.115290780141844,171.041666666667,"unburned","medium"
"9","FRCH",2018,"storm10","fDOM",0.270297861480056,13.208,49.149,170.815,237.492,351,0.0376296296296296,243.1875,"unburned","medium"
"10","FRCH",2018,"storm11a","fDOM",0.252462283777295,19.812,26.543,176.53,277.243,45,0.440266666666667,264.229166666667,"unburned","medium"
"11","FRCH",2018,"storm11b","fDOM",-0.159974362722498,9.017,46.355,196.342,297.055,131.5,0.0685703422053232,266.125,"unburned","medium"
"12","FRCH",2018,"storm5","fDOM",-0.287095769530234,32.766,15.875,96.268,111.889,165,0.198581818181818,215.6875,"unburned","medium"
"13","FRCH",2018,"storm6","fDOM",-0.27036435499625,43.688,43.942,119.763,144.655,151,0.289324503311258,224.270833333333,"unburned","medium"
"14","FRCH",2018,"storm7","fDOM",-0.492171006333566,8.001,51.054,158.879,195.709,59,0.135610169491525,234.5625,"unburned","medium"
"15","FRCH",2018,"storm8a","fDOM",0.318051948051937,9.144,59.055,155.069,203.71,39,0.234461538461538,237.145833333333,"unburned","medium"
"16","FRCH",2018,"storm8b","fDOM",0.298822813797048,3.302,60.706,149.733,212.854,47,0.0702553191489362,238.8125,"unburned","medium"
"17","FRCH",2018,"storm9","fDOM",0.00547263415052279,21.336,29.464,153.035,216.156,57,0.374315789473684,240.8125,"unburned","medium"
"18","FRCH",2018,"storm1","SPC",-0.223684210526315,8.128,11.938,26.416,26.416,70.5,0.115290780141844,171.041666666667,"unburned","medium"
"19","FRCH",2018,"storm10","SPC",0.19625520110957,13.208,49.149,170.815,237.492,351,0.0376296296296296,243.1875,"unburned","medium"
"20","FRCH",2018,"storm11a","SPC",0.965579710144928,19.812,26.543,176.53,277.243,45,0.440266666666667,264.229166666667,"unburned","medium"
"21","FRCH",2018,"storm11b","SPC",-0.435127978817298,9.017,46.355,196.342,297.055,131.5,0.0685703422053232,266.125,"unburned","medium"
"22","FRCH",2018,"storm5","SPC",0.222724052426497,32.766,15.875,96.268,111.889,165,0.198581818181818,215.6875,"unburned","medium"
"23","FRCH",2018,"storm6","SPC",0.0893622972217041,43.688,43.942,119.763,144.655,151,0.289324503311258,224.270833333333,"unburned","medium"
"24","FRCH",2018,"storm7","SPC",0.937500000000002,8.001,51.054,158.879,195.709,59,0.135610169491525,234.5625,"unburned","medium"
"25","FRCH",2018,"storm8a","SPC",0.317991631799154,9.144,59.055,155.069,203.71,39,0.234461538461538,237.145833333333,"unburned","medium"
"26","FRCH",2018,"storm8b","SPC",0.491666666666666,3.302,60.706,149.733,212.854,47,0.0702553191489362,238.8125,"unburned","medium"
"27","FRCH",2018,"storm9","SPC",0.0737179487179487,21.336,29.464,153.035,216.156,57,0.374315789473684,240.8125,"unburned","medium"
"28","FRCH",2018,"storm1","turb",0.00300039188791997,8.128,11.938,26.416,26.416,70.5,0.115290780141844,171.041666666667,"unburned","medium"
"29","FRCH",2018,"storm10","turb",-0.0345628342953979,13.208,49.149,170.815,237.492,351,0.0376296296296296,243.1875,"unburned","medium"
"30","FRCH",2018,"storm11a","turb",-0.00354983280267984,19.812,26.543,176.53,277.243,45,0.440266666666667,264.229166666667,"unburned","medium"
"31","FRCH",2018,"storm11b","turb",-0.0339229803572619,9.017,46.355,196.342,297.055,131.5,0.0685703422053232,266.125,"unburned","medium"
"32","FRCH",2018,"storm5","turb",-0.278189056553382,32.766,15.875,96.268,111.889,165,0.198581818181818,215.6875,"unburned","medium"
"33","FRCH",2018,"storm6","turb",-0.194620384169564,43.688,43.942,119.763,144.655,151,0.289324503311258,224.270833333333,"unburned","medium"
"34","FRCH",2018,"storm7","turb",-0.249472202674174,8.001,51.054,158.879,195.709,59,0.135610169491525,234.5625,"unburned","medium"
"35","FRCH",2018,"storm8a","turb",-0.0426239181746672,9.144,59.055,155.069,203.71,39,0.234461538461538,237.145833333333,"unburned","medium"
"36","FRCH",2018,"storm8b","turb",-0.00510134209805546,3.302,60.706,149.733,212.854,47,0.0702553191489362,238.8125,"unburned","medium"
"37","FRCH",2018,"storm9","turb",-0.255649664929261,21.336,29.464,153.035,216.156,57,0.374315789473684,240.8125,"unburned","medium"
