"","column_label","HI_mean_Interp","HI_sd_with_Interp","N.S.","Max_width_Interp","Min_response","Max_response","Peak_Q","ShapiroTest.W","ShapiroTest.p","t.test.stat","t.test.p","t.test.CIlow","t.test.CIhigh","wilcox.test.stat","wilcox.test.p","storm.ID","site.ID"
"1","1",0.330408163265306,0.116628501720539,NA,0.561224489795919,27,31.9,314.11,0.9601,0.0898,19.831,0,0.2969,0.3639,1275,0,"CARI_storm1_05_16_NO3","CARI"
"2","2",-0.0941357752280082,0.14279607896444,0.161223889379229,0.380369226243013,27.71,163.67,314.11,0.6592,0,-4.6146,0,-0.1351,-0.0531,194,0,"CARI_storm1_05_16_fDOM","CARI"
"3","3",0.0551364463311098,0.0712772725905585,0.0248635536688902,-0.399029714978773,15.38,31.87,314.11,0.4141,0,5.4148,0,0.0347,0.0756,1215,0,"CARI_storm1_05_16_SPC","CARI"
"4","4",-0.262616780724571,0.141068625022517,0.0229022566043041,-0.567861651175372,-8.06,3263.67,314.11,0.9769,0.4285,-13.0314,0,-0.3031,-0.2221,1,0,"CARI_storm1_05_16_turb","CARI"
"5","5",0.470000000000001,0.143608626133669,NA,0.781250000000002,29.8,31.4,35.14,0.9062,8e-04,22.9095,0,0.4288,0.5112,1275,0,"CARI_storm2_06_01_NO3","CARI"
"6","6",-0.0704551389666107,0.196353222159394,0.221786980041037,0.341913822048125,-0.29,53.32,35.14,0.8229,0,-2.5117,0.0154,-0.1268,-0.0141,396,0.02,"CARI_storm2_06_01_fDOM","CARI"
"7","7",0.6291771019678,0.12153368636952,-0.946332737030412,0.799642218246869,81.37,86.96,35.14,0.9226,0.0029,36.2388,0,0.5943,0.6641,1275,0,"CARI_storm2_06_01_SPC","CARI"
"8","8",0.223014842300557,0.103570989881813,-0.302411873840445,0.428571428571429,1.08,11.86,35.14,0.9684,0.1986,15.0728,0,0.1933,0.2527,1275,0,"CARI_storm2_06_01_turb","CARI"
"9","9",0.0263999999999999,0.14893971934981,NA,-0.26,25.8,28.3,80.59,0.9138,0.0014,1.2408,0.2206,-0.0164,0.0692,792,0.1369,"CARI_storm3_06_19_NO3","CARI"
"10","10",-0.533201091519731,0.232417880896273,0.628463476070529,-0.79796389588581,25.61,73.25,80.59,0.8243,0,-16.059,0,-0.5999,-0.4665,1,0,"CARI_storm3_06_19_fDOM","CARI"
"11","11",0.717659362549801,0.111814319408248,-0.807270916334662,0.811752988047809,79.64,99.72,80.59,0.7379,0,44.9282,0,0.6856,0.7498,1275,0,"CARI_storm3_06_19_SPC","CARI"
"12","12",0.157195945945946,0.125064684916113,0.607263513513514,0.357263513513513,2.27,14.11,80.59,0.9418,0.0158,8.7984,0,0.1213,0.1931,1203,0,"CARI_storm3_06_19_turb","CARI"
"13","13",0.236,0.242289083534525,NA,0.533333333333333,20.2,23.2,60.45,0.9161,0.0017,6.8183,0,0.1664,0.3056,1147.5,0,"CARI_storm4_07_24_NO3","CARI"
"14","14",-0.5550299940012,0.211258218940165,0.34253149370126,-0.761097780443911,31.53,64.87,60.45,0.8331,0,-18.3908,0,-0.6157,-0.4944,1,0,"CARI_storm4_07_24_fDOM","CARI"
"15","15",0.706806212018906,0.148554679746664,-0.648885887913572,0.86630654962863,84.53,99.34,60.45,0.8663,0,33.3052,0,0.6642,0.7495,1275,0,"CARI_storm4_07_24_SPC","CARI"
"16","16",0.157126582278481,0.182469213238406,0.784810126582278,-0.40379746835443,1.2,9.1,60.45,0.8426,0,6.0278,0,0.1047,0.2095,1089,0,"CARI_storm4_07_24_turb","CARI"
"17","17",-0.536981132075472,0.257896576862553,NA,-0.915094339622642,23.4,28.7,69.55,0.92,0.0024,-14.5751,0,-0.611,-0.4629,0,0,"CARI_storm5_07_27_NO3","CARI"
"18","18",-0.501350410345685,0.195215958377458,0.779408107435961,-0.697712011937329,38.18,78.39,69.55,0.8468,0,-17.9773,0,-0.5574,-0.4453,1,0,"CARI_storm5_07_27_fDOM","CARI"
"19","19",0.633864661654135,0.299216065083302,-0.428872180451127,0.971428571428571,60.23,93.48,69.55,0.7659,0,14.8289,0,0.548,0.7198,1275,0,"CARI_storm5_07_27_SPC","CARI"
"20","20",-0.0638888888888889,0.142424707264467,0.747685185185185,-0.402777777777778,1.27,5.59,69.55,0.9482,0.0287,-3.1401,0.0029,-0.1048,-0.023,334,0.0034,"CARI_storm5_07_27_turb","CARI"
"21","21",-0.341403508771929,0.274216980314884,NA,-0.921052631578947,24.4,30.1,75.09,0.9212,0.0026,-8.7151,0,-0.4201,-0.2627,67,0,"CARI_storm6_08_08_NO3","CARI"
"22","22",-0.530306782480133,0.251379391867283,0.721493254481611,-0.839770837183515,37.65,91.76,75.09,0.8433,0,-14.7671,0,-0.6025,-0.4581,1,0,"CARI_storm6_08_08_fDOM","CARI"
"23","23",0.727621333333334,0.121613321960311,-0.710933333333333,0.876,75.46,94.21,75.09,0.8013,0,41.8815,0,0.6927,0.7625,1275,0,"CARI_storm6_08_08_SPC","CARI"
"24","24",-0.0388133874239351,0.0614682455437367,0.355983772819473,-0.176470588235294,0.98,10.84,75.09,0.9627,0.1151,-4.4201,1e-04,-0.0565,-0.0212,207,0,"CARI_storm6_08_08_turb","CARI"
"25","25",-0.501196581196581,0.192279276153169,NA,-0.773504273504274,27.1,38.8,700.68,0.9031,6e-04,-18.2463,0,-0.5564,-0.446,0,0,"CARI_storm7_08_15_NO3","CARI"
"26","26",-0.289289340101523,0.158077837327249,0.763530885358296,-0.449469312413475,26.52,178.21,700.68,0.7742,0,-12.8103,0,-0.3347,-0.2439,31,0,"CARI_storm7_08_15_fDOM","CARI"
"27","27",0.466272530641673,0.0811330237451891,-0.918048546022591,0.686974285027638,42.2,83.81,700.68,0.8863,2e-04,40.2291,0,0.443,0.4896,1275,0,"CARI_storm7_08_15_SPC","CARI"
"28","28",0.0310111447339287,0.0282325228252543,0.0191896080891579,0.138571112259207,1.48,136.97,700.68,0.883,1e-04,7.6889,0,0.0229,0.0391,1195,0,"CARI_storm7_08_15_turb","CARI"
"29","29",0.00847826086956522,0.186593302375764,NA,0.402173913043478,33.4,38,256.27,0.861,0,0.3181,0.7518,-0.0451,0.062,569,0.5115,"CARI_storm8_08_20_NO3","CARI"
"30","30",-0.00670668821673209,0.110419275522211,0.145924728700069,0.391133687370122,9.4,139.33,256.27,0.6991,0,-0.4252,0.6726,-0.0384,0.025,385,0.015,"CARI_storm8_08_20_fDOM","CARI"
"31","31",0.371856725146199,0.193019846745473,-0.801169590643274,0.62938596491228,56.55,63.39,256.27,0.7987,0,13.4856,0,0.3164,0.4273,1251,0,"CARI_storm8_08_20_SPC","CARI"
"32","32",0.0516,0.0499278104906255,0.0736842105263158,0.121052631578947,1.07,5.82,256.27,0.9267,0.0041,7.2344,0,0.0373,0.0659,1168,0,"CARI_storm8_08_20_turb","CARI"
"33","33",0.524705882352941,0.223943888177157,NA,0.970588235294117,35.4,37.1,184.58,0.8973,4e-04,16.4012,0,0.4604,0.589,1275,0,"CARI_storm9_08_23_NO3","CARI"
"34","34",0.124460263493413,0.216781151958827,-0.00063748406289843,0.483372290692733,-0.88,93.24,184.58,0.5911,0,4.0189,2e-04,0.0622,0.1867,609,0.7869,"CARI_storm9_08_23_fDOM","CARI"
"35","35",-0.0150340136054414,0.250958724423453,-0.0680272108843548,-0.54761904761905,62.51,63.98,184.58,0.9245,0.0035,-0.4193,0.6768,-0.0871,0.057,610,0.7944,"CARI_storm9_08_23_SPC","CARI"
"36","36",-0.014358407079646,0.0574537928044791,0.0995575221238938,-0.36504424778761,1.01,5.53,184.58,0.5574,0,-1.7494,0.0865,-0.0309,0.0021,470,0.1069,"CARI_storm9_08_23_turb","CARI"
