"","ID","Flushing_index","percCI_2.5","percCI_97.5"
"386","CARI_storm8a_08_02_SPC_FI",-0.5332,-0.6135,-0.4762
"387","CARI_storm8b_08_03_SPC_FI",NA,NA,NA
"388","CARI_storm9_09_07_SPC_FI",-0.2123,-0.6498,0.0704
"389","CARI_storm1_06_15_turb_FI",NA,NA,NA
"390","CARI_storm2a_06_19_turb_FI",0.0134,0.0093,0.0165
"391","CARI_storm2b_06_20_turb_FI",NA,NA,NA
"392","CARI_storm2c_06_21_turb_FI",NA,NA,NA
"393","CARI_storm3_06_23_turb_FI",NA,NA,NA
"394","CARI_storm4_07_09_turb_FI",0.0787,-0.1242,0.2019
"395","CARI_storm5_07_13_turb_FI",0.2141,-0.0177,0.3795
"396","CARI_storm6_07_24_turb_FI",0.1736,-0.1368,0.3794
"397","CARI_storm7_07_27_turb_FI",-0.0021,-0.0042,-5e-04
"398","CARI_storm8a_08_02_turb_FI",3e-04,0,5e-04
"399","CARI_storm8b_08_03_turb_FI",NA,NA,NA
"400","CARI_storm9_09_07_turb_FI",0.0319,0.0045,0.0541
