"","site.ID","year","storm.num","response","HI","precip","precip.week","precip.month","ThreeMonth","TOTAL.TIME","Intensity","doy","burn","pf"
"1","POKE",2019,"storm1","NO3",-0.196841094575131,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium"
"2","POKE",2019,"storm2","NO3",0.116294326241128,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium"
"3","POKE",2019,"storm4","NO3",0.483636363636363,10.16,25.02,40.768,84.329,28.5,0.356491228070175,211.8125,"burned","medium"
"4","POKE",2019,"storm5d","NO3",0.463125,4.318,59.944,143.511,196.978,24.5,0.176244897959184,221.229166666667,"burned","medium"
"5","POKE",2019,"storm7","NO3",0.100767295597484,19.05,38.735,170.943,225.045,66.5,0.286466165413534,226.729166666667,"burned","medium"
"6","POKE",2019,"storm8","NO3",0.683601348098217,9.779,1.524,12.573,224.537,23.5,0.416127659574468,271.520833333333,"burned","medium"
"7","POKE",2019,"storm1","fDOM",0.466941885187814,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium"
"8","POKE",2019,"storm2","fDOM",-0.215296214638634,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium"
"9","POKE",2019,"storm3","fDOM",-0.188601678647938,18.67,0.127,25.527,59.309,36.5,0.511506849315069,206.020833333333,"burned","medium"
"10","POKE",2019,"storm4","fDOM",-0.19833779266934,10.16,25.02,40.768,84.329,28.5,0.356491228070175,211.8125,"burned","medium"
"11","POKE",2019,"storm5d","fDOM",0.202510019071791,4.318,59.944,143.511,196.978,24.5,0.176244897959184,221.229166666667,"burned","medium"
"12","POKE",2019,"storm7","fDOM",-0.387585230194936,19.05,38.735,170.943,225.045,66.5,0.286466165413534,226.729166666667,"burned","medium"
"13","POKE",2019,"storm8","fDOM",-0.475110068572805,9.779,1.524,12.573,224.537,23.5,0.416127659574468,271.520833333333,"burned","medium"
"14","POKE",2019,"storm9","fDOM",-0.626955691367456,7.874,17.526,29.464,240.92,52.5,0.149980952380952,276.3125,"burned","medium"
"15","POKE",2019,"storm1","SPC",0.591963276836134,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium"
"16","POKE",2019,"storm2","SPC",0.559477978723403,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium"
"17","POKE",2019,"storm3","SPC",0.760647276252803,18.67,0.127,25.527,59.309,36.5,0.511506849315069,206.020833333333,"burned","medium"
"18","POKE",2019,"storm4","SPC",0.365325714725461,10.16,25.02,40.768,84.329,28.5,0.356491228070175,211.8125,"burned","medium"
"19","POKE",2019,"storm5c","SPC",-0.513608647763596,14.224,91.694,130.811,174.372,27.5,0.517236363636364,216.520833333333,"burned","medium"
"20","POKE",2019,"storm5d","SPC",0.4763729793384,4.318,59.944,143.511,196.978,24.5,0.176244897959184,221.229166666667,"burned","medium"
"21","POKE",2019,"storm7","SPC",0.64573083141271,19.05,38.735,170.943,225.045,66.5,0.286466165413534,226.729166666667,"burned","medium"
"22","POKE",2019,"storm8","SPC",0.490122500000001,9.779,1.524,12.573,224.537,23.5,0.416127659574468,271.520833333333,"burned","medium"
"23","POKE",2019,"storm9","SPC",0.760760233918129,7.874,17.526,29.464,240.92,52.5,0.149980952380952,276.3125,"burned","medium"
"24","POKE",2019,"storm1","turb",-0.300812580271278,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium"
"25","POKE",2019,"storm2","turb",-0.285507120991952,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium"
"26","POKE",2019,"storm3","turb",-0.562863285764408,18.67,0.127,25.527,59.309,36.5,0.511506849315069,206.020833333333,"burned","medium"
"27","POKE",2019,"storm4","turb",-0.562139648985195,10.16,25.02,40.768,84.329,28.5,0.356491228070175,211.8125,"burned","medium"
"28","POKE",2019,"storm5c","turb",-0.172670382882883,14.224,91.694,130.811,174.372,27.5,0.517236363636364,216.520833333333,"burned","medium"
"29","POKE",2019,"storm5d","turb",-0.420706132309701,4.318,59.944,143.511,196.978,24.5,0.176244897959184,221.229166666667,"burned","medium"
"30","POKE",2019,"storm7","turb",-0.0679249917046092,19.05,38.735,170.943,225.045,66.5,0.286466165413534,226.729166666667,"burned","medium"
"31","POKE",2019,"storm8","turb",-0.271551111268336,9.779,1.524,12.573,224.537,23.5,0.416127659574468,271.520833333333,"burned","medium"
"32","POKE",2019,"storm9","turb",-0.222502534903674,7.874,17.526,29.464,240.92,52.5,0.149980952380952,276.3125,"burned","medium"
