"","X","Hyst_index","HI_ymin","HI_ymax","site.ID","storm.ID","month.x","day.x","response_var","Flush_index","FI_ymin","FI_ymax","month.y","day.y","Parameter","Coefficient","SE","CI","CI_low","CI_high","t","df_error","p"
"42",42,-0.303964992795776,-0.31254335877048,-0.287822189017558,"FRCH","storm10a",8,1,"fDOM",0.0372,0.036,0.0384,8,1,"Q.norm",0.352473054023664,0.108646209434985,0.95,0.136130811943964,0.568815296103365,3.24422780929682,77,0.00174321013935822
"43",43,0.876862197392942,0.848929236499088,0.891061452514025,"FRCH","storm10a",8,1,"SPC",-0.4212,-0.4239,-0.4176,8,1,"Q.norm",-0.0903284301531619,0.0137797726251859,0.95,-0.117761850092905,-0.062895010213419,-6.55514663486279,78,5.45962245057632e-09
"44",44,-0.267566332691491,-0.276998139747395,-0.258828040860284,"FRCH","storm10a",8,1,"turb",0.1172,0.1091,0.1238,8,1,"Q.norm",0.609224412074637,0.134351178318113,0.95,0.341697037723087,0.876751786426188,4.53456694389485,77,2.08593871873121e-05
"45",45,0.348526158753006,0.255581562837594,0.388175832090122,"FRCH","storm10b",8,2,"fDOM",-0.4874,-0.4949,-0.4823,8,2,"Q.norm",-0.46638783615912,0.089751215683125,0.95,-0.645797959928807,-0.286977712389434,-5.19645146429822,62,2.40521914169228e-06
"46",46,0.932571572074335,0.860120542440985,0.951406328478152,"FRCH","storm10b",8,2,"SPC",-0.7089,-0.7114,-0.7074,8,2,"Q.norm",-0.224369985642759,0.0256439433517315,0.95,-0.275569770500454,-0.173170200785063,-8.74943383571344,66,1.213262384123e-12
"47",47,-0.284465003957548,-0.296957533073803,-0.182253218537483,"FRCH","storm10b",8,2,"turb",0.4789,0.4389,0.5095,8,2,"Q.norm",1.05286598337,0.140638946710014,0.95,0.771821474301961,1.33391049243803,7.48630452658976,63,2.82662326054769e-10
"48",48,-0.871455858652191,-0.89836148749478,-0.769220438130483,"FRCH","storm10c",8,3,"fDOM",NA,NA,NA,NA,NA,"Q.norm",4.97349516930064,0.445196683329844,0.95,4.07567049090724,5.87131984769404,11.171456022766,43,2.69257316073847e-14
"49",49,-0.0108695652173812,-0.296739130434773,0.278627717391304,"FRCH","storm10c",8,3,"SPC",NA,NA,NA,NA,NA,"Q.norm",-4.20461741365225,0.433124130346516,0.95,-5.07595077414431,-3.33328405316019,-9.70764988385292,47,8.27046894066117e-13
"50",50,0.303077654516641,0.286687797147386,0.314950871632331,"FRCH","storm10c",8,3,"turb",NA,NA,NA,NA,NA,"Q.norm",-0.664952291161734,0.134845791916276,0.95,-0.936545657636626,-0.393358924686842,-4.9312053547403,45,1.15631376657034e-05
"51",51,-0.0773379354305141,-0.0774579982748372,-0.0773379354305141,"FRCH","storm11",8,5,"NO3",-0.2672,-0.3393,-0.2152,8,5,"Q.norm",-0.481454029259127,0.474393617928257,0.95,-1.43071346612814,0.467805407609887,-1.01488302343042,59,0.314305512998067
"52",52,0.00841046801234047,-0.0196275231404068,0.0424271712327948,"FRCH","storm11",8,5,"fDOM",-0.3514,-0.352,-0.3507,8,5,"Q.norm",-0.50254574679967,0.0652725187343999,0.95,-0.631546805564794,-0.373544688034546,-7.69919342081125,146,1.89941731904499e-12
"53",53,0.583758597736854,0.521058908364767,0.641668515642335,"FRCH","storm11",8,5,"SPC",-0.3099,-0.3106,-0.3092,8,5,"Q.norm",-0.410878661858813,0.0479911823918709,0.95,-0.505679825959833,-0.316077497757792,-8.56154487930288,155,1.03180750058802e-14
"54",54,-0.0518820839354641,-0.0738753933197858,-0.0321008384630532,"FRCH","storm11",8,5,"turb",0.0785,0.0723,0.0884,8,5,"Q.norm",0.706709715940482,0.0284870691137636,0.95,0.65037480542198,0.763044626458984,24.8080879474903,136,2.49355104867315e-52
"55",55,0.283997235796436,0.283997235796436,0.283997235796436,"FRCH","storm12a",8,12,"fDOM",-0.298,-0.3068,-0.2927,8,12,"Q.norm",-0.293129264609099,0.0443787131726123,0.95,-0.381396740205355,-0.204861789012843,-6.60517720441699,83,3.54763043326893e-09
"56",56,-0.07176953911149,-0.0902732731234326,-0.0510162500207927,"FRCH","storm12a",8,12,"SPC",-0.7652,-0.7665,-0.7638,8,12,"Q.norm",-0.209320554085476,0.02116523382881,0.95,-0.251356535387947,-0.167284572783005,-9.88982950902013,92,3.89302068404306e-16
"57",57,0.847768595041322,0.79900826446281,0.86793388429752,"FRCH","storm12a",8,12,"turb",0.2081,0.1951,0.2214,8,12,"Q.norm",1.05058299653075,0.0346955690332609,0.95,0.981632843836402,1.1195331492251,30.2800336124653,88,2.58290383802539e-48
"58",58,-0.102165792515739,-0.129946356749113,-0.0650346794302254,"FRCH","storm12b",8,14,"NO3",0.3398,0.2821,0.3958,8,14,"Q.norm",-0.669635654978411,0.353763209070946,0.95,-1.79546807263155,0.45619676267473,-1.89289230142673,3,0.154712215741765
"59",59,0.194473518945079,0.162340380992379,0.238120159095819,"FRCH","storm12b",8,14,"fDOM",0.0216,0.0164,0.0274,8,14,"Q.norm",0.0776092309748736,0.0386980863127108,0.95,-0.000486668946896945,0.155705130896644,2.00550565595751,42,0.0513799855761856
"60",60,0.359426661337789,0.322157831631726,0.405733386622096,"FRCH","storm12b",8,14,"turb",-0.0129,-0.0482,0.0303,8,14,"Q.norm",-0.325151128355672,0.114066043673593,0.95,-0.555187228828987,-0.0951150278823564,-2.85055146899029,43,0.00667681694720058
"61",61,0.24939126548736,0.227217411101187,0.362068960460576,"FRCH","storm12c",8,15,"NO3",-0.3803,-0.4155,-0.3477,8,15,"Q.norm",-1.38718760536509,0.114917480133076,0.95,-1.61748738193451,-1.15688782879566,-12.0711627487716,55,4.32156694930572e-17
"62",62,0.232263102644854,-0.102145582097953,0.454694420974474,"FRCH","storm12c",8,15,"fDOM",0.0821,0.0796,0.0837,8,15,"Q.norm",-0.22669807623329,0.0579184408627307,0.95,-0.341423360663168,-0.111972791803412,-3.91409148548343,115,0.000154188823504272
"63",63,0.672502230151647,0.641949152542372,0.692016057091879,"FRCH","storm12c",8,15,"SPC",-0.9357,-0.9384,-0.9344,8,15,"Q.norm",-0.377218118010938,0.0432786336462726,0.95,-0.462809937542638,-0.291626298479238,-8.7160357485876,135,9.22630179085103e-15
"64",64,0.336570613398124,0.233181114887993,0.403561238905135,"FRCH","storm12c",8,15,"turb",-0.0078,-0.011,-0.005,8,15,"Q.norm",0.184023789608707,0.0309613164950243,0.95,0.122783504893912,0.245264074323502,5.94366811366954,133,2.31057519299763e-08
"65",65,0.499667825020442,0.474243663123466,0.650117538838921,"FRCH","storm12d",8,21,"NO3",-0.2725,-0.2883,-0.2537,8,21,"Q.norm",-0.94903984885396,0.125783703940004,0.95,-1.20238123322551,-0.695698464482413,-7.54501433116193,45,1.59633680092142e-09
"66",66,-0.502215608465613,-0.591567460317468,-0.458630952380957,"FRCH","storm12d",8,21,"fDOM",0.1995,0.1935,0.2056,8,21,"Q.norm",0.932736915022755,0.666502402053082,0.95,-0.410510414363907,2.27598424440942,1.39945019275185,44,0.168688895832806
"67",67,-0.330479452054808,-0.445205479452069,-0.256849315068504,"FRCH","storm12d",8,21,"SPC",0.3636,0.3273,0.3879,8,21,"Q.norm",3.41809222439306,0.338202013088567,0.95,2.73649085360276,4.09969359518336,10.1066584234019,44,4.81162220922575e-13
"68",68,-0.26946214880333,-0.296013267429761,-0.233643340270551,"FRCH","storm12d",8,21,"turb",0.0203,0.0143,0.0262,8,21,"Q.norm",2.26238584265971,0.460567258290176,0.95,1.33417352445122,3.1905981608682,4.91217254795458,44,1.28796613083459e-05
"69",69,0.813703616721501,0.511038046031025,0.867543447628018,"FRCH","storm12e",8,23,"NO3",-0.0968,-0.1144,-0.0776,8,23,"Q.norm",-0.103274399370676,0.0327422322103125,0.95,-0.169448919114632,-0.0370998796267205,-3.15416489344148,40,0.00305148983224387
"70",70,0.0711456723338542,-0.121522411128275,0.171947449768164,"FRCH","storm12e",8,23,"fDOM",-0.4129,-0.4285,-0.4031,8,23,"Q.norm",-0.365085582094254,0.0427382495787529,0.95,-0.451531851455462,-0.278639312733045,-8.54236160097101,39,1.81649686661275e-10
"71",71,-0.0304878048780363,-0.178353658536559,0.134146341463447,"FRCH","storm12e",8,23,"SPC",0.0695,0.0374,0.0909,8,23,"Q.norm",0.377379844747111,0.0315968827849039,0.95,0.31352016254015,0.441239526954073,11.9435783370192,40,9.0754052894987e-15
"72",72,0.00647211108496273,-0.120528359614025,0.1124529301012,"FRCH","storm12e",8,23,"turb",0.0228,-0.0087,0.0833,8,23,"Q.norm",0.197728847084354,0.171461580232262,0.95,-0.149084934386597,0.544542628555305,1.15319622516316,39,0.255848825096338
"73",73,0.166511275798867,0.0772511753924601,0.238107618136902,"FRCH","storm13",9,20,"NO3",-0.1068,-0.113,-0.1014,9,20,"Q.norm",-0.0915266193220567,0.0183629291258394,0.95,-0.127971950521242,-0.0550812881228718,-4.98431479503262,97,2.71667866616316e-06
"74",74,-0.751320655044904,-0.823164289487584,-0.62512381141046,"FRCH","storm13",9,20,"fDOM",NA,NA,NA,9,20,"Q.norm",0.697335202411263,0.0372731767774801,0.95,0.623504212769531,0.771166192052994,18.7087676098642,115,1.10088160040495e-36
"75",75,0.698685171658144,0.634587289992695,0.769539810080351,"FRCH","storm13",9,20,"SPC",NA,NA,NA,9,20,"Q.norm",-0.116599496621994,0.0147631582044261,0.95,-0.145839791640098,-0.0873592016038909,-7.89800495310258,116,1.78250787468036e-12
"76",76,-0.0801869634802851,-0.115607657292511,-0.0584001060048637,"FRCH","storm13",9,20,"turb",NA,NA,NA,9,20,"Q.norm",0.729428480900609,0.0494300580005599,0.95,0.631517049255897,0.827339912545322,14.7567797895836,115,2.68027250519434e-28
"77",77,0.0499543763599367,-0.0254369340913876,0.0918316136730553,"FRCH","storm14",10,1,"NO3",-0.2485,-0.2534,-0.243,10,1,"Q.norm",-0.398457476622288,0.0849519726151588,0.95,-0.566795481504424,-0.230119471740152,-4.69038521833202,111,7.81819854041452e-06
"78",78,0.0499543763599367,-0.0254369340913876,0.0918316136730553,"FRCH","storm14",10,1,"NO3",-0.2485,-0.2534,-0.243,10,1,"Q.norm",-0.398457476622288,0.0849519726151588,0.95,-0.566795481504424,-0.230119471740152,-4.69038521833202,111,7.81819854041452e-06
"79",79,0.0499543763599367,-0.0254369340913876,0.0918316136730553,"FRCH","storm14",10,1,"NO3",-0.2485,-0.2534,-0.243,10,1,"Q.norm",-0.398457476622288,0.0849519726151588,0.95,-0.566795481504424,-0.230119471740152,-4.69038521833202,111,7.81819854041452e-06
"80",80,0.0499543763599367,-0.0254369340913876,0.0918316136730553,"FRCH","storm14",10,1,"NO3",-0.2485,-0.2534,-0.243,10,1,"Q.norm",-0.398457476622288,0.0849519726151588,0.95,-0.566795481504424,-0.230119471740152,-4.69038521833202,111,7.81819854041452e-06
"81",81,-0.578739044387905,-0.617283950617288,-0.516256714730004,"FRCH","storm14",10,1,"fDOM",NA,NA,NA,NA,NA,"Q.norm",1.58913064394404,0.0739706177329033,0.95,1.44244413312251,1.73581715476557,21.4832685280816,104,4.93850686956105e-40
"82",82,0.57819825853985,0.538513060951099,0.635632953784324,"FRCH","storm14",10,1,"SPC",NA,NA,NA,NA,NA,"Q.norm",-0.329880781371748,0.0350860127324301,0.95,-0.399385902361375,-0.260375660382121,-9.40205955824779,114,6.87775281728282e-16
"83",83,-0.00393320648624155,-0.0475255942407637,0.0125166841791379,"FRCH","storm14",10,1,"turb",NA,NA,NA,NA,NA,"Q.norm",1.01528385468053,0.0375828190315018,0.95,0.940825511763882,1.08974219759718,27.0145742348258,113,3.99012382938177e-51
"84",84,-0.355615849422621,-0.444487156366766,0.00743503832999558,"MOOS","storm1",6,1,"NO3",-0.1105,-0.1106,-0.1103,6,1,"Q.norm",0.188214346533395,0.0892676656049234,0.95,0.00680062324817954,0.369628069818611,2.10842688960172,34,0.0424399118075805
"85",85,-0.217292768120472,-0.312264702284682,-0.118900947306904,"MOOS","storm1",6,1,"fDOM",-0.4491,-0.4495,-0.4487,6,1,"Q.norm",-1.31309413696534,0.201079108488669,0.95,-1.71375300660122,-0.912435267329463,-6.53023651653666,74,7.28797670716537e-09
"86",86,0.727960403436683,0.68873739260366,0.7485057900635,"MOOS","storm1",6,1,"SPC",-0.7639,-0.7646,-0.7634,6,1,"Q.norm",-0.381189184890733,0.0346478274098967,0.95,-0.45019631372672,-0.312182056054746,-11.0018207023812,76,2.18943281916008e-17
"87",87,0.132561543260234,0.0963136426891889,0.237957675512261,"MOOS","storm1",6,1,"turb",0.5863,0.5671,0.6209,6,1,"Q.norm",0.822986696525122,0.0489959823773334,0.95,0.720782868223122,0.925190524827122,16.7970240944868,20,2.93561111144218e-13
"88",88,0.334846587351287,0.210159674389477,0.439417658108954,"MOOS","storm3",7,12,"NO3",0.0967,0.0856,0.1099,7,12,"Q.norm",-0.148743609114309,0.0247972767467794,0.95,-0.197917539457775,-0.0995696787708431,-5.99838484819214,104,2.92712572254414e-08
"89",89,0.19586006536733,0.120838881491337,0.27448250817087,"MOOS","storm3",7,12,"fDOM",NA,NA,NA,7,12,"Q.norm",-0.409800218170444,0.0497807184888563,0.95,-0.508528532250454,-0.311071904090434,-8.23210734216662,103,6.04390012667255e-13
"90",90,0.596801346801349,0.541967291967288,0.754329004329007,"MOOS","storm3",7,12,"SPC",NA,NA,NA,7,12,"Q.norm",-0.161974089824623,0.0123436062879493,0.95,-0.186451924305767,-0.137496255343479,-13.1221043547665,104,8.61965108983192e-24
"91",91,-0.0163978705849998,-0.0290044395552587,-0.00330020036930813,"MOOS","storm3",7,12,"turb",NA,NA,NA,7,12,"Q.norm",0.55735411773689,0.0647329264065466,0.95,0.428986295473599,0.685721940000181,8.61005594334637,104,8.39829116239243e-14
"92",92,-0.436454613794419,-0.501456493140396,-0.392501409509511,"MOOS","storm4",7,25,"fDOM",NA,NA,NA,7,25,"Q.norm",1.51333521447535,0.169915579696674,0.95,1.17491900844159,1.85175142050911,8.90639467656172,76,2.01698640459941e-13
"93",93,-0.176084099868543,-0.224047306176006,-0.0597897503284611,"MOOS","storm4",7,25,"SPC",NA,NA,NA,7,25,"Q.norm",1.04783372922198,0.142522982894498,0.95,0.763974607946149,1.3316928504978,7.35203339097689,76,1.89523554900706e-10
"94",94,-0.0479860765788153,-0.0698657384385889,-0.018150174042763,"MOOS","storm4",7,25,"turb",NA,NA,NA,7,25,"Q.norm",-0.0676903413618386,0.169458631776964,0.95,-0.405196456739878,0.269815774016201,-0.399450536405431,76,0.690681603287993
"95",95,0.113662293211617,0.0559041642897943,0.213348545350822,"MOOS","storm5",7,29,"NO3",-0.2971,-0.3293,-0.251,7,29,"Q.norm",-0.41439987227001,0.0541980094156399,0.95,-0.522609689447319,-0.306190055092701,-7.646034914161,66,1.13872074992204e-10
"96",96,-0.668545098949183,-0.843388470845617,-0.444823814101504,"MOOS","storm5",7,29,"fDOM",NA,NA,NA,7,29,"Q.norm",0.483108979994477,0.0937810903067514,0.95,0.29581520945253,0.670402750536424,5.15145407687478,65,2.60454462813986e-06
"97",97,0.789535984848503,0.772845643939401,0.833925189393945,"MOOS","storm5",7,29,"SPC",NA,NA,NA,7,29,"Q.norm",-0.113381248282633,0.0105744922813231,0.95,-0.134493903320008,-0.0922685932452574,-10.7221458266029,66,4.264013191584e-16
"98",98,-0.082690408591532,-0.153653869892606,-0.0709480311072712,"MOOS","storm5",7,29,"turb",NA,NA,NA,7,29,"Q.norm",0.947523126951626,0.0976148438273604,0.95,0.75257282192224,1.14247343198101,9.70675247534479,65,2.87106298278514e-14
"99",99,0.811462238885912,0.802892340653456,0.815747188002147,"MOOS","storm6a",8,1,"NO3",-0.1256,-0.1782,-0.0782,8,1,"Q.norm",-0.0957180283390379,0.00910801781182522,0.95,-0.113902772629312,-0.0775332840487638,-10.5092052207852,66,9.89666120935149e-16
"100",100,0.116305210261881,0.0933615445649451,0.131667107467197,"MOOS","storm6a",8,1,"fDOM",0.0539,0.0439,0.0648,8,1,"Q.norm",-0.0432903134343987,0.0124703080539554,0.95,-0.0681811524873626,-0.0183994743814348,-3.47147105324858,67,0.000910783007504395
"101",101,0.844658659924139,0.835335018963324,0.852402022755989,"MOOS","storm6a",8,1,"SPC",-0.0949,-0.0998,-0.0925,8,1,"Q.norm",-0.0165618403444888,0.0101489341178333,0.95,-0.0368191976281364,0.00369551693915886,-1.63187977694987,67,0.107396636171668
