"","X","Hyst_index","HI_ymin","HI_ymax","site.ID","storm.ID","month.x","day.x","response_var","Flush_index","FI_ymin","FI_ymax","month.y","day.y","beta"
"1",1,-0.0175704811230111,-0.0229654410098973,-0.0146430440658371,"FRCH","storm1",5,31,"NO3",0.0168,0.0162,0.0173,5,31,0.309455903049912
"2",2,-0.377958244033567,-0.534413709179409,-0.127751643721165,"FRCH","storm1",5,31,"fDOM",0.4926,0.4924,0.4929,5,31,1.17192238189581
"3",3,0.689862542955327,0.650558419243987,0.747100515463918,"FRCH","storm1",5,31,"SPC",-0.9076,-0.9089,-0.9065,5,31,-0.24468290613499
"4",4,-0.443125666447354,-0.521262790117294,-0.356578260770922,"FRCH","storm1",5,31,"turb",0.3498,0.326,0.4076,5,31,1.42304024566622
"5",5,0.636451301832226,0.381870781099297,0.675988428158151,"FRCH","storm2",6,15,"NO3",-0.5634,-0.5868,-0.5434,6,15,-0.139549543905376
"6",6,-0.308796096184908,-0.348215301317196,-0.297375844575381,"FRCH","storm2",6,15,"fDOM",0.8565,0.8553,0.8576,6,15,0.362695228950698
"7",7,0.749999999999998,0.736842105263155,0.753588516746418,"FRCH","storm2",6,15,"SPC",-0.5364,-0.5636,-0.5227,6,15,-0.29417816460098
"8",8,-0.113693040126954,-0.149965994105644,-0.0819542053956006,"FRCH","storm2",6,15,"turb",0.505,0.49,0.5196,6,15,0.557373513546731
"9",9,0.235388567758535,0.213872832369942,0.312138728323736,"FRCH","storm3",6,18,"NO3",-0.5794,-0.6086,-0.5545,6,18,-0.635810196464208
"10",10,-0.726374649559,-0.764803062393841,-0.483877923752223,"FRCH","storm3",6,18,"fDOM",0.2138,0.2134,0.2142,6,18,0.179327633891183
"11",11,0.742105263157916,0.705921052631592,0.74802631578949,"FRCH","storm3",6,18,"SPC",-0.0421,-0.0432,-0.0411,6,18,-0.0896789520939757
"12",12,-0.381195570368776,-0.44581227824965,-0.330717127190621,"FRCH","storm3",6,18,"turb",0,0,0,6,18,0.596225494460081
"13",13,0.445013795821826,0.265883111764075,0.490737091052417,"FRCH","storm4",6,20,"NO3",-0.0925,-0.1134,-0.0745,6,20,-0.237091285344541
"14",14,-0.272323836059689,-0.41361450656121,-0.179955734316025,"FRCH","storm4",6,20,"fDOM",-0.1169,-0.1183,-0.1156,6,20,-0.405390860217067
"15",15,0.660632183908046,0.569827586206892,0.738038793103446,"FRCH","storm4",6,20,"SPC",-0.2193,-0.2261,-0.2159,6,20,0.0115132041125555
"16",16,-0.372571456722888,-0.390645013928575,-0.315629618598902,"FRCH","storm4",6,20,"turb",0.0049,0.0044,0.0063,6,20,0.152043864357269
"17",17,-0.110943015632889,-0.164019162884523,-0.0690872415531931,"FRCH","storm5",6,22,"NO3",-0.5421,-0.597,-0.4882,6,22,-0.971592575874996
"18",18,-0.0860975784496334,-0.145901991689382,-0.0017015331709283,"FRCH","storm5",6,22,"fDOM",0.1686,0.1634,0.1737,6,22,-0.245667159014982
"19",19,0.0549828178694002,-0.0816151202749197,0.152920962199296,"FRCH","storm5",6,22,"SPC",-0.4107,-0.4232,-0.3981,6,22,-1.404555039561
"20",20,-0.0669058719893434,-0.0886653202414973,0.0436692950604811,"FRCH","storm5",6,22,"turb",0.1254,0.0534,0.1977,6,22,0.638079006672006
"21",21,0.45939400984153,0.186679065442294,0.541167809678796,"FRCH","storm6",7,12,"NO3",0.0406,0.0388,0.0426,7,12,-0.0657265853780288
"22",22,-0.314829027031635,-0.464313123561011,-0.153150848469346,"FRCH","storm6",7,12,"fDOM",NA,NA,NA,7,12,0.854591848119709
"23",23,0.779448621553904,0.737781954887233,0.792606516290706,"FRCH","storm6",7,12,"SPC",NA,NA,NA,7,12,-0.128694530159542
"24",24,0.234843205574913,0.122386759581881,0.273170731707318,"FRCH","storm6",7,12,"turb",NA,NA,NA,7,12,-0.037949037718749
"25",25,0.501502145922727,0.19463519313299,0.813948497854054,"FRCH","storm7",7,25,"NO3",0.5484,0.5262,0.5668,7,25,-1.06477273450599
"26",26,-0.389023210831719,-0.720382011605418,-0.379442698259189,"FRCH","storm7",7,25,"fDOM",0.7006,0.6884,0.7125,7,25,2.09658066646798
"27",27,0.307942708333408,0.238281250000097,0.428385416666806,"FRCH","storm7",7,25,"SPC",0.2455,0.2182,0.2682,7,25,-1.07799981855603
"28",28,-0.112370062370061,-0.135446985446984,-0.0653846153846152,"FRCH","storm7",7,25,"turb",-0.025,-0.0444,-0.0062,7,25,0.596085840543621
"29",29,-0.205182072829098,-0.29866946778713,-0.184173669467753,"FRCH","storm8",7,28,"NO3",NA,NA,NA,7,28,-0.109553960092888
"30",30,-0.462787465251452,-0.538223401566843,-0.461745008845084,"FRCH","storm8",7,28,"fDOM",NA,NA,NA,7,28,1.17454838349445
"31",31,0.483630952380949,0.362599206349245,0.585317460317442,"FRCH","storm8",7,28,"SPC",NA,NA,NA,7,28,-0.638955931873836
"32",32,-0.209876026135029,-0.427165354330707,-0.173647177081588,"FRCH","storm8",7,28,"turb",NA,NA,NA,7,28,0.264280876236424
"33",33,-0.14517014270031,-0.221185510428058,-0.100987925356704,"FRCH","storm9a",7,29,"NO3",-0.3773,-0.4167,-0.3407,7,29,0.194159063911163
"34",34,-0.408186607514205,-0.411825869957019,-0.396436988770272,"FRCH","storm9a",7,29,"fDOM",0.2794,0.2726,0.2857,7,29,0.457898375131026
"35",35,0.691111111111193,0.622777777777784,0.757777777777795,"FRCH","storm9a",7,29,"SPC",-0.9459,-0.9582,-0.9361,7,29,-0.955754011128697
"36",36,-0.416656691405315,-0.426921235336365,-0.400377064879099,"FRCH","storm9a",7,29,"turb",0.2934,0.2889,0.2973,7,29,0.125762041097773
"37",37,-0.688100636166772,-0.727844139144576,-0.638831551164058,"FRCH","storm9b",7,30,"NO3",0.3003,0.2674,0.3241,7,30,0.72582110872352
"38",38,-0.322450027451853,-0.372506456270207,-0.259137909998575,"FRCH","storm9b",7,30,"fDOM",0.2575,0.2568,0.2581,7,30,0.199813533444188
"39",39,0.486736736736748,0.452452452452491,0.583333333333382,"FRCH","storm9b",7,30,"SPC",-0.5781,-0.583,-0.5731,7,30,-0.404246388637933
"40",40,-0.124164722104368,-0.181785638523546,0.0059795290623689,"FRCH","storm9b",7,30,"turb",-0.0372,-0.0613,-0.0177,7,30,-0.426902129795364
"41",41,-0.0528722600151006,-0.0735638699924246,-0.0350151171579588,"FRCH","storm10a",8,1,"NO3",-0.5342,-0.5732,-0.4923,8,1,-0.341191443088834
"42",42,-0.303964992795776,-0.31254335877048,-0.287822189017558,"FRCH","storm10a",8,1,"fDOM",0.0372,0.0361,0.0384,8,1,0.352473054023664
"43",43,0.876862197392942,0.85125698324024,0.891061452514025,"FRCH","storm10a",8,1,"SPC",-0.4212,-0.4239,-0.4176,8,1,-0.090328430153162
"44",44,-0.267566332691491,-0.276998139747395,-0.258362977709603,"FRCH","storm10a",8,1,"turb",0.1172,0.109,0.1234,8,1,0.609224412074637
"45",45,0.348526158753006,0.255581562837594,0.384336900046284,"FRCH","storm10b",8,2,"fDOM",-0.4874,-0.4945,-0.4823,8,2,-0.46638783615912
"46",46,0.932571572074335,0.866241838272228,0.951406328478152,"FRCH","storm10b",8,2,"SPC",-0.7089,-0.7114,-0.7074,8,2,-0.224369985642759
"47",47,-0.284465003957548,-0.296252847012453,-0.182253218537483,"FRCH","storm10b",8,2,"turb",0.4789,0.4389,0.5093,8,2,1.05286598337
"48",48,-0.871455858652191,-0.89836148749478,-0.769183131379448,"FRCH","storm10c",8,3,"fDOM",NA,NA,NA,NA,NA,4.97349516930064
"49",49,-0.0108695652173812,-0.296739130434773,0.278260869565223,"FRCH","storm10c",8,3,"SPC",NA,NA,NA,NA,NA,-4.20461741365225
"50",50,0.303077654516641,0.289001584786055,0.31421553090333,"FRCH","storm10c",8,3,"turb",NA,NA,NA,NA,NA,-0.664952291161734
"51",51,-0.0773379354305141,-0.0774579982748372,-0.0773379354305141,"FRCH","storm11",8,5,"NO3",-0.2672,-0.3383,-0.2171,8,5,-0.481454029259126
"52",52,0.00841046801234047,-0.0196275231404068,0.0424271712327948,"FRCH","storm11",8,5,"fDOM",-0.3514,-0.352,-0.3507,8,5,-0.502545746799671
"53",53,0.583758597736854,0.521189261149323,0.641668515642335,"FRCH","storm11",8,5,"SPC",-0.3099,-0.3106,-0.3092,8,5,-0.410878661858813
"54",54,-0.0518820839354641,-0.0738753933197858,-0.0321008384630532,"FRCH","storm11",8,5,"turb",0.0785,0.0723,0.0878,8,5,0.706709715940482
"55",55,0.283997235796436,0.283997235796436,0.283997235796436,"FRCH","storm12a",8,12,"fDOM",-0.298,-0.3071,-0.2926,8,12,-0.293129264609099
"56",56,-0.07176953911149,-0.0898907240157698,-0.0510162500207927,"FRCH","storm12a",8,12,"SPC",-0.7652,-0.7665,-0.7638,8,12,-0.209320554085476
"57",57,0.847768595041322,0.79900826446281,0.868264462809916,"FRCH","storm12a",8,12,"turb",0.2081,0.1953,0.2217,8,12,1.05058299653075
"58",58,-0.102165792515739,-0.12884172613759,-0.0650346794302254,"FRCH","storm12b",8,14,"NO3",0.3398,0.2828,0.3967,8,14,-0.66963565497841
"59",59,0.194473518945079,0.162340380992379,0.238120159095819,"FRCH","storm12b",8,14,"fDOM",0.0216,0.0164,0.0272,8,14,0.0776092309748736
"60",60,0.359426661337789,0.321503833157721,0.405733386622096,"FRCH","storm12b",8,14,"turb",-0.0129,-0.0483,0.0308,8,14,-0.325151128355672
"61",61,0.24939126548736,0.226836734357195,0.362120432245679,"FRCH","storm12c",8,15,"NO3",-0.3803,-0.4169,-0.3489,8,15,-1.38718760536509
"62",62,0.232263102644854,-0.110217118570292,0.454694420974474,"FRCH","storm12c",8,15,"fDOM",0.0821,0.0798,0.0837,8,15,-0.22669807623329
"63",63,0.672502230151647,0.641949152542372,0.692016057091879,"FRCH","storm12c",8,15,"SPC",-0.9357,-0.9384,-0.9344,8,15,-0.377218118010938
"64",64,0.336570613398124,0.232683503029199,0.403561238905135,"FRCH","storm12c",8,15,"turb",-0.0078,-0.0109,-0.0051,8,15,0.184023789608707
"65",65,0.499667825020442,0.474243663123466,0.650117538838921,"FRCH","storm12d",8,21,"NO3",-0.2725,-0.2888,-0.2539,8,21,-0.94903984885396
"66",66,-0.502215608465613,-0.591567460317468,-0.460582010582017,"FRCH","storm12d",8,21,"fDOM",0.1995,0.1933,0.2055,8,21,0.932736915022755
"67",67,-0.330479452054808,-0.445205479452069,-0.256849315068504,"FRCH","storm12d",8,21,"SPC",0.3636,0.3273,0.3879,8,21,3.41809222439306
"68",68,-0.26946214880333,-0.296013267429761,-0.233643340270551,"FRCH","storm12d",8,21,"turb",0.0203,0.014,0.026,8,21,2.26238584265971
"69",69,0.813703616721501,0.511038046031025,0.867543447628018,"FRCH","storm12e",8,23,"NO3",-0.0968,-0.1146,-0.0776,8,23,-0.103274399370676
"70",70,0.0711456723338542,-0.123019706336929,0.171947449768164,"FRCH","storm12e",8,23,"fDOM",-0.4129,-0.4283,-0.4028,8,23,-0.365085582094254
"71",71,-0.0304878048780363,-0.164634146341468,0.134146341463447,"FRCH","storm12e",8,23,"SPC",0.0695,0.0374,0.0909,8,23,0.377379844747111
"72",72,0.00647211108496273,-0.120528359614025,0.113659096257944,"FRCH","storm12e",8,23,"turb",0.0228,-0.0083,0.0834,8,23,0.197728847084354
"73",73,0.166511275798867,0.0772810582516521,0.237532871145109,"FRCH","storm13",9,20,"NO3",-0.1068,-0.1129,-0.1012,9,20,-0.0915266193220568
"74",74,-0.751320655044904,-0.820622028526149,-0.635504160063391,"FRCH","storm13",9,20,"fDOM",NA,NA,NA,9,20,0.697335202411263
"75",75,0.698685171658144,0.634587289992695,0.769539810080351,"FRCH","storm13",9,20,"SPC",NA,NA,NA,9,20,-0.116599496621995
"76",76,-0.0801869634802851,-0.115607657292511,-0.0584897424705368,"FRCH","storm13",9,20,"turb",NA,NA,NA,9,20,0.729428480900609
"77",77,0.0499543763599367,-0.0269477784796779,0.0918316136730553,"FRCH","storm14",10,1,"NO3",-0.2485,-0.2534,-0.2433,10,1,-0.398457476622288
"78",78,0.0499543763599367,-0.0269477784796779,0.0918316136730553,"FRCH","storm14",10,1,"NO3",-0.2485,-0.2534,-0.2433,10,1,-0.398457476622288
"79",79,0.0499543763599367,-0.0269477784796779,0.0918316136730553,"FRCH","storm14",10,1,"NO3",-0.2485,-0.2534,-0.2433,10,1,-0.398457476622288
"80",80,0.0499543763599367,-0.0269477784796779,0.0918316136730553,"FRCH","storm14",10,1,"NO3",-0.2485,-0.2534,-0.2433,10,1,-0.398457476622288
"81",81,-0.578739044387905,-0.617283950617288,-0.515985769484501,"FRCH","storm14",10,1,"fDOM",NA,NA,NA,NA,NA,1.58913064394404
"82",82,0.57819825853985,0.537675820495644,0.635967849966508,"FRCH","storm14",10,1,"SPC",NA,NA,NA,NA,NA,-0.329880781371748
"83",83,-0.00393320648624155,-0.0486539062278144,0.0125166841791379,"FRCH","storm14",10,1,"turb",NA,NA,NA,NA,NA,1.01528385468053
"84",84,-0.355615849422621,-0.444487156366766,0.00702848410641931,"MOOS","storm1",6,1,"NO3",-0.1105,-0.1106,-0.1103,6,1,0.188214346533395
"85",85,-0.217292768120472,-0.312264702284682,-0.118900947306904,"MOOS","storm1",6,1,"fDOM",-0.4491,-0.4495,-0.4488,6,1,-1.31309413696534
"86",86,0.727960403436683,0.686449383638398,0.74892603660814,"MOOS","storm1",6,1,"SPC",-0.7639,-0.7646,-0.7634,6,1,-0.381189184890733
"87",87,0.132561543260234,0.0963136426891889,0.237957675512261,"MOOS","storm1",6,1,"turb",0.5863,0.567,0.6209,6,1,0.822986696525123
"88",88,0.334846587351287,0.216656230432049,0.440043832185348,"MOOS","storm3",7,12,"NO3",0.0967,0.0856,0.1102,7,12,-0.148743609114309
"89",89,0.19586006536733,0.121517522091713,0.27448250817087,"MOOS","storm3",7,12,"fDOM",NA,NA,NA,7,12,-0.409800218170444
"90",90,0.596801346801349,0.541967291967288,0.754329004329007,"MOOS","storm3",7,12,"SPC",NA,NA,NA,7,12,-0.161974089824623
"91",91,-0.0163978705849998,-0.028950418418261,-0.00353592896711583,"MOOS","storm3",7,12,"turb",NA,NA,NA,7,12,0.557354117736891
"92",92,-0.436454613794419,-0.501456493140396,-0.39236045856043,"MOOS","storm4",7,25,"fDOM",NA,NA,NA,7,25,1.51333521447535
"93",93,-0.176084099868543,-0.224047306176006,-0.0597897503284611,"MOOS","storm4",7,25,"SPC",NA,NA,NA,7,25,1.04783372922198
"94",94,-0.0479860765788153,-0.0697414221780208,-0.018150174042763,"MOOS","storm4",7,25,"turb",NA,NA,NA,7,25,-0.0676903413618384
"95",95,0.113662293211617,0.0559041642897943,0.213348545350822,"MOOS","storm5",7,29,"NO3",-0.2971,-0.3293,-0.2516,7,29,-0.41439987227001
"96",96,-0.668545098949183,-0.844396298107203,-0.444823814101504,"MOOS","storm5",7,29,"fDOM",NA,NA,NA,7,29,0.483108979994477
"97",97,0.789535984848503,0.773082386363646,0.833925189393945,"MOOS","storm5",7,29,"SPC",NA,NA,NA,7,29,-0.113381248282633
"98",98,-0.082690408591532,-0.153653869892606,-0.0709480311072712,"MOOS","storm5",7,29,"turb",NA,NA,NA,7,29,0.947523126951626
"99",99,0.811462238885912,0.802892340653456,0.815479378682386,"MOOS","storm6a",8,1,"NO3",-0.1256,-0.1762,-0.0756,8,1,-0.0957180283390379
"100",100,0.116305210261881,0.0933615445649451,0.131667107467197,"MOOS","storm6a",8,1,"fDOM",0.0539,0.044,0.065,8,1,-0.0432903134343988
"101",101,0.844658659924139,0.835335018963324,0.852402022756006,"MOOS","storm6a",8,1,"SPC",-0.0949,-0.0998,-0.0925,8,1,-0.0165618403444888
"102",102,-0.12862587108014,-0.135616289198607,-0.112652439024391,"MOOS","storm6a",8,1,"turb",0.6838,0.6778,0.6899,8,1,0.748300460634732
"103",103,0.650574853792194,0.549541805455356,0.735582605492201,"MOOS","storm6b",8,2,"fDOM",NA,NA,NA,8,2,-0.59746068310071
"104",104,0.835983921705697,0.808808109052775,0.879238028661308,"MOOS","storm6b",8,2,"SPC",NA,NA,NA,8,2,-0.229376027765099
"105",105,-0.250519236206259,-0.319565588232096,-0.196454785672343,"MOOS","storm6b",8,2,"turb",NA,NA,NA,8,2,0.778094710880982
"106",106,-0.318278344780366,-0.490061407450201,-0.249917089244065,"MOOS","storm6c",8,3,"fDOM",-0.0588,-0.0595,-0.0581,8,3,-2.88763555038952
"107",107,0.506074168797955,0.29955242966752,0.585837595907929,"MOOS","storm6c",8,3,"SPC",-0.7372,-0.739,-0.7354,8,3,-1.28409634662169
"108",108,0.153762227732082,0.121415858772702,0.184409723588754,"MOOS","storm6c",8,3,"turb",0.0286,0.0108,0.0392,8,3,0.748707638731938
"109",109,-0.498060370954055,-0.498060370954055,-0.498060370954055,"MOOS","storm6d",8,5,"NO3",NA,NA,NA,NA,NA,-4.63091048880281
"110",110,-0.00597495829692368,-0.0733190930574252,0.108750695051239,"MOOS","storm6d",8,5,"fDOM",NA,NA,NA,NA,NA,-0.807576778758458
"111",111,0.506908904810645,0.500383828045036,0.526228249744116,"MOOS","storm6d",8,5,"SPC",NA,NA,NA,NA,NA,-0.625340653830135
"112",112,0.0736980339186556,0.0340668617739739,0.0989137775776685,"MOOS","storm6d",8,5,"turb",NA,NA,NA,NA,NA,0.548916804697288
"113",113,0.5522128705849,0.511253487162516,0.606257979100669,"MOOS","storm7a",8,13,"NO3",-0.082,-0.1851,-0.03,8,13,-0.176388304632326
"114",114,0.164436441525733,0.0328524226482627,0.247640315879914,"MOOS","storm7a",8,13,"fDOM",-0.8583,-0.8593,-0.8574,8,13,-0.724643018668562
"115",115,0.116641337386017,0.0567581686930117,0.167173252279637,"MOOS","storm7a",8,13,"SPC",0.72,0.7177,0.7222,8,13,0.506480420089526
"116",116,0.0658867067878976,0.0295539370435621,0.0887160023804746,"MOOS","storm7a",8,13,"turb",0.3207,0.3025,0.3416,8,13,1.05786142383908
